date,rno,rname,nichime,kimarite,wdir,wspd,santan,payout,ninki,win_course,win_teiban,zenzuke
2025-12-27,9,戸田特賞,1,逃げ,無,0,1-4-2,3050,9,1,1,0
2025-12-27,10,戸田特賞,1,まくり差し,無,0,5-4-2,37130,86,5,5,0
2025-12-27,11,記者選抜戦,1,逃げ,無,0,1-3-5,750,1,1,1,0
2025-12-27,12,戸田選抜戦,1,逃げ,東,1,1-2-6,2810,13,1,1,0
2025-12-28,1,予選,2,まくり,無,0,2-1-3,1370,4,2,2,0
2025-12-28,2,予選,2,逃げ,北西,1,1-2-5,1980,4,1,1,0
2025-12-28,3,予選,2,まくり,北西,2,5-2-4,12800,51,3,5,1
2025-12-28,4,予選,2,まくり,北西,3,3-5-6,6100,20,3,3,0
2025-12-28,5,ウインウイン,2,まくり,北西,3,4-5-1,3490,15,4,4,0
2025-12-28,6,予選,2,逃げ,北西,3,1-3-6,2120,7,1,1,0
2025-12-28,7,ウインウイン,2,逃げ,北西,2,1-2-6,2640,10,1,1,0
2025-12-28,8,予選,2,差し,北西,1,2-5-1,1850,6,2,2,0
2025-12-28,9,戸田特賞,2,逃げ,北,1,1-3-5,1010,2,1,1,0
2025-12-28,10,戸田特賞,2,逃げ,北東,1,1-3-6,1200,4,1,1,0
2025-12-28,11,戸田特選,2,逃げ,北,1,1-5-6,1510,5,1,1,0
2025-12-28,12,記者選抜戦,2,まくり差し,北東,1,3-6-5,43600,78,3,3,0
2025-12-29,1,予選,3,逃げ,無,0,1-3-2,810,1,1,1,0
2025-12-29,2,予選,3,まくり,無,0,4-2-3,7250,26,4,4,0
2025-12-29,3,予選,3,まくり,無,0,3-4-6,2010,4,3,3,0
2025-12-29,4,予選,3,まくり,無,0,2-3-4,7700,31,2,2,0
2025-12-29,5,ウインウイン,3,逃げ,無,0,1-4-2,1620,5,1,1,0
2025-12-29,6,予選,3,差し,無,0,2-1-5,790,1,2,2,0
2025-12-29,7,ウインウイン,3,逃げ,無,0,1-4-5,610,1,1,1,0
2025-12-29,8,予選,3,まくり差し,無,0,5-4-6,19280,77,5,5,0
2025-12-29,9,戸田特賞,3,まくり差し,無,0,5-2-6,17630,79,5,5,0
2025-12-29,10,戸田特賞,3,抜き,無,0,2-4-3,2560,4,2,2,0
2025-12-29,11,戸田特選,3,まくり,無,0,5-6-4,4150,12,5,5,0
2025-12-29,12,記者選抜戦,3,まくり,無,0,2-5-1,3210,13,2,2,0
2025-12-30,1,一般戦,4,差し,無,0,2-1-4,3630,13,2,2,0
2025-12-30,2,一般戦,4,逃げ,無,0,1-3-4,4110,18,1,1,0
2025-12-30,3,一般戦,4,抜き,無,0,4-2-1,4840,23,4,4,0
2025-12-30,4,一般戦,4,まくり,無,0,2-4-3,5580,25,2,2,0
2025-12-30,5,一般戦,4,差し,無,0,4-5-2,940,1,3,4,1
2025-12-30,6,一般戦,4,逃げ,無,0,1-2-3,710,1,1,1,0
2025-12-30,7,一般戦,4,逃げ,無,0,1-3-2,1140,4,1,1,0
2025-12-30,8,一般戦,4,まくり,無,0,4-2-3,49890,77,4,4,0
2025-12-30,9,戸田特賞,4,差し,無,0,2-1-4,6470,29,2,2,0
2025-12-30,10,戸田特賞,4,逃げ,東,1,1-3-4,3580,10,1,1,0
2025-12-30,11,準優勝戦,4,抜き,東,1,1-4-2,2290,7,1,1,0
2025-12-30,12,準優勝戦,4,逃げ,無,0,1-2-4,1130,3,1,1,0
2025-12-31,1,一般戦,5,差し,無,0,4-1-5,5240,17,4,4,0
2025-12-31,2,一般戦,5,まくり,無,0,2-5-6,1600,3,2,2,0
2025-12-31,3,一般戦,5,逃げ,西,2,1-3-4,2290,6,1,1,0
2025-12-31,4,一般戦,5,まくり差し,無,0,3-5-1,4030,15,3,3,0
2025-12-31,5,ウインウイン,5,抜き,無,0,4-1-3,2450,11,2,4,1
2025-12-31,6,一般戦,5,逃げ,西,1,1-3-5,1710,1,1,1,0
2025-12-31,7,ウインウイン,5,逃げ,無,0,1-2-4,1440,8,1,1,0
2025-12-31,8,一般戦,5,差し,無,0,3-2-1,5060,18,3,3,0
2025-12-31,9,戸田特選,5,逃げ,東,1,1-3-4,990,2,1,1,0
2025-12-31,10,選抜戦,5,差し,無,0,5-3-1,22290,48,5,5,0
2025-12-31,11,選抜戦,5,逃げ,無,0,1-3-5,780,2,1,1,0
2025-12-31,12,優勝戦,5,逃げ,東,1,1-2-6,5970,21,1,1,0
2026-01-03,1,予選,1,逃げ,北西,2,1-3-5,3530,14,1,1,0
2026-01-03,2,予選,1,差し,北西,2,2-6-4,3970,18,2,2,0
2026-01-03,3,予選,1,逃げ,無,0,1-3-5,6990,27,1,1,0
2026-01-03,4,予選,1,まくり差し,西,2,3-2-4,3960,13,3,3,0
2026-01-03,5,予選,1,まくり,無,0,2-3-1,3030,13,3,2,0
2026-01-03,6,予選,1,抜き,無,0,1-2-5,3370,12,1,1,0
2026-01-03,7,予選,1,まくり差し,無,0,5-3-1,33960,67,5,5,0
2026-01-03,8,予選,1,まくり差し,北西,1,5-1-4,4270,22,5,5,0
2026-01-03,9,予選,1,逃げ,無,0,1-6-2,2860,10,1,1,0
2026-01-03,10,予選特別,1,差し,無,0,6-1-2,116350,102,6,6,0
2026-01-03,11,予選特別,1,逃げ,無,0,1-4-5,1530,5,1,1,0
2026-01-03,12,ウインビー選,1,逃げ,無,0,1-3-2,1080,4,1,1,0
2026-01-04,1,予選,2,まくり,北西,2,3-1-6,8210,33,3,3,0
2026-01-04,2,予選,2,まくり差し,北西,3,5-3-4,7200,32,5,5,0
2026-01-04,3,予選,2,恵まれ,北西,3,3-1-2,850,4,3,3,0
2026-01-04,4,予選,2,まくり差し,北西,3,3-4-2,4030,13,3,3,0
2026-01-04,5,予選,2,まくり,北西,2,5-6-2,17860,70,5,5,0
2026-01-04,6,予選,2,まくり差し,北西,2,4-1-6,2890,11,4,4,0
2026-01-04,7,予選,2,逃げ,無,0,1-3-4,850,2,1,1,0
2026-01-04,8,予選,2,恵まれ,西,1,2-1-3,420,3,2,2,0
2026-01-04,9,予選,2,逃げ,無,0,1-4-3,720,1,1,1,0
2026-01-04,10,予選特別,2,逃げ,無,0,1-4-3,2480,10,1,1,0
2026-01-04,11,予選特別,2,逃げ,無,0,1-5-6,8950,32,1,1,0
2026-01-04,12,ウインク選抜,2,逃げ,南西,1,1-5-6,6550,22,1,1,0
2026-01-05,1,予選,3,まくり差し,東,1,4-5-6,5840,27,4,4,0
2026-01-05,2,予選,3,まくり差し,東,1,3-5-6,3710,11,3,3,0
2026-01-05,3,予選,3,まくり,北東,2,2-5-3,5650,18,2,2,0
2026-01-05,4,予選,3,まくり,北東,2,5-6-1,9150,36,5,5,0
2026-01-05,5,予選,3,まくり,北東,1,4-2-5,1620,5,4,4,0
2026-01-05,6,予選,3,逃げ,北東,1,1-3-6,770,2,1,1,0
2026-01-05,7,予選,3,逃げ,北東,1,1-4-3,960,2,1,1,0
2026-01-05,8,予選,3,差し,東,1,3-2-1,10810,46,3,3,0
2026-01-05,9,予選,3,まくり差し,北,1,3-1-6,3600,13,3,3,0
2026-01-05,10,予選特別,3,逃げ,北東,1,1-5-3,2650,10,1,1,0
2026-01-05,11,予選特別,3,逃げ,北東,1,1-2-6,1710,6,1,1,0
2026-01-05,12,記者選抜戦,3,逃げ,無,0,1-4-3,960,2,1,1,0
2026-01-06,1,予選,4,まくり差し,北西,5,4-1-6,17440,51,4,4,0
2026-01-06,2,予選,4,差し,北西,6,2-1-3,890,2,2,2,0
2026-01-06,3,予選,4,まくり,北西,5,3-4-1,1150,2,3,3,0
2026-01-06,4,予選,4,まくり,北西,5,2-3-6,1410,1,2,2,0
2026-01-06,5,予選,4,差し,北西,5,4-3-2,4500,14,4,4,0
2026-01-06,6,予選,4,逃げ,北西,5,1-4-2,8170,28,1,1,0
2026-01-06,7,予選,4,逃げ,北西,5,1-2-5,850,1,1,1,0
2026-01-06,8,予選,4,まくり,北西,6,3-5-6,8230,28,3,3,0
2026-01-06,9,予選,4,まくり,北西,5,3-1-4,1860,7,3,3,0
2026-01-06,10,予選特別,4,逃げ,北西,6,1-5-3,2940,11,1,1,0
2026-01-06,11,予選特別,4,抜き,北西,5,2-3-1,3660,11,2,2,0
2026-01-06,12,記者選抜戦,4,まくり差し,北西,5,3-5-6,13650,28,3,3,0
2026-01-07,1,一般戦,5,逃げ,北西,1,1-4-5,990,1,1,1,0
2026-01-07,2,一般戦,5,逃げ,北,1,1-4-3,430,1,1,1,0
2026-01-07,3,一般戦,5,逃げ,北西,1,1-4-3,1010,3,1,1,0
2026-01-07,4,一般戦,5,まくり,北,1,4-1-5,8400,30,4,4,0
2026-01-07,5,一般戦,5,まくり差し,北,1,6-1-3,460,2,4,6,1
2026-01-07,6,一般戦,5,逃げ,北西,1,1-3-2,840,2,1,1,0
2026-01-07,7,一般戦,5,まくり,北西,2,5-3-6,31160,60,5,5,0
2026-01-07,8,一般戦,5,まくり,北,1,5-4-6,3150,11,5,5,0
2026-01-07,9,一般戦,5,抜き,北,1,5-4-1,3450,15,5,5,0
2026-01-07,10,準優勝戦,5,逃げ,北,1,1-2-3,840,3,1,1,0
2026-01-07,11,準優勝戦,5,逃げ,西,1,1-2-3,900,2,1,1,0
2026-01-07,12,準優勝戦,5,逃げ,北西,1,1-6-3,13540,39,1,1,0
2026-01-08,1,一般戦,6,差し,北,1,5-1-3,11500,48,5,5,0
2026-01-08,2,一般戦,6,逃げ,北西,2,1-4-5,1920,5,1,1,0
2026-01-08,3,一般戦,6,逃げ,北,4,1-3-2,1380,2,1,1,0
2026-01-08,4,一般戦,6,差し,北西,7,2-1-4,3960,14,2,2,1
2026-01-08,5,一般戦,6,逃げ,北西,8,1-3-4,1190,2,1,1,0
2026-01-08,6,一般戦,6,逃げ,北西,8,1-4-3,1050,4,1,1,0
2026-01-08,7,一般戦,6,まくり差し,北西,8,3-1-4,3170,15,3,3,0
2026-01-08,8,一般戦,6,抜き,北,7,1-2-4,3380,13,1,1,0
2026-01-08,9,一般戦,6,恵まれ,北西,7,1-3-4,430,1,1,1,0
2026-01-08,10,特別選抜戦,6,逃げ,北西,5,1-2-3,1770,4,1,1,0
2026-01-08,11,特別選抜戦,6,逃げ,北,6,1-3-2,610,2,1,1,0
2026-01-08,12,優勝戦,6,まくり,北西,7,4-5-1,9400,33,4,4,0
2026-01-11,1,予選,1,差し,西,3,4-5-2,5250,23,4,4,0
2026-01-11,2,予選,1,逃げ,北,3,1-3-6,1280,2,1,1,0
2026-01-11,3,予選,1,まくり,北,4,2-3-5,2430,8,2,2,0
2026-01-11,4,予選,1,逃げ,北,4,1-3-6,13740,53,1,1,0
2026-01-11,5,ウインウイン,1,差し,北西,4,2-1-4,5610,22,2,2,0
2026-01-11,6,予選,1,差し,北西,5,5-1-3,2390,10,4,5,0
2026-01-11,7,ウインウイン,1,逃げ,北西,6,1-3-2,520,1,1,1,0
2026-01-11,8,予選,1,逃げ,北西,7,1-3-5,700,1,1,1,0
2026-01-11,9,戸田特賞,1,まくり差し,北西,7,3-1-2,10160,39,3,3,0
2026-01-11,10,戸田特賞,1,恵まれ,北西,6,4-3-2,3270,13,4,4,0
2026-01-11,11,記者選抜戦,1,逃げ,西,8,1-3-4,3360,10,1,1,0
2026-01-11,12,戸田選抜戦,1,逃げ,北西,7,1-5-2,3640,12,1,1,0
2026-01-12,1,予選,2,まくり,西,1,4-2-1,8810,37,4,4,0
2026-01-12,2,予選,2,まくり,無,0,3-1-5,2470,11,3,3,0
2026-01-12,3,予選,2,まくり,東,1,3-2-6,4060,11,3,3,0
2026-01-12,4,予選,2,差し,無,0,2-1-3,10760,38,2,2,0
2026-01-12,5,ウインウイン,2,まくり差し,東,1,4-5-3,2460,9,4,4,0
2026-01-12,6,予選,2,まくり,無,0,2-5-3,2050,4,2,2,0
2026-01-12,7,ウインウイン,2,逃げ,無,0,1-2-3,650,2,1,1,0
2026-01-12,8,予選,2,差し,無,0,3-2-5,11840,34,3,3,0
2026-01-12,9,戸田特賞,2,逃げ,南東,1,1-3-6,2770,11,1,1,0
2026-01-12,10,戸田特賞,2,逃げ,無,0,1-4-2,4480,13,1,1,0
2026-01-12,11,戸田特選,2,逃げ,無,0,1-4-2,1480,4,1,1,0
2026-01-12,12,記者選抜戦,2,逃げ,無,0,1-5-6,2740,11,1,1,0
2026-01-13,1,予選,3,まくり差し,無,0,6-1-5,5250,23,5,6,0
2026-01-13,2,予選,3,まくり,無,0,5-1-2,1720,7,5,5,0
2026-01-13,3,予選,3,逃げ,西,1,1-6-5,6360,27,1,1,0
2026-01-13,4,予選,3,まくり,北西,2,2-3-4,8320,35,2,2,0
2026-01-13,5,ウインウイン,3,逃げ,北西,2,1-4-2,2390,9,1,1,0
2026-01-13,6,予選,3,まくり差し,北西,2,5-4-6,22610,45,4,5,1
2026-01-13,7,ウインウイン,3,まくり,北西,2,5-1-2,17990,37,6,5,0
2026-01-13,8,予選,3,差し,無,0,2-1-5,650,1,2,2,0
2026-01-13,9,戸田特賞,3,まくり,南西,5,3-5-1,1510,2,3,3,0
2026-01-13,10,戸田特賞,3,抜き,南西,6,4-1-5,1520,1,4,4,0
2026-01-13,11,戸田特選,3,抜き,南西,7,1-2-3,3860,15,1,1,0
2026-01-13,12,記者選抜戦,3,まくり差し,南西,5,5-3-1,40600,81,5,5,1
2026-01-14,1,一般戦,4,逃げ,南西,4,1-2-5,1400,2,1,1,0
2026-01-14,2,一般戦,4,まくり,北,3,4-2-5,10410,41,4,4,0
2026-01-14,3,一般戦,4,まくり,北西,1,4-2-5,6390,29,4,4,0
2026-01-14,4,一般戦,4,まくり,北,2,2-4-5,8330,35,2,2,0
2026-01-14,5,ウインウイン,4,まくり,西,3,4-6-3,8180,34,4,4,0
2026-01-14,6,一般戦,4,逃げ,北西,4,1-2-4,770,1,1,1,0
2026-01-14,7,ウインウイン,4,逃げ,北西,4,1-3-4,710,1,1,1,0
2026-01-14,8,一般戦,4,差し,北,4,5-3-1,6890,32,5,5,0
2026-01-14,9,戸田特選,4,逃げ,北,4,1-2-5,790,1,1,1,0
2026-01-14,10,選抜戦,4,逃げ,北,4,1-3-4,1250,1,1,1,0
2026-01-14,11,選抜戦,4,逃げ,北,3,1-2-5,1540,4,1,1,0
2026-01-14,12,優勝戦,4,逃げ,北,3,1-3-2,1580,4,1,1,0
2026-01-17,1,予選,1,逃げ,無,0,1-2-5,1630,4,1,1,0
2026-01-17,2,予選,1,逃げ,無,0,1-3-5,1050,1,1,1,0
2026-01-17,3,予選,1,差し,無,0,2-1-5,880,1,2,2,0
2026-01-17,4,予選,1,抜き,無,0,1-2-4,3030,12,1,1,0
2026-01-17,5,ウインウイン,1,逃げ,無,0,1-2-4,1970,5,1,1,0
2026-01-17,6,予選,1,まくり差し,無,0,5-1-4,4330,18,5,5,0
2026-01-17,7,ウインウイン,1,差し,無,0,4-1-5,11130,29,4,4,0
2026-01-17,8,予選,1,まくり,南東,1,4-5-1,3590,17,4,4,0
2026-01-17,9,戸田特賞,1,逃げ,無,0,1-6-5,8910,37,1,1,0
2026-01-17,10,戸田特賞,1,差し,無,0,5-6-2,30180,77,4,5,0
2026-01-17,11,記者選抜戦,1,逃げ,無,0,1-4-6,2360,9,1,1,0
2026-01-17,12,戸田選抜戦,1,まくり,無,0,3-5-2,10010,29,3,3,0
2026-01-18,1,予選,2,差し,北,1,2-3-1,10430,31,2,2,0
2026-01-18,2,予選,2,差し,北西,2,2-1-6,2610,4,2,2,0
2026-01-18,3,予選,2,まくり,北西,2,4-5-3,3490,13,4,4,0
2026-01-18,4,予選,2,差し,北西,2,3-2-4,8320,43,3,3,0
2026-01-18,5,ウインウイン,2,まくり,北東,2,3-4-5,11270,41,3,3,0
2026-01-18,6,予選,2,恵まれ,北西,1,5-2-3,1880,7,4,5,0
2026-01-18,7,ウインウイン,2,まくり,無,0,2-6-4,51570,74,2,2,0
2026-01-18,8,予選,2,逃げ,北東,2,1-2-3,600,1,1,1,0
2026-01-18,9,戸田特賞,2,差し,無,0,2-6-5,6890,26,2,2,0
2026-01-18,10,戸田特賞,2,逃げ,北東,1,1-2-3,910,1,1,1,0
2026-01-18,11,戸田特選,2,まくり,北東,1,4-6-3,7900,32,4,4,0
2026-01-18,12,記者選抜戦,2,逃げ,無,0,1-3-4,4120,12,1,1,0
2026-01-19,1,予選,3,差し,無,0,2-3-1,5690,24,2,2,0
2026-01-19,2,予選,3,差し,無,0,2-4-1,1820,7,2,2,0
2026-01-19,3,予選,3,まくり,東,1,4-2-3,7970,31,4,4,0
2026-01-19,4,予選,3,まくり,無,0,3-6-1,5840,21,4,3,1
2026-01-19,5,ウインウイン,3,逃げ,東,1,1-4-6,7270,26,1,1,0
2026-01-19,6,予選,3,まくり差し,無,0,3-1-2,2630,7,3,3,0
2026-01-19,7,ウインウイン,3,逃げ,無,0,1-5-3,3470,14,1,1,0
2026-01-19,8,予選,3,まくり,北東,1,2-3-4,3310,17,2,2,0
2026-01-19,9,戸田特賞,3,差し,無,0,4-1-3,34410,88,4,4,0
2026-01-19,10,戸田特賞,3,逃げ,無,0,1-5-3,12090,39,1,1,1
2026-01-19,11,戸田特選,3,まくり,東,1,3-2-1,6720,25,3,3,0
2026-01-19,12,記者選抜戦,3,逃げ,無,0,1-2-6,1790,6,1,1,0
2026-01-20,1,予選,4,まくり,北西,8,4-5-2,5920,25,4,4,0
2026-01-20,2,予選,4,逃げ,北西,8,1-2-4,9410,39,1,1,0
2026-01-20,3,予選,4,差し,北西,9,2-5-1,6460,27,2,2,0
2026-01-20,4,予選,4,差し,北西,9,2-1-3,1090,1,2,2,0
2026-01-20,5,ウインウイン,4,逃げ,北西,9,1-6-3,12560,39,1,1,1
2026-01-20,6,予選,4,まくり,北西,9,3-1-4,910,2,3,3,0
2026-01-20,7,ウインウイン,4,逃げ,北西,8,1-2-3,490,1,1,1,0
2026-01-20,8,予選,4,逃げ,北西,8,2-4-3,900,2,1,2,0
2026-01-20,9,戸田特賞,4,差し,北西,9,5-3-2,13600,53,5,5,0
2026-01-20,10,戸田特賞,4,逃げ,北西,8,1-4-6,6320,21,1,1,0
2026-01-20,11,戸田特選,4,恵まれ,北西,9,1-2-6,580,2,1,1,0
2026-01-20,12,記者選抜戦,4,逃げ,北西,9,1-2-5,550,1,1,1,0
2026-01-21,1,一般戦,5,差し,北西,4,2-3-1,7040,26,2,2,0
2026-01-21,2,一般戦,5,まくり,北西,4,4-1-5,21010,82,4,4,0
2026-01-21,3,一般戦,5,逃げ,北西,4,1-2-4,1410,1,1,1,0
2026-01-21,4,一般戦,5,まくり,北西,3,4-6-2,970,2,4,4,0
2026-01-21,5,一般戦,5,まくり,北西,1,2-1-3,1790,5,2,2,0
2026-01-21,6,一般戦,5,逃げ,北西,1,1-3-4,1160,4,1,1,0
2026-01-21,7,一般戦,5,まくり,北西,4,3-4-6,6460,27,3,3,0
2026-01-21,8,一般戦,5,抜き,北西,2,1-2-4,1570,5,1,1,0
2026-01-21,9,一般戦,5,まくり,北東,2,6-3-1,13570,36,5,6,0
2026-01-21,10,準優勝戦,5,まくり,無,0,4-1-2,5880,17,4,4,0
2026-01-21,11,準優勝戦,5,逃げ,北西,1,1-2-4,790,2,1,1,0
2026-01-21,12,準優勝戦,5,まくり,無,0,3-4-1,5310,16,3,3,0
2026-01-22,1,一般戦,6,逃げ,北西,4,1-4-2,2080,8,1,1,0
2026-01-22,2,一般戦,6,まくり,北西,5,4-1-5,2090,7,4,4,0
2026-01-22,3,一般戦,6,逃げ,北西,5,1-4-5,7680,40,1,1,0
2026-01-22,4,一般戦,6,逃げ,北西,6,1-2-3,900,1,1,1,0
2026-01-22,5,ウインウイン,6,差し,北西,5,4-2-1,3720,14,4,4,0
2026-01-22,6,一般戦,6,まくり差し,北西,6,3-2-5,5310,23,3,3,0
2026-01-22,7,ウインウイン,6,まくり差し,北西,6,5-1-6,11180,27,5,5,0
2026-01-22,8,一般戦,6,差し,北西,6,2-6-5,3370,11,2,2,0
2026-01-22,9,戸田特選,6,抜き,北西,5,3-2-1,2060,8,3,3,0
2026-01-22,10,選抜戦,6,逃げ,北西,5,1-2-5,1840,4,1,1,0
2026-01-22,11,選抜戦,6,まくり差し,北西,6,5-1-2,10720,25,5,5,0
2026-01-22,12,優勝戦,6,差し,北西,6,3-4-1,16540,39,3,3,0
2026-01-30,1,予選,1,逃げ,北西,6,1-6-4,3860,15,1,1,0
2026-01-30,2,予選,1,まくり差し,北西,6,5-3-2,3910,13,5,5,1
2026-01-30,3,予選,1,まくり,北東,5,4-3-5,5530,20,4,4,0
2026-01-30,4,予選,1,まくり差し,北西,5,3-4-2,12460,48,3,3,0
2026-01-30,5,ウインウイン,1,差し,北西,5,4-2-3,16330,47,2,4,1
2026-01-30,6,予選,1,逃げ,北西,5,1-3-2,2200,6,1,1,0
2026-01-30,7,ウインウイン,1,逃げ,北西,5,1-2-4,840,4,1,1,0
2026-01-30,8,予選,1,差し,北,6,2-1-6,3820,17,2,2,0
2026-01-30,9,戸田特賞,1,逃げ,北西,6,1-3-5,730,1,1,1,0
2026-01-30,10,戸田特賞,1,逃げ,北西,6,1-3-2,1770,7,1,1,0
2026-01-30,11,記者選抜戦,1,差し,北西,5,2-1-5,15070,42,2,2,0
2026-01-30,12,戸田選抜戦,1,差し,北西,6,2-1-4,3550,12,2,2,0
2026-01-31,1,予選,2,逃げ,北西,6,1-2-6,3300,10,1,1,0
2026-01-31,2,予選,2,まくり,北西,6,2-3-5,1290,2,2,2,0
2026-01-31,3,予選,2,まくり,北西,6,4-5-6,3220,12,4,4,0
2026-01-31,4,予選,2,逃げ,北西,5,1-2-3,1880,4,1,1,0
2026-01-31,5,ウインウイン,2,差し,北西,5,4-3-6,5320,27,4,4,0
2026-01-31,6,予選,2,差し,北西,5,5-1-2,3830,21,2,5,1
2026-01-31,7,ウインウイン,2,逃げ,北西,3,1-5-3,1140,6,1,1,1
2026-01-31,8,予選,2,まくり,北西,3,2-1-5,910,1,3,2,1
2026-01-31,9,戸田特賞,2,逃げ,北西,2,1-2-4,1560,4,1,1,0
2026-01-31,10,戸田特賞,2,まくり差し,北東,2,6-5-3,40240,72,6,6,0
2026-01-31,11,戸田特選,2,まくり,北西,2,3-5-1,3270,11,3,3,0
2026-01-31,12,記者選抜戦,2,逃げ,北西,2,1-6-3,6330,20,1,1,0
2026-02-01,1,予選,3,まくり差し,無,0,5-1-4,17270,56,5,5,0
2026-02-01,2,予選,3,逃げ,無,0,1-2-3,1420,5,1,1,0
2026-02-01,3,予選,3,まくり,無,0,3-1-6,3940,16,3,3,0
2026-02-01,4,予選,3,逃げ,無,0,1-3-6,4870,20,1,1,1
2026-02-01,5,ウインウイン,3,まくり,無,0,4-6-2,4620,20,4,4,0
2026-02-01,6,予選,3,差し,無,0,2-6-1,9810,32,2,2,0
2026-02-01,7,ウインウイン,3,逃げ,無,0,1-2-4,1550,5,1,1,0
2026-02-01,8,予選,3,まくり,北東,2,4-6-1,1330,2,4,4,0
2026-02-01,9,戸田特賞,3,逃げ,北東,1,1-4-3,970,3,1,1,1
2026-02-01,10,戸田特賞,3,逃げ,東,1,1-4-5,7370,29,1,1,0
2026-02-01,11,戸田特選,3,逃げ,東,1,1-3-5,2770,11,1,1,0
2026-02-01,12,記者選抜戦,3,逃げ,東,1,1-3-4,600,1,1,1,0
2026-02-02,1,一般戦,4,差し,無,0,2-4-1,4940,21,2,2,0
2026-02-02,2,一般戦,4,まくり,無,0,3-2-4,1710,3,3,3,0
2026-02-02,3,一般戦,4,逃げ,無,0,1-2-4,900,1,1,1,0
2026-02-02,4,一般戦,4,抜き,無,0,1-4-5,7900,33,1,1,0
2026-02-02,5,ウインウイン,4,まくり,無,0,3-4-2,11460,32,3,3,0
2026-02-02,6,一般戦,4,まくり,北西,2,4-6-3,5770,30,4,4,0
2026-02-02,7,ウインウイン,4,まくり,無,0,3-2-4,6650,23,3,3,0
2026-02-02,8,一般戦,4,まくり差し,無,0,3-2-5,5780,28,3,3,0
2026-02-02,9,戸田特選,4,逃げ,無,0,1-2-4,770,2,1,1,0
2026-02-02,10,選抜戦,4,まくり差し,無,0,3-1-4,2100,5,3,3,0
2026-02-02,11,選抜戦,4,逃げ,無,0,1-5-4,1970,10,1,1,0
2026-02-02,12,優勝戦,4,差し,北西,3,2-4-3,37800,89,2,2,0
2026-02-06,1,予選,1,まくり差し,北西,2,5-6-1,52240,80,5,5,0
2026-02-06,2,予選,1,差し,無,0,4-2-3,2430,8,4,4,0
2026-02-06,3,予選,1,逃げ,無,0,1-4-6,2440,9,1,1,0
2026-02-06,4,予選,1,まくり,無,0,2-3-4,4940,18,3,2,1
2026-02-06,5,ウインウイン,1,抜き,無,0,2-1-4,6250,22,2,2,0
2026-02-06,6,予選,1,まくり,無,0,3-4-2,8850,43,3,3,0
2026-02-06,7,ウインウイン,1,逃げ,無,0,1-2-6,15000,30,1,1,0
2026-02-06,8,予選,1,まくり,無,0,3-6-2,28840,70,3,3,0
2026-02-06,9,戸田特賞,1,逃げ,無,0,1-2-3,990,2,1,1,0
2026-02-06,10,戸田特賞,1,逃げ,無,0,1-3-6,4140,16,1,1,0
2026-02-06,11,記者選抜戦,1,逃げ,無,0,1-5-3,1880,5,1,1,0
2026-02-06,12,戸田選抜戦,1,抜き,無,0,5-1-4,8650,31,5,5,0
2026-02-07,1,予選,2,逃げ,北西,5,1-2-5,850,2,1,1,0
2026-02-07,2,予選,2,差し,北西,6,3-2-4,2650,6,3,3,0
2026-02-07,3,予選,2,まくり,北西,3,2-3-4,2050,5,2,2,0
2026-02-07,4,予選,2,差し,北,2,2-1-4,1070,2,2,2,0
2026-02-07,5,ウインウイン,2,まくり差し,北西,3,4-1-5,1270,2,4,4,0
2026-02-07,6,予選,2,まくり差し,無,0,3-6-4,8610,26,3,3,0
2026-02-07,7,ウインウイン,2,まくり,西,2,4-1-2,8510,26,4,4,0
2026-02-07,8,予選,2,抜き,無,0,6-1-2,18110,88,6,6,0
2026-02-07,9,戸田特賞,2,まくり,無,0,3-5-2,24090,61,3,3,0
2026-02-07,10,戸田特賞,2,まくり,東,4,5-4-6,8910,40,5,5,0
2026-02-07,11,戸田特選,2,まくり,東,4,3-5-4,8440,38,5,3,1
2026-02-07,12,記者選抜戦,2,逃げ,東,4,1-3-5,780,1,1,1,0
2026-02-08,1,予選,3,逃げ,無,0,1-3-2,6960,29,1,1,0
2026-02-08,2,予選,3,抜き,北東,1,3-5-4,3680,19,3,3,0
2026-02-08,3,予選,3,逃げ,北東,1,1-3-2,5280,13,1,1,0
2026-02-08,4,予選,3,まくり,北東,3,4-3-5,5250,23,4,4,0
2026-02-08,5,ウインウイン,3,まくり,無,0,4-1-5,2200,8,4,4,0
2026-02-08,6,予選,3,逃げ,北東,3,1-4-6,1090,1,1,1,1
2026-02-08,7,ウインウイン,3,逃げ,北東,2,1-4-6,850,1,1,1,0
2026-02-08,8,予選,3,まくり,無,0,5-3-1,2830,12,5,5,0
2026-02-08,9,戸田特賞,3,逃げ,無,0,1-5-2,4690,12,1,1,0
2026-02-08,10,戸田特賞,3,差し,無,0,2-5-1,4710,19,2,2,0
2026-02-08,11,戸田特選,3,逃げ,無,0,1-2-5,1610,7,1,1,0
2026-02-08,12,記者選抜戦,3,まくり,無,0,4-1-6,60810,73,4,4,0
2026-02-09,1,予選,4,まくり,南,1,3-1-5,7230,32,3,3,0
2026-02-09,2,予選,4,抜き,南西,1,2-1-4,18910,47,2,2,0
2026-02-09,3,予選,4,まくり,南西,3,3-2-1,2850,9,3,3,0
2026-02-09,4,予選,4,まくり差し,南,3,6-1-5,5380,21,5,6,0
2026-02-09,5,ウインウイン,4,逃げ,西,2,1-4-6,970,1,1,1,0
