ym,touban,tot_n,tot_top3,c1n,c1w,c4n,c4w,c4mk,c4st_sum,c4st_n,c6n,c6w2,c6w3,c6st_sum,c6st_n,t4n,t4mk,t6n,t6_23
2026-07,4368,13,6,2,0,2,1,1,0.38,2,3,1,0,0.58,3,0,0,0,0
2026-07,4369,17,9,4,3,5,0,0,0.75,5,1,0,0,0.31,1,0,0,0,0
2026-07,4370,17,11,6,5,2,0,0,0.33,2,2,0,0,0.26,2,0,0,0,0
2026-07,4371,10,10,4,3,1,1,0,0.18,1,0,0,0,0,0,0,0,0,0
2026-07,4372,10,6,2,2,1,0,0,0.21,1,2,0,1,0.25,2,0,0,0,0
2026-07,4373,1,1,0,0,1,0,0,0.27,1,0,0,0,0,0,0,0,0,0
2026-07,4374,8,2,1,1,1,0,0,0.15,1,1,0,0,0.17,1,0,0,0,0
2026-07,4375,20,10,4,2,2,1,1,0.25,2,4,0,2,0.75,4,0,0,0,0
2026-07,4376,9,7,1,1,3,0,0,0.58,3,0,0,0,0,0,0,0,0,0
2026-07,4377,18,11,4,2,4,0,0,0.47,4,1,0,1,0.23,1,0,0,0,0
2026-07,4379,25,14,3,2,4,0,0,0.6,4,2,0,0,0.32,2,0,0,0,0
2026-07,4380,14,9,1,1,2,1,0,0.23,2,2,0,0,0.21,2,0,0,0,0
2026-07,4381,16,8,5,2,2,0,0,0.35,2,2,0,1,0.32,2,0,0,0,0
2026-07,4382,16,4,3,0,4,0,0,0.69,4,1,0,1,0.18,1,0,0,0,0
2026-07,4384,4,3,1,1,1,0,0,0.11,1,0,0,0,0,0,0,0,0,0
2026-07,4385,9,2,1,0,2,0,0,0.6,2,1,0,0,0.11,1,0,0,0,0
2026-07,4387,20,10,5,3,6,0,0,0.95,6,1,0,1,0.16,1,0,0,0,0
2026-07,4388,15,10,3,0,2,0,0,0.15,2,2,0,0,0.17,2,0,0,0,0
2026-07,4389,10,7,2,2,2,0,0,0.32,2,1,0,0,0.16,1,0,0,0,0
2026-07,4390,15,6,1,0,2,0,0,0.4,2,3,0,0,0.5,3,0,0,0,0
2026-07,4391,19,10,4,2,2,0,0,0.23,2,3,0,1,0.57,3,1,0,2,0
2026-07,4393,16,5,2,1,4,0,0,0.76,4,2,0,0,0.37,2,0,0,0,0
2026-07,4394,17,10,3,1,4,0,0,0.53,4,3,0,1,0.37,3,0,0,0,0
2026-07,4395,19,13,3,3,3,0,0,0.31,3,2,0,0,0.45,2,0,0,0,0
2026-07,4396,10,4,1,0,1,0,0,0.07,1,2,0,1,0.43,2,0,0,0,0
2026-07,4397,12,12,3,3,2,0,0,0.33,2,0,0,0,0,0,0,0,0,0
2026-07,4398,12,11,3,3,2,1,1,0.29,2,1,0,0,0.04,1,0,0,0,0
2026-07,4400,9,3,1,0,1,0,0,0.14,1,2,0,0,0.46,2,0,0,0,0
2026-07,4401,10,2,1,1,2,0,0,0.19,2,1,0,0,0.13,1,1,0,1,0
2026-07,4402,20,11,3,3,3,2,1,0.31,3,2,0,0,0.4,2,0,0,0,0
2026-07,4403,14,8,3,2,3,0,0,0.4,3,2,0,0,0.42,2,0,0,0,0
2026-07,4404,14,4,2,0,2,0,0,0.23,1,3,0,0,0.45,3,1,0,1,0
2026-07,4405,15,8,1,0,3,1,1,0.36,3,2,0,0,0.23,2,0,0,0,0
2026-07,4406,17,8,2,2,4,1,1,0.66,4,3,0,0,0.44,3,0,0,0,0
2026-07,4407,11,4,2,0,3,0,0,0.49,3,1,0,0,0.06,1,2,0,1,0
2026-07,4408,9,3,1,1,1,0,0,0.2,1,1,0,0,0.23,1,0,0,0,0
2026-07,4409,7,2,1,0,2,0,0,0.3,2,1,0,0,0.28,1,0,0,0,0
2026-07,4410,11,4,1,0,0,0,0,0,0,1,0,0,0.18,1,0,0,0,0
2026-07,4411,20,13,4,4,2,0,0,0.32,2,3,0,1,0.71,3,0,0,0,0
2026-07,4413,21,10,4,2,4,1,1,0.49,4,4,0,2,0.44,4,0,0,0,0
2026-07,4414,14,4,1,0,3,0,0,0.38,3,1,0,0,0.04,1,0,0,0,0
2026-07,4415,17,9,3,2,2,0,0,0.31,2,4,1,0,0.74,4,0,0,0,0
2026-07,4416,14,8,1,1,3,2,1,0.48,3,2,0,0,0.54,2,0,0,0,0
2026-07,4417,12,5,2,1,2,0,0,0.42,2,2,0,0,0.44,2,0,0,0,0
2026-07,4418,20,16,5,4,4,2,1,0.38,4,2,1,0,0.3,2,0,0,0,0
2026-07,4419,18,9,4,3,2,0,0,0.31,2,2,0,0,0.47,2,0,0,0,0
2026-07,4420,20,9,2,0,4,1,1,0.76,4,3,0,0,0.8,3,0,0,0,0
2026-07,4421,9,2,0,0,2,0,0,0.43,2,1,0,0,0.29,1,0,0,0,0
2026-07,4422,8,5,2,1,1,0,0,0.11,1,2,0,0,0.41,2,0,0,0,0
2026-07,4423,17,9,2,2,4,0,0,0.53,4,3,0,0,0.46,3,0,0,0,0
2026-07,4424,18,10,3,2,2,1,1,0.33,2,2,0,2,0.27,2,0,0,0,0
2026-07,4425,17,10,3,2,3,0,0,0.42,3,4,0,3,0.47,4,0,0,0,0
2026-07,4427,19,18,7,5,3,1,1,0.38,3,2,1,1,0.32,2,0,0,0,0
2026-07,4428,21,15,3,3,3,1,0,0.35,3,3,0,0,0.35,3,0,0,0,0
2026-07,4429,15,3,2,0,2,1,1,0.41,2,2,0,0,0.35,2,0,0,0,0
2026-07,4430,14,8,3,2,2,0,0,0.29,2,2,0,1,0.31,2,0,0,0,0
2026-07,4431,13,5,2,1,3,1,1,0.53,3,2,0,0,0.69,2,0,0,0,0
2026-07,4432,11,6,2,1,0,0,0,0,0,1,0,0,0.14,1,0,0,0,0
2026-07,4433,20,14,4,2,3,1,1,0.61,3,4,0,2,0.91,4,0,0,0,0
2026-07,4434,18,10,4,3,2,0,0,0.38,2,4,0,0,0.95,4,0,0,0,0
2026-07,4435,20,10,5,2,2,1,1,0.24,2,4,0,0,0.53,4,0,0,0,0
2026-07,4436,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07,4437,17,8,3,2,1,0,0,0.22,1,4,0,0,0.71,4,0,0,0,0
2026-07,4438,15,5,3,2,1,1,1,0.02,1,2,1,0,0.21,2,0,0,0,0
2026-07,4439,13,5,2,0,2,0,0,0.42,2,1,0,0,0.19,1,0,0,0,0
2026-07,4440,8,2,2,0,1,0,0,0.11,1,2,0,0,0.33,2,0,0,0,0
2026-07,4441,17,10,3,2,1,0,0,0.05,1,4,0,1,0.56,4,0,0,0,0
2026-07,4442,12,6,1,1,2,0,0,0.52,2,2,0,0,0.34,2,0,0,0,0
2026-07,4443,9,3,2,0,1,0,0,0.3,1,1,0,1,0.27,1,0,0,0,0
2026-07,4446,16,10,4,4,5,0,0,0.72,5,1,0,0,0.17,1,0,0,0,0
2026-07,4447,17,15,3,3,3,1,1,0.45,3,3,0,1,0.62,3,2,1,1,0
2026-07,4448,15,13,2,1,4,0,0,0.55,4,2,1,0,0.39,2,0,0,0,0
2026-07,4449,12,8,2,2,2,1,0,0.35,2,3,1,1,0.65,3,0,0,0,0
2026-07,4450,19,13,4,2,2,1,1,0.45,2,2,0,1,0.24,2,0,0,0,0
2026-07,4451,10,5,2,2,2,0,0,0.16,2,1,0,0,0.16,1,0,0,0,0
2026-07,4452,19,5,4,1,3,0,0,0.34,3,2,0,0,0.47,2,0,0,0,0
2026-07,4456,11,9,3,3,2,0,0,0.5,2,1,0,1,0.15,1,0,0,0,0
2026-07,4458,20,13,2,1,3,0,0,0.36,3,2,0,1,0.3,2,0,0,0,0
2026-07,4459,9,6,2,2,0,0,0,0,0,2,0,1,0.28,2,0,0,0,0
2026-07,4460,20,15,3,2,4,1,1,0.64,4,1,0,0,0.21,1,0,0,0,0
2026-07,4461,17,6,2,1,4,1,0,0.55,4,1,0,0,0.18,1,0,0,0,0
2026-07,4462,18,12,3,3,3,0,0,0.37,3,3,0,1,0.61,3,0,0,0,0
2026-07,4463,19,15,4,3,2,0,0,0.3,2,2,0,1,0.35,2,0,0,0,0
2026-07,4464,19,17,4,4,3,0,0,0.67,3,4,1,2,0.67,4,0,0,0,0
2026-07,4465,6,0,1,0,1,0,0,0.18,1,1,0,0,0.27,1,0,0,0,0
2026-07,4466,16,8,4,3,2,0,0,0.21,2,3,0,1,0.55,3,0,0,0,0
2026-07,4467,13,6,1,0,2,0,0,0.23,2,2,0,1,0.33,2,1,0,1,0
2026-07,4468,8,6,1,1,1,1,1,0.11,1,2,0,1,0.28,2,1,1,2,1
2026-07,4469,13,8,4,2,2,1,0,0.37,2,3,0,1,0.52,3,0,0,0,0
2026-07,4470,23,15,5,3,3,1,1,0.39,3,2,0,2,0.35,2,0,0,0,0
2026-07,4471,21,16,4,4,3,0,0,0.32,3,3,1,1,0.49,3,0,0,1,1
2026-07,4472,21,12,5,3,3,0,0,0.3,3,4,0,2,0.73,4,0,0,0,0
2026-07,4473,17,10,2,1,2,0,0,0.4,2,6,0,1,0.85,5,0,0,0,0
2026-07,4474,11,7,2,2,3,0,0,0.4,3,1,0,0,0.2,1,0,0,0,0
2026-07,4475,15,8,4,1,2,0,0,0.13,2,1,0,0,0.16,1,0,0,0,0
2026-07,4477,15,12,4,4,3,1,1,0.49,3,2,0,2,0.25,2,0,0,0,0
2026-07,4478,17,7,3,2,3,0,0,0.41,3,2,0,0,0.29,2,2,0,1,0
2026-07,4479,8,2,1,0,3,0,0,0.48,3,1,0,0,0.25,1,0,0,0,0
2026-07,4482,8,6,1,1,0,0,0,0,0,2,0,2,0.29,2,0,0,0,0
2026-07,4483,14,11,2,1,3,1,0,0.3,3,0,0,0,0,0,0,0,0,0
2026-07,4484,18,12,3,2,2,0,0,0.36,2,4,0,2,0.67,4,0,0,0,0
2026-07,4485,14,7,2,1,2,0,0,0.36,2,2,0,1,0.19,2,0,0,0,0
2026-07,4486,19,13,3,1,3,0,0,0.51,3,2,0,1,0.31,2,0,0,0,0
2026-07,4487,15,8,1,0,2,0,0,0.26,2,2,0,2,0.28,2,0,0,0,0
2026-07,4488,19,13,4,3,2,2,2,0.26,2,3,0,1,0.49,3,0,0,0,0
2026-07,4489,16,9,3,1,4,2,2,0.46,4,2,1,0,0.3,2,2,1,1,1
2026-07,4491,18,6,3,0,2,0,0,0.35,2,2,0,0,0.45,2,0,0,0,0
2026-07,4494,9,3,1,0,2,0,0,0.43,2,2,0,0,0.23,2,2,0,2,0
2026-07,4495,16,12,4,3,1,0,0,0.33,1,3,0,1,0.55,3,0,0,0,0
2026-07,4496,13,10,6,3,3,1,1,0.36,3,0,0,0,0,0,0,0,0,0
2026-07,4497,16,13,5,4,3,0,0,0.35,3,2,0,1,0.34,2,1,0,2,1
2026-07,4498,15,9,1,1,4,0,0,0.46,4,3,0,0,0.44,3,0,0,0,0
2026-07,4499,9,6,1,0,1,0,0,0.32,1,1,0,0,0.15,1,0,0,0,0
2026-07,4500,20,14,4,3,2,0,0,0.27,2,2,0,0,0.23,2,1,0,1,0
2026-07,4501,10,3,1,1,1,0,0,0.22,1,2,0,0,0.38,2,0,0,0,0
2026-07,4502,18,14,5,3,1,0,0,0.24,1,4,1,1,0.66,4,1,0,2,0
2026-07,4503,10,10,4,4,1,0,0,0.11,1,1,1,0,0.1,1,0,0,0,0
2026-07,4504,20,16,6,3,2,0,0,0.34,2,3,0,2,0.42,3,0,0,0,0
2026-07,4505,9,7,1,0,1,1,1,0.19,1,1,0,1,0.08,1,0,0,0,0
2026-07,4506,18,10,5,3,2,0,0,0.19,2,2,0,0,0.44,2,0,0,0,0
2026-07,4508,10,4,2,1,4,0,0,0.89,4,2,0,0,0.47,2,1,0,1,0
2026-07,4509,17,12,5,4,1,0,0,0.18,1,3,0,0,0.56,3,0,0,0,0
2026-07,4511,11,3,1,0,4,0,0,0.75,4,0,0,0,0,0,0,0,0,0
2026-07,4512,17,12,5,4,3,1,1,0.38,3,3,0,0,0.42,3,0,0,0,0
2026-07,4513,16,12,3,3,3,1,1,0.33,3,2,0,1,0.46,2,1,1,0,0
2026-07,4514,19,13,3,2,5,1,0,0.94,5,2,1,0,0.28,2,0,0,0,0
2026-07,4515,14,8,3,2,1,0,0,0.18,1,2,0,0,0.34,2,0,0,0,0
2026-07,4516,15,10,2,2,2,0,0,0.39,2,1,0,0,0.11,1,0,0,0,0
2026-07,4518,9,6,1,1,1,1,1,0.17,1,4,0,1,0.9,4,0,0,0,0
2026-07,4520,20,8,6,2,2,0,0,0.38,2,2,0,0,0.29,2,0,0,0,0
2026-07,4522,19,13,5,5,2,0,0,0.27,2,1,0,0,0.19,1,0,0,0,0
2026-07,4523,14,12,4,2,1,0,0,0.26,1,1,0,1,0.17,1,0,0,0,0
2026-07,4525,13,8,3,1,0,0,0,0,0,1,0,0,0.17,1,0,0,0,0
2026-07,4526,20,6,3,1,3,0,0,0.44,3,3,0,1,0.38,3,0,0,0,0
2026-07,4527,15,3,2,1,2,0,0,0.41,2,3,0,0,0.61,3,0,0,0,0
2026-07,4529,13,7,2,2,0,0,0,0,0,1,0,0,0.11,1,0,0,0,0
2026-07,4530,17,12,4,2,2,0,0,0.3,2,2,1,0,0.29,2,0,0,0,0
2026-07,4531,23,17,4,2,4,0,0,0.73,4,4,0,2,0.5,4,0,0,0,0
2026-07,4533,14,7,2,1,3,0,0,0.57,3,1,0,0,0.11,1,0,0,0,0
2026-07,4534,9,2,1,1,1,0,0,0.29,1,1,0,0,0.12,1,0,0,0,0
2026-07,4535,7,7,1,1,0,0,0,0,0,1,1,0,0.07,1,0,0,0,0
2026-07,4536,20,13,4,3,3,0,0,0.33,3,2,0,0,0.3,2,0,0,0,0
2026-07,4537,16,14,4,3,2,0,0,0.16,2,1,0,1,0.12,1,0,0,0,0
2026-07,4539,16,6,2,2,2,0,0,0.19,2,2,0,1,0.25,2,0,0,0,0
2026-07,4540,8,5,1,0,1,0,0,0.18,1,1,0,0,0.11,1,0,0,0,0
2026-07,4544,8,5,2,2,3,2,2,0.34,3,0,0,0,0,0,0,0,0,0
2026-07,4545,18,11,5,5,4,0,0,0.55,4,2,0,0,0.26,2,0,0,0,0
2026-07,4546,17,15,4,4,2,0,0,0.3,2,3,1,0,0.48,3,0,0,0,0
2026-07,4547,18,13,4,1,5,0,0,0.92,5,1,0,0,0.19,1,2,0,1,0
2026-07,4549,18,14,3,2,2,0,0,0.34,2,2,1,0,0.49,2,0,0,0,0
2026-07,4550,20,13,3,1,3,0,0,0.5,3,4,0,3,0.57,4,0,0,0,0
2026-07,4551,12,5,3,3,3,0,0,0.85,3,1,0,0,0.21,1,0,0,0,0
2026-07,4552,17,7,2,0,3,0,0,0.48,3,3,0,0,0.48,3,0,0,0,0
2026-07,4553,11,6,3,2,2,0,0,0.28,2,2,1,0,0.29,2,0,0,0,0
2026-07,4555,9,6,1,1,1,1,1,0.11,1,1,0,0,0.08,1,0,0,0,0
2026-07,4556,18,11,5,3,3,0,0,0.51,3,3,0,0,0.64,3,0,0,0,0
2026-07,4557,17,3,2,1,3,0,0,0.51,3,1,0,0,0.16,1,0,0,0,0
2026-07,4558,18,7,3,1,4,0,0,0.59,4,3,0,1,0.52,3,0,0,0,0
2026-07,4560,15,6,2,2,2,0,0,0.26,2,4,0,1,0.75,4,0,0,0,0
2026-07,4561,9,2,1,0,1,1,1,0.21,1,2,0,0,0.51,1,0,0,0,0
2026-07,4562,16,5,2,1,1,0,0,0.18,1,3,1,0,0.64,3,0,0,0,0
2026-07,4563,14,5,2,2,3,0,0,0.51,3,2,0,0,0.39,2,0,0,0,0
2026-07,4564,11,4,2,0,1,0,0,0.24,1,2,0,0,0.34,2,0,0,0,0
2026-07,4565,19,10,2,1,3,0,0,0.54,3,2,0,1,0.28,2,0,0,0,0
2026-07,4567,19,10,4,2,2,0,0,0.5,2,2,0,0,0.56,2,0,0,0,0
2026-07,4568,16,5,4,3,2,0,0,0.28,2,2,0,0,0.35,2,0,0,0,0
2026-07,4569,21,8,1,0,5,1,1,0.87,5,3,0,0,0.62,3,0,0,0,0
2026-07,4570,14,10,2,2,2,0,0,0.28,2,2,0,2,0.25,2,0,0,0,0
2026-07,4572,13,8,1,1,2,1,1,0.19,2,3,1,1,0.52,3,0,0,0,0
2026-07,4573,15,11,4,3,3,2,1,0.48,3,1,0,0,0.05,1,1,1,1,0
2026-07,4574,24,18,5,3,4,0,0,0.81,4,1,0,0,0.21,1,0,0,0,0
2026-07,4575,12,4,1,1,4,1,1,0.43,4,0,0,0,0,0,0,0,0,0
2026-07,4578,19,11,3,3,4,1,0,0.66,4,2,0,0,0.42,2,0,0,0,0
2026-07,4579,13,12,4,4,1,0,0,0.08,1,1,1,0,0.11,1,0,0,0,0
2026-07,4580,14,6,3,2,1,0,0,0.12,1,5,1,0,1.08,5,0,0,0,0
2026-07,4583,14,8,1,0,1,0,0,0.14,1,1,0,0,0.16,1,0,0,0,0
2026-07,4584,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07,4586,16,13,5,4,4,0,0,0.56,4,1,1,0,0.24,1,3,0,1,1
2026-07,4587,28,16,6,4,4,1,1,0.49,4,4,1,0,0.9,4,0,0,0,0
2026-07,4588,16,9,4,2,1,0,0,0.1,1,3,0,0,0.65,3,0,0,0,0
2026-07,4589,9,7,1,1,1,1,1,0.14,1,1,0,0,0.23,1,0,0,0,0
2026-07,4590,21,15,5,3,3,1,1,0.47,3,2,0,0,0.44,2,0,0,0,0
2026-07,4592,15,8,2,0,3,0,0,0.68,3,2,0,1,0.25,2,0,0,0,0
2026-07,4593,18,12,4,3,1,0,0,0.18,1,4,0,0,0.79,4,0,0,0,0
2026-07,4594,17,12,2,1,3,0,0,0.53,3,1,0,0,0.23,1,0,0,0,0
2026-07,4596,18,11,3,2,1,1,1,0.22,1,4,0,1,0.62,4,0,0,0,0
2026-07,4598,16,7,2,1,3,0,0,0.37,3,3,0,0,0.39,3,0,0,0,0
2026-07,4601,14,6,4,0,3,0,0,0.38,3,2,0,0,0.37,2,0,0,0,0
2026-07,4603,18,13,2,2,3,0,0,0.46,3,2,0,0,0.33,2,0,0,0,0
2026-07,4604,19,11,3,3,6,0,0,1.16,6,2,1,0,0.26,2,0,0,0,0
2026-07,4607,14,8,3,2,3,0,0,0.52,3,4,0,0,0.76,4,0,0,0,0
2026-07,4608,24,14,5,2,5,0,0,0.66,5,4,0,1,0.78,4,0,0,0,0
2026-07,4610,8,4,2,1,0,0,0,0,0,2,0,0,0.55,2,0,0,0,0
2026-07,4611,17,8,3,2,2,0,0,0.33,2,2,0,0,0.23,2,1,0,1,0
2026-07,4614,21,15,7,3,2,0,0,0.25,2,1,0,0,0.08,1,0,0,0,0
2026-07,4615,18,6,2,1,3,0,0,0.53,3,1,0,0,0.29,1,0,0,0,0
2026-07,4618,14,8,2,1,2,1,1,0.32,2,1,0,0,0.18,1,0,0,0,0
2026-07,4619,22,16,3,1,4,2,2,0.49,4,2,0,0,0.49,2,0,0,0,0
2026-07,4623,12,5,1,1,1,0,0,0.14,1,1,0,0,0.11,1,0,0,0,0
2026-07,4624,10,8,2,2,1,0,0,0.19,1,1,0,0,0.37,1,0,0,0,0
2026-07,4625,18,10,2,2,1,0,0,0.14,1,1,0,1,0.18,1,0,0,0,0
2026-07,4626,15,6,2,0,3,0,0,0.83,3,2,0,0,0.49,2,0,0,0,0
2026-07,4627,9,7,2,1,1,0,0,0.3,1,1,0,1,0.12,1,0,0,0,0
2026-07,4631,14,11,2,2,2,0,0,0.38,2,2,0,0,0.25,2,0,0,0,0
2026-07,4632,13,6,1,0,2,0,0,0.35,2,2,0,0,0.33,2,0,0,0,0
2026-07,4633,12,7,2,1,1,0,0,0.16,1,2,0,1,0.26,2,0,0,0,0
2026-07,4635,18,11,5,3,3,0,0,0.23,3,5,1,1,0.45,5,0,0,0,0
2026-07,4636,11,3,1,1,3,0,0,0.43,3,1,0,0,0.17,1,0,0,0,0
2026-07,4638,20,14,3,1,4,3,3,0.68,4,3,0,0,0.57,3,0,0,0,0
2026-07,4639,15,4,3,1,3,0,0,0.38,3,2,0,0,0.35,2,0,0,0,0
2026-07,4640,18,10,3,1,2,0,0,0.22,2,4,0,1,0.42,4,0,0,0,0
2026-07,4642,21,18,4,3,3,2,2,0.51,3,3,0,1,0.51,3,0,0,0,0
2026-07,4643,17,9,4,2,5,0,0,0.58,5,3,0,0,0.46,3,0,0,0,0
2026-07,4644,20,18,5,3,3,0,0,0.3,3,2,0,2,0.28,2,0,0,0,0
2026-07,4645,22,15,6,5,1,0,0,0.09,1,3,0,1,0.3,3,0,0,0,0
2026-07,4648,11,5,2,1,3,0,0,0.5,3,2,0,0,0.23,2,0,0,0,0
2026-07,4649,10,2,1,1,2,0,0,0.46,2,3,0,0,0.37,3,0,0,0,0
2026-07,4651,8,2,1,0,2,0,0,0.29,2,1,0,0,0.17,1,0,0,0,0
2026-07,4652,6,2,1,0,1,0,0,0.04,1,1,0,0,0.22,1,0,0,0,0
2026-07,4654,19,15,3,2,7,1,0,0.88,7,3,0,1,0.39,3,0,0,0,0
2026-07,4656,13,5,1,0,1,0,0,0.11,1,2,1,0,0.41,2,0,0,0,0
2026-07,4659,19,15,7,5,5,1,1,0.69,5,1,1,0,0.15,1,0,0,0,0
2026-07,4660,8,1,1,1,1,0,0,0.18,1,1,0,0,0.17,1,0,0,0,0
2026-07,4661,19,9,4,3,2,0,0,0.24,2,3,0,0,0.69,3,0,0,0,0
2026-07,4663,16,8,3,1,3,1,1,0.45,3,3,0,1,0.52,3,0,0,0,0
2026-07,4664,9,1,1,0,0,0,0,0,0,1,0,0,0.11,1,0,0,0,0
2026-07,4665,15,8,2,0,2,0,0,0.29,2,3,1,1,0.56,3,0,0,0,0
2026-07,4666,17,4,2,1,3,0,0,0.47,3,3,0,0,0.61,3,0,0,0,0
2026-07,4669,20,8,2,0,4,0,0,0.77,4,2,0,1,0.27,2,0,0,0,0
2026-07,4672,14,7,2,0,3,0,0,0.54,3,1,0,0,0.17,1,0,0,0,0
2026-07,4674,13,8,2,2,2,0,0,0.27,2,3,0,1,0.66,3,0,0,0,0
2026-07,4675,6,5,1,1,1,1,1,0.06,1,1,0,0,0.06,1,0,0,0,0
2026-07,4676,18,12,4,1,3,0,0,0.5,3,3,1,0,0.67,3,0,0,0,0
2026-07,4677,19,14,4,4,3,0,0,0.4,3,3,0,1,0.4,3,0,0,0,0
2026-07,4679,13,9,3,2,2,0,0,0.33,2,3,0,1,0.41,3,0,0,0,0
2026-07,4680,24,13,4,2,5,1,1,0.83,5,3,0,1,0.53,3,1,0,1,0
2026-07,4682,17,13,4,3,4,1,1,0.44,4,1,1,0,0.19,1,0,0,0,0
2026-07,4683,14,4,0,0,5,1,1,0.65,5,2,0,0,0.36,2,0,0,0,0
2026-07,4684,16,8,2,1,1,0,0,0.18,1,2,0,0,0.3,2,0,0,0,0
2026-07,4685,10,7,2,2,2,0,0,0.33,2,2,0,1,0.38,2,2,0,2,1
2026-07,4686,9,7,1,0,1,0,0,0.21,1,2,0,0,0.29,2,1,0,2,0
2026-07,4688,12,10,4,4,2,0,0,0.17,2,2,0,1,0.38,2,0,0,0,0
2026-07,4689,17,7,3,0,5,0,0,0.71,5,2,0,0,0.23,2,0,0,0,0
2026-07,4690,6,3,1,0,0,0,0,0,0,1,0,0,0.26,1,0,0,0,0
2026-07,4692,7,5,1,0,1,0,0,0.15,1,1,0,0,0.05,1,0,0,0,0
2026-07,4693,15,2,2,1,3,0,0,0.39,3,2,0,0,0.32,2,0,0,0,0
2026-07,4694,13,9,2,2,3,1,1,0.51,3,2,0,0,0.25,2,0,0,0,0
2026-07,4695,15,7,4,3,3,0,0,0.41,3,3,0,0,0.18,3,0,0,0,0
2026-07,4697,19,8,3,1,3,0,0,0.43,3,2,0,1,0.39,2,0,0,0,0
2026-07,4700,15,8,3,1,4,0,0,0.93,4,2,0,0,0.37,2,2,0,1,0
2026-07,4702,11,7,3,1,1,0,0,0.05,1,2,0,0,0.17,2,0,0,0,0
2026-07,4703,11,9,1,1,2,1,1,0.23,2,0,0,0,0,0,0,0,0,0
2026-07,4704,19,13,4,2,3,2,2,0.27,3,2,0,1,0.28,2,0,0,0,0
2026-07,4705,17,5,2,1,2,1,0,0.21,2,2,0,0,0.26,2,0,0,0,0
2026-07,4706,14,4,2,0,3,0,0,0.77,3,3,0,0,0.59,3,0,0,0,0
2026-07,4708,9,6,2,2,1,0,0,0.16,1,1,0,1,0.25,1,0,0,0,0
2026-07,4709,7,7,2,1,0,0,0,0,0,1,0,1,0.19,1,0,0,0,0
2026-07,4710,16,11,3,3,2,0,0,0.28,2,1,0,1,0.22,1,0,0,0,0
2026-07,4711,21,13,5,3,3,0,0,0.44,3,4,1,0,0.63,4,0,0,0,0
2026-07,4713,3,1,0,0,0,0,0,0,0,1,0,0,0.16,1,0,0,0,0
2026-07,4714,10,6,1,1,2,0,0,0.27,2,2,0,0,0.6,2,0,0,0,0
2026-07,4715,15,6,2,1,6,0,0,0.78,6,1,0,0,0.22,1,0,0,0,0
2026-07,4718,12,9,2,0,3,1,0,0.46,3,2,0,1,0.22,2,0,0,0,0
2026-07,4719,9,5,1,0,2,0,0,0.19,2,2,0,0,0.35,2,2,0,2,0
2026-07,4720,9,4,1,0,1,0,0,0.16,1,1,0,0,0.1,1,0,0,0,0
2026-07,4723,7,3,1,1,0,0,0,0,0,1,0,0,0.1,1,0,0,1,0
2026-07,4724,13,3,2,0,1,0,0,0.17,1,2,0,0,0.24,2,0,0,0,0
2026-07,4725,20,8,3,1,1,0,0,0.15,1,3,0,1,0.57,3,0,0,0,0
2026-07,4727,17,8,1,1,4,0,0,0.59,4,2,0,0,0.38,2,0,0,0,0
2026-07,4729,13,6,2,0,3,0,0,0.44,3,1,0,0,0.2,1,0,0,0,0
2026-07,4730,14,7,2,1,3,0,0,0.32,3,1,0,0,0.19,1,0,0,0,0
2026-07,4731,8,3,1,1,3,0,0,0.33,3,1,0,0,0.06,1,0,0,0,0
2026-07,4732,17,13,4,4,2,2,1,0.22,2,3,1,1,0.34,3,0,0,0,0
2026-07,4733,10,5,1,1,2,0,0,0.33,2,1,0,0,0.15,1,0,0,0,0
2026-07,4734,17,14,3,2,3,1,1,0.48,3,3,0,1,0.41,3,0,0,0,0
2026-07,4735,18,10,2,0,3,2,2,0.27,3,2,0,0,0.35,2,0,0,0,0
2026-07,4736,14,11,3,2,2,1,1,0.25,2,3,1,1,0.48,3,0,0,0,0
2026-07,4738,21,14,4,2,3,0,0,0.36,3,4,0,1,0.57,4,0,0,0,0
2026-07,4739,23,20,6,5,3,2,1,0.36,3,1,0,1,0.11,1,0,0,0,0
2026-07,4740,18,6,2,0,3,0,0,0.39,3,2,0,0,0.31,2,0,0,0,0
2026-07,4743,19,12,4,4,3,0,0,0.51,3,2,1,0,0.29,2,0,0,0,0
2026-07,4744,10,6,2,2,2,0,0,0.49,2,1,0,0,0.19,1,0,0,0,0
2026-07,4746,7,3,1,0,2,0,0,0.46,2,1,0,0,0.14,1,0,0,0,0
2026-07,4748,14,9,1,0,3,0,0,0.56,3,5,2,2,0.46,4,0,0,0,0
2026-07,4750,13,2,2,0,3,0,0,0.44,3,2,0,0,0.3,2,1,0,1,0
2026-07,4752,15,9,2,1,4,0,0,0.64,4,1,0,0,0.18,1,0,0,0,0
2026-07,4753,9,3,1,1,0,0,0,0,0,3,0,1,0.47,3,0,0,0,0
2026-07,4754,17,13,3,3,1,0,0,0.11,1,2,0,2,0.32,2,0,0,0,0
2026-07,4757,17,12,5,3,3,1,1,0.35,3,3,1,0,0.53,3,0,0,0,0
2026-07,4759,20,13,4,3,5,1,0,1.09,5,2,1,0,0.16,2,0,0,0,0
