登番,選手名,地力3連対,全国6走,実6_2着率,実6_3着率,実6_2_3,期待6_2_3,残し残差,補正2着率,全国6ST,当地6走,当地6_2_3
3352,小川晃司,40.4,222,10.8,27.9,38.7,16.8,20.5,10.4,0.166,2,100.0
4002,古結宏,66.8,26,7.7,57.7,65.4,34.0,19.9,9.0,0.152,0,
4739,中村晃朋,67.2,34,14.7,44.1,58.8,34.0,17.2,13.7,0.15,1,100.0
4911,片岡大地,50.2,30,6.7,40.0,46.7,22.1,16.4,6.7,0.138,3,66.7
4287,今井貴士,58.8,45,20.0,28.9,48.9,28.6,15.2,17.2,0.16,3,33.3
5095,小原聡将,63.8,35,14.3,40.0,54.3,34.0,14.2,13.4,0.132,3,66.7
4528,黒井達矢,65.7,33,18.2,36.4,54.5,34.0,14.1,16.0,0.177,7,57.1
5321,一色颯輝,47.7,33,15.2,27.3,42.4,22.1,14.0,12.5,0.198,0,
5073,上原健次郎,50.2,39,7.7,33.3,41.0,22.1,13.7,7.4,0.181,3,33.3
4572,渡部悟,53.8,42,19.0,23.8,42.9,24.2,13.7,16.0,0.181,1,0.0
4880,澤崎雄哉,52.3,31,6.5,35.5,41.9,22.1,13.4,6.5,0.182,1,0.0
4003,表憲一,53.9,35,17.1,25.7,42.9,24.2,13.0,14.3,0.168,0,
4360,庄司孝輔,56.9,38,15.8,26.3,42.1,24.2,12.8,13.4,0.169,4,50.0
5181,森智哉,45.9,30,10.0,26.7,36.7,17.6,12.7,8.4,0.197,1,100.0
3663,木山和幸,54.4,36,11.1,30.6,41.7,24.2,12.3,10.1,0.187,0,
5134,大原祥昌,57.0,42,16.7,23.8,40.5,24.2,12.0,14.3,0.171,1,0.0
3294,野中義生,40.5,39,10.3,23.1,33.3,16.8,11.9,8.7,0.141,5,40.0
5046,松山裕基,36.5,29,6.9,24.1,31.0,13.0,11.9,5.8,0.187,2,0.0
4069,山本修一,62.3,38,21.1,23.7,44.7,28.6,11.6,17.6,0.222,0,
4748,渡邉雄朗,65.2,40,25.0,25.0,50.0,34.0,11.6,21.3,0.141,3,100.0
5350,網代良芽,42.7,42,9.5,23.8,33.3,17.6,11.6,8.4,0.148,2,0.0
4200,早川尚人,37.1,34,8.8,20.6,29.4,13.0,11.4,7.3,0.179,1,0.0
5282,中本大樹,46.5,32,9.4,25.0,34.4,17.6,11.4,8.0,0.172,1,0.0
5058,前原大道,70.3,42,16.7,35.7,52.4,37.0,11.3,15.8,0.186,1,100.0
4448,青木玄太,71.2,38,21.1,31.6,52.6,37.0,11.2,18.9,0.167,1,0.0
3699,富永正人,36.9,35,2.9,25.7,28.6,13.0,10.9,3.1,0.203,0,
3300,川崎智幸,57.6,42,16.7,26.2,42.9,28.6,10.5,14.6,0.18,3,0.0
5023,久永祥平,61.4,42,16.7,26.2,42.9,28.6,10.5,14.6,0.2,3,66.7
4320,峰竜太,77.6,24,12.5,54.2,66.7,49.7,10.4,13.7,0.128,0,
3611,岩崎芳美,56.7,36,13.9,25.0,38.9,24.2,10.3,12.0,0.157,1,100.0
5153,佐藤ほのか,30.7,31,9.7,16.1,25.8,10.6,10.2,7.4,0.135,0,
3961,谷村一哉,71.0,35,17.1,34.3,51.4,37.0,10.1,16.0,0.186,0,
4984,森下愛梨,48.1,45,15.6,20.0,35.6,22.1,10.1,13.3,0.203,2,50.0
4644,山田亮太,65.8,33,9.1,39.4,48.5,34.0,10.0,9.8,0.126,1,0.0
3107,平岡重典,26.1,17,5.9,23.5,29.4,10.7,9.9,4.8,0.202,2,0.0
3906,飯山晃三,35.4,33,15.2,12.1,27.3,13.0,9.8,11.6,0.235,0,
4305,金子拓矢,76.9,39,25.6,30.8,56.4,42.8,9.8,22.8,0.165,0,
4508,野間大樹,56.2,31,12.9,25.8,38.7,24.2,9.8,11.1,0.21,3,33.3
4575,戸塚邦好,60.1,30,20.0,23.3,43.3,28.6,9.8,16.3,0.17,0,
5441,鈴木雄登,26.8,115,10.4,11.3,21.7,10.7,9.8,9.6,0.175,9,11.1
4504,前田将太,60.7,38,18.4,23.7,42.1,28.6,9.7,15.7,0.136,0,
4743,木村仁紀,66.7,45,13.3,33.3,46.7,34.0,9.5,12.8,0.164,0,
3251,平石和男,58.6,41,9.8,31.7,41.5,28.6,9.4,9.5,0.215,4,75.0
5356,長谷川暖,46.9,43,11.6,18.6,30.2,17.6,9.4,9.9,0.187,2,0.0
3543,福田雅一,48.9,21,9.5,28.6,38.1,22.1,9.3,8.3,0.179,0,
4886,入海馨,66.0,43,14.0,32.6,46.5,34.0,9.3,13.3,0.159,0,
4444,桐生順平,64.1,34,8.8,38.2,47.1,34.0,9.1,9.6,0.152,0,
4134,杉山貴博,62.1,39,20.5,20.5,41.0,28.6,9.0,17.3,0.195,3,33.3
4215,吉島祥之,55.6,47,12.8,23.4,36.2,24.2,9.0,11.5,0.203,1,100.0
5281,井上遥妃,58.7,39,12.8,28.2,41.0,28.6,9.0,11.7,0.169,0,
4737,竹井貴史,75.2,40,27.5,27.5,55.0,42.8,8.9,24.2,0.157,1,0.0
3528,笠野友紀恵,30.7,24,4.2,20.8,25.0,10.6,8.8,3.6,0.219,0,
4096,石橋道友,65.8,32,9.4,37.5,46.9,34.0,8.8,10.0,0.151,2,0.0
4000,松本博昭,60.4,42,7.1,33.3,40.5,28.6,8.7,7.6,0.177,1,100.0
4323,山田佑樹,52.1,38,0.0,34.2,34.2,22.1,8.7,1.9,0.186,0,
5048,眞鳥康太,44.6,75,12.0,16.0,28.0,17.6,8.7,10.8,0.2,3,0.0
4228,吉田慎二郎,61.6,45,11.1,28.9,40.0,28.6,8.5,10.5,0.169,0,
4318,桑原将光,55.4,42,7.1,28.6,35.7,24.2,8.5,7.2,0.181,2,100.0
5343,小林礼央,34.9,73,12.3,11.0,23.3,13.0,8.5,10.9,0.152,3,33.3
4161,黒柳浩孝,53.0,36,16.7,19.4,36.1,24.2,8.4,14.0,0.157,2,50.0
4214,林祐介,52.1,32,9.4,25.0,34.4,22.1,8.4,8.5,0.174,2,50.0
5189,藤原早菜,54.0,39,20.5,15.4,35.9,24.2,8.4,16.9,0.209,0,
5125,高井雄基,50.6,42,4.8,28.6,33.3,22.1,8.3,5.3,0.217,2,0.0
4470,平田健之佑,65.9,35,14.3,31.4,45.7,34.0,8.2,13.4,0.179,0,
4967,中村魁生,66.9,35,17.1,28.6,45.7,34.0,8.2,15.4,0.148,0,
5224,西岡顕心,70.4,46,17.4,30.4,47.8,37.0,8.2,16.4,0.159,1,0.0
5359,佐藤世那,37.6,31,12.9,16.1,29.0,16.8,8.2,10.3,0.189,5,40.0
3576,白水勝也,73.3,31,9.7,45.2,54.8,42.8,8.1,11.5,0.19,1,0.0
3377,塚田修二,32.4,26,7.7,15.4,23.1,10.6,7.9,5.9,0.187,3,33.3
3931,黒崎竜也,57.6,46,8.7,30.4,39.1,28.6,7.9,8.7,0.148,0,
4044,湯川浩司,61.0,27,7.4,33.3,40.7,28.6,7.8,7.9,0.144,2,0.0
4114,深澤達徳,46.4,27,3.7,25.9,29.6,17.6,7.8,4.2,0.206,2,50.0
5211,高井駿弥,34.0,28,7.1,17.9,25.0,13.0,7.8,6.0,0.183,1,100.0
5255,藤原仙二,69.1,42,21.4,26.2,47.6,37.0,7.8,19.3,0.178,0,
5434,藤田康生,23.0,107,6.5,13.1,19.6,10.7,7.8,6.2,0.164,0,
4570,前田聖文,67.2,38,10.5,34.2,44.7,34.0,7.7,10.8,0.166,0,
3686,鳥居塚孝博,59.3,41,14.6,24.4,39.0,28.6,7.6,13.1,0.181,4,50.0
4028,田村隆信,55.2,31,6.5,29.0,35.5,24.2,7.6,6.8,0.173,2,0.0
4954,内山峻輔,36.3,43,11.6,11.6,23.3,13.0,7.6,9.6,0.19,0,
4497,桑原悠,63.6,31,16.1,29.0,45.2,34.0,7.5,14.6,0.151,4,50.0
4895,門間雄大,49.1,30,10.0,23.3,33.3,22.1,7.5,8.9,0.142,2,0.0
5085,中村栄治,52.0,30,0.0,33.3,33.3,22.1,7.5,2.2,0.244,1,100.0
5118,野田なづき,57.1,28,10.7,25.0,35.7,24.2,7.5,9.6,0.19,1,0.0
4825,倉持莉々,69.2,29,34.5,13.8,48.3,37.0,7.4,27.3,0.139,2,100.0
5394,福西広太郎,21.3,115,2.6,13.9,16.5,8.2,7.4,2.5,0.196,16,12.5
3746,岡瀬正人,56.0,44,4.5,29.5,34.1,24.2,7.3,5.3,0.186,2,0.0
3878,胡本悟志,36.9,29,3.4,20.7,24.1,13.0,7.3,3.6,0.191,2,0.0
4674,池田剛規,53.4,41,14.6,19.5,34.1,24.2,7.3,12.7,0.148,0,
4754,松尾充,61.1,36,11.1,27.8,38.9,28.6,7.3,10.4,0.181,2,50.0
4944,田代達也,37.6,37,10.8,16.2,27.0,16.8,7.3,9.1,0.165,2,50.0
5110,杉山喜一,48.8,37,8.1,24.3,32.4,22.1,7.3,7.7,0.175,1,100.0
5291,三嶌こころ,31.2,44,6.8,13.6,20.5,10.6,7.3,5.8,0.255,0,
5328,井上慧人,34.7,29,3.4,20.7,24.1,13.0,7.3,3.6,0.188,2,0.0
3584,佐々木英樹,48.3,27,7.4,25.9,33.3,22.1,7.2,7.1,0.186,0,
3712,淺香文武,45.2,28,10.7,17.9,28.6,17.6,7.2,8.7,0.195,2,50.0
3966,作間章,67.2,41,12.2,31.7,43.9,34.0,7.2,12.0,0.185,3,33.3
4656,大崎翔,46.3,28,7.1,21.4,28.6,17.6,7.2,6.4,0.182,1,0.0
4919,吉田翔悟,44.4,32,9.4,18.8,28.1,17.6,7.2,8.0,0.188,2,0.0
3896,上田洋平,51.6,27,7.4,25.9,33.3,22.1,7.2,7.1,0.164,0,
4179,広次修,56.7,38,5.3,28.9,34.2,24.2,7.1,5.9,0.192,2,50.0
4189,川上剛,62.1,25,8.0,32.0,40.0,28.6,7.1,8.3,0.2,0,
4487,三原司,38.9,29,3.4,24.1,27.6,16.8,7.1,3.9,0.193,0,
3333,丸尾義孝,64.0,34,8.8,35.3,44.1,34.0,7.0,9.6,0.157,0,
3432,宮迫暢彦,39.5,25,8.0,20.0,28.0,16.8,7.0,6.8,0.24,1,0.0
4375,照屋厚仁,59.1,42,4.8,33.3,38.1,28.6,7.0,5.8,0.177,1,0.0
4908,上田龍星,67.6,34,20.6,26.5,47.1,37.0,7.0,18.4,0.168,1,0.0
4931,木谷賢太,72.0,43,16.3,30.2,46.5,37.0,7.0,15.5,0.183,3,66.7
5320,岩崎麗子,18.7,26,7.7,11.5,19.2,8.2,7.0,5.5,0.179,1,0.0
4692,酒井俊弘,44.6,49,12.2,14.3,26.5,17.6,6.9,10.6,0.121,1,0.0
4809,外崎悟,55.8,32,6.2,28.1,34.4,24.2,6.9,6.7,0.172,4,25.0
5122,相馬翔,38.5,21,4.8,23.8,28.6,16.8,6.9,4.8,0.214,1,0.0
3918,深井利寿,67.1,49,14.3,28.6,42.9,34.0,6.8,13.6,0.196,1,100.0
4229,市川美宏,34.8,25,4.0,20.0,24.0,13.0,6.8,3.9,0.202,1,100.0
4584,村岡賢人,68.7,41,17.1,29.3,46.3,37.0,6.8,16.1,0.127,0,
4618,乃村康友,51.3,31,6.5,25.8,32.3,22.1,6.8,6.5,0.181,5,40.0
4840,鈴木秀茉,47.8,31,19.4,12.9,32.3,22.1,6.8,15.2,0.191,1,100.0
3616,中村真,53.0,29,13.8,20.7,34.5,24.2,6.7,11.7,0.173,0,
5199,垂水悠,47.3,33,6.1,21.2,27.3,17.6,6.7,5.8,0.118,0,
3470,新田芳美,47.3,29,3.4,24.1,27.6,17.6,6.6,4.0,0.162,0,
4241,大串重幸,59.3,37,13.5,24.3,37.8,28.6,6.6,12.2,0.219,0,
4477,篠崎仁志,66.5,37,16.2,27.0,43.2,34.0,6.6,14.8,0.145,1,100.0
4680,後藤美翼,55.5,26,3.8,30.8,34.6,24.2,6.6,5.2,0.213,2,0.0
5092,篠原晟弥,61.3,37,13.5,24.3,37.8,28.6,6.6,12.2,0.123,0,
4311,岡村仁,66.7,42,16.7,26.2,42.9,34.0,6.5,15.3,0.182,3,33.3
5011,高木圭大,31.8,35,5.7,14.3,20.0,10.6,6.5,4.8,0.176,0,
5298,水谷理人,72.0,46,15.2,30.4,45.7,37.0,6.5,14.8,0.135,0,
3745,橋本年光,55.0,23,17.4,17.4,34.8,24.2,6.4,13.5,0.206,1,100.0
4283,石井裕美,37.5,26,3.8,23.1,26.9,16.8,6.4,4.2,0.177,0,
4424,松尾昂明,57.1,46,8.7,23.9,32.6,24.2,6.3,8.4,0.161,4,25.0
4471,新田泰章,69.0,44,15.9,29.5,45.5,37.0,6.3,15.3,0.182,7,57.1
4839,四宮与寛,57.3,33,12.1,21.2,33.3,24.2,6.3,10.7,0.133,1,0.0
5375,庄島潤成,11.9,100,4.0,10.0,14.0,6.8,6.3,3.7,0.191,0,
5228,若林樹蘭,56.9,33,6.1,27.3,33.3,24.2,6.3,6.5,0.201,1,100.0
3719,辻栄蔵,67.2,40,10.0,32.5,42.5,34.0,6.2,10.4,0.162,0,
4067,永井源,64.7,35,20.0,22.9,42.9,34.0,6.2,17.4,0.191,3,66.7
4117,廣中智紗衣,65.4,30,16.7,26.7,43.3,34.0,6.2,14.9,0.212,1,0.0
4248,岡本大,38.3,22,9.1,18.2,27.3,16.8,6.2,7.4,0.202,0,
4456,鎌倉涼,63.6,30,10.0,33.3,43.3,34.0,6.2,10.4,0.184,1,100.0
4596,葛原大陽,65.0,45,11.1,31.1,42.2,34.0,6.2,11.2,0.156,0,
4813,宮内直哉,30.2,30,0.0,20.0,20.0,10.6,6.2,0.9,0.207,2,0.0
4865,立具敬司,42.5,22,4.5,22.7,27.3,16.8,6.2,4.6,0.172,1,0.0
5245,倉富大誠,47.0,34,5.9,20.6,26.5,17.6,6.2,5.6,0.189,4,50.0
5313,鈴木唯央,34.3,47,10.6,10.6,21.3,13.0,6.2,9.0,0.178,7,28.6
4065,金田幸子,47.0,30,3.3,23.3,26.7,17.6,6.1,3.9,0.184,0,
4295,小坂尚哉,74.7,39,15.4,35.9,51.3,42.8,6.1,15.4,0.149,2,50.0
4308,河村了,70.0,35,8.6,37.1,45.7,37.0,6.1,10.0,0.177,1,100.0
4377,濱本優一,66.8,50,10.0,32.0,42.0,34.0,6.1,10.3,0.165,4,25.0
4891,寺島美里,42.0,31,9.7,16.1,25.8,16.8,6.1,8.1,0.201,0,
4941,孫崎百世,42.1,31,6.5,19.4,25.8,16.8,6.1,5.9,0.2,2,0.0
5303,土井歩夢,57.7,32,3.1,34.4,37.5,28.6,6.1,4.9,0.185,1,0.0
4494,河合佑樹,61.1,35,14.3,22.9,37.1,28.6,6.0,12.6,0.176,2,0.0
5172,田村慶,48.1,43,11.6,18.6,30.2,22.1,6.0,10.3,0.17,0,
5388,佐野優都,32.2,97,5.2,12.4,17.5,10.6,6.0,4.8,0.175,4,75.0
5204,宇恵有香,38.5,18,0.0,27.8,27.8,16.8,6.0,2.2,0.151,0,
3747,國崎良春,59.3,38,13.2,23.7,36.8,28.6,5.9,11.9,0.15,0,
4098,赤澤文香,37.2,27,3.7,18.5,22.2,13.0,5.9,3.7,0.213,0,
4173,岡谷健吾,48.4,29,20.7,10.3,31.0,22.1,5.9,15.9,0.162,0,
4254,川島圭司,52.2,29,6.9,24.1,31.0,22.1,5.9,6.8,0.171,1,0.0
4382,高山智至,42.0,27,3.7,22.2,25.9,16.8,5.9,4.1,0.196,1,0.0
5133,堀越雄貴,51.3,29,13.8,17.2,31.0,22.1,5.9,11.4,0.215,3,33.3
3509,池千夏,27.8,19,5.3,15.8,21.1,10.6,5.8,4.1,0.169,2,50.0
4702,三浦敬太,63.9,43,18.6,23.3,41.9,34.0,5.8,16.7,0.131,4,25.0
4713,白神優,70.3,47,17.0,27.7,44.7,37.0,5.8,16.2,0.145,0,
4794,和田拓也,70.5,26,15.4,30.8,46.2,37.0,5.8,14.7,0.139,1,100.0
4847,佐藤隆太郎,60.5,41,14.6,22.0,36.6,28.6,5.8,13.1,0.161,2,50.0
4888,金児隆太,50.4,22,13.6,18.2,31.8,22.1,5.8,10.8,0.172,3,0.0
4927,関野文,57.0,37,10.8,21.6,32.4,24.2,5.8,9.9,0.159,2,0.0
5187,小坂風太,32.4,19,5.3,15.8,21.1,10.6,5.8,4.1,0.196,1,0.0
4976,金山立樹,51.5,22,9.1,22.7,31.8,22.1,5.8,8.1,0.21,0,
3415,松井繁,60.4,15,6.7,33.3,40.0,28.6,5.7,7.7,0.168,0,
3888,山本英志,56.0,44,13.6,18.2,31.8,24.2,5.7,12.1,0.152,1,100.0
4171,榎幸司,61.3,50,12.0,24.0,36.0,28.6,5.7,11.3,0.232,0,
4540,相原利章,50.4,40,2.5,27.5,30.0,22.1,5.7,3.6,0.122,3,0.0
3852,澤大介,37.7,32,9.4,15.6,25.0,16.8,5.6,7.9,0.232,2,0.0
4071,古賀千晶,36.4,17,5.9,17.6,23.5,13.0,5.6,4.9,0.166,0,
4469,土山卓也,57.1,34,2.9,29.4,32.4,24.2,5.6,4.3,0.18,2,0.0
4979,中野夢斗,49.1,33,6.1,24.2,30.3,22.1,5.6,6.2,0.19,2,100.0
3769,佐竹恒彦,50.9,26,3.8,26.9,30.8,22.1,5.5,4.9,0.207,1,100.0
4066,東本勝利,62.5,41,9.8,31.7,41.5,34.0,5.5,10.2,0.157,6,50.0
4133,高橋正男,64.7,41,14.6,26.8,41.5,34.0,5.5,13.7,0.184,3,66.7
4684,楠原翔太,53.5,41,9.8,22.0,31.7,24.2,5.5,9.2,0.139,1,100.0
5033,藤原孝斗,32.2,32,6.2,12.5,18.8,10.6,5.5,5.1,0.196,3,0.0
5285,若林麗,23.9,38,2.6,15.8,18.4,10.7,5.5,2.9,0.192,0,
3232,山川美由紀,57.9,27,3.7,33.3,37.0,28.6,5.4,5.5,0.181,0,
3715,倉尾大介,58.9,27,18.5,18.5,37.0,28.6,5.4,15.0,0.178,3,66.7
4443,津田裕絵,57.0,31,6.5,25.8,32.3,24.2,5.4,6.8,0.212,1,0.0
4948,木場悠介,52.7,31,9.7,22.6,32.3,24.2,5.4,9.0,0.158,0,
4978,山田和佐,45.7,40,12.5,12.5,25.0,17.6,5.4,10.5,0.164,0,
3653,品川賢次,39.2,19,5.3,21.1,26.3,16.8,5.3,5.1,0.209,2,50.0
3848,川上聡介,44.1,49,10.2,14.3,24.5,17.6,5.3,9.0,0.158,0,
3973,崎利仁,38.8,37,5.4,18.9,24.3,16.8,5.3,5.2,0.185,2,0.0
3999,大瀧明日香,61.0,36,8.3,27.8,36.1,28.6,5.3,8.5,0.167,0,
4472,尾嶋一広,63.5,31,12.9,29.0,41.9,34.0,5.3,12.4,0.161,0,
4486,野村誠,54.3,38,7.9,23.7,31.6,24.2,5.3,7.8,0.175,2,0.0
4546,浜田亜理沙,65.7,26,23.1,19.2,42.3,34.0,5.3,18.8,0.156,3,66.7
4708,半田尚也,36.6,23,0.0,21.7,21.7,13.0,5.3,1.5,0.218,0,
3722,西村秀樹,24.3,33,3.0,15.2,18.2,10.7,5.2,3.2,0.231,2,0.0
3947,寺本昇平,42.6,36,8.3,16.7,25.0,17.6,5.2,7.4,0.188,4,50.0
4090,中村尊,59.2,42,11.9,23.8,35.7,28.6,5.2,11.1,0.185,11,36.4
4136,江夏満,71.7,36,13.9,30.6,44.4,37.0,5.2,13.8,0.191,1,100.0
4363,大野芳顕,56.2,45,2.2,28.9,31.1,24.2,5.2,3.5,0.168,3,0.0
4379,桑島和宏,59.7,42,11.9,23.8,35.7,28.6,5.2,11.1,0.179,1,0.0
4430,永田秀二,58.6,42,16.7,19.0,35.7,28.6,5.2,14.6,0.187,1,100.0
4640,山ノ内雅人,62.5,42,11.9,23.8,35.7,28.6,5.2,11.1,0.133,2,100.0
5242,高山弘斗,30.3,33,9.1,9.1,18.2,10.6,5.2,7.1,0.197,5,40.0
5246,楠将太郎,50.5,41,12.2,17.1,29.3,22.1,5.2,10.7,0.176,12,16.7
5344,谷口丞,41.2,51,5.9,17.6,23.5,16.8,5.2,5.6,0.159,3,0.0
3779,原田幸哉,52.4,34,14.7,14.7,29.4,22.1,5.1,12.2,0.121,1,0.0
3905,天野友和,63.4,44,13.6,27.3,40.9,34.0,5.1,13.1,0.162,4,50.0
4832,権藤俊光,67.4,39,7.7,33.3,41.0,34.0,5.1,8.7,0.159,0,
3482,金子猛志,47.9,49,12.2,16.3,28.6,22.1,5.0,10.9,0.161,3,33.3
4209,藤田竜弘,55.6,35,0.0,31.4,31.4,24.2,5.0,2.3,0.168,2,0.0
4298,宮下元胤,66.1,34,17.6,23.5,41.2,34.0,5.0,15.7,0.184,1,0.0
4339,平瀬城啓,32.9,29,3.4,17.2,20.7,13.0,5.0,3.6,0.203,2,50.0
4544,松田大志郎,79.9,37,21.6,35.1,56.8,49.7,5.0,19.9,0.201,0,
3569,増田進,34.5,35,0.0,20.0,20.0,13.0,4.9,1.1,0.226,0,
4545,岡村慶太,69.9,46,15.2,28.3,43.5,37.0,4.9,14.8,0.159,2,50.0
4709,岡村将也,55.9,42,2.4,28.6,31.0,24.2,4.9,3.7,0.173,2,100.0
4759,今泉友吾,70.4,46,15.2,28.3,43.5,37.0,4.9,14.8,0.164,1,100.0
5015,高橋竜矢,71.3,34,8.8,35.3,44.1,37.0,4.9,10.2,0.16,1,100.0
5191,飛田江己,68.4,46,15.2,28.3,43.5,37.0,4.9,14.8,0.111,8,37.5
4750,井上尚悟,47.4,19,5.3,21.1,26.3,17.6,4.9,5.2,0.177,2,0.0
3475,橋本久和,46.8,28,7.1,17.9,25.0,17.6,4.8,6.4,0.242,2,0.0
4033,伊藤将吉,63.3,42,9.5,31.0,40.5,34.0,4.8,10.0,0.143,1,100.0
4095,福来剛,71.4,39,28.2,15.4,43.6,37.0,4.8,24.1,0.144,2,0.0
5232,樅山拓馬,46.0,28,7.1,17.9,25.0,17.6,4.8,6.4,0.183,1,0.0
5239,上野俊樹,50.7,42,2.4,26.2,28.6,22.1,4.8,3.5,0.165,2,0.0
5340,樋江井舞,31.8,60,6.7,10.0,16.7,10.6,4.8,5.9,0.154,2,0.0
5427,港理樹,15.6,128,3.1,10.2,13.3,7.9,4.8,3.1,0.217,7,14.3
3891,谷口健一,25.7,28,3.6,14.3,17.9,10.7,4.7,3.6,0.203,1,100.0
4085,荻野裕介,51.5,31,9.7,19.4,29.0,22.1,4.7,8.7,0.225,5,40.0
5075,中島秀治,62.1,49,8.2,26.5,34.7,28.6,4.7,8.3,0.173,0,
5136,濱野斗馬,61.8,46,10.9,23.9,34.8,28.6,4.7,10.4,0.179,0,
5154,村松栄太,41.9,34,8.8,14.7,23.5,16.8,4.7,7.6,0.168,0,
5374,木山大聖,17.9,72,1.4,12.5,13.9,8.2,4.7,1.4,0.163,1,0.0
3439,大平誉史明,60.1,34,8.8,26.5,35.3,28.6,4.6,8.8,0.181,3,33.3
3820,樫葉次郎,20.8,18,5.6,11.1,16.7,8.2,4.6,3.8,0.176,0,
4148,枝尾賢,60.4,34,8.8,26.5,35.3,28.6,4.6,8.8,0.166,1,100.0
4258,関根彰人,44.4,33,6.1,18.2,24.2,17.6,4.6,5.8,0.196,7,14.3
4450,平高奈菜,63.2,37,13.5,27.0,40.5,34.0,4.6,12.9,0.17,0,
4457,神田達也,43.7,33,12.1,12.1,24.2,17.6,4.6,9.9,0.184,4,0.0
4459,片岡雅裕,51.0,46,8.7,19.6,28.3,22.1,4.6,8.2,0.141,0,
4514,上條嘉嗣,69.8,32,15.6,28.1,43.8,37.0,4.6,14.9,0.21,2,0.0
4535,北山康介,70.8,44,15.9,27.3,43.2,37.0,4.6,15.3,0.145,5,40.0
4700,金子和之,62.1,34,8.8,26.5,35.3,28.6,4.6,8.8,0.158,6,33.3
5007,近藤雄一郎,45.7,33,9.1,15.2,24.2,17.6,4.6,7.8,0.216,3,33.3
4433,川野芽唯,71.9,49,4.1,38.8,42.9,37.0,4.5,6.3,0.185,0,
4543,重木輝彦,66.6,32,15.6,25.0,40.6,34.0,4.5,14.3,0.194,0,
4567,上村慎太郎,36.0,19,5.3,15.8,21.1,13.0,4.5,4.6,0.255,0,
4845,前田紗希,65.2,32,12.5,28.1,40.6,34.0,4.5,12.1,0.167,2,50.0
4906,鈴木雅希,57.0,36,8.3,22.2,30.6,24.2,4.5,8.1,0.191,3,0.0
5101,表健太,25.9,22,9.1,9.1,18.2,10.7,4.5,6.8,0.247,1,100.0
3339,泉具巳,39.1,30,13.3,10.0,23.3,16.8,4.4,10.5,0.157,0,
4122,安東幸治,55.1,43,9.3,20.9,30.2,24.2,4.4,8.8,0.174,2,100.0
4947,間庭菜摘,42.2,30,10.0,13.3,23.3,16.8,4.4,8.3,0.165,0,
5082,一色凌雅,54.1,43,16.3,14.0,30.2,24.2,4.4,14.0,0.206,1,100.0
5352,西岡蒼志,45.3,47,6.4,17.0,23.4,17.6,4.4,6.1,0.189,0,
3315,広瀬聖仁,37.3,31,6.5,12.9,19.4,13.0,4.3,5.6,0.212,1,0.0
4288,永田啓二,74.0,39,12.8,35.9,48.7,42.8,4.3,13.5,0.124,0,
4665,加藤啓太,34.4,31,6.5,12.9,19.4,13.0,4.3,5.6,0.188,2,0.0
4753,森照夫,42.6,29,6.9,17.2,24.1,17.6,4.3,6.3,0.169,1,0.0
4776,竹田和哉,72.1,42,7.1,35.7,42.9,37.0,4.3,8.8,0.161,0,
5258,仲本舜,36.4,31,3.2,16.1,19.4,13.0,4.3,3.4,0.184,1,0.0
3406,中里英夫,54.5,33,6.1,24.2,30.3,24.2,4.2,6.5,0.193,0,
3523,寳田亮治,40.0,35,8.6,14.3,22.9,16.8,4.2,7.4,0.205,0,
4089,妹尾忠幸,64.1,48,8.3,31.2,39.6,34.0,4.2,9.0,0.175,2,50.0
4108,吉村正明,56.0,33,12.1,18.2,30.3,24.2,4.2,10.7,0.16,1,0.0
4166,吉田拡郎,68.0,47,8.5,34.0,42.6,37.0,4.2,9.7,0.123,2,50.0
4181,花本夏樹,31.0,16,6.2,12.5,18.8,10.6,4.2,4.5,0.279,0,
4505,島田賢人,63.6,35,11.4,28.6,40.0,34.0,4.2,11.4,0.163,2,0.0
4879,山崎鉄平,46.4,43,11.6,11.6,23.3,17.6,4.2,9.9,0.192,1,100.0
5197,中野仁照,54.0,40,12.5,17.5,30.0,24.2,4.2,11.1,0.185,0,
5256,中山翔太,65.3,35,14.3,25.7,40.0,34.0,4.2,13.4,0.126,0,
5299,西丸敦基,53.6,40,7.5,22.5,30.0,24.2,4.2,7.5,0.144,0,
3957,大谷直弘,47.8,32,9.4,18.8,28.1,22.1,4.1,8.5,0.215,0,
3988,古川誠之,61.8,41,4.9,29.3,34.1,28.6,4.1,5.9,0.162,2,100.0
4073,大橋純一郎,66.4,43,25.6,14.0,39.5,34.0,4.1,21.9,0.193,1,100.0
4551,三川昂暁,60.9,47,10.6,23.4,34.0,28.6,4.1,10.2,0.179,2,50.0
4676,後藤隼之,52.6,26,7.7,23.1,30.8,24.2,4.1,7.6,0.202,0,
5043,中村日向,62.5,47,14.9,19.1,34.0,28.6,4.1,13.4,0.136,2,50.0
5127,沼田大都,44.4,34,0.0,23.5,23.5,17.6,4.1,1.6,0.23,0,
3293,宮内由紀英,30.5,30,6.7,10.0,16.7,10.6,4.0,5.4,0.203,1,0.0
4011,堀之内紀代子,59.6,38,13.2,21.1,34.2,28.6,4.0,11.9,0.16,1,0.0
4064,原田篤志,70.6,40,22.5,20.0,42.5,37.0,4.0,20.0,0.194,1,100.0
4224,大橋栄里佳,48.8,36,16.7,11.1,27.8,22.1,4.0,13.7,0.221,0,
4231,鈴木裕隆,52.5,36,5.6,22.2,27.8,22.1,4.0,5.9,0.179,4,0.0
