登番,選手名,地力3連対,全国4走,実4まくり率,期待まくり率,まくり力,実4_1着率,全国4ST,当地4走,当地4まくり率
3908,重成一人,62.4,35,8.6,9.1,-0.3,14.3,0.125,0,
4000,松本博昭,59.7,46,8.7,9.1,-0.3,10.9,0.176,0,
4413,水摩敦,60.5,46,8.7,9.1,-0.3,13.0,0.177,2,0.0
4824,松井洪弥,59.1,46,8.7,9.1,-0.3,17.4,0.11,0,
4847,佐藤隆太郎,61.8,35,8.6,9.1,-0.3,8.6,0.141,2,0.0
4958,溝口海義也,62.6,47,10.6,11.0,-0.3,14.9,0.131,1,0.0
5007,近藤雄一郎,46.3,33,6.1,6.5,-0.3,6.1,0.162,0,
5009,大賀龍之介,48.9,32,6.2,6.6,-0.3,12.5,0.155,2,0.0
5192,中尾優香,46.1,33,6.1,6.5,-0.3,9.1,0.171,0,
4086,寺本重宣,58.2,35,8.6,9.1,-0.3,20.0,0.135,3,0.0
4854,大橋由珠,40.7,24,4.2,4.7,-0.3,4.2,0.17,1,0.0
5181,森智哉,47.1,33,6.1,6.5,-0.3,6.1,0.135,2,0.0
5274,城間盛渚,48.1,32,6.2,6.6,-0.3,6.2,0.184,0,
3994,小野桜,50.8,32,6.2,6.6,-0.3,9.4,0.198,0,
3362,間嶋仁志,53.7,36,8.3,8.8,-0.4,11.1,0.191,3,33.3
3538,菊池峰晴,39.7,25,4.0,4.7,-0.4,4.0,0.212,1,0.0
3572,安田政彦,46.4,50,6.0,6.5,-0.4,6.0,0.222,3,33.3
3587,武田信一,32.0,39,2.6,3.2,-0.4,2.6,0.159,2,0.0
3796,長野道臣,45.1,34,5.9,6.5,-0.4,8.8,0.148,0,
3867,松浦勝,28.9,38,2.6,3.2,-0.4,5.3,0.153,2,0.0
3888,山本英志,56.7,48,8.3,8.8,-0.4,14.6,0.129,0,
3968,茶谷信次,56.6,36,8.3,8.8,-0.4,8.3,0.172,2,0.0
4034,西原明生,31.9,39,2.6,3.2,-0.4,5.1,0.207,0,
4344,新田雄史,70.3,41,12.2,12.8,-0.4,19.5,0.128,1,0.0
5084,末永和也,67.7,41,12.2,12.8,-0.4,14.6,0.127,0,
5155,内山七海,62.9,38,10.5,11.0,-0.4,13.2,0.146,2,0.0
5200,筒井美琴,5.0,16,0.0,0.8,-0.4,0.0,0.21,0,
5205,刑部亜里紗,59.3,47,8.5,9.1,-0.4,10.6,0.184,0,
5251,沼田七華,11.5,16,0.0,0.7,-0.4,6.2,0.172,0,
5291,三嶌こころ,29.4,39,2.6,3.2,-0.4,2.6,0.228,0,
5294,豊田祥生,28.6,38,2.6,3.2,-0.4,2.6,0.15,4,0.0
5310,土屋蘭,36.2,25,4.0,4.6,-0.4,4.0,0.153,4,25.0
5324,畑田希咲,7.9,25,0.0,0.7,-0.4,0.0,0.227,2,0.0
5362,中嶋世奈,10.5,24,0.0,0.7,-0.4,0.0,0.195,1,0.0
5389,恵良琴美,9.1,27,0.0,0.7,-0.4,3.7,0.2,4,0.0
5412,久保田凪紗,3.0,17,0.0,0.8,-0.4,0.0,0.211,3,0.0
3508,久富政弘,52.7,36,8.3,8.8,-0.4,11.1,0.189,0,
3839,川合理司,28.4,39,2.6,3.2,-0.4,2.6,0.165,2,0.0
5304,井田涼介,8.1,21,0.0,0.7,-0.4,0.0,0.18,2,0.0
5395,日高龍之介,9.5,21,0.0,0.7,-0.4,4.8,0.173,0,
5407,中岡駿,11.6,21,0.0,0.7,-0.4,0.0,0.174,0,
5108,柴田愛梨,11.8,17,0.0,0.7,-0.4,0.0,0.245,2,0.0
3518,倉田郁美,35.4,26,3.8,4.6,-0.5,7.7,0.18,0,
3613,角谷健吾,62.8,48,10.4,11.0,-0.5,16.7,0.14,1,0.0
3793,高橋真吾,35.9,26,3.8,4.6,-0.5,7.7,0.138,2,0.0
3957,大谷直弘,47.6,34,5.9,6.6,-0.5,8.8,0.186,0,
3989,熊本英一,32.4,41,2.4,3.2,-0.5,4.9,0.202,0,
4039,村上功祐,50.6,34,5.9,6.6,-0.5,8.8,0.14,0,
4150,山田雄太,55.8,37,8.1,8.8,-0.5,18.9,0.135,2,0.0
4211,村田敦,36.1,26,3.8,4.6,-0.5,3.8,0.133,3,0.0
4243,西村歩,57.8,36,8.3,9.1,-0.5,8.3,0.163,1,0.0
4256,渡辺浩司,73.8,36,13.9,14.6,-0.5,22.2,0.128,0,
4509,平見真彦,57.6,36,8.3,9.1,-0.5,11.1,0.169,1,0.0
4534,坂咲友理,32.8,26,3.8,4.6,-0.5,3.8,0.191,0,
4618,乃村康友,49.5,34,5.9,6.6,-0.5,8.8,0.163,2,50.0
4651,佐藤大騎,26.7,34,2.9,3.7,-0.5,2.9,0.163,4,0.0
4711,前出達吉,60.3,36,8.3,9.1,-0.5,13.9,0.142,0,
5101,表健太,26.6,33,3.0,3.7,-0.5,3.0,0.162,1,0.0
5300,横田海人,10.7,32,0.0,0.7,-0.5,0.0,0.17,2,0.0
5346,中村紋夕梨,12.3,35,0.0,0.7,-0.5,0.0,0.208,0,
5357,田中瀬里奈,3.2,22,0.0,0.8,-0.5,0.0,0.171,2,0.0
5364,金子怜央,8.5,34,0.0,0.7,-0.5,0.0,0.173,0,
5365,石村日奈那,7.5,31,0.0,0.7,-0.5,0.0,0.198,1,0.0
5375,庄島潤成,12.5,28,0.0,0.7,-0.5,0.0,0.169,0,
5378,鈴木結平太,4.4,23,0.0,0.8,-0.5,0.0,0.216,2,0.0
5384,八戸琉楓,4.7,24,0.0,0.8,-0.5,0.0,0.233,0,
5392,安武一也,2.5,21,0.0,0.8,-0.5,0.0,0.2,0,
5396,近藤来希,6.2,19,0.0,0.8,-0.5,0.0,0.202,0,
5400,高村諒,6.3,22,0.0,0.8,-0.5,0.0,0.185,0,
5167,小川竜太朗,48.2,34,5.9,6.6,-0.5,14.7,0.145,6,0.0
5342,原村百那,8.1,42,0.0,0.7,-0.5,0.0,0.163,1,0.0
3532,柴田光,64.5,20,10.0,11.0,-0.6,15.0,0.135,1,0.0
3539,金子順一,33.8,53,3.8,4.6,-0.6,3.8,0.191,0,
3579,中里優子,41.7,27,3.7,4.7,-0.6,3.7,0.171,0,
3589,西村勝,39.8,27,3.7,4.7,-0.6,7.4,0.11,4,0.0
3945,橋口真樹,34.5,28,3.6,4.6,-0.6,3.6,0.214,1,0.0
3950,石川哲秀,33.5,28,3.6,4.6,-0.6,7.1,0.144,2,0.0
4430,永田秀二,58.5,48,8.3,9.1,-0.6,12.5,0.173,2,0.0
4477,篠崎仁志,67.3,39,10.3,11.0,-0.6,17.9,0.132,1,0.0
4556,竹井奈美,70.0,42,11.9,12.8,-0.6,19.0,0.149,3,0.0
4965,福岡泉水,40.9,27,3.7,4.7,-0.6,3.7,0.179,1,0.0
5071,野見山拓己,46.7,35,5.7,6.5,-0.6,5.7,0.149,1,0.0
5139,大場恒季,63.6,39,10.3,11.0,-0.6,17.9,0.141,3,0.0
5195,北村寧々,51.3,35,5.7,6.6,-0.6,8.6,0.128,0,
5282,中本大樹,46.4,35,5.7,6.5,-0.6,8.6,0.168,2,0.0
5327,西田和加,3.1,32,0.0,0.8,-0.6,0.0,0.228,8,0.0
5333,山下智己,33.8,28,3.6,4.6,-0.6,7.1,0.206,0,
5347,井澤聖奈,2.7,33,0.0,0.8,-0.6,0.0,0.231,1,0.0
5353,草川壮良,14.5,17,0.0,1.2,-0.6,5.9,0.165,0,
5379,廣部大明,16.0,15,0.0,1.2,-0.6,0.0,0.213,0,
5383,中村楓,4.7,28,0.0,0.8,-0.6,0.0,0.176,0,
5391,出穂和鼓,4.8,31,0.0,0.8,-0.6,0.0,0.217,0,
3848,川上聡介,45.0,35,5.7,6.5,-0.6,5.7,0.146,0,
4429,豊田泰洋,28.6,42,2.4,3.2,-0.6,2.4,0.196,0,
4941,孫崎百世,43.1,35,5.7,6.5,-0.6,8.6,0.232,1,0.0
3461,渡邊哲也,17.4,22,0.0,1.2,-0.7,0.0,0.217,0,
3554,仲口博崇,70.1,67,11.9,12.8,-0.7,17.9,0.191,4,50.0
3820,樫葉次郎,19.5,16,0.0,1.4,-0.7,0.0,0.152,0,
4175,川尻泰輔,55.8,38,7.9,8.8,-0.7,10.5,0.133,7,14.3
4220,深川和仁,43.9,36,5.6,6.5,-0.7,8.3,0.157,0,
4261,岡祐臣,62.2,37,8.1,9.1,-0.7,13.5,0.168,0,
4343,村岡賢,38.6,28,3.6,4.7,-0.7,3.6,0.19,0,
4439,近藤友宝,32.8,29,3.4,4.6,-0.7,3.4,0.16,2,0.0
4664,東口晃,33.1,29,3.4,4.6,-0.7,3.4,0.2,0,
5004,河野主樹,53.9,38,7.9,8.8,-0.7,7.9,0.162,2,0.0
5022,伊藤尚汰,33.9,29,3.4,4.6,-0.7,10.3,0.178,0,
5146,野田彩加,53.9,38,7.9,8.8,-0.7,7.9,0.167,2,0.0
5281,井上遥妃,59.5,37,8.1,9.1,-0.7,13.5,0.125,0,
5283,植木美帆,15.3,21,0.0,1.2,-0.7,0.0,0.215,2,0.0
5305,伊藤栞,13.7,26,0.0,1.2,-0.7,0.0,0.143,0,
5322,根岸真優,15.1,26,0.0,1.2,-0.7,0.0,0.183,6,0.0
3748,小黒竜吾,37.1,29,3.4,4.6,-0.7,3.4,0.159,4,0.0
3871,池田紫乃,35.3,29,3.4,4.6,-0.7,3.4,0.188,0,
4465,大西賢,37.5,28,3.6,4.7,-0.7,7.1,0.173,0,
5122,相馬翔,40.4,28,3.6,4.7,-0.7,14.3,0.193,3,0.0
3584,佐々木英樹,48.0,36,5.6,6.6,-0.8,13.9,0.171,0,
3721,守田俊介,59.7,50,8.0,9.1,-0.8,18.0,0.109,7,0.0
4063,市橋卓士,62.6,40,10.0,11.0,-0.8,12.5,0.135,1,0.0
4082,濱崎誠,54.8,39,7.7,8.8,-0.8,10.3,0.177,2,0.0
4084,杉山正樹,64.3,40,10.0,11.0,-0.8,15.0,0.155,0,
4180,上野秀和,52.6,39,7.7,8.8,-0.8,10.3,0.156,0,
4351,里岡右貴,71.5,43,11.6,12.8,-0.8,23.3,0.139,3,0.0
4433,川野芽唯,71.1,43,11.6,12.8,-0.8,14.0,0.181,0,
4442,松竹大輔,49.8,36,5.6,6.6,-0.8,8.3,0.154,1,0.0
4458,抹香雄三,48.0,36,5.6,6.6,-0.8,5.6,0.141,0,
4557,松尾光広,38.0,29,3.4,4.7,-0.8,6.9,0.218,1,0.0
4615,板倉敦史,39.2,29,3.4,4.7,-0.8,6.9,0.182,1,0.0
4694,高田綾,42.8,37,5.4,6.5,-0.8,8.1,0.175,3,0.0
4695,尾崎雄二,45.1,37,5.4,6.5,-0.8,13.5,0.15,1,0.0
4779,伊倉光,48.4,36,5.6,6.6,-0.8,5.6,0.161,1,0.0
4980,佐々木完太,67.3,40,10.0,11.0,-0.8,17.5,0.163,2,0.0
5112,砂長知輝,68.2,43,11.6,12.8,-0.8,14.0,0.142,9,22.2
5130,上野拓馬,42.7,37,5.4,6.5,-0.8,8.1,0.162,0,
5165,小林愛実,41.8,29,3.4,4.7,-0.8,3.4,0.157,2,0.0
5173,谷口佳蓮,45.8,37,5.4,6.5,-0.8,5.4,0.158,0,
5184,飯塚響,21.7,17,0.0,1.4,-0.8,0.0,0.202,0,
5292,佐藤右京,35.3,30,3.3,4.6,-0.8,3.3,0.197,1,0.0
5306,河内悠利杏,14.8,32,0.0,1.2,-0.8,0.0,0.195,2,0.0
5335,森陽多,16.8,28,0.0,1.2,-0.8,3.6,0.171,0,
5345,牧村俊輝,13.4,39,0.0,1.2,-0.8,0.0,0.208,5,0.0
5361,植竹玲奈,15.5,35,0.0,1.2,-0.8,0.0,0.226,0,
5373,諏訪玲奈,16.2,30,0.0,1.2,-0.8,0.0,0.235,5,0.0
5385,鈴木柊介,12.8,35,0.0,1.2,-0.8,0.0,0.163,2,0.0
5398,鐘ヶ江真司,25.8,39,2.6,3.7,-0.8,2.6,0.173,0,
3246,星野政彦,22.2,17,0.0,1.4,-0.8,0.0,0.142,1,0.0
3631,田添康介,18.2,19,0.0,1.4,-0.8,0.0,0.199,0,
4857,加藤翔馬,71.3,26,11.5,12.8,-0.8,30.8,0.174,1,0.0
5309,森雄利,16.9,29,0.0,1.2,-0.8,0.0,0.172,0,
3207,田村美和,19.0,27,0.0,1.4,-0.9,0.0,0.165,1,0.0
3372,加藤雅之,21.8,29,0.0,1.4,-0.9,0.0,0.218,0,
3591,後藤孝義,19.0,24,0.0,1.4,-0.9,0.0,0.222,1,0.0
3602,奥平拓也,40.0,30,3.3,4.7,-0.9,3.3,0.191,2,0.0
3605,中村守成,34.7,31,3.2,4.6,-0.9,3.2,0.191,1,0.0
3704,本部めぐみ,20.5,24,0.0,1.4,-0.9,0.0,0.203,2,0.0
3711,江本真治,64.1,41,9.8,11.0,-0.9,12.2,0.141,0,
3834,細川明人,34.2,31,3.2,4.6,-0.9,3.2,0.181,0,
3947,寺本昇平,43.2,38,5.3,6.5,-0.9,5.3,0.199,2,0.0
4016,西川新太郎,49.0,37,5.4,6.6,-0.9,10.8,0.157,3,0.0
4251,川崎誠志,41.0,30,3.3,4.7,-0.9,6.7,0.208,0,
4269,杉山裕也,67.0,41,9.8,11.0,-0.9,17.1,0.142,1,0.0
4355,小川広大,20.1,24,0.0,1.4,-0.9,0.0,0.229,2,0.0
4462,夏山亮平,50.8,37,5.4,6.6,-0.9,5.4,0.165,1,0.0
4600,井内将太郎,67.2,41,9.8,11.0,-0.9,12.2,0.122,0,
4730,土屋実沙希,47.2,38,5.3,6.5,-0.9,7.9,0.178,0,
5053,山口広樹,33.7,31,3.2,4.6,-0.9,6.5,0.175,0,
5172,田村慶,48.1,37,5.4,6.6,-0.9,5.4,0.198,0,
5262,鈴木章司,39.1,30,3.3,4.7,-0.9,6.7,0.229,1,0.0
5268,山本幸也,21.8,24,0.0,1.4,-0.9,4.2,0.212,0,
5286,坂井滉哉,41.0,30,3.3,4.7,-0.9,6.7,0.155,0,
5336,瀬川大地,21.2,25,0.0,1.4,-0.9,0.0,0.168,0,
5358,増本杏珠,18.0,23,0.0,1.4,-0.9,0.0,0.184,0,
5359,佐藤世那,37.8,30,3.3,4.7,-0.9,6.7,0.183,2,0.0
5374,木山大聖,15.1,45,0.0,1.2,-0.9,2.2,0.15,0,
5394,福西広太郎,19.9,30,0.0,1.4,-0.9,0.0,0.177,3,0.0
5210,藤井公人,50.7,37,5.4,6.6,-0.9,8.1,0.154,1,0.0
3527,中嶋誠一郎,52.0,38,5.3,6.6,-1.0,7.9,0.165,0,
3742,宮地秀祈,41.3,31,3.2,4.7,-1.0,3.2,0.175,2,0.0
3776,横井健太,20.9,34,0.0,1.4,-1.0,0.0,0.166,3,0.0
3891,谷口健一,26.8,42,2.4,3.7,-1.0,2.4,0.169,0,
4047,吉永浩則,35.8,32,3.1,4.6,-1.0,6.2,0.189,1,0.0
4271,川崎公靖,43.5,39,5.1,6.5,-1.0,7.7,0.164,0,
4428,有賀達也,59.4,39,7.7,9.1,-1.0,17.9,0.149,6,33.3
4432,黄金井力良,50.4,38,5.3,6.6,-1.0,5.3,0.152,3,0.0
4445,宮地元輝,54.9,40,7.5,8.8,-1.0,15.0,0.112,0,
4588,田中京介,55.9,53,7.5,8.8,-1.0,11.3,0.14,0,
4927,関野文,55.1,40,7.5,8.8,-1.0,12.5,0.155,1,100.0
5032,谷口知優,52.2,38,5.3,6.6,-1.0,7.9,0.174,0,
5058,前原大道,69.7,44,11.4,12.8,-1.0,15.9,0.14,0,
5074,大澤誠也,37.6,31,3.2,4.7,-1.0,3.2,0.182,3,0.0
5229,吉川晴人,52.7,40,7.5,8.8,-1.0,15.0,0.16,1,100.0
5297,南彩寧,22.1,39,0.0,1.4,-1.0,2.6,0.218,1,0.0
5303,土井歩夢,56.6,40,7.5,8.8,-1.0,15.0,0.155,2,0.0
5312,川辺郭人,21.5,35,0.0,1.4,-1.0,0.0,0.207,0,
5314,中曽瑠華,18.5,37,0.0,1.4,-1.0,0.0,0.165,0,
5334,樫葉新心,20.2,34,0.0,1.4,-1.0,2.9,0.19,0,
5360,高木茉白,21.4,33,0.0,1.4,-1.0,0.0,0.192,6,0.0
3777,樋口亮,56.9,40,7.5,8.8,-1.0,7.5,0.167,0,
3944,山口裕二,64.1,51,9.8,11.0,-1.0,13.7,0.166,4,50.0
4041,小林基樹,35.1,32,3.1,4.6,-1.0,6.2,0.198,0,
4301,関裕也,42.6,39,5.1,6.5,-1.0,7.7,0.189,0,
5354,渡邊雄斗,21.7,37,0.0,1.4,-1.0,2.7,0.205,0,
3202,三品隆浩,35.1,33,3.0,4.6,-1.1,3.0,0.182,1,0.0
3313,本吉正樹,32.8,34,2.9,4.6,-1.1,5.9,0.179,2,0.0
3484,芝田浩治,58.0,40,7.5,9.1,-1.1,15.0,0.161,2,0.0
3519,冨田秀幸,35.4,33,3.0,4.6,-1.1,6.1,0.161,2,0.0
3558,山本浩次,43.2,40,5.0,6.5,-1.1,5.0,0.161,3,0.0
3703,鳥飼眞,58.2,40,7.5,9.1,-1.1,12.5,0.157,0,
3752,宇土泰就,35.2,34,2.9,4.6,-1.1,2.9,0.149,1,0.0
3863,海老澤泰行,36.5,33,3.0,4.6,-1.1,3.0,0.19,1,0.0
3998,冨成謙児,40.1,32,3.1,4.7,-1.1,3.1,0.165,0,
4460,後藤翔之,62.5,40,7.5,9.1,-1.1,10.0,0.144,0,
4498,宮本夏樹,52.0,21,4.8,6.6,-1.1,9.5,0.131,0,
4581,吉村誠,61.7,52,7.7,9.1,-1.1,9.6,0.159,0,
4642,松尾夏海,66.9,42,9.5,11.0,-1.1,11.9,0.155,1,100.0
4708,半田尚也,33.7,34,2.9,4.6,-1.1,2.9,0.196,0,
4743,木村仁紀,68.1,53,11.3,12.8,-1.1,11.3,0.146,0,
4788,小池哲也,61.5,40,7.5,9.1,-1.1,7.5,0.166,2,0.0
4864,小川日紀太,38.6,32,3.1,4.7,-1.1,3.1,0.156,1,0.0
4896,花本剛,35.8,33,3.0,4.6,-1.1,3.0,0.167,0,
5010,宇留田翔平,58.7,52,7.7,9.1,-1.1,11.5,0.147,2,0.0
5109,川崎智稔,46.6,40,5.0,6.5,-1.1,5.0,0.123,0,
5140,吉田彩乃,41.7,32,3.1,4.7,-1.1,3.1,0.182,2,0.0
5266,石田勇斗,39.5,32,3.1,4.7,-1.1,3.1,0.172,3,0.0
4167,片岡秀樹,36.1,33,3.0,4.6,-1.1,3.0,0.148,0,
4917,岩橋裕馬,35.4,34,2.9,4.6,-1.1,2.9,0.155,3,33.3
5228,若林樹蘭,56.4,28,7.1,8.8,-1.1,10.7,0.148,1,0.0
3718,伊達正利,38.3,33,3.0,4.7,-1.2,6.1,0.168,4,25.0
3731,高濱芳久,50.0,40,5.0,6.6,-1.2,7.5,0.191,0,
3850,小川知行,45.9,41,4.9,6.5,-1.2,7.3,0.145,3,0.0
3929,杢野誓良,37.6,34,2.9,4.7,-1.2,5.9,0.173,2,0.0
4004,山本浩輔,46.6,41,4.9,6.5,-1.2,7.3,0.177,0,
4154,森安弘雅,48.7,40,5.0,6.6,-1.2,7.5,0.173,0,
4574,東潤樹,52.4,40,5.0,6.6,-1.2,5.0,0.174,0,
4978,山田和佐,44.3,41,4.9,6.5,-1.2,12.2,0.168,0,
4128,川口貴久,45.2,22,4.5,6.5,-1.2,4.5,0.171,2,0.0
3232,山川美由紀,60.6,28,7.1,9.1,-1.3,10.7,0.152,0,
3827,今泉徹,33.3,36,2.8,4.6,-1.3,2.8,0.161,5,20.0
3907,村越篤,53.6,42,7.1,8.8,-1.3,9.5,0.169,1,0.0
3909,佐々木康幸,65.6,53,9.4,11.0,-1.3,11.3,0.117,0,
4054,福嶋智之,38.9,35,2.9,4.7,-1.3,2.9,0.153,1,0.0
4134,杉山貴博,61.0,41,7.3,9.1,-1.3,9.8,0.151,4,0.0
4224,大橋栄里佳,50.9,41,4.9,6.6,-1.3,12.2,0.179,0,
4367,山口修路,37.8,35,2.9,4.7,-1.3,2.9,0.218,1,0.0
4406,幸野史明,36.9,36,2.8,4.6,-1.3,2.8,0.157,3,0.0
4475,末永祐輝,64.0,43,9.3,11.0,-1.3,9.3,0.146,0,
4553,坪口竜也,58.7,41,7.3,9.1,-1.3,9.8,0.164,1,100.0
4924,中北涼,35.4,37,2.7,4.6,-1.3,2.7,0.179,3,0.0
5035,櫻井優,54.2,42,7.1,8.8,-1.3,9.5,0.156,6,0.0
5069,山崎小葉音,43.4,23,4.3,6.5,-1.3,4.3,0.175,0,
5123,福山恵里奈,35.5,36,2.8,4.6,-1.3,2.8,0.15,1,0.0
5125,高井雄基,52.7,29,6.9,8.8,-1.3,6.9,0.19,0,
5027,重冨勇哉,43.9,42,4.8,6.5,-1.3,4.8,0.174,0,
5143,常盤海心,34.4,36,2.8,4.6,-1.3,5.6,0.184,0,
3304,烏野賢太,59.5,42,7.1,9.1,-1.4,14.3,0.169,0,
3557,太田和美,66.6,54,9.3,11.0,-1.4,16.7,0.147,3,0.0
3690,河合三弘,41.9,37,2.7,4.7,-1.4,8.1,0.164,0,
3809,吉田光,39.0,37,2.7,4.7,-1.4,2.7,0.187,0,
3906,飯山晃三,35.4,39,2.6,4.6,-1.4,2.6,0.219,0,
3963,原田秀弥,57.8,29,6.9,9.1,-1.4,13.8,0.163,1,0.0
4052,興津藍,57.7,42,7.1,9.1,-1.4,7.1,0.164,0,
4094,中島真二,42.5,36,2.8,4.7,-1.4,2.8,0.17,0,
4171,榎幸司,61.6,42,7.1,9.1,-1.4,7.1,0.169,0,
4248,岡本大,39.7,37,2.7,4.7,-1.4,2.7,0.176,0,
4305,金子拓矢,76.0,32,12.5,14.6,-1.4,25.0,0.15,0,
4407,鹿島敏弘,47.7,42,4.8,6.6,-1.4,4.8,0.161,2,0.0
4440,萩原知哉,38.1,36,2.8,4.7,-1.4,2.8,0.148,2,0.0
4474,渡辺崇,50.4,42,4.8,6.6,-1.4,7.1,0.176,1,0.0
4511,中岡健人,42.3,37,2.7,4.7,-1.4,5.4,0.192,2,0.0
4583,古田祐貴,53.3,43,7.0,8.8,-1.4,9.3,0.143,1,0.0
4902,山川雄大,46.4,43,4.7,6.5,-1.4,4.7,0.184,0,
5208,屋良龍紀,38.9,37,2.7,4.7,-1.4,2.7,0.155,1,0.0
5211,高井駿弥,34.2,38,2.6,4.6,-1.4,2.6,0.15,1,100.0
5272,松田真実,38.9,36,2.8,4.7,-1.4,5.6,0.176,2,0.0
5273,山下拓巳,34.1,39,2.6,4.6,-1.4,2.6,0.188,3,33.3
3620,信濃由行,33.9,38,2.6,4.6,-1.4,7.9,0.157,6,0.0
4022,待鳥雄紀,38.2,36,2.8,4.7,-1.4,2.8,0.153,3,0.0
3282,池本輝明,37.4,40,2.5,4.6,-1.5,2.5,0.189,0,
3401,上田隆章,38.3,38,2.6,4.7,-1.5,2.6,0.223,0,
3406,中里英夫,54.7,44,6.8,8.8,-1.5,11.4,0.181,0,
3563,堤昇,52.1,43,4.7,6.6,-1.5,4.7,0.173,1,0.0
3580,水口由紀,39.1,38,2.6,4.7,-1.5,2.6,0.184,4,0.0
4079,出畑孝典,60.3,43,7.0,9.1,-1.5,9.3,0.17,2,50.0
4173,岡谷健吾,48.9,43,4.7,6.6,-1.5,4.7,0.174,0,
4205,山口剛,66.4,34,8.8,11.0,-1.5,20.6,0.116,2,0.0
4665,加藤啓太,33.8,40,2.5,4.6,-1.5,5.0,0.179,5,0.0
4700,金子和之,60.6,43,7.0,9.1,-1.5,11.6,0.147,11,9.1
4773,中川りな,61.5,43,7.0,9.1,-1.5,7.0,0.19,0,
4798,浜先真範,63.9,44,9.1,11.0,-1.5,9.1,0.125,1,0.0
4933,板橋侑我,63.3,34,8.8,11.0,-1.5,14.7,0.133,2,0.0
5213,湯淺紀香,48.7,43,4.7,6.6,-1.5,7.0,0.186,3,0.0
5325,澁川夏,47.3,45,4.4,6.5,-1.5,4.4,0.154,2,0.0
3614,谷勝幸,36.2,41,2.4,4.6,-1.6,2.4,0.162,0,
3761,山本光雄,47.9,45,4.4,6.6,-1.6,4.4,0.167,1,0.0
3832,下田哲也,30.6,16,0.0,3.2,-1.6,0.0,0.171,1,0.0
3973,崎利仁,38.8,40,2.5,4.7,-1.6,5.0,0.199,3,0.0
4140,梶野学志,60.8,30,6.7,9.1,-1.6,6.7,0.17,0,
4298,宮下元胤,67.7,47,10.6,12.8,-1.6,10.6,0.174,1,100.0
4396,大田直弥,51.1,45,4.4,6.6,-1.6,4.4,0.184,0,
4666,日笠勝弘,32.5,15,0.0,3.2,-1.6,0.0,0.171,0,
4713,白神優,70.0,38,10.5,12.8,-1.6,21.1,0.129,0,
4736,高倉和士,70.3,47,10.6,12.8,-1.6,17.0,0.124,1,0.0
4844,村上奈穂,40.5,40,2.5,4.7,-1.6,5.0,0.17,1,0.0
5182,宮崎安奈,44.5,25,4.0,6.5,-1.6,8.0,0.147,3,0.0
4794,和田拓也,70.8,38,10.5,12.8,-1.6,10.5,0.134,3,33.3
4940,白石有美,29.1,16,0.0,3.2,-1.6,0.0,0.179,0,
4572,渡部悟,53.8,31,6.5,8.8,-1.6,6.5,0.126,2,0.0
3070,山室展弘,52.1,25,4.0,6.6,-1.7,8.0,0.129,0,
3432,宮迫暢彦,39.9,41,2.4,4.7,-1.7,2.4,0.181,0,
3812,山崎聖司,41.6,41,2.4,4.7,-1.7,4.9,0.19,3,0.0
3868,尾形栄治,41.4,41,2.4,4.7,-1.7,9.8,0.21,3,0.0
4085,荻野裕介,52.3,25,4.0,6.6,-1.7,4.0,0.208,1,0.0
4116,川田正人,46.2,47,4.3,6.5,-1.7,6.4,0.174,1,0.0
5063,大塚雅治,39.4,41,2.4,4.7,-1.7,4.9,0.181,0,
5178,成貞琳平,35.0,44,2.3,4.6,-1.7,2.3,0.182,3,0.0
3430,角浜修,34.7,45,2.2,4.6,-1.8,2.2,0.188,2,0.0
3618,海野ゆかり,61.8,45,6.7,9.1,-1.8,8.9,0.165,0,
3901,松田憲幸,45.0,27,3.7,6.5,-1.8,3.7,0.191,1,0.0
3946,赤岩善生,71.1,30,10.0,12.8,-1.8,13.3,0.159,0,
4076,杉田篤光,49.1,47,4.3,6.6,-1.8,8.5,0.207,2,0.0
4095,福来剛,71.9,48,10.4,12.8,-1.8,16.7,0.149,3,0.0
4121,富永修一,59.6,31,6.5,9.1,-1.8,6.5,0.124,1,0.0
4200,早川尚人,36.5,45,2.2,4.6,-1.8,2.2,0.177,1,0.0
4329,小松卓司,41.1,44,2.3,4.7,-1.8,4.5,0.17,1,0.0
4331,三好勇人,57.5,45,6.7,9.1,-1.8,13.3,0.154,0,
4421,森作広大,27.6,20,0.0,3.2,-1.8,0.0,0.184,4,0.0
4586,磯部誠,61.3,45,6.7,9.1,-1.8,6.7,0.128,3,0.0
4709,岡村将也,57.4,32,6.2,8.8,-1.8,6.2,0.168,1,0.0
4850,野中一平,63.2,46,8.7,11.0,-1.8,13.0,0.112,1,0.0
4873,蒲原健太,50.6,47,4.3,6.6,-1.8,4.3,0.197,0,
4984,森下愛梨,49.2,26,3.8,6.6,-1.8,7.7,0.212,2,0.0
5019,柴田百恵,50.0,26,3.8,6.6,-1.8,7.7,0.149,0,
5096,上原崚,56.3,46,6.5,8.8,-1.8,10.9,0.148,0,
5148,松本怜,47.3,27,3.7,6.5,-1.8,7.4,0.19,0,
5221,竹間隆晟,63.9,46,8.7,11.0,-1.8,13.0,0.138,3,33.3
5241,門田栞,46.0,27,3.7,6.5,-1.8,3.7,0.152,0,
3509,池千夏,28.5,23,0.0,3.2,-1.9,0.0,0.137,1,0.0
3548,室田泰史,56.5,47,6.4,8.8,-1.9,8.5,0.113,1,0.0
