登番,選手名,級別,支部,年齢,期,全国勝率,出走(13か月),攻め,ST,型,メモ,攻め手5,カド消し,まくり屋,壁(2号艇),差し巧者,まくり系ゼロ,4走,4まくり系1着率,5走,5まくり系1着率,6走,6まくり系1着率,4まくり力,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,平均ST,F本数,L本数,F前ST,F後ST,F後ST変化,F後の走数,F慣れ候補
4365,盛本真輔,A2,兵庫,40,97,5.94,229,,,,,○,,,,,,44,13.6,39,5.1,38,0.0,3.3,49,23,6,17,1,1,1,0.17,0,0,0.17,,,0,
4356,長岡良也,A2,兵庫,42,97,5.71,229,,,,,,,,,,,52,11.5,45,4.4,26,3.8,0.6,54,31,4,5,11,3,0,0.16,2,0,0.15,0.20,+0.05,57,慎重型
3499,市川哲也,A1,広島,57,67,5.59,229,,,,,,○,,,,,45,0.0,36,2.8,29,0.0,-6.9,54,34,7,2,6,5,0,0.14,2,0,0.14,0.16,+0.03,53,
5166,仲道大輔,A2,愛知,26,127,6.18,229,,,,,,,,,,,41,7.3,47,4.3,38,0.0,-2.5,58,30,8,10,5,5,0,0.16,1,0,0.16,0.16,-0.00,40,候補
5330,安河内鈴,A2,福岡,22,133,6.79,229,,,,,○,,,,,,46,10.9,39,15.4,38,5.3,0.1,62,32,4,10,10,5,1,0.15,0,0,0.15,,,0,
4711,前出達吉,A2,福井,36,110,6.17,229,,,,,○,,,,,,39,12.8,56,7.1,35,0.0,2.6,44,19,4,7,9,5,0,0.15,0,0,0.15,,,0,
4305,金子拓矢,A1,群馬,42,95,6.81,229,,,,,○,,,,,,36,16.7,40,15.0,40,10.0,1.0,87,41,13,15,12,6,0,0.15,1,0,0.14,0.17,+0.03,31,
5247,大森翼,B1,兵庫,24,130,4.42,228,,,,,,○,,,,,41,0.0,40,2.5,38,0.0,-4.7,15,7,5,1,2,0,0,0.17,1,0,0.17,0.17,+0.00,5,
5161,登玉隼百,A2,兵庫,27,127,5.92,228,,,,,○,,,,,,49,18.4,34,8.8,47,0.0,7.0,48,29,3,12,3,0,1,0.14,1,0,0.15,0.14,-0.00,80,候補
4276,鈴木勝博,A2,愛知,43,94,5.65,228,,,,,○,,,,,,43,16.3,44,13.6,37,2.7,5.3,61,25,8,16,7,4,1,0.16,0,0,0.16,,,0,
3826,村田修次,A2,東京,53,78,6.38,228,,,,,○,○,,,,,35,0.0,47,6.4,27,0.0,-7.5,40,24,5,3,4,4,0,0.15,1,0,0.15,0.15,+0.01,101,
4394,永嶋裕一,A2,福岡,40,98,5.91,228,,,,,○,,,,,,49,6.1,39,7.7,34,0.0,-3.5,41,21,8,4,7,1,0,0.14,0,0,0.14,,,0,
4100,松田隆司,B1,福岡,47,88,4.71,228,,,,,,,,壁強●,,,50,18.0,39,2.6,33,0.0,8.8,34,18,2,5,8,1,0,0.16,0,0,0.16,,,0,
4532,秋元哲,A1,埼玉,37,103,6.83,228,,,,,○,,,,●,,45,11.1,36,8.3,27,3.7,-1.4,68,37,10,9,7,5,0,0.13,1,0,0.13,0.14,+0.01,54,
3662,大庭元明,B1,福岡,56,73,4.96,228,,,,,○,,,,,,42,7.1,37,5.4,49,2.0,-1.5,43,20,2,11,6,4,0,0.16,1,0,0.16,0.17,+0.01,28,
3564,桑原啓,B1,福岡,56,70,4.15,228,,,,,,,,,,,53,7.5,52,1.9,26,3.8,1.7,27,7,4,12,2,2,0,0.16,0,0,0.16,,,0,
3737,上平真二,A1,広島,52,75,6.97,228,,,,,○,○,,,,,40,2.5,36,5.6,30,3.3,-7.6,64,34,9,9,6,5,1,0.16,0,0,0.16,,,0,
5178,成貞琳平,B1,愛知,30,128,4.19,227,,,,,,,,,,,48,2.1,41,0.0,37,0.0,-1.7,16,10,4,0,1,1,0,0.19,0,0,0.19,,,0,
5141,大澤風葵,A1,群馬,25,126,6.55,227,,,,,○,,,,,,41,17.1,44,11.4,29,6.9,4.6,60,27,5,11,12,5,0,0.14,3,0,0.13,0.16,+0.03,72,
4573,佐藤翼,A1,埼玉,37,105,6.82,227,,,,,○,,,,,,42,11.9,40,7.5,43,0.0,2.0,51,30,2,8,6,5,0,0.14,1,0,0.13,0.15,+0.02,65,
4144,石塚久也,A2,埼玉,45,89,6.27,227,,,,,,,,,,,40,7.5,44,4.5,33,0.0,-2.4,41,24,5,5,1,5,1,0.17,0,0,0.17,,,0,
4603,谷川将太,B1,長崎,38,106,6.10,227,,,,,○,○,,,,,42,2.4,41,12.2,39,0.0,-5.0,40,25,5,4,5,1,0,0.16,1,0,0.16,0.17,+0.02,21,
3956,横澤剛治,A2,静岡,49,82,5.88,227,,,,,,,,,,,42,9.5,50,4.0,28,3.6,0.2,49,25,5,9,6,2,2,0.17,0,1,0.16,0.17,+0.01,87,
5125,高井雄基,A2,愛知,30,126,4.86,227,,,,,○,,,,,,33,9.1,44,11.4,42,0.0,1.8,46,28,4,5,6,3,0,0.18,2,0,0.17,0.19,+0.03,150,
5139,大場恒季,A1,愛知,26,126,6.69,227,,,,,○,,,,●,,39,10.3,39,5.1,26,11.5,-0.3,62,27,17,2,12,4,0,0.16,2,0,0.15,0.17,+0.02,89,
4096,石橋道友,A1,長崎,44,87,6.56,226,,,,,○,○,,,,,40,5.0,40,7.5,33,3.0,-4.2,64,39,11,5,5,4,0,0.15,1,0,0.15,0.15,+0.01,85,
4173,岡谷健吾,B1,広島,43,90,5.39,226,,,,,,,,,,,48,4.2,49,0.0,30,0.0,-1.8,32,20,3,2,5,2,0,0.17,0,0,0.17,,,0,
3968,茶谷信次,A2,滋賀,50,83,4.99,226,,,,,,,,,,,37,8.1,40,2.5,40,0.0,-0.8,41,21,7,4,5,4,0,0.17,1,0,0.17,0.23,+0.06,21,慎重型
4253,西川真人,B1,滋賀,43,93,4.45,226,,,,,,,,,,○,52,1.9,47,0.0,25,0.0,-1.8,17,12,2,0,0,3,0,0.18,0,0,0.18,,,0,
3703,鳥飼眞,A2,福岡,52,74,5.96,226,,,,,,,,,,,43,7.0,32,3.1,13,0.0,-1.6,44,20,3,3,7,10,1,0.18,1,0,0.17,0.26,+0.09,8,
3730,塩崎優司,B1,愛知,54,75,3.81,226,,,,,,,,,,,42,4.8,44,2.3,31,0.0,-0.4,23,15,1,4,1,2,0,0.17,0,0,0.17,,,0,
5236,小宮涼雅,B1,広島,27,130,4.55,226,,,,,,,,,,,51,7.8,41,0.0,55,0.0,1.9,15,6,0,5,1,3,0,0.17,0,0,0.17,,,0,
4161,黒柳浩孝,B1,愛知,44,90,5.40,226,,,,,,,,,,,41,9.8,42,2.4,37,0.0,0.4,32,18,3,2,5,4,0,0.16,0,0,0.16,,,0,
4180,上野秀和,A2,福岡,43,90,5.30,226,,,,,○,,,,,,43,9.3,47,6.4,34,2.9,0.1,40,20,7,5,6,2,0,0.16,0,0,0.16,,,0,
5282,中本大樹,B1,福井,23,131,5.33,226,,,,,○,,,,,,39,5.1,51,5.9,33,0.0,-0.9,34,15,5,12,1,1,0,0.16,0,0,0.16,,,0,
4571,菅章哉,A1,徳島,38,105,6.33,225,,,,,○,,○,,,,24,54.2,32,37.5,80,12.5,27.7,79,21,4,46,6,2,0,0.14,2,0,0.14,0.15,+0.01,35,
4347,魚谷香織,A2,福岡,41,96,6.06,225,,,,,○,,,壁強●,,,36,5.6,40,7.5,36,0.0,-2.6,45,27,3,12,1,2,0,0.17,0,0,0.17,,,0,
3933,山地正樹,B1,岡山,50,81,6.12,225,,,,,,○,,壁弱●,,,19,0.0,1,0.0,0,,-5.1,35,11,13,2,4,5,0,0.17,0,0,0.17,,,0,
3680,森林太,B1,長崎,53,73,4.24,225,,,,,,,,,,,44,4.5,36,2.8,36,0.0,0.2,16,4,1,7,3,1,0,0.20,0,0,0.20,,,0,
3502,渡邉英児,A2,静岡,57,67,5.69,225,,,,,,,,,,,49,4.1,53,1.9,10,0.0,-3.9,30,17,2,9,2,0,0,0.16,0,0,0.16,,,0,
4518,大須賀友,A1,愛知,39,103,6.40,225,,,,,○,,○,,,,36,25.0,41,12.2,34,0.0,8.5,73,36,5,15,14,2,1,0.17,2,0,0.17,0.19,+0.03,47,
4925,森悠稀,A2,兵庫,33,118,5.81,225,,,,,○,,,,,,46,17.4,40,7.5,37,2.7,6.2,40,22,0,8,10,0,0,0.14,1,0,0.13,0.16,+0.03,89,
4035,杉江浩明,B1,愛知,47,85,3.59,225,,,,,,,,,,,38,5.3,54,3.7,32,0.0,1.8,20,7,3,4,4,2,0,0.21,0,0,0.21,,,0,
4489,岩川仁士,B1,大阪,39,102,4.97,225,,,,,○,,,,,,46,6.5,47,6.4,34,0.0,0.0,34,17,7,5,4,1,0,0.15,0,0,0.15,,,0,
5217,藤原碧生,A1,岡山,26,129,5.59,225,,,,,○,,,,,,32,15.6,38,10.5,45,2.2,4.4,43,23,4,6,5,4,1,0.16,2,0,0.15,0.20,+0.06,63,慎重型
3922,菅沼佳昭,B1,愛知,51,81,3.63,224,,,,,,,,壁強●,,,43,0.0,50,0.0,24,0.0,-2.1,17,9,3,0,2,1,2,0.19,0,0,0.19,,,0,
3977,山本兼士,B1,大阪,49,83,4.30,224,,,,,○,,,,,,52,3.8,39,5.1,36,5.6,-1.2,24,9,6,8,1,0,0,0.17,0,0,0.17,,,0,
5009,大賀龍之,A2,福岡,29,121,5.51,224,,,,,,,,,,,33,3.0,40,2.5,39,0.0,-2.4,38,17,6,7,6,2,0,0.17,1,0,0.16,0.20,+0.04,41,
4505,島田賢人,A1,埼玉,38,102,6.60,224,,,,,○,,○,,,,45,20.0,42,7.1,35,0.0,6.9,62,32,4,11,6,9,0,0.15,1,0,0.14,0.17,+0.02,49,
4847,佐藤隆太,A1,東京,32,115,6.85,224,,,,,○,,,,,,39,10.3,38,7.9,42,0.0,0.8,53,31,3,7,6,5,1,0.14,1,0,0.14,,,0,
4523,中村辰也,A2,長崎,38,103,5.64,224,,,,,,○,,,,,42,0.0,41,0.0,34,2.9,-6.8,31,22,2,4,1,1,1,0.15,0,0,0.15,,,0,
4989,石原翼,A2,静岡,29,120,6.00,224,,,,,○,,,,,,46,8.7,33,6.1,45,0.0,-0.4,54,28,6,12,7,0,1,0.15,1,0,0.15,0.16,+0.01,22,
3973,崎利仁,B1,群馬,50,83,4.61,224,,,,,,,,,,,42,2.4,41,2.4,37,2.7,-2.2,19,8,3,2,4,2,0,0.20,0,0,0.20,,,0,
4111,奥田誠,A2,広島,46,88,5.66,224,,,,,,,,,,,43,4.7,41,4.9,32,0.0,-3.4,34,18,3,9,2,2,0,0.16,0,0,0.16,,,0,
4550,石岡将太,A2,群馬,37,104,5.03,224,,,,,,,,,,,42,4.8,44,0.0,27,3.7,-1.3,28,15,6,5,2,0,0,0.16,0,0,0.16,,,0,
4823,中村桃佳,A2,香川,33,114,6.87,224,,,,,,,,,,,36,19.4,37,2.7,36,5.6,6.1,66,28,8,13,8,8,1,0.14,1,0,0.14,0.16,+0.02,31,
4402,乙藤智史,A2,福岡,41,99,6.25,224,,,,,○,,,,,,35,17.1,41,7.3,39,5.1,5.6,53,30,2,8,7,6,0,0.16,0,0,0.16,,,0,
5177,松井貫太,B1,福岡,30,128,4.49,224,,,,,,,,,,,42,0.0,48,0.0,32,0.0,-3.2,13,6,2,0,1,2,2,0.20,1,0,0.20,0.21,+0.01,18,
3614,谷勝幸,B1,広島,53,71,4.28,224,,,,,,,,,,,44,2.3,50,4.0,28,0.0,-1.5,16,6,2,6,1,1,0,0.17,0,0,0.17,,,0,
4485,楠原正剛,B1,福岡,40,102,4.91,224,,,,,,,,,,,44,6.8,44,4.5,30,3.3,0.2,32,14,4,6,5,3,0,0.16,2,0,0.16,0.16,+0.00,76,候補
3606,川北浩貴,B1,滋賀,54,71,5.57,224,,,,,,,,,,,43,4.7,45,4.4,33,0.0,-3.4,31,13,5,8,4,1,0,0.16,0,0,0.16,,,0,
5073,上原健次,A2,福岡,31,124,5.33,223,,,,,,,,,●,,33,9.1,42,0.0,39,0.0,1.8,37,20,11,3,2,1,0,0.18,0,0,0.18,,,0,
3455,谷本幸司,B1,愛知,55,65,4.67,223,,,,,,○,,,,,45,0.0,38,0.0,37,0.0,-4.8,30,15,8,2,2,3,0,0.17,1,0,0.17,0.11,-0.06,7,
4876,梅木敬太,B1,福井,32,116,4.82,223,,,,,,,,壁強●,,,46,6.5,36,0.0,42,0.0,0.1,28,14,2,3,2,7,0,0.16,0,0,0.16,,,0,
4240,今井裕梨,A2,群馬,42,92,5.50,223,,,,,○,,,,,,38,10.5,39,5.1,37,2.7,1.0,43,23,7,7,3,3,0,0.15,1,0,0.14,0.17,+0.03,42,
4561,藤山翔大,A2,大阪,35,104,5.71,223,,,,,○,,○,壁弱●,,,53,32.1,29,10.3,23,4.3,17.8,71,24,2,39,3,2,1,0.19,3,0,0.18,0.23,+0.05,57,慎重型
5102,原田雄次,B1,福岡,28,125,5.57,223,,,,,,○,,,,,41,0.0,44,2.3,38,2.6,-4.8,32,16,1,6,8,0,1,0.19,2,0,0.17,0.22,+0.04,82,
4396,大田直弥,B1,山口,40,98,4.79,223,,,,,,,,,,,48,4.2,41,2.4,36,2.8,-1.8,26,12,4,1,6,3,0,0.19,0,0,0.19,,,0,
4594,谷川祐一,B1,滋賀,44,106,6.27,223,,,,,○,,,,,,54,16.7,49,6.1,17,0.0,5.8,49,28,4,8,6,2,1,0.16,2,0,0.15,0.17,+0.02,89,
4014,片岡恵里,A2,山口,46,84,5.60,223,,,,,,,,,,,40,7.5,39,0.0,33,0.0,-1.2,46,30,1,7,3,4,1,0.17,1,0,0.17,0.18,+0.01,34,
4142,平野和明,A2,愛知,45,89,5.63,223,,,,,,○,,,,,44,0.0,40,2.5,29,0.0,-6.9,31,19,5,4,2,1,0,0.18,0,0,0.18,,,0,
4251,川崎誠志,B1,山口,43,93,4.60,223,,,,,○,,,,,,32,3.1,50,6.0,43,0.0,-1.5,26,9,8,1,6,2,0,0.21,0,0,0.21,,,0,
5325,澁川夏,B1,大阪,23,133,5.95,222,,,,,,,,,,,46,4.3,42,2.4,48,0.0,-1.6,26,13,2,6,2,3,0,0.16,2,0,0.15,0.18,+0.03,40,
4894,原村拓也,B1,香川,35,117,4.40,222,,,,,,,,,,,55,3.6,41,2.4,34,0.0,-2.2,21,14,2,1,1,2,1,0.19,0,0,0.19,,,0,
4346,前田健太,B1,福岡,41,96,4.40,222,,,,,,,,,,,37,8.1,44,2.3,45,0.0,2.0,33,13,5,5,3,7,0,0.17,1,0,0.17,0.16,-0.01,24,候補
4450,平高奈菜,A2,香川,39,100,6.63,222,,,,,○,,,,,,38,5.3,44,15.9,38,0.0,-3.9,52,24,9,4,9,5,1,0.16,2,0,0.16,0.16,+0.00,61,候補
4933,板橋侑我,A2,静岡,30,118,6.38,222,,,,,○,,,,,,39,10.3,38,7.9,35,2.9,0.8,46,32,3,5,6,0,0,0.14,2,0,0.13,0.17,+0.04,36,
4974,安井瑞紀,A2,岡山,33,120,5.27,222,,,,,○,,○,,,,46,23.9,35,11.4,39,0.0,11.1,47,18,2,19,5,3,0,0.17,2,0,0.16,0.18,+0.02,162,
4456,鎌倉涼,A1,大阪,37,100,6.30,222,,,,,,○,,,,,42,4.8,38,2.6,31,0.0,-4.4,61,40,7,4,5,5,0,0.16,1,0,0.16,0.18,+0.02,39,
4205,山口剛,A1,広島,44,91,7.83,222,,,,,○,,,,,,39,10.3,38,13.2,36,2.8,-0.3,68,38,9,3,13,5,0,0.13,1,0,0.13,0.14,+0.01,60,
4528,黒井達矢,A1,埼玉,38,103,6.73,222,,,,,○,,,,,,40,7.5,48,10.4,33,9.1,-2.4,55,33,4,11,6,1,0,0.16,2,0,0.15,0.17,+0.02,68,
4979,中野夢斗,B1,愛知,30,120,4.91,222,,,,,,,,,,,42,14.3,42,2.4,34,0.0,5.7,30,19,1,7,1,2,0,0.16,0,0,0.16,,,0,
3906,飯山晃三,B1,長崎,48,80,3.89,222,,,,,,,,壁強●,,,39,2.6,44,2.3,33,0.0,-1.3,17,10,4,2,1,0,0,0.20,1,0,0.20,0.21,+0.02,33,
4318,桑原将光,A2,東京,42,95,5.05,222,,,,,,○,,,,,44,0.0,37,0.0,42,2.4,-6.9,32,17,6,2,1,4,2,0.16,1,0,0.16,0.17,+0.02,38,
4383,竹田吉行,A2,徳島,41,98,5.46,222,,,,,,,,,,,44,13.6,41,2.4,34,0.0,3.3,34,18,2,9,3,2,0,0.17,2,0,0.17,0.19,+0.02,74,
3539,金子順一,B1,山口,58,69,4.53,222,,,,,,,,,,,55,3.6,33,0.0,18,0.0,-0.5,16,9,3,2,2,0,0,0.18,0,0,0.18,,,0,
5157,市川健太,B1,滋賀,28,127,4.24,222,,,,,○,,,,,,40,7.5,44,6.8,40,0.0,1.6,33,18,6,3,5,1,0,0.17,1,0,0.16,0.18,+0.02,54,
4842,山下昂大,A2,岡山,34,115,5.89,222,,,,,○,,,,,,46,4.3,31,12.9,45,2.2,-3.7,45,23,6,5,7,4,0,0.16,1,0,0.16,0.17,+0.01,60,
3527,中嶋誠一,B1,長崎,55,68,5.26,222,,,,,,,,,,,40,2.5,46,2.2,32,0.0,-2.9,29,15,7,1,3,3,0,0.16,1,0,0.16,0.18,+0.01,16,
5035,櫻井優,A2,埼玉,28,122,5.45,222,,,,,○,,,,,,47,8.5,42,9.5,35,2.9,-0.5,39,12,7,12,6,2,0,0.17,0,0,0.17,,,0,
5038,金田智博,A2,福井,28,122,6.49,221,,,,,○,,,壁強●,,,38,18.4,38,10.5,37,8.1,5.5,62,30,11,9,9,2,1,0.15,0,0,0.15,,,0,
3690,河合三弘,B1,愛知,55,74,4.71,221,,,,,,,,,,,39,2.6,43,2.3,41,0.0,-2.0,24,10,5,5,2,2,0,0.19,0,0,0.19,,,0,
3848,川上聡介,B1,愛知,49,78,4.46,221,,,,,,,,,,,37,5.4,44,4.5,49,2.0,-0.7,21,12,1,3,2,3,0,0.15,1,0,0.15,0.19,+0.04,2,
4991,宗行治哉,A1,広島,29,120,6.49,221,,,,,○,○,,,,,41,4.9,39,12.8,32,0.0,-4.3,51,27,9,5,8,2,0,0.17,0,0,0.17,,,0,
4009,小林一樹,A2,山口,47,84,5.61,221,,,,,,,,,,,46,10.9,39,0.0,26,0.0,1.3,37,25,2,7,0,2,1,0.12,1,0,0.12,0.12,+0.00,13,候補
4578,藤山雅弘,A2,大阪,37,105,5.92,221,,,,,○,○,,,,,42,0.0,37,10.8,39,0.0,-6.8,50,27,10,9,2,2,0,0.17,1,0,0.16,0.19,+0.03,77,
4816,村松修二,A2,広島,35,114,5.64,221,,,,,,,,,,,40,15.0,43,4.7,36,2.8,4.2,45,25,4,14,1,1,0,0.15,1,0,0.15,0.16,+0.01,57,
3584,佐々木英,B1,広島,53,70,4.98,221,,,,,,,,壁強●,,,39,5.1,47,2.1,28,0.0,-1.0,21,9,5,4,0,3,0,0.18,0,0,0.18,,,0,
4643,近江翔吾,A2,香川,33,107,6.49,221,,,,,○,○,,,,,40,5.0,41,9.8,36,2.8,-4.2,61,38,6,9,6,2,0,0.14,2,0,0.14,0.14,+0.00,61,候補
4977,馬野耀,A2,大阪,32,120,6.20,221,,,,,○,,,,,,39,15.4,46,6.5,29,0.0,4.5,45,23,6,7,7,2,0,0.15,0,0,0.15,,,0,
4942,柴田朋哉,B1,福岡,36,119,5.76,221,,,,,○,,,,,,40,10.0,37,5.4,43,4.7,0.6,35,18,1,7,7,1,1,0.15,2,0,0.14,0.16,+0.02,87,
5092,篠原晟弥,A2,福岡,25,124,6.06,221,,,,,○,,,,,,44,11.4,35,5.7,37,5.4,1.6,60,30,9,7,10,4,0,0.14,2,0,0.13,0.15,+0.02,61,
4447,深川麻奈,B1,福岡,39,100,5.72,221,,,,,○,,,,,,38,7.9,49,8.2,38,0.0,-0.9,33,14,4,7,7,1,0,0.18,2,0,0.17,0.20,+0.03,81,
4196,田中太一,B1,佐賀,44,91,3.91,221,,,,,,,,,,,47,8.5,47,2.1,35,2.9,3.2,17,11,2,2,2,0,0,0.18,0,0,0.18,,,0,
4680,後藤美翼,A2,東京,36,109,5.46,221,,,,,,,,,,,41,4.9,43,0.0,27,0.0,-3.2,24,12,4,5,1,2,0,0.20,0,0,0.20,,,0,
3563,堤昇,B1,静岡,56,70,5.72,221,,,,,○,○,,,,,45,2.2,36,8.3,15,0.0,-5.2,26,15,1,3,3,4,0,0.15,0,0,0.15,,,0,
4839,四宮与寛,A2,徳島,36,115,6.21,220,,,,,○,,,,,,42,9.5,42,11.9,34,2.9,0.2,44,21,5,7,8,2,1,0.14,1,0,0.14,,,0,
3837,秋山広一,A2,香川,51,78,6.38,220,,,,,○,○,,,,,41,4.9,40,10.0,36,0.0,-4.3,55,32,10,2,8,3,0,0.17,1,0,0.16,0.18,+0.02,73,
4121,富永修一,A2,福岡,44,88,5.87,220,,,,,○,,,,,,34,5.9,39,7.7,48,2.1,-2.3,48,23,11,3,7,4,0,0.14,1,0,0.14,0.18,+0.04,11,
4684,楠原翔太,B1,福岡,35,109,5.34,220,,,,,,○,,,,,39,2.6,34,2.9,41,0.0,-4.8,40,24,3,7,2,4,0,0.14,1,0,0.13,0.17,+0.04,85,
3857,阿波勝哉,B1,東京,53,79,4.80,220,,,,,○,,,,,,32,9.4,37,10.8,69,13.0,2.7,26,7,1,17,0,1,0,0.19,1,0,0.20,0.19,-0.01,10,候補
4812,西野雄貴,A1,徳島,36,114,7.69,220,,,,,○,,,,,,41,19.5,40,17.5,31,6.5,3.1,75,39,6,12,13,5,0,0.14,0,0,0.14,,,0,
4857,加藤翔馬,A1,兵庫,29,115,7.18,220,,,,,○,,,,,,31,9.7,45,13.3,38,2.6,-2.2,65,30,5,6,13,10,1,0.16,1,0,0.16,0.24,+0.09,14,慎重型
4406,幸野史明,B1,福岡,41,99,4.21,220,,,,,,,,,,,36,2.8,47,2.1,49,2.0,-1.1,28,16,2,6,3,1,0,0.16,0,0,0.16,,,0,
4410,井上大輔,B1,岡山,40,99,4.29,220,,,,,,,,,,,44,13.6,41,2.4,28,0.0,5.4,28,13,3,9,3,0,0,0.16,0,0,0.16,,,0,
5376,吉田一心,B1,大阪,22,135,5.67,220,,,,,,,,,,,40,5.0,44,4.5,51,3.9,-1.1,29,15,4,0,8,2,0,0.17,1,0,0.16,0.18,+0.02,50,
4978,山田和佐,B1,広島,32,120,4.90,220,,,,,○,,,,,,43,4.7,45,6.7,40,0.0,-1.3,28,16,3,5,2,2,0,0.17,0,0,0.17,,,0,
5143,常盤海心,B1,徳島,25,126,3.80,219,,,,,,,,,,,39,2.6,48,0.0,32,3.1,-1.3,9,2,2,4,0,1,0,0.19,0,0,0.19,,,0,
5289,佃來紀,A2,大阪,25,132,5.73,219,,,,,,,,,,,45,15.6,36,2.8,39,2.6,4.8,31,17,2,7,3,2,0,0.15,1,0,0.15,0.24,+0.09,10,慎重型
4336,松田竜馬,B1,福岡,42,96,5.03,219,,,,,,,,,,,41,2.4,39,0.0,42,0.0,-2.9,28,23,2,1,1,1,0,0.14,0,0,0.14,,,0,
4371,西山貴浩,A1,福岡,39,97,7.08,219,,,,,○,○,,,,,41,2.4,38,5.3,32,0.0,-4.9,46,34,5,2,3,2,0,0.13,0,0,0.13,,,0,
3463,乙津康志,B1,東京,59,66,4.54,219,,,,,,,,,,,42,7.1,46,2.2,20,0.0,0.5,20,8,5,1,5,1,0,0.19,0,0,0.19,,,0,
3891,谷口健一,B1,福井,50,80,3.54,219,,,,,,,,,,,47,2.1,45,0.0,28,0.0,-0.8,11,7,3,1,0,0,0,0.18,0,0,0.18,,,0,
5013,山下夏鈴,B1,三重,29,121,5.45,219,,,,,,,○,,,,43,27.9,41,4.9,30,3.3,13.9,50,20,3,26,0,1,0,0.16,1,0,0.17,0.15,-0.02,37,候補
5265,大廣咲季,B1,香川,26,131,3.77,219,,,,,,,,,,,45,6.7,38,2.6,37,0.0,2.7,16,7,3,3,2,1,0,0.16,0,0,0.16,,,0,
5003,来田衣織,B1,兵庫,30,121,4.87,219,,,,,○,,,壁強●,,,53,13.2,46,8.7,19,5.3,5.3,35,12,2,13,6,1,1,0.16,0,0,0.16,,,0,
4861,田中宏樹,A2,福岡,38,116,5.15,219,,,,,,○,,,,,41,0.0,37,0.0,46,0.0,-4.8,29,16,8,2,0,3,0,0.17,0,0,0.17,,,0,
4224,大橋栄里,B1,福岡,44,92,5.25,219,,,,,,,,,,,43,4.7,40,2.5,36,0.0,-1.4,30,16,6,3,3,2,0,0.20,1,0,0.19,0.22,+0.02,49,
3362,間嶋仁志,B1,三重,57,62,5.10,218,,,,,,,,,,,39,7.7,0,,0,,-1.1,39,19,7,11,1,1,0,0.18,0,0,0.18,,,0,
5085,中村栄治,A2,福井,27,124,5.17,218,,,,,,,,,,,45,8.9,44,0.0,31,0.0,1.8,31,10,4,5,6,6,0,0.20,1,0,0.19,0.23,+0.04,57,
4362,土屋智則,A1,群馬,41,97,6.89,218,,,,,○,○,,,,,45,0.0,31,12.9,25,0.0,-8.1,43,27,9,0,4,2,1,0.15,2,0,0.15,0.15,+0.00,31,候補
4619,伏田裕隆,B1,東京,43,107,5.64,218,,,,,○,,○,,,,36,25.0,44,11.4,74,13.5,13.1,40,10,4,22,2,2,0,0.17,0,0,0.17,,,0,
5210,藤井公人,A2,福岡,27,129,5.69,218,,,,,,,,,,,41,4.9,42,2.4,40,0.0,-1.2,32,18,3,7,1,3,0,0.15,1,0,0.15,0.18,+0.04,5,
5276,大島隆乃,B1,福岡,24,131,4.86,218,,,,,,,,,,,45,8.9,40,2.5,32,0.0,1.9,25,14,2,5,3,1,0,0.16,0,1,0.16,0.16,+0.01,64,
4957,竹之内極,B1,福岡,31,119,5.49,218,,,,,,,,,,,45,8.9,41,2.4,42,2.4,1.8,34,16,6,3,7,2,0,0.16,0,0,0.16,,,0,
5050,木下雄介,A2,滋賀,31,123,5.87,217,,,,,○,○,,,,,38,2.6,48,12.5,36,0.0,-4.7,53,22,16,2,9,4,0,0.16,1,0,0.15,0.20,+0.05,52,慎重型
3870,寺嶋雄,B1,福井,50,79,4.19,217,,,,,,,,,,,42,16.7,39,2.6,33,3.0,9.1,23,8,3,7,4,1,0,0.18,0,0,0.18,,,0,
4549,小林文彦,A2,福岡,37,104,6.22,217,,,,,,,,,,,43,4.7,46,2.2,33,0.0,-3.4,34,17,7,4,2,4,0,0.19,0,0,0.19,,,0,
4012,中村有裕,A2,滋賀,46,84,6.13,217,,,,,○,,○,壁弱●,●,,49,20.4,42,9.5,19,5.3,8.6,55,24,6,14,9,2,0,0.15,1,0,0.15,0.18,+0.04,36,
4444,桐生順平,A1,埼玉,39,100,7.17,217,,,,,○,,,,,,39,7.7,42,11.9,34,0.0,-2.2,48,30,6,4,5,2,1,0.13,1,0,0.13,0.15,+0.02,6,
5340,樋江井舞,B1,愛知,25,134,4.39,217,,,,,,,,,,,53,3.8,51,3.9,60,0.0,0.8,11,1,1,0,7,2,0,0.16,0,0,0.16,,,0,
3814,金子貴志,B1,福井,50,77,5.14,217,,,,,,,,,,,40,5.0,47,2.1,30,0.0,-1.0,18,9,3,1,4,1,0,0.19,0,0,0.19,,,0,
5032,谷口知優,A2,香川,28,122,4.96,217,,,,,○,,,,,,46,4.3,36,8.3,36,0.0,-1.6,32,15,8,3,5,1,0,0.16,0,0,0.16,,,0,
4252,松下哲也,B1,福岡,43,93,5.00,217,,,,,○,,,,,,51,15.7,44,6.8,38,0.0,7.2,26,9,2,13,0,2,0,0.18,1,0,0.17,0.20,+0.03,9,
5130,上野拓馬,B1,三重,28,126,4.75,217,,,,,,,,,,,38,5.3,40,2.5,40,0.0,-0.1,14,9,1,1,2,1,0,0.17,0,0,0.17,,,0,
