c2_regno,c1_regno,c1_won,win_course,kimarite
3434,3459,0,5,まくり差し
3714,4156,1,1,逃げ
3458,3516,1,1,逃げ
3562,3473,0,5,まくり差し
3654,3744,1,1,逃げ
4522,4449,0,2,差し
4163,3580,0,4,差し
4798,4511,0,2,抜き
4446,5153,0,2,差し
4239,5247,0,3,まくり
3591,4601,1,1,逃げ
4769,3294,0,2,まくり
3474,3900,1,1,逃げ
3859,3686,1,1,逃げ
3268,5092,1,1,逃げ
5158,4888,0,4,まくり
4297,4446,0,3,まくり差し
4292,3660,0,2,差し
4969,3211,0,4,抜き
4596,4213,1,1,逃げ
4036,4245,0,3,まくり
4580,3576,0,4,まくり
4077,5077,0,3,まくり
5073,5124,1,1,逃げ
4189,3471,1,1,逃げ
4485,3808,0,2,差し
4086,4077,1,1,逃げ
5243,4376,0,2,差し
4281,3415,1,1,逃げ
5152,3907,1,1,逃げ
4892,4229,0,2,まくり
4943,5349,0,6,まくり
4779,3745,0,5,まくり差し
5107,4379,1,1,逃げ
4369,4766,0,2,差し
4640,4943,0,2,差し
4082,4346,0,2,差し
4654,4892,0,4,まくり
5126,4359,0,2,まくり
3615,4736,1,1,逃げ
3873,4366,1,1,逃げ
4754,4324,1,1,逃げ
3946,4907,1,1,逃げ
4483,4013,1,1,逃げ
4362,4502,0,2,差し
4688,4713,0,4,差し
3934,4456,1,1,抜き
4759,4831,1,1,逃げ
4324,5267,0,3,まくり
4604,4262,1,1,逃げ
4205,5051,1,1,逃げ
4760,4344,0,5,抜き
4337,3941,1,1,抜き
5014,3542,1,1,逃げ
5115,3845,0,2,まくり
4771,3577,0,2,差し
4938,3277,0,2,差し
4051,5057,1,1,逃げ
3741,4357,0,2,まくり
3875,4193,1,1,逃げ
5218,3542,1,1,逃げ
4995,3484,1,1,逃げ
4652,5252,1,1,逃げ
4357,4471,1,1,逃げ
4186,3863,1,1,逃げ
5095,4339,0,3,まくり差し
4124,4128,0,2,差し
4197,4253,1,1,逃げ
4081,3656,0,2,まくり
5049,5074,1,1,逃げ
4128,4925,1,1,逃げ
4293,5141,0,5,まくり
3948,4401,1,1,逃げ
3831,5135,1,1,逃げ
3656,4298,1,1,逃げ
4933,4762,1,1,逃げ
3161,4020,1,1,抜き
3893,3973,0,2,差し
3643,4898,0,5,まくり
4973,4414,0,3,まくり
3981,4099,0,5,まくり差し
3441,3554,1,1,逃げ
3528,4049,0,5,まくり差し
3868,3655,0,3,まくり差し
5163,3581,1,1,逃げ
4931,5089,1,1,逃げ
4953,5034,1,1,逃げ
3579,4690,1,1,逃げ
5002,4966,0,5,まくり差し
4420,4241,1,1,逃げ
4531,4659,1,1,逃げ
4227,3944,0,3,まくり差し
4553,4290,1,1,逃げ
4409,4989,0,6,まくり差し
4939,4828,1,1,逃げ
4028,5104,1,1,逃げ
4042,4590,1,1,逃げ
3959,3942,1,1,逃げ
4961,3854,1,1,逃げ
5256,4477,0,3,まくり差し
3885,4816,1,1,逃げ
4785,5129,1,1,逃げ
4705,4266,1,1,逃げ
5111,4949,1,1,逃げ
3527,3998,0,3,まくり差し
3784,5172,1,1,逃げ
3566,5195,1,1,逃げ
3574,3951,1,1,抜き
5129,3874,1,1,逃げ
4108,5281,0,3,まくり
4143,3773,1,1,逃げ
4965,4365,1,1,逃げ
4288,4603,1,1,逃げ
4436,5112,1,4,差し
4567,5188,0,3,まくり差し
4562,4228,1,1,逃げ
4460,5054,1,1,逃げ
4110,4302,1,1,逃げ
5078,4122,1,1,逃げ
5167,4436,1,1,逃げ
4074,4288,1,1,逃げ
4880,4451,1,1,逃げ
4529,4269,1,1,逃げ
4676,4015,1,1,逃げ
4375,4428,0,2,抜き
3687,4076,0,4,まくり差し
4085,5005,0,2,差し
4725,4821,0,4,まくり
4575,4574,1,1,逃げ
5238,5096,0,2,差し
3627,3761,0,5,まくり
4535,4982,1,1,逃げ
4703,4398,1,1,逃げ
2878,3663,0,5,まくり
3257,3775,0,2,まくり
3990,3353,0,3,まくり差し
3473,4027,0,3,まくり
3381,3654,1,1,逃げ
3740,4035,1,1,逃げ
3621,3562,1,1,逃げ
3911,3430,1,1,逃げ
3796,3257,1,1,逃げ
3473,3568,1,1,逃げ
3663,3978,1,1,逃げ
3915,3898,0,4,まくり
3945,3474,0,3,まくり差し
4010,3392,1,1,逃げ
5140,3748,0,4,まくり差し
5205,4393,1,1,逃げ
3686,3268,1,1,逃げ
5153,4787,1,1,逃げ
4215,5140,0,4,まくり
3977,4522,0,6,まくり差し
5158,4297,1,1,逃げ
3294,4496,0,6,まくり
4680,4239,1,1,逃げ
4607,4798,1,1,逃げ
4623,4369,1,1,逃げ
4945,3950,0,5,抜き
3652,4390,1,1,逃げ
4583,3615,0,5,まくり差し
4766,4640,1,1,逃げ
4710,5020,0,6,まくり差し
5275,4332,0,5,まくり
4910,3812,0,2,抜き
4236,4951,1,1,逃げ
4229,3873,0,3,まくり差し
3745,5126,1,1,逃げ
3907,4174,0,4,まくり
4482,4497,1,1,逃げ
4959,4188,1,1,逃げ
4586,4075,1,1,逃げ
4084,3960,0,3,まくり差し
3783,4914,1,1,逃げ
3719,4371,1,1,逃げ
4096,4503,1,1,逃げ
4324,4760,1,1,逃げ
4739,4444,0,4,まくり
4075,5196,0,2,まくり
4760,4337,1,1,逃げ
3941,5051,1,1,逃げ
4201,3602,0,3,まくり差し
3542,3793,0,6,まくり
5010,3432,0,2,まくり
4635,4893,0,6,まくり差し
5070,4431,0,3,まくり
3567,4079,1,1,逃げ
4357,4649,0,2,差し
5007,4120,0,4,まくり
4781,4938,1,1,逃げ
3542,4771,1,1,逃げ
4079,4051,1,1,逃げ
5304,3771,1,1,逃げ
5109,3463,1,1,逃げ
5074,4186,0,4,まくり
3863,4197,1,1,逃げ
3983,4731,0,3,まくり
4558,4944,0,4,まくり
3772,4790,1,1,逃げ
3771,5234,1,1,逃げ
5141,5095,1,1,逃げ
4626,4295,1,1,抜き
3681,4448,1,1,逃げ
3814,4933,1,1,逃げ
3661,4491,0,3,まくり
3226,4581,1,1,逃げ
3776,4315,0,4,差し
4757,5023,1,1,逃げ
3377,4234,0,2,差し
4588,3072,0,2,まくり
5098,4429,0,3,まくり
5022,4319,0,3,差し
4962,4040,1,1,逃げ
4331,4119,0,2,差し
4411,4950,1,1,逃げ
4427,4335,0,2,差し
5003,5322,1,1,逃げ
4694,5079,0,2,差し
3302,5146,0,3,差し
5155,4300,0,2,まくり
5117,4791,0,2,抜き
4738,4385,0,2,まくり
4998,4963,0,3,抜き
3435,4714,0,2,差し
5045,5174,0,2,抜き
5146,4900,0,2,差し
5213,4117,0,5,抜き
4825,4387,1,1,逃げ
5066,5230,0,2,差し
3579,5228,1,1,逃げ
4363,5000,1,1,逃げ
4953,5011,0,5,抜き
4808,5067,1,1,逃げ
3161,3349,0,6,まくり差し
3868,4593,1,1,逃げ
3467,4513,1,1,逃げ
5376,4901,1,1,逃げ
3973,4099,1,1,逃げ
3643,3893,1,1,逃げ
5089,5034,1,1,逃げ
3984,3777,0,2,まくり
4991,5043,1,1,逃げ
5087,4804,1,1,抜き
5055,4704,1,1,逃げ
4370,4420,1,1,逃げ
4659,5002,0,3,まくり差し
4600,5075,0,5,まくり差し
5142,5256,1,1,逃げ
4590,4352,1,1,逃げ
5042,4961,0,3,まくり
5029,3388,1,1,抜き
4966,4028,1,1,逃げ
3566,4009,1,1,逃げ
4861,4388,0,5,まくり差し
4014,5281,0,4,まくり差し
3574,4266,0,5,差し
4374,3866,0,3,まくり差し
5326,4705,1,1,逃げ
5245,3574,1,1,逃げ
5195,4351,1,1,逃げ
4276,3874,1,1,逃げ
4822,5015,1,1,逃げ
4177,3892,0,2,差し
4251,3454,0,5,まくり差し
4784,4007,1,1,逃げ
4122,4824,0,1,逃げ
5219,4472,0,2,恵まれ
5130,4134,0,4,まくり
5112,4572,1,1,逃げ
3804,4434,0,4,差し
3953,4460,0,3,まくり差し
4274,4074,1,1,逃げ
5078,4965,0,5,まくり
4906,4131,1,1,逃げ
3687,5217,1,1,逃げ
5032,4594,1,1,逃げ
5238,4398,1,1,逃げ
4428,4529,0,2,差し
5005,4676,0,4,まくり差し
4006,4085,0,3,まくり
4442,4880,0,2,差し
3627,4786,1,1,逃げ
4489,3853,1,1,逃げ
4269,4895,0,2,まくり
4594,4064,1,1,逃げ
3516,3988,1,1,逃げ
3744,3912,1,1,逃げ
3473,3630,0,2,差し
4035,3664,0,4,まくり差し
3544,3740,0,3,まくり差し
3563,2878,0,3,まくり差し
3257,3825,0,2,抜き
4156,3797,0,2,差し
3562,3621,0,3,抜き
3918,3796,0,2,抜き
3473,4137,0,3,まくり
3257,4072,1,1,逃げ
4511,4041,0,3,まくり
3748,3859,1,1,逃げ
3392,4675,0,3,まくり
5092,3977,0,2,差し
4109,4163,0,5,まくり差し
5247,4769,1,1,逃げ
4522,5123,0,4,まくり
4601,4607,1,1,逃げ
3535,5205,0,5,まくり差し
4449,5158,0,3,まくり差し
4496,3900,1,1,逃げ
4393,4297,1,1,逃げ
5323,4257,1,1,逃げ
5229,4139,0,3,まくり
4155,4498,0,5,まくり
4563,4458,0,3,差し
4843,4823,1,1,逃げ
3436,4004,0,2,抜き
4487,5139,1,1,逃げ
3282,4175,1,1,逃げ
3503,3730,0,4,まくり差し
5156,4495,1,1,逃げ
3412,4643,1,1,逃げ
4294,4544,1,1,逃げ
3812,4736,1,1,逃げ
5020,4945,0,2,抜き
4359,4248,0,3,抜き
4608,4894,1,1,抜き
4145,4174,1,1,逃げ
4710,4779,1,1,逃げ
4346,4875,0,2,差し
5349,5048,0,3,まくり差し
4366,4608,1,1,逃げ
3906,5126,1,1,逃げ
4640,4910,1,1,逃げ
4379,4236,1,1,逃げ
5252,5007,1,1,逃げ
3542,4635,0,4,まくり
3845,3741,1,1,逃げ
4120,3567,0,3,まくり
3432,4652,1,1,逃げ
5291,5010,1,1,逃げ
5218,4461,0,2,まくり
4938,4771,1,1,逃げ
3542,4193,1,1,逃げ
4079,4471,1,1,逃げ
4893,5291,0,2,まくり
5341,3681,0,4,まくり差し
4944,4626,0,3,まくり
4298,4360,1,1,逃げ
4539,4407,0,2,差し
4877,3814,0,2,まくり
4790,3772,0,2,差し
4762,4081,0,2,差し
4407,4124,1,1,逃げ
4448,4293,0,5,まくり
5234,4539,1,1,逃げ
4360,4877,0,2,まくり
4925,3983,1,1,逃げ
3587,4565,0,2,まくり
3072,4715,1,1,逃げ
4119,5098,0,2,差し
4633,3661,1,1,逃げ
3976,3226,0,2,差し
4468,5137,0,2,まくり
5023,5022,0,4,まくり
3642,5226,0,4,まくり
3747,4411,0,3,まくり
3072,4962,0,3,まくり
4335,4588,0,2,差し
4261,4427,1,1,逃げ
4987,5072,0,3,まくり
5264,5324,0,2,まくり
5297,5108,0,3,まくり差し
4984,4548,0,2,まくり
5342,4746,1,1,逃げ
4117,5155,1,1,逃げ
4317,4546,1,1,逃げ
5108,4045,0,5,まくり
4791,4998,0,3,まくり
4642,4501,0,6,まくり
4974,5231,1,1,逃げ
4714,4825,1,1,逃げ
5104,5055,0,4,差し
3961,4227,0,3,まくり差し
4352,4600,0,2,恵まれ
4441,4095,0,3,まくり差し
3944,4370,0,5,まくり
4171,4908,1,1,逃げ
4477,4991,1,1,逃げ
3590,4409,0,2,まくり
5043,5142,1,1,逃げ
4645,4685,1,1,逃げ
4415,3959,0,3,差し
4227,4352,0,4,まくり差し
4705,4816,1,1,逃げ
4108,4014,0,4,抜き
4861,4063,0,1,逃げ
3614,3951,1,1,逃げ
3566,4785,0,3,差し
3574,5285,1,1,逃げ
4905,5111,1,1,逃げ
4816,4276,1,1,逃げ
4822,5195,1,1,逃げ
3874,5015,0,3,まくり
4632,3922,0,3,差し
5227,4177,1,1,逃げ
4603,4110,1,1,逃げ
4572,4472,1,4,差し
4990,4302,1,1,逃げ
5200,4824,1,1,逃げ
4434,4460,1,1,逃げ
4436,4228,0,2,差し
4302,4288,0,4,まくり差し
5054,4074,0,5,まくり差し
3773,4434,0,5,抜き
3761,4015,1,1,逃げ
4085,4594,1,1,逃げ
4375,4535,0,2,差し
5096,4451,0,2,差し
4880,3687,1,1,逃げ
4786,3627,0,2,まくり
4442,5238,0,2,差し
4575,5132,0,2,まくり
5032,4428,1,1,逃げ
4535,3853,1,1,逃げ
4269,4064,1,1,逃げ
4451,4703,1,1,逃げ
3797,3918,0,2,差し
3988,3544,0,4,まくり
3482,3434,0,4,まくり
3353,3714,1,1,逃げ
3982,3744,0,4,まくり
3898,3257,1,1,逃げ
3459,3915,1,1,逃げ
3473,3990,0,4,まくり差し
3912,3442,0,4,まくり
3568,3381,0,3,まくり差し
3898,3911,0,5,まくり差し
3257,3654,1,1,逃げ
5237,5299,1,1,逃げ
5201,5157,1,1,逃げ
5258,5147,0,3,まくり
5207,5190,0,2,差し
5262,5325,1,1,逃げ
5328,5359,0,3,差し
5224,5276,0,2,差し
5282,5330,0,3,まくり
5280,5298,1,1,逃げ
5150,5018,1,1,逃げ
5216,5257,0,4,抜き
5068,5224,1,1,逃げ
3977,4010,1,1,逃げ
4522,3535,0,2,抜き
3900,3878,0,2,差し
4787,4680,0,2,まくり
3859,3591,0,3,抜き
3535,4215,1,1,逃げ
3878,5205,1,1,逃げ
4041,4109,1,1,逃げ
4163,4239,1,1,逃げ
3580,4798,0,4,まくり差し
5158,4787,0,4,まくり差し
4496,4446,1,1,逃げ
3212,4182,1,1,逃げ
4400,3412,1,1,逃げ
5058,3319,0,2,差し
4257,4730,0,4,まくり
4498,4843,0,4,差し
4666,3708,0,3,まくり差し
4495,3503,0,4,まくり差し
4823,4487,1,1,逃げ
3869,5229,0,5,まくり差し
3891,4674,1,1,逃げ
4469,4155,1,1,逃げ
4942,4294,0,2,まくり
4229,4608,0,2,抜き
3745,4623,0,2,差し
5275,4894,1,1,逃げ
5349,4082,1,1,逃げ
4875,4366,1,1,逃げ
4943,4379,0,2,抜き
4951,4583,0,2,まくり
3907,4892,1,1,逃げ
4332,4710,1,1,逃げ
5126,4736,1,1,逃げ
4174,4236,1,1,逃げ
4583,4910,1,1,逃げ
4431,3875,1,1,逃げ
3542,4201,0,3,まくり
3432,5070,0,2,差し
3277,5115,1,1,逃げ
5006,4120,0,6,まくり
4665,4995,0,3,まくり
5057,5377,1,1,逃げ
3845,4684,0,3,まくり
3542,4357,0,6,差し
4652,4938,1,1,逃げ
4193,4471,1,1,逃げ
3860,3502,1,1,逃げ
4737,4618,0,2,まくり
3623,4484,1,1,逃げ
3987,3952,1,1,逃げ
3896,4003,1,1,逃げ
4023,4856,1,1,逃げ
5182,4208,1,1,逃げ
3293,3905,0,4,差し
3548,5106,1,1,逃げ
4012,3333,1,1,逃げ
4819,4102,0,3,まくり差し
3623,4019,1,1,逃げ
4731,5304,0,2,差し
5135,5035,1,1,逃げ
4253,5341,0,3,まくり
4295,5109,1,1,逃げ
4877,3831,0,2,差し
3463,4558,0,4,差し
4298,3948,0,5,抜き
5035,5049,1,1,逃げ
4339,4295,1,1,逃げ
4401,4448,0,3,まくり差し
4124,4933,1,1,逃げ
4539,4762,1,1,逃げ
3372,4863,1,1,逃げ
4491,4468,1,1,逃げ
3072,3587,0,3,恵まれ
4715,3377,0,2,まくり
4424,3747,1,1,逃げ
3939,4034,0,2,差し
4040,5273,1,1,逃げ
3072,4331,1,1,逃げ
4950,4424,0,3,差し
4565,4633,1,1,逃げ
4315,4261,0,3,まくり差し
5226,4757,0,2,差し
5283,5013,1,1,逃げ
4387,4479,0,2,差し
4548,4694,0,4,まくり差し
4501,5003,0,4,差し
5072,5045,1,1,逃げ
4963,4987,0,5,まくり差し
4479,4642,1,1,逃げ
4385,4984,0,5,まくり
5231,5342,0,2,まくり
5079,5213,0,3,まくり
4045,4974,1,1,逃げ
5322,3435,1,1,逃げ
3944,5029,0,4,まくり
4966,3984,1,1,逃げ
4645,5087,1,1,逃げ
5002,5142,1,1,逃げ
5075,4553,0,3,まくり差し
5055,5043,1,1,逃げ
5104,4685,1,1,逃げ
3961,4828,1,1,逃げ
4939,4290,1,1,逃げ
3959,3590,1,1,逃げ
3942,4659,1,1,逃げ
4370,4590,1,1,逃げ
4251,3953,1,1,逃げ
3454,3804,1,1,逃げ
4365,3974,0,3,まくり差し
4074,5054,1,1,逃げ
3892,5112,1,1,逃げ
3773,4134,1,1,逃げ
4824,4122,0,2,抜き
4990,4784,1,1,逃げ
5112,4572,1,1,逃げ
5188,4436,1,1,逃げ
4302,4288,1,1,逃げ
4506,3539,0,2,差し
4879,3156,0,2,差し
4711,3662,1,1,逃げ
5305,3546,0,4,抜き
4277,3826,1,1,逃げ
4209,3822,1,1,逃げ
3539,4191,1,6,まくり差し
3662,3711,0,2,差し
3232,3811,1,1,抜き
5038,4433,1,1,逃げ
3822,3556,0,2,差し
3687,4375,0,3,差し
4895,4131,1,1,逃げ
4676,5096,0,2,差し
4076,5132,0,4,まくり
4529,3703,0,3,まくり
4131,4638,0,2,差し
4085,4442,1,1,逃げ
4821,5039,0,3,まくり差し
4574,4575,1,1,逃げ
4015,4398,1,1,逃げ
4375,4451,0,3,まくり
4064,4703,0,5,まくり差し
3442,3562,1,1,逃げ
3381,3797,1,1,逃げ
2878,3430,1,1,逃げ
3915,3516,0,2,差し
3473,3978,0,6,まくり
3257,3664,0,4,まくり差し
3563,4072,1,1,逃げ
3775,3898,1,1,逃げ
3434,3663,1,1,逃げ
3473,3988,1,1,逃げ
4072,3744,1,1,逃げ
3931,3257,0,2,まくり
5317,4144,1,1,逃げ
4669,3233,0,3,恵まれ
4336,4872,1,1,逃げ
4977,3712,0,2,差し
5082,4656,0,3,まくり差し
4743,5311,1,1,逃げ
3233,4146,0,3,まくり差し
4891,3999,1,1,逃げ
4840,3746,1,1,逃げ
4521,4172,0,2,差し
3489,4133,0,3,まくり差し
3422,4832,1,1,逃げ
5131,5339,0,2,抜き
5308,5343,0,5,まくり差し
5134,5345,0,3,差し
5143,5271,1,1,逃げ
5190,5282,1,1,逃げ
5221,5201,0,2,抜き
5257,5207,1,1,逃げ
5276,5280,1,1,逃げ
5368,5216,1,1,逃げ
5191,5278,1,1,逃げ
5028,5221,0,4,まくり
5255,5068,1,1,逃げ
3748,5140,1,1,逃げ
5123,4393,0,4,まくり
4680,4163,1,1,逃げ
5158,5247,0,4,まくり差し
4769,4109,1,1,逃げ
3878,4496,1,1,逃げ
3294,4522,1,1,逃げ
3392,4446,1,1,逃げ
3977,4215,1,1,逃げ
4787,4601,1,1,逃げ
4496,4769,1,1,逃げ
4446,4798,1,1,逃げ
4139,3282,1,1,逃げ
4004,3436,1,1,逃げ
4730,4400,0,3,まくり差し
4175,3891,1,1,逃げ
3730,5058,1,1,逃げ
3708,3701,0,5,まくり差し
5139,3726,0,4,まくり
4674,3869,0,3,まくり差し
3319,4942,1,1,逃げ
4643,4090,1,1,抜き
4182,4294,1,1,逃げ
4138,4544,0,4,まくり
4876,4812,1,1,逃げ
4589,4482,0,4,まくり
5321,4761,1,1,逃げ
5356,3841,0,5,まくり差し
4727,4466,1,1,逃げ
4700,5272,0,4,まくり
4886,4405,0,3,まくり
3841,3742,1,1,逃げ
5204,3827,0,3,まくり差し
4793,4031,0,2,差し
4732,3505,0,3,まくり
4033,3833,1,1,逃げ
4145,4379,1,1,逃げ
3906,3652,1,1,逃げ
4945,4875,1,1,逃げ
4583,4943,1,1,逃げ
4766,4710,1,1,逃げ
3812,4640,0,4,まくり差し
4346,4608,0,3,まくり
3950,3907,1,1,逃げ
5020,4654,1,1,逃げ
4640,4951,1,1,逃げ
4875,5126,0,4,まくり差し
4236,4910,0,3,まくり差し
5041,4306,0,2,差し
4148,4062,1,1,逃げ
4797,4176,0,2,まくり
4470,4672,0,3,まくり差し
4958,5154,1,1,逃げ
3306,4052,1,1,逃げ
4103,3297,0,4,差し
4614,3303,0,4,まくり
4173,4926,1,1,逃げ
4788,3967,0,2,差し
4551,3499,1,1,逃げ
4377,4278,1,1,抜き
3224,4327,1,1,逃げ
3952,5254,0,2,まくり
3385,3896,1,1,逃げ
4380,4903,1,1,逃げ
5366,4395,0,5,差し
3623,3860,0,2,差し
4361,3224,0,2,まくり
4382,4356,1,1,逃げ
4903,4789,1,1,逃げ
4023,4478,0,3,まくり
5344,4391,1,1,逃げ
5185,3623,0,3,まくり差し
3463,4731,1,1,逃げ
4197,3771,1,1,逃げ
5035,3863,1,1,逃げ
4944,4081,1,1,逃げ
3983,5109,0,4,差し
3656,5234,1,1,逃げ
5049,4128,1,1,逃げ
3831,5135,1,1,逃げ
4253,5095,1,1,逃げ
4401,5141,1,1,逃げ
4539,4295,0,3,抜き
4933,4762,1,1,逃げ
5022,3939,0,5,まくり差し
4588,3642,0,3,まくり差し
4863,4411,1,1,逃げ
4315,3226,0,2,差し
5273,3661,1,1,逃げ
4429,4633,0,2,差し
4424,3976,0,2,差し
5137,3072,1,1,逃げ
3377,4335,1,1,逃げ
3747,4331,0,3,まくり差し
4950,4040,1,1,逃げ
4427,4468,1,1,逃げ
5324,5297,0,4,まくり
4900,5306,0,2,まくり
4746,5117,1,1,逃げ
4974,4317,0,3,差し
5174,4963,1,1,逃げ
4546,3302,0,2,差し
5013,4825,1,1,逃げ
4791,3435,1,1,逃げ
4300,4642,0,4,まくり
5306,4738,1,1,逃げ
5045,4387,1,1,逃げ
4117,4546,0,5,まくり差し
4420,4241,1,1,逃げ
4704,4095,0,2,まくり
4828,5042,0,4,まくり差し
4804,4028,1,1,逃げ
4409,3908,1,1,逃げ
5087,4477,1,1,逃げ
5256,4908,1,1,逃げ
4531,3388,1,1,逃げ
4685,4415,1,1,逃げ
4042,4991,1,1,逃げ
3388,3837,1,1,逃げ
3590,4659,1,1,逃げ
4301,4199,1,1,逃げ
4417,5160,0,2,差し
3411,4709,0,4,差し
3439,4835,0,6,まくり
4200,3743,1,1,逃げ
4615,4661,1,1,逃げ
3256,4417,1,1,逃げ
3949,3882,0,4,差し
4413,4022,0,3,まくり
3158,3478,0,4,まくり
4981,4796,1,1,逃げ
4514,4483,1,1,逃げ
3362,3956,1,1,逃げ
4904,3722,0,4,まくり
3843,3497,0,3,まくり
4057,4697,1,1,逃げ
4167,4463,0,3,まくり
4210,5386,0,2,抜き
3813,4000,1,1,逃げ
3315,4002,0,4,まくり
4396,4058,1,1,逃げ
4383,4394,0,4,まくり
4016,3251,0,3,まくり
4002,3737,1,1,逃げ
3680,4871,0,3,まくり
4204,3631,0,4,まくり
3509,4778,1,1,逃げ
5340,4834,1,1,逃げ
5110,4983,1,1,逃げ
3787,3550,0,4,まくり差し
4678,4287,1,1,逃げ
3156,4039,0,4,まくり差し
4311,5038,1,1,逃げ
3711,4985,1,1,逃げ
3509,4678,1,1,逃げ
4035,3915,1,1,逃げ
3825,3257,1,1,逃げ
3982,2878,1,1,逃げ
3430,3978,1,1,逃げ
3664,3473,1,1,逃げ
3990,3654,1,1,逃げ
3647,4072,1,1,逃げ
3630,3563,1,1,逃げ
3714,3918,1,1,逃げ
3257,3912,1,1,逃げ
3473,3898,0,3,まくり
3988,3744,1,1,逃げ
5338,4214,1,1,逃げ
3895,5206,0,3,差し
4146,4669,0,4,差し
4133,4450,1,1,逃げ
3842,4521,1,1,逃げ
5259,4180,1,1,逃げ
4144,4358,0,2,差し
4852,4840,0,2,差し
3207,4518,0,5,まくり差し
3999,4846,0,2,差し
4172,4036,1,1,逃げ
3746,4852,1,1,逃げ
5271,5143,1,1,逃げ
5299,5288,1,1,逃げ
5211,5315,0,3,差し
5325,5131,0,2,差し
5343,5368,1,1,逃げ
5339,5318,0,2,抜き
5330,5134,0,2,まくり
5288,5255,1,1,逃げ
5147,5150,0,6,抜き
5114,5028,1,1,逃げ
5298,5191,1,1,逃げ
5018,5224,1,1,逃げ
4010,3392,0,3,まくり
3591,4449,1,1,逃げ
4239,5158,1,1,逃げ
3268,4680,0,2,抜き
3580,5123,1,1,逃げ
5247,4787,1,1,逃げ
4511,5092,0,2,まくり
4215,3535,1,1,逃げ
5153,4607,1,1,逃げ
5158,5247,1,1,逃げ
5092,5205,1,1,逃げ
4798,4769,1,1,逃げ
3701,5323,1,1,逃げ
5139,5156,0,5,まくり
4674,3212,0,5,まくり差し
3436,4138,1,1,逃げ
4458,4563,0,3,まくり差し
3726,5229,1,1,抜き
3282,3412,1,1,逃げ
4942,4666,0,6,まくり
4495,4823,1,1,逃げ
4182,4469,1,1,逃げ
4544,4155,1,1,逃げ
4090,4643,1,1,逃げ
5085,4732,0,2,差し
4466,4190,1,1,逃げ
4693,4886,0,3,まくり
5036,4706,0,4,まくり
4421,4700,0,3,まくり差し
3965,3564,0,2,差し
4761,3507,1,1,逃げ
4610,4864,0,2,差し
3718,4866,0,4,まくり差し
4089,5061,0,3,まくり
3833,3790,0,5,まくり差し
5183,4033,1,1,逃げ
3297,4842,0,3,まくり
5009,3653,0,4,まくり
3499,3305,0,5,まくり差し
4054,4097,0,3,まくり
4083,3340,0,3,まくり
3967,4614,1,1,逃げ
5102,5047,1,1,逃げ
4926,5009,0,2,まくり
4512,4551,0,2,抜き
4306,4173,0,4,まくり
4062,4797,1,1,逃げ
4636,4470,1,1,抜き
4395,4380,1,1,逃げ
4930,3313,0,2,差し
4019,5357,0,2,まくり
3502,4361,1,1,逃げ
4737,5060,0,4,まくり
4356,5344,1,1,逃げ
3905,5185,1,1,逃げ
4856,4930,0,2,差し
4247,3385,0,3,差し
4618,3548,0,3,まくり差し
3333,3623,1,1,逃げ
4484,4856,0,5,まくり差し
4944,3681,0,2,差し
3656,4186,0,5,抜き
3463,4339,0,3,まくり
3772,5109,1,1,逃げ
4295,4558,0,2,まくり
4197,3814,0,3,まくり
4626,4124,1,1,逃げ
4293,5074,0,2,差し
4081,5095,1,1,逃げ
4401,3983,1,1,逃げ
5049,4298,0,4,差し
5141,4762,1,1,逃げ
4385,5072,0,3,まくり
5297,4045,1,1,逃げ
4738,5146,1,1,逃げ
5117,5231,1,1,逃げ
5306,4694,0,5,まくり差し
4479,5322,0,3,まくり
4900,4317,0,2,まくり
4998,4963,1,1,逃げ
5079,4746,0,3,まくり
4642,5045,0,2,差し
4546,4387,1,1,逃げ
4825,3435,1,1,逃げ
5309,3439,1,1,逃げ
3743,3158,1,1,逃げ
5381,4514,1,1,逃げ
4199,3935,0,3,まくり差し
3910,4967,1,1,逃げ
5161,3949,0,3,抜き
3888,4273,0,2,まくり
3935,4200,1,1,逃げ
4116,4196,0,3,まくり
4199,4902,1,1,逃げ
3867,4967,1,1,逃げ
5307,4850,1,1,逃げ
5008,3966,0,3,まくり
5086,3211,0,4,まくり差し
4100,3362,0,3,まくり
3752,3054,1,1,逃げ
4058,4016,0,2,差し
5010,5355,0,4,まくり差し
3475,5086,0,2,まくり
4592,4904,1,1,逃げ
4094,4396,0,5,まくり
3471,5010,1,1,逃げ
4887,3813,1,1,逃げ
3956,3940,0,3,まくり
5031,4277,1,1,逃げ
3631,4423,0,4,まくり差し
4871,4711,1,1,逃げ
4287,3711,0,1,逃げ
4834,3680,1,1,逃げ
3826,4985,1,1,逃げ
4778,3822,1,1,逃げ
3556,5038,1,1,逃げ
3550,4191,1,1,抜き
4872,4142,1,1,逃げ
4271,5317,0,3,まくり
4518,5004,0,3,まくり差し
3712,4443,0,3,抜き
5248,5338,0,3,差し
4358,3207,0,4,抜き
4450,3842,1,1,逃げ
3832,3489,1,1,逃げ
4142,4977,0,2,差し
4036,4891,0,3,抜き
4180,3422,0,3,まくり差し
4214,4743,0,2,差し
5186,5328,1,1,逃げ
5157,5308,0,3,差し
5280,5262,0,3,まくり差し
5216,5258,0,3,まくり差し
5018,5211,0,2,差し
5345,5237,1,1,逃げ
5028,5186,0,4,まくり
5359,5114,0,4,差し
5315,5257,1,1,逃げ
