regno,course,n,r1,r2,r3
3471,5,35,0,4,7
3471,1,26,7,6,4
3471,6,23,0,0,3
3471,3,31,2,0,4
3471,4,30,1,6,1
3800,2,28,4,5,9
3800,4,31,1,9,4
3800,1,29,13,6,4
3800,6,27,0,1,2
3800,5,27,1,6,2
3800,3,30,3,12,6
4608,1,45,26,11,4
4608,5,34,2,6,5
4608,2,29,2,8,9
4608,6,31,0,1,7
4608,3,45,6,15,10
4608,4,37,4,4,11
5057,3,41,5,14,7
5057,2,34,4,10,8
5057,6,23,1,2,0
5057,4,39,5,5,5
5057,5,35,3,5,3
5057,1,30,19,2,2
4219,2,37,1,5,5
4219,4,38,0,3,7
4219,1,22,6,2,3
4219,3,36,0,6,7
4219,5,45,2,2,5
4219,6,25,0,1,2
4006,4,33,1,7,7
4006,1,26,9,7,6
4006,6,22,0,0,5
4006,2,31,4,11,5
4006,5,40,3,4,5
4006,3,39,4,10,8
4683,3,18,3,3,1
4683,5,23,5,1,3
4683,4,18,2,2,1
4683,6,48,4,4,2
4683,2,1,1,0,0
4819,5,36,1,3,13
4819,1,40,24,8,4
4819,4,32,5,5,5
4819,3,35,5,9,12
4819,6,38,1,2,5
4819,2,35,5,14,5
4708,1,23,6,2,3
4708,3,28,0,5,7
4708,5,38,0,3,9
4708,4,33,1,4,5
4708,2,30,1,4,4
4708,6,20,0,0,4
4158,4,34,3,5,6
4158,2,36,1,13,5
4158,1,30,21,1,2
4158,6,35,1,3,4
4158,3,35,0,9,8
4158,5,37,2,3,6
5350,6,37,2,2,8
5350,5,39,1,4,7
5350,4,38,4,4,7
5350,2,30,2,6,3
5350,1,23,4,6,3
5350,3,32,6,3,6
3581,2,37,2,8,9
3581,3,40,1,7,8
3581,5,46,1,8,8
3581,1,35,14,7,7
3581,4,36,2,5,6
3581,6,24,1,2,1
3577,5,26,0,0,4
3577,3,30,1,6,5
3577,1,27,10,5,4
3577,2,28,3,4,6
3577,6,35,2,3,1
3577,4,25,6,2,5
3841,6,44,1,4,11
3841,3,41,8,8,13
3841,2,47,6,18,4
3841,5,34,1,7,9
3841,1,49,26,14,3
3841,4,38,4,14,4
4419,3,38,3,7,11
4419,6,21,0,1,3
4419,4,36,6,9,9
4419,1,28,13,6,4
4419,2,36,4,15,4
4419,5,33,1,4,8
5251,4,15,0,0,0
5251,6,18,0,0,0
5251,2,22,0,1,4
5251,5,15,0,0,0
5251,3,16,0,0,2
5251,1,13,0,0,3
5418,6,125,0,0,0
5418,4,4,0,0,0
5418,5,17,0,0,0
4028,5,37,5,3,6
4028,1,50,39,6,2
4028,2,48,7,14,6
4028,4,40,6,7,5
4028,3,43,5,8,7
4028,6,27,1,2,7
5306,2,40,1,1,3
5306,5,41,0,2,1
5306,3,43,1,4,8
5306,6,28,0,0,1
5306,4,32,0,1,4
5306,1,25,2,0,2
4139,6,28,0,1,4
4139,4,39,4,4,5
4139,1,27,10,8,2
4139,5,31,0,3,4
4139,3,42,5,7,11
4139,2,30,1,7,7
5265,4,42,7,3,6
5265,6,31,0,1,0
5265,3,40,1,1,9
5265,1,22,7,4,1
5265,5,32,2,0,3
5265,2,39,0,4,8
4997,5,21,1,2,2
4997,2,17,0,2,5
4997,1,15,3,4,3
4997,3,20,0,2,2
4997,4,25,2,1,3
4997,6,16,0,0,0
5389,6,117,0,2,5
5389,5,36,0,1,2
5389,4,24,1,0,3
3232,5,31,1,3,7
3232,2,29,4,11,9
3232,1,34,21,6,3
3232,3,29,3,7,5
3232,4,28,3,3,10
3232,6,24,2,1,7
5184,2,15,3,1,0
5184,6,11,0,1,0
5184,5,16,0,0,4
5184,3,17,1,1,1
5184,4,17,0,1,2
5184,1,7,3,0,0
4733,1,24,12,5,3
4733,4,30,3,9,4
4733,5,23,0,1,4
4733,6,33,0,2,3
4733,3,29,3,7,5
4733,2,30,3,7,7
4843,2,24,1,2,4
4843,4,17,3,2,4
4843,5,26,4,2,4
4843,1,17,10,0,1
4843,6,21,1,2,2
4843,3,21,3,2,9
4642,5,36,7,8,9
4642,2,38,9,11,8
4642,3,43,10,10,4
4642,1,53,44,1,3
4642,4,41,4,10,6
4642,6,27,3,3,8
5365,6,62,1,0,2
5365,5,56,0,1,3
5365,4,31,0,2,2
5365,3,3,0,0,0
5365,2,5,0,0,0
5365,1,2,0,1,0
4927,6,34,1,4,6
4927,2,44,9,7,11
4927,3,47,7,15,7
4927,4,39,4,4,12
4927,5,42,2,9,8
4927,1,51,27,8,3
4823,2,37,11,11,8
4823,5,36,1,5,9
4823,3,44,13,7,7
4823,1,43,31,5,2
4823,4,33,9,9,7
4823,6,32,2,3,9
4400,3,38,0,8,8
4400,2,29,0,5,7
4400,5,27,0,2,4
4400,4,34,0,4,7
4400,1,26,4,8,3
4400,6,30,0,1,4
4387,4,48,8,8,14
4387,1,62,42,10,6
4387,3,42,14,12,7
4387,5,39,4,4,9
4387,2,35,10,9,7
4387,6,30,1,2,9
5148,6,27,0,2,3
5148,3,28,6,2,10
5148,4,26,2,5,9
5148,1,19,10,2,3
5148,5,22,0,2,1
5148,2,24,3,7,4
3696,3,32,3,7,7
3696,5,36,2,2,11
3696,1,27,7,7,4
3696,4,34,0,5,9
3696,6,26,0,0,4
3696,2,33,3,7,8
3105,1,28,10,7,6
3105,3,33,5,7,5
3105,5,29,1,3,9
3105,2,34,2,4,11
3105,4,26,1,4,5
3105,6,30,0,0,7
5402,6,119,0,1,1
5402,5,4,0,0,0
5402,4,2,0,0,0
4580,5,38,3,7,10
4580,1,42,28,9,1
4580,6,43,1,2,6
4580,3,43,4,9,11
4580,2,37,6,13,4
4580,4,38,5,4,9
4161,2,31,3,7,6
4161,6,34,0,5,7
4161,4,36,3,5,8
4161,5,35,1,7,5
4161,1,45,23,11,4
4161,3,40,4,6,9
5394,6,111,2,1,16
5394,5,38,1,4,5
5394,4,30,0,0,5
4883,1,28,19,2,2
4883,5,41,4,8,9
4883,3,34,4,13,4
4883,2,33,7,8,5
4883,4,29,7,6,3
4883,6,22,0,2,4
4233,4,42,5,8,8
4233,2,48,10,17,10
4233,1,48,25,8,11
4233,6,37,0,3,13
4233,3,33,7,12,4
4233,5,43,3,8,10
4176,3,19,2,2,1
4176,2,26,1,4,4
4176,5,36,1,3,7
4176,4,24,0,1,3
4176,1,15,2,2,2
4176,6,12,0,0,0
3589,1,25,12,4,4
3589,3,30,0,7,7
3589,5,34,1,5,6
3589,4,27,2,2,3
3589,6,26,1,1,0
3589,2,34,3,4,8
5377,6,61,2,3,8
5377,5,42,2,4,5
5377,4,32,4,3,6
5377,3,4,1,0,1
5377,2,5,1,2,0
5377,1,3,1,1,0
4261,2,43,3,15,12
4261,5,43,2,9,9
4261,3,40,5,14,8
4261,1,55,37,12,1
4261,6,44,2,6,9
4261,4,36,5,5,12
4743,5,47,4,6,13
4743,3,42,11,11,7
4743,4,52,6,14,12
4743,1,57,38,10,4
4743,6,38,0,6,14
4743,2,52,9,16,14
5247,6,27,0,0,6
5247,1,27,6,5,5
5247,4,39,1,5,15
5247,3,38,2,6,7
5247,2,43,3,10,12
5247,5,35,1,5,7
5269,6,30,1,1,9
5269,2,29,7,6,3
5269,5,32,1,4,5
5269,4,38,7,3,5
5269,1,34,25,4,2
5269,3,29,7,6,2
4982,3,32,0,7,10
4982,4,26,1,6,6
4982,1,24,12,6,1
4982,6,27,1,1,3
4982,2,29,1,6,7
4982,5,31,0,10,5
3502,1,37,17,12,2
3502,3,44,6,7,12
3502,4,43,2,11,12
3502,5,45,0,9,12
3502,2,33,6,9,9
3502,6,9,0,0,2
4648,3,32,4,4,5
4648,5,30,1,1,9
4648,4,29,3,6,2
4648,1,25,9,7,6
4648,2,37,3,11,4
4648,6,25,1,1,4
3605,5,38,0,4,3
3605,6,26,0,0,2
3605,3,34,3,5,7
3605,2,33,0,8,4
3605,1,29,12,7,3
3605,4,29,1,4,3
5400,6,109,1,1,4
5400,5,24,0,0,1
5400,4,19,0,0,0
5400,3,6,0,0,0
5400,1,3,1,0,0
5400,2,3,0,1,0
4735,3,39,4,6,3
4735,4,32,4,8,5
4735,1,27,12,5,3
4735,2,35,3,6,5
4735,6,27,1,0,4
4735,5,37,3,2,8
3811,5,39,4,9,7
3811,3,45,9,11,8
3811,4,37,6,11,6
3811,1,55,35,13,4
3811,2,36,7,13,3
3811,6,46,1,7,5
5010,4,50,6,11,3
5010,1,51,35,9,5
5010,2,47,7,10,12
5010,5,42,1,10,8
5010,6,29,1,3,6
5010,3,36,4,9,11
5411,6,125,0,1,2
5411,5,13,0,0,2
5411,4,7,0,0,0
4652,4,38,2,7,8
4652,3,37,2,5,8
4652,5,31,3,2,9
4652,1,33,13,6,7
4652,2,39,5,9,7
4652,6,30,1,0,5
3507,2,31,1,8,6
3507,5,36,1,0,7
3507,4,32,0,1,3
3507,1,26,9,7,1
3507,3,34,0,11,3
3507,6,6,0,0,1
5396,6,97,1,0,2
5396,5,21,0,1,1
5396,4,18,0,2,2
5396,3,3,0,0,0
3967,6,35,0,1,4
3967,5,35,1,3,4
3967,2,31,0,11,3
3967,4,38,0,7,5
3967,1,26,14,5,1
3967,3,34,1,6,10
3497,5,31,0,3,3
3497,2,34,2,6,4
3497,4,34,5,2,7
3497,3,32,5,11,6
3497,1,31,20,3,3
3497,6,25,0,0,2
3966,6,42,2,5,15
3966,2,43,10,12,8
3966,3,47,13,7,10
3966,1,63,42,8,9
3966,4,40,10,8,11
3966,5,40,5,7,11
5275,2,44,14,12,3
5275,4,41,7,11,9
5275,5,43,8,9,10
5275,6,24,1,2,5
5275,1,43,27,6,5
5275,3,35,9,9,5
4308,3,40,6,9,11
4308,6,31,2,3,11
4308,4,40,5,15,11
4308,2,39,5,13,9
4308,5,33,4,6,8
4308,1,56,41,5,4
4063,2,49,7,12,12
4063,5,49,1,10,18
4063,3,47,7,14,8
4063,1,65,47,7,3
4063,4,39,5,9,7
4063,6,31,1,4,5
3945,1,19,4,4,2
3945,4,27,1,7,4
3945,6,22,1,1,3
3945,3,30,3,1,8
3945,5,34,0,3,2
3945,2,30,1,6,4
4019,4,36,5,11,10
4019,1,55,40,5,3
4019,5,46,8,11,7
4019,2,43,5,20,7
4019,3,38,8,12,4
4019,6,39,1,4,9
4725,2,37,4,11,9
4725,6,33,2,0,5
4725,4,28,5,5,4
4725,1,30,14,4,2
4725,3,38,3,4,6
4725,5,39,1,6,8
3621,1,30,12,11,2
3621,5,30,1,4,6
3621,3,31,3,5,10
3621,6,25,0,2,5
3621,2,29,1,10,9
3621,4,29,1,7,6
4692,5,38,10,3,2
4692,1,35,11,11,4
4692,3,35,2,7,4
4692,2,27,0,5,6
4692,6,47,6,6,7
4692,4,26,5,4,3
3685,1,30,13,5,3
3685,3,43,7,13,3
3685,5,38,2,11,11
3685,6,30,1,2,6
3685,2,38,3,15,6
3685,4,35,4,9,7
4727,5,36,2,1,5
4727,6,22,0,0,4
4727,3,35,2,6,9
4727,2,34,3,11,2
4727,1,23,9,6,0
4727,4,34,2,4,9
3591,6,16,0,0,1
3591,1,22,5,3,2
3591,2,26,0,2,5
3591,4,24,0,1,1
3591,5,23,0,1,2
3591,3,27,0,3,1
4389,3,33,6,12,5
4389,4,39,4,4,12
4389,1,29,11,5,6
4389,6,31,0,3,1
4389,2,38,5,6,12
4389,5,23,2,4,6
3602,1,26,5,5,6
3602,3,29,1,8,5
3602,2,30,5,5,5
3602,5,37,1,3,12
3602,6,28,0,1,3
3602,4,30,1,2,4
3956,5,44,2,7,8
3956,1,43,26,6,6
3956,2,42,9,11,4
3956,3,42,5,17,9
3956,6,26,2,3,5
3956,4,36,6,9,8
5323,4,21,1,4,4
5323,3,24,0,4,8
5323,5,25,2,5,3
5323,6,35,0,0,4
5323,2,24,2,5,2
5323,1,18,9,4,1
5086,4,31,4,2,3
5086,5,37,0,2,5
5086,3,28,2,2,6
5086,1,23,13,2,1
5086,6,21,0,2,2
5086,2,27,0,1,5
3948,5,33,1,3,5
3948,2,34,0,5,11
3948,6,31,0,0,1
3948,1,22,7,5,3
3948,3,30,2,6,4
3948,4,25,0,3,2
3300,2,48,7,16,9
3300,4,35,3,6,7
3300,1,55,39,6,1
3300,6,44,0,8,11
3300,3,38,7,12,2
3300,5,37,4,6,6
4894,3,39,0,6,12
4894,4,50,4,7,11
4894,2,37,1,7,11
4894,6,31,0,0,4
4894,1,31,14,9,1
4894,5,37,0,0,9
4614,5,40,5,6,12
4614,2,41,10,15,5
4614,4,46,9,15,7
4614,6,39,1,3,11
4614,1,62,45,6,4
4614,3,39,11,5,11
5261,4,33,3,0,11
5261,3,28,3,5,5
5261,5,31,0,3,3
5261,2,34,3,1,5
5261,6,23,0,0,1
5261,1,22,9,3,2
5374,6,67,0,1,8
5374,5,46,0,3,4
5374,4,38,1,2,5
3613,6,35,0,3,4
3613,2,41,9,15,6
3613,1,51,32,9,5
3613,5,40,0,8,8
3613,3,52,7,17,9
3613,4,46,8,14,11
5299,3,37,6,9,7
5299,4,40,7,9,6
5299,5,40,1,8,5
5299,2,36,4,7,3
5299,1,29,18,6,3
5299,6,30,0,2,7
3769,4,26,2,3,4
3769,6,23,0,1,7
3769,1,38,19,5,9
3769,3,42,4,12,7
3769,2,36,4,7,13
3769,5,32,0,4,6
3949,6,29,0,0,2
3949,2,31,2,4,5
3949,4,29,0,3,4
3949,1,26,1,8,2
3949,5,35,0,3,3
3949,3,28,1,5,6
5379,6,66,0,1,6
5379,4,15,0,1,5
5379,3,15,0,1,1
5379,5,18,1,0,2
5379,1,10,2,1,1
5379,2,19,0,0,1
4151,4,56,2,7,13
4151,6,13,0,2,1
4151,3,44,4,12,12
4151,1,40,21,6,2
4151,5,31,0,2,3
4151,2,42,6,12,12
3873,4,23,2,1,3
3873,1,25,12,5,3
3873,6,58,0,6,6
3873,3,31,2,10,4
3873,5,27,2,5,6
3873,2,22,3,2,5
4607,3,40,1,10,16
4607,6,42,2,2,8
4607,1,52,28,11,7
4607,4,44,1,11,16
4607,2,43,4,12,6
4607,5,47,3,8,9
4764,5,24,0,4,4
4764,3,36,5,9,7
4764,2,35,5,6,9
4764,1,36,22,6,4
4764,4,39,4,2,8
4764,6,31,1,0,3
4422,5,35,1,6,5
4422,3,38,2,7,5
4422,1,26,16,6,3
4422,4,31,0,8,1
4422,2,32,2,8,10
4422,6,29,0,2,4
4567,2,29,1,6,4
4567,5,29,0,1,3
4567,3,28,1,4,7
4567,4,27,0,2,7
4567,1,23,7,6,2
4567,6,15,0,1,3
4094,3,27,0,6,4
4094,1,26,14,5,1
4094,4,34,1,2,8
4094,6,26,0,1,4
4094,5,34,0,3,6
4094,2,35,5,10,7
4248,5,37,1,2,13
4248,2,28,0,5,6
4248,1,23,9,6,3
4248,3,37,5,5,6
4248,4,34,1,2,4
4248,6,21,0,2,4
3614,4,39,1,9,3
3614,2,44,1,10,10
3614,6,25,0,0,0
3614,5,43,2,4,4
3614,1,29,5,7,5
3614,3,39,5,7,6
5164,3,17,0,0,1
5164,4,10,0,0,0
5164,6,9,0,0,0
5164,1,10,2,1,2
5164,5,19,0,0,2
5164,2,18,0,3,4
3623,2,142,29,47,24
3623,1,76,56,11,6
3623,3,28,10,10,2
3604,6,29,0,0,2
3604,3,35,3,3,6
3604,1,28,12,5,4
3604,5,29,0,3,4
3604,2,33,1,8,6
3604,4,26,2,0,5
5067,5,42,2,6,9
5067,2,28,3,6,7
5067,3,36,6,7,7
5067,1,21,13,2,2
5067,6,20,0,1,4
5067,4,32,4,1,4
3499,1,52,40,4,3
3499,3,51,9,11,9
3499,2,32,7,12,8
3499,5,33,1,6,10
3499,4,40,1,7,12
3499,6,25,0,2,5
4173,6,26,0,6,2
4173,3,33,4,8,7
4173,2,46,6,13,8
4173,1,32,18,5,2
4173,5,40,0,7,7
4173,4,41,2,6,5
4377,2,45,10,19,6
4377,6,44,3,5,14
4377,1,54,36,9,1
4377,3,40,5,13,11
4377,4,36,10,13,3
4377,5,43,3,8,12
3868,1,27,9,7,4
3868,2,40,2,6,11
3868,5,39,1,6,3
3868,6,29,0,1,4
3868,3,37,3,7,6
3868,4,40,4,5,8
5171,5,10,2,0,1
5171,2,7,0,0,1
5171,6,4,0,1,0
5171,1,3,1,0,1
5171,3,8,0,0,0
5171,4,6,1,1,0
4990,4,13,0,0,2
4990,6,17,0,0,0
4990,2,16,0,1,1
4990,3,16,2,1,0
4990,5,12,0,0,1
4990,1,9,2,2,0
4266,3,43,12,14,11
4266,1,60,47,6,2
4266,6,32,0,4,6
4266,2,38,7,9,6
4266,4,43,2,7,11
4266,5,33,1,10,6
4619,5,34,3,7,7
4619,3,27,4,8,0
4619,2,26,2,5,3
4619,4,34,10,7,6
4619,1,23,11,3,4
4619,6,60,6,3,7
3987,1,36,23,5,3
3987,4,40,5,11,13
3987,6,31,1,2,6
3987,2,31,2,13,4
3987,5,38,7,7,9
3987,3,36,3,6,9
4379,1,51,31,10,2
4379,6,38,0,5,9
4379,5,43,3,8,9
4379,2,49,6,17,11
4379,3,44,6,10,11
4379,4,40,2,7,12
5371,6,61,0,1,1
5371,4,42,1,0,0
5371,5,43,0,0,1
3505,2,39,3,15,11
3505,6,32,1,1,1
3505,5,33,1,4,4
3505,4,39,2,7,12
3505,1,44,22,10,1
3505,3,42,3,8,14
4489,4,39,4,7,9
4489,3,34,2,11,5
4489,2,29,6,5,7
4489,1,34,17,7,2
4489,5,42,3,4,11
4489,6,29,0,1,3
4928,3,45,16,7,10
4928,6,29,2,2,6
4928,1,46,27,10,2
4928,5,27,5,0,8
4928,4,42,12,11,8
4928,2,34,6,10,3
3436,1,36,23,8,1
3436,3,28,2,4,8
3436,5,33,3,3,9
3436,2,37,8,13,6
3436,4,32,1,6,10
3436,6,23,1,0,3
4479,4,29,2,2,6
4479,6,16,0,0,1
4479,2,26,0,3,2
4479,1,17,4,5,3
4479,5,26,0,0,4
4479,3,24,2,3,5
4017,5,33,0,4,12
4017,1,40,24,9,3
4017,3,42,4,10,6
4017,2,36,5,10,5
4017,6,37,1,1,7
4017,4,38,5,6,6
4345,5,31,1,2,8
4345,4,37,4,9,5
4345,3,43,7,8,8
4345,1,45,24,12,3
4345,6,39,0,7,2
4345,2,35,1,15,5
5313,6,45,0,4,5
5313,5,46,2,3,8
5313,4,29,2,1,3
5313,2,27,6,4,7
5313,1,16,4,4,2
5313,3,23,1,2,5
3647,3,34,1,4,3
3647,4,34,0,2,6
3647,6,34,0,0,3
3647,1,29,4,9,5
3647,2,31,1,5,10
3647,5,38,2,1,6
4099,3,37,5,14,8
4099,2,44,8,10,9
4099,1,51,36,5,5
4099,4,44,3,11,11
4099,6,19,1,1,5
4099,5,31,0,7,5
3377,3,25,1,6,3
3377,4,29,2,1,4
3377,2,29,3,4,5
3377,1,26,1,3,4
3377,6,22,1,2,3
3377,5,32,1,5,4
4421,5,31,1,1,2
4421,1,19,3,3,4
4421,3,26,1,5,7
4421,2,24,1,1,4
4421,4,20,0,1,4
4421,6,25,0,0,2
3947,4,37,2,5,9
3947,5,32,1,3,7
3947,2,40,2,3,12
3947,3,37,2,4,9
3947,1,37,12,3,9
3947,6,32,2,3,5
5115,5,26,3,1,6
5115,2,29,5,4,7
5115,1,27,16,4,3
5115,4,26,1,4,3
5115,3,24,4,7,5
5115,6,32,0,5,1
3630,2,18,0,3,1
3630,5,18,0,0,1
3630,6,17,0,1,1
3630,3,21,0,1,3
3630,1,15,2,3,4
3630,4,19,3,2,3
5117,5,24,2,0,4
5117,6,24,0,1,0
5117,3,29,2,5,9
5117,2,24,2,2,4
5117,1,16,4,3,4
5117,4,24,3,5,1
4243,2,42,9,13,7
4243,6,40,0,6,6
4243,5,36,4,6,8
4243,1,43,23,10,4
4243,3,50,10,10,11
4243,4,34,3,3,9
4891,3,32,3,8,4
4891,5,38,2,1,9
4891,6,28,0,2,4
4891,2,32,3,7,7
4891,4,25,0,2,4
4891,1,26,12,2,2
5297,6,26,0,0,1
5297,4,38,1,3,1
5297,3,38,3,3,5
5297,5,43,0,2,3
5297,2,35,0,4,7
5297,1,20,5,4,3
3932,4,25,2,3,3
3932,3,32,4,8,5
3932,2,30,7,6,2
3932,1,23,9,7,0
3932,5,23,2,1,2
3932,6,27,0,1,1
5069,6,18,0,0,0
5069,2,27,4,4,3
5069,4,22,1,3,3
5069,1,23,9,6,3
5069,3,28,3,5,7
5069,5,31,1,3,10
4689,4,34,3,7,7
4689,1,41,19,10,5
4689,3,35,3,9,11
4689,5,35,3,1,4
4689,6,33,2,1,5
4689,2,24,1,8,4
4965,4,27,1,2,7
4965,1,22,9,3,6
4965,2,31,2,5,5
4965,6,24,0,0,0
4965,5,36,2,5,6
4965,3,33,4,7,6
4534,2,25,1,5,6
4534,1,18,3,5,4
4534,5,25,0,0,5
4534,4,26,1,6,0
4534,3,28,1,3,4
4534,6,12,0,0,0
3289,1,22,2,3,2
3289,5,22,0,0,0
3289,2,23,2,0,5
3289,6,14,0,0,0
3289,4,20,3,4,1
3289,3,26,0,2,5
4659,5,43,4,7,12
4659,1,57,45,4,4
4659,3,43,7,14,9
4659,2,45,9,13,15
4659,6,32,1,5,6
4659,4,42,5,9,14
3388,1,40,27,5,3
3388,2,30,6,8,5
3388,4,44,10,9,8
3388,5,30,8,3,5
3388,6,21,0,2,4
3388,3,30,2,3,4
4847,5,30,4,4,4
4847,4,33,3,5,7
4847,6,36,0,5,8
4847,1,43,29,3,5
4847,3,35,9,8,9
4847,2,36,5,13,8
5414,6,34,0,0,1
5186,6,30,1,0,5
5186,5,27,1,2,4
5186,1,23,10,3,2
5186,3,38,2,7,6
5186,2,32,3,10,5
5186,4,26,1,2,5
3912,3,35,6,5,11
3912,4,43,9,5,7
3912,1,45,35,5,1
3912,2,37,9,12,5
3912,5,38,3,4,6
3912,6,35,1,1,4
3854,2,35,3,13,5
3854,1,54,34,3,6
3854,5,38,6,7,6
3854,4,46,5,11,15
3854,3,35,5,13,10
3854,6,24,1,1,6
4539,3,45,7,14,8
4539,4,40,8,8,5
4539,1,47,37,6,3
4539,2,42,10,13,2
4539,6,41,3,3,8
4539,5,35,1,8,5
5194,3,38,2,7,8
5194,6,28,0,0,0
5194,2,32,3,11,4
5194,4,35,3,5,5
5194,1,28,14,4,4
5194,5,37,0,3,3
3475,3,32,5,3,7
3475,6,24,0,1,5
3475,2,34,2,9,4
3475,1,41,20,8,3
3475,5,31,1,8,5
3475,4,29,5,4,2
4281,6,23,0,0,4
4281,3,34,3,4,7
4281,5,29,0,4,7
4281,1,29,18,5,2
4281,4,32,3,4,5
4281,2,33,3,8,7
4090,6,38,2,4,8
4090,4,26,5,7,4
4090,3,23,3,7,7
4090,2,32,5,9,3
4090,1,36,24,6,0
4090,5,31,4,7,3
4179,5,41,2,6,12
4179,2,38,8,7,6
4179,1,42,23,4,8
4179,6,33,0,2,10
4179,4,42,1,9,12
4179,3,42,4,13,4
3543,6,18,0,0,6
3543,2,26,4,8,5
3543,1,24,11,6,2
3543,4,29,3,7,2
3543,3,26,2,5,5
3543,5,31,1,3,5
5209,5,19,0,0,3
5209,3,22,0,4,5
5209,2,22,1,0,3
5209,6,25,0,1,2
5209,4,18,0,0,4
5209,1,9,1,2,0
4911,5,29,1,3,6
4911,4,38,1,2,11
4911,2,31,2,5,7
4911,6,24,0,2,10
4911,3,26,2,7,8
4911,1,28,14,6,4
4550,5,37,0,2,11
4550,1,31,13,10,3
4550,3,44,2,11,6
4550,4,38,4,8,7
4550,2,39,6,13,7
4550,6,19,0,0,4
3664,2,35,5,10,5
3664,1,31,12,9,5
3664,4,27,3,3,5
3664,5,35,0,3,8
3664,3,29,1,7,6
3664,6,29,1,2,1
4427,1,46,36,7,0
4427,4,39,10,9,4
4427,3,41,11,6,10
4427,6,30,1,5,2
4427,2,33,4,8,6
4427,5,38,7,4,10
3458,1,22,7,5,2
3458,5,29,0,0,6
3458,4,25,0,1,3
3458,6,23,0,0,0
3458,2,30,6,3,5
3458,3,36,4,2,5
5393,6,122,0,0,1
5393,5,14,0,0,1
5393,4,6,0,0,0
5036,2,37,2,14,3
5036,5,37,0,8,5
5036,1,29,14,5,2
5036,4,44,8,5,7
5036,3,41,5,12,4
5036,6,33,3,1,6
4737,3,36,9,10,7
4737,5,35,6,6,10
4737,1,62,44,9,2
4737,4,40,9,11,11
4737,2,46,18,15,6
4737,6,34,1,10,11
3508,4,35,4,8,12
3508,1,29,18,5,0
3508,5,34,0,1,8
3508,3,39,5,8,9
3508,6,26,0,0,2
3508,2,35,3,10,10
4781,6,11,0,1,1
4781,4,15,1,1,1
4781,1,9,3,3,1
4781,2,11,1,5,0
4781,3,15,0,3,3
4781,5,9,1,4,1
5050,6,30,0,3,8
5050,2,35,7,6,7
5050,4,32,5,7,8
5050,5,40,7,6,6
5050,3,32,7,6,7
5050,1,38,22,6,6
5227,6,10,0,0,0
5227,3,6,0,0,0
5227,4,4,0,0,1
5227,5,5,1,0,0
5227,2,4,0,0,0
5227,1,3,1,1,1
5027,3,39,2,10,7
5027,5,32,2,2,10
5027,2,37,6,9,2
5027,6,35,0,2,6
5027,4,42,2,6,7
5027,1,27,9,8,3
4077,5,45,1,6,4
4077,4,33,4,4,13
4077,1,34,15,5,5
4077,3,40,9,7,8
4077,2,47,12,8,14
4077,6,32,0,0,5
5372,6,108,1,0,4
5372,5,11,0,0,1
4023,1,24,7,6,2
4023,5,29,3,3,4
4023,4,29,0,1,4
4023,3,30,3,5,7
4023,2,32,2,5,3
4023,6,30,1,1,1
4203,3,27,0,6,6
4203,4,30,3,3,5
4203,2,30,2,2,7
4203,1,27,9,4,3
4203,5,27,3,1,1
4203,6,27,0,2,3
3303,6,37,1,1,0
3303,2,43,1,10,13
3303,1,47,19,10,4
3303,3,42,2,7,13
3303,4,47,2,5,11
3303,5,42,0,7,7
4003,3,34,5,9,4
4003,5,31,1,1,7
4003,1,28,12,5,3
4003,6,32,1,5,8
4003,2,31,2,11,6
4003,4,29,0,12,7
4495,1,23,16,3,0
4495,3,25,5,5,6
4495,6,27,2,2,4
4495,2,25,5,10,6
4495,5,26,5,3,4
4495,4,32,4,6,5
5366,6,90,0,0,0
5366,5,18,0,0,0
5366,4,19,0,1,1
5366,3,9,0,0,0
5366,2,4,0,0,0
5366,1,3,0,0,0
4832,5,40,7,2,12
4832,2,39,12,9,4
4832,6,34,1,3,10
4832,4,42,11,12,7
4832,3,40,9,9,11
4832,1,53,35,8,1
4300,1,33,13,8,2
4300,6,27,0,2,4
4300,3,35,1,9,9
4300,4,36,1,7,8
4300,5,39,1,4,6
4300,2,36,5,6,6
5095,2,28,7,9,3
5095,3,34,5,6,9
5095,6,30,0,4,12
5095,4,26,4,5,7
5095,1,39,26,4,4
5095,5,30,2,1,12
3660,3,29,0,1,4
3660,1,22,4,4,3
3660,5,32,1,2,1
3660,6,23,0,0,2
3660,2,33,0,2,4
3660,4,28,0,0,5
4390,6,25,0,0,2
4390,3,39,5,4,5
4390,4,33,0,3,7
4390,2,36,1,4,7
4390,1,27,6,2,5
4390,5,42,4,6,7
4138,1,29,13,4,6
4138,5,35,4,3,4
4138,6,28,0,3,2
4138,3,37,2,7,6
4138,4,38,6,6,5
4138,2,40,2,8,8
5376,4,31,1,4,10
5376,5,38,4,7,5
5376,6,37,1,5,4
5376,3,27,2,8,6
5376,1,17,9,4,0
5376,2,34,2,10,5
4571,3,34,11,6,3
4571,4,18,11,2,0
4571,6,76,10,5,5
4571,1,35,20,2,2
4571,2,25,8,4,3
4571,5,27,11,5,1
5156,5,35,2,7,13
5156,2,40,3,6,8
5156,1,27,9,2,4
5156,4,32,5,3,4
5156,3,37,8,3,6
5156,6,30,0,0,5
5416,6,99,2,7,4
5416,5,28,1,1,1
5416,4,13,1,1,2
4548,6,20,0,0,0
4548,3,19,2,1,2
