date,race,rname,day_n,wdir,wspd,wave,kimarite,combo,payout,win_boat,win_course,exp,inwin,resid
2026-04-11,4,予選,1,南,3,3,差し,3-1-6,5370,3,3,0.33977920529291844,0,-0.33977920529291844
2026-04-11,5,東京ベイラン,1,南,3,3,抜き,1-3-6,1720,1,1,0.6336473276710693,1,0.36635267232893065
2026-04-11,6,予選,1,南東,4,3,まくり,4-6-2,1530,4,4,0.5553102281032427,0,-0.5553102281032427
2026-04-11,7,予選,1,南東,1,3,差し,6-1-2,1830,6,2,0.471489816314074,0,-0.471489816314074
2026-04-11,8,ベイブレイク,1,南東,2,3,逃げ,1-4-6,1400,1,1,0.6543447320844714,1,0.3456552679155286
2026-04-11,9,予選特賞,1,南,4,3,逃げ,1-5-3,1730,1,1,0.6210448524946353,1,0.37895514750536474
2026-04-11,10,予選特賞,1,南,4,3,恵まれ,4-5-6,1230,4,4,0.6248028618686773,0,-0.6248028618686773
2026-04-11,11,予選特選,1,南,3,3,逃げ,1-2-4,1220,1,1,0.6063763977810808,1,0.39362360221891923
2026-04-11,12,平和島選抜,1,南,2,3,逃げ,1-3-2,1380,1,1,0.6347454010261258,1,0.36525459897387424
2026-04-12,1,予選,2,,0,3,逃げ,1-5-2,3140,1,1,0.49133830957026986,1,0.5086616904297301
2026-04-12,2,予選,2,南,2,3,差し,2-4-1,3410,2,2,0.4397792052929184,0,-0.4397792052929184
2026-04-12,3,予選,2,南,4,3,差し,2-1-6,1560,2,2,0.37753245032546495,0,-0.37753245032546495
2026-04-12,4,予選,2,南,4,3,まくり,3-2-5,3210,3,3,0.3467134747886923,0,-0.3467134747886923
2026-04-12,5,東京ベイラン,2,南,3,3,逃げ,1-3-6,1590,1,1,0.6387355592311934,1,0.3612644407688066
2026-04-12,6,予選,2,南,6,3,逃げ,1-5-3,8670,1,1,0.4903577408423759,1,0.5096422591576242
2026-04-12,7,予選,2,南,5,3,まくり差し,3-1-6,7180,3,3,0.42529702690736004,0,-0.42529702690736004
2026-04-12,8,ベイブレイク,2,南,5,3,逃げ,1-4-3,1000,1,1,0.5408026272892774,1,0.4591973727107226
2026-04-12,9,予選特賞,2,南,5,3,まくり,3-4-1,27570,3,3,0.5080157420433757,0,-0.5080157420433757
2026-04-12,10,予選特賞,2,南,5,3,まくり,3-4-6,23460,3,3,0.6294251900860357,0,-0.6294251900860357
2026-04-12,11,予選特選,2,南,5,3,まくり差し,3-2-5,2290,3,3,0.5190184666278062,0,-0.5190184666278062
2026-04-12,12,記者選抜,2,南,5,3,逃げ,1-3-5,1510,1,1,0.5261705297979727,1,0.47382947020202726
2026-04-13,1,予選,3,南,2,3,逃げ,1-3-6,2370,1,1,0.6361127332874074,1,0.36388726671259264
2026-04-13,2,予選,3,南,3,3,差し,3-1-2,1240,3,2,0.52354667296776,0,-0.52354667296776
2026-04-13,3,予選,3,南,3,3,まくり,4-1-5,9320,4,4,0.5224763696510437,0,-0.5224763696510437
2026-04-13,4,予選,3,南,3,3,まくり,2-5-1,20920,2,2,0.5552488962401645,0,-0.5552488962401645
2026-04-13,5,東京ベイラン,3,南,5,3,逃げ,1-5-4,1660,1,1,0.5632247924598017,1,0.4367752075401983
2026-04-13,6,予選,3,南,4,3,逃げ,1-2-3,3020,1,1,0.4891268141414026,1,0.5108731858585974
2026-04-13,7,予選,3,南,4,3,まくり差し,5-6-1,58520,5,5,0.4591610882336736,0,-0.4591610882336736
2026-04-13,8,ベイブレイク,3,南,4,3,差し,4-1-3,4110,4,4,0.6032579355973435,0,-0.6032579355973435
2026-04-13,9,予選特賞,3,南,6,3,差し,2-1-4,3810,2,2,0.5844455425330143,0,-0.5844455425330143
2026-04-13,10,予選特賞,3,南,5,3,逃げ,1-4-3,1330,1,1,0.5491402854175482,1,0.4508597145824518
2026-04-13,11,予選特選,3,南,5,3,まくり,2-5-3,9330,2,2,0.632190592127146,0,-0.632190592127146
2026-04-13,12,記者選抜,3,南,5,3,逃げ,1-2-3,1600,1,1,0.7271054585552413,1,0.27289454144475866
2026-04-14,1,一般,4,北,3,3,逃げ,1-2-3,2070,1,1,0.5099787809111412,1,0.49002121908885876
2026-04-14,2,一般,4,南東,2,3,抜き,1-2-3,3610,1,1,0.4995400110269134,1,0.5004599889730865
2026-04-14,3,一般,4,北東,4,3,逃げ,1-5-3,9970,1,1,0.6387355592311934,1,0.3612644407688066
2026-04-14,4,一般,4,南東,1,3,まくり,5-2-4,5980,5,4,0.4542945514692255,0,-0.4542945514692255
2026-04-14,5,一般,4,南東,2,3,逃げ,1-3-2,900,1,1,0.6294251900860357,1,0.3705748099139643
2026-04-14,6,一般,4,南東,3,3,まくり,5-6-3,10380,5,5,0.45211810153918863,0,-0.45211810153918863
2026-04-14,7,一般,4,南東,3,3,まくり,3-1-5,17800,3,3,0.6543447320844714,0,-0.6543447320844714
2026-04-14,8,一般,4,北東,3,3,逃げ,1-2-3,4000,1,1,0.5923881530489985,1,0.4076118469510015
2026-04-14,9,一般特選,4,南東,2,3,まくり,4-2-3,3300,4,6,0.5552488962401645,0,-0.5552488962401645
2026-04-14,10,選抜,4,南東,2,3,差し,2-1-6,4220,2,2,0.5871263534070782,0,-0.5871263534070782
2026-04-14,11,選抜,4,南東,2,3,逃げ,1-3-2,880,1,1,0.6336473276710693,1,0.36635267232893065
2026-04-14,12,優勝戦,4,南東,3,3,逃げ,1-4-3,1870,1,1,0.5261705297979727,1,0.47382947020202726
2026-04-24,1,予選,1,北東,2,3,まくり,4-1-3,1500,4,4,0.36558439669868104,0,-0.36558439669868104
2026-04-24,2,予選,1,北東,2,3,まくり差し,3-2-5,2390,3,3,0.40331509236220914,0,-0.40331509236220914
2026-04-24,3,予選,1,北東,2,3,差し,2-5-1,2060,2,2,0.42076211222752424,0,-0.42076211222752424
2026-04-24,4,予選,1,北,3,3,差し,2-1-4,2250,2,2,0.4163600073512756,0,-0.4163600073512756
2026-04-24,5,東京ベイラン,1,南東,3,3,逃げ,1-3-5,1700,1,1,0.7319457190115344,1,0.2680542809884656
2026-04-24,6,予選,1,南東,3,3,恵まれ,4-6-3,5210,4,4,0.42825600756131205,0,-0.42825600756131205
2026-04-24,7,予選,1,南東,4,3,差し,2-5-1,5460,2,2,0.27247636965104366,0,-0.27247636965104366
2026-04-24,8,ベイブレイク,1,南東,1,3,まくり,3-1-4,2980,3,3,0.6831493377440988,0,-0.6831493377440988
2026-04-24,9,予選特賞,1,南東,2,3,逃げ,1-3-5,2110,1,1,0.5331493377440987,1,0.4668506622559013
2026-04-24,10,予選特賞,1,南東,2,3,逃げ,1-3-2,940,1,1,0.7401163670733237,1,0.25988363292667627
2026-04-24,11,予選特選,1,南東,3,3,逃げ,1-5-2,11960,1,1,0.6823644486451734,1,0.3176355513548266
2026-04-24,12,平和島選抜,1,南東,1,3,逃げ,1-2-4,820,1,1,0.703567410674641,1,0.296432589325359
2026-04-25,1,予選,2,北東,2,3,まくり,3-2-4,590,3,3,0.3924628665944972,0,-0.3924628665944972
2026-04-25,2,予選,2,北東,2,3,差し,2-6-5,3460,2,2,0.4115482404832534,0,-0.4115482404832534
2026-04-25,3,予選,2,北東,3,3,まくり,4-6-1,1250,4,4,0.41521477330224493,0,-0.41521477330224493
2026-04-25,4,予選,2,北東,1,3,差し,2-5-4,2310,2,2,0.5092256653706778,0,-0.5092256653706778
2026-04-25,5,東京ベイラン,2,東,1,3,逃げ,1-5-4,2390,1,1,0.6772412945910633,1,0.3227587054089367
2026-04-25,6,予選,2,南東,2,3,逃げ,1-3-4,3850,1,1,0.5346269828987423,1,0.46537301710125767
2026-04-25,7,予選,2,南東,2,3,逃げ,1-4-3,2770,1,1,0.5104034098860835,1,0.48959659011391654
2026-04-25,8,ベイブレイク,2,東,1,3,まくり,4-5-1,1330,4,4,0.6063763977810808,0,-0.6063763977810808
2026-04-25,9,予選特賞,2,南東,2,3,逃げ,1-2-5,650,1,1,0.656551645740984,1,0.343448354259016
2026-04-25,10,予選特賞,2,東,1,3,逃げ,1-3-6,650,1,1,0.5520740338006854,1,0.4479259661993146
2026-04-25,11,予選特選,2,南東,2,3,逃げ,1-3-2,990,1,1,0.744321780718288,1,0.25567821928171197
2026-04-25,12,記者選抜,2,南東,1,3,逃げ,1-5-2,1290,1,1,0.6769683360900617,1,0.3230316639099383
2026-04-26,1,予選,3,南東,2,3,まくり差し,5-4-2,2850,5,5,0.3330880058810205,0,-0.3330880058810205
2026-04-26,2,予選,3,南東,1,3,まくり差し,4-2-6,1980,4,4,0.49103439060782317,0,-0.49103439060782317
2026-04-26,3,予選,3,南東,1,3,まくり,3-1-5,1390,3,3,0.47037176989501805,0,-0.47037176989501805
2026-04-26,4,予選,3,南東,2,3,差し,4-1-2,4660,4,4,0.37753245032546495,0,-0.37753245032546495
2026-04-26,5,東京ベイラン,3,南東,2,3,逃げ,1-5-2,2320,1,1,0.703567410674641,1,0.296432589325359
2026-04-26,6,予選,3,南東,3,3,差し,2-6-1,990,2,2,0.4315672787419528,0,-0.4315672787419528
2026-04-26,7,予選,3,南東,1,3,まくり差し,3-4-1,1430,3,3,0.4664213392143538,0,-0.4664213392143538
2026-04-26,8,ベイブレイク,3,南東,3,3,差し,2-1-4,5900,2,2,0.5690609271483988,0,-0.5690609271483988
2026-04-26,9,予選特賞,3,東,2,3,まくり,2-3-6,3120,2,2,0.3331168679342338,0,-0.3331168679342338
2026-04-26,10,予選特賞,3,南東,3,3,逃げ,1-2-3,2730,1,1,0.6772412945910633,1,0.3227587054089367
2026-04-26,11,予選特選,3,南東,3,3,まくり差し,3-1-2,1200,3,3,0.7319457190115344,0,-0.7319457190115344
2026-04-26,12,記者選抜,3,南,3,3,逃げ,1-5-4,3870,1,1,0.7235389508506043,1,0.27646104914939573
2026-04-27,1,予選,4,北,6,4,逃げ,1-3-2,2990,1,1,0.5260252701222611,1,0.4739747298777389
2026-04-27,2,予選,4,北,4,3,差し,2-4-1,1560,2,2,0.43213406120664655,0,-0.43213406120664655
2026-04-27,3,予選,4,北,3,3,差し,2-3-1,1270,2,2,0.3331168679342338,0,-0.3331168679342338
2026-04-27,4,予選,4,北,6,4,まくり,6-2-3,2230,6,6,0.3586912888370749,0,-0.3586912888370749
2026-04-27,5,東京ベイラン,4,北,6,4,逃げ,1-4-3,1330,1,1,0.7235389508506043,1,0.27646104914939573
2026-04-27,6,予選,4,北,4,3,まくり差し,6-2-1,2160,6,5,0.47472400661614805,0,-0.47472400661614805
2026-04-27,7,予選,4,北,4,3,抜き,5-1-2,810,5,5,0.5578827968522307,0,-0.5578827968522307
2026-04-27,8,ベイブレイク,4,北,2,3,逃げ,1-2-6,7020,1,1,0.5923881530489985,1,0.4076118469510015
2026-04-27,9,予選特賞,4,北,3,3,逃げ,1-2-4,1040,1,1,0.7319457190115344,1,0.2680542809884656
2026-04-27,10,予選特賞,4,北,3,3,まくり,3-4-1,2800,3,3,0.6769683360900617,0,-0.6769683360900617
2026-04-27,11,予選特選,4,北,4,3,差し,2-6-1,9390,2,2,0.6767532348407066,0,-0.6767532348407066
2026-04-27,12,記者選抜,4,北,3,3,逃げ,1-3-4,340,1,1,0.744321780718288,1,0.25567821928171197
2026-04-28,1,一般,5,南,5,3,まくり差し,5-1-6,1970,5,5,0.4115482404832534,0,-0.4115482404832534
2026-04-28,2,一般,5,南,6,4,まくり,3-4-2,4370,3,3,0.4664213392143538,0,-0.4664213392143538
2026-04-28,3,一般,5,南,5,3,逃げ,1-3-2,1930,1,1,0.41521477330224493,1,0.5847852266977551
2026-04-28,4,一般,5,南,7,4,逃げ,1-5-3,1260,1,1,0.5923881530489985,1,0.4076118469510015
2026-04-28,5,一般,5,南,6,4,差し,4-3-1,1990,4,4,0.4163600073512756,0,-0.4163600073512756
2026-04-28,6,一般,5,南,6,4,まくり,3-4-5,1150,3,3,0.37753245032546495,0,-0.37753245032546495
2026-04-28,7,一般,5,南,6,4,逃げ,1-5-4,9540,1,1,0.47472400661614805,1,0.525275993383852
2026-04-28,8,一般,5,南,6,4,差し,4-3-1,10660,4,4,0.6767532348407066,0,-0.6767532348407066
2026-04-28,9,一般特賞,5,南,6,4,逃げ,1-2-3,3110,1,1,0.6831493377440988,1,0.3168506622559012
2026-04-28,10,準優勝戦,5,南,6,4,差し,2-4-1,5530,2,2,0.7401163670733237,0,-0.7401163670733237
2026-04-28,11,準優勝戦,5,南,7,5,逃げ,1-2-6,2460,1,1,0.744321780718288,1,0.25567821928171197
2026-04-28,12,準優勝戦,5,南,7,6,逃げ,1-2-4,770,1,1,0.703567410674641,1,0.296432589325359
2026-04-29,1,一般,6,東,1,3,まくり差し,4-1-2,2500,4,4,0.49103439060782317,0,-0.49103439060782317
2026-04-29,2,一般,6,北東,2,3,まくり差し,4-2-1,1780,4,4,0.37753245032546495,0,-0.37753245032546495
2026-04-29,3,一般,6,北東,2,3,逃げ,1-3-2,780,1,1,0.656551645740984,1,0.343448354259016
2026-04-29,4,一般,6,北東,2,3,逃げ,1-4-3,2010,1,1,0.6772412945910633,1,0.3227587054089367
2026-04-29,5,一般,6,北,3,3,逃げ,1-5-2,14920,1,1,0.6823644486451734,1,0.3176355513548266
2026-04-29,6,一般,6,東,1,3,抜き,1-2-3,3050,1,1,0.5690609271483988,1,0.43093907285160116
2026-04-29,7,一般,6,北東,2,3,逃げ,1-4-2,2150,1,1,0.6769683360900617,1,0.3230316639099383
2026-04-29,8,一般,6,北東,4,3,まくり,5-6-3,30970,5,5,0.3586912888370749,0,-0.3586912888370749
2026-04-29,9,一般特選,6,北東,1,3,まくり差し,4-1-6,7580,4,4,0.41521477330224493,0,-0.41521477330224493
2026-04-29,10,選抜,6,北東,2,3,差し,2-4-6,31110,2,2,0.6063763977810808,0,-0.6063763977810808
2026-04-29,11,選抜,6,北東,3,3,抜き,4-2-1,11180,4,4,0.7401163670733237,0,-0.7401163670733237
2026-04-29,12,優勝戦,6,北東,2,3,逃げ,1-3-2,860,1,1,0.703567410674641,1,0.296432589325359
2026-05-03,1,予選,1,南,2,3,まくり,4-5-1,7240,4,4,0.2976374524392749,0,-0.2976374524392749
2026-05-03,2,東京ベイラン,1,南,3,3,逃げ,1-2-3,560,1,1,0.6340117105444625,1,0.3659882894555375
2026-05-03,3,予選,1,南,5,3,逃げ,1-3-6,2490,1,1,0.6479437086045542,1,0.3520562913954458
2026-05-03,4,予選,1,南,5,3,逃げ,1-2-4,2770,1,1,0.42529702690736004,1,0.57470297309264
2026-05-03,5,予選,1,南,7,5,逃げ,1-3-6,38320,1,1,0.5754230383226037,1,0.42457696167739634
2026-05-03,6,予選,1,南,7,5,逃げ,1-2-5,1160,1,1,0.45977920529291844,1,0.5402207947070816
2026-05-03,7,予選,1,南,7,5,差し,2-5-1,5340,2,2,0.5099787809111412,0,-0.5099787809111412
2026-05-03,8,ベイブレイク,1,南,5,5,まくり,3-1-6,13820,3,3,0.5612098292043144,0,-0.5612098292043144
2026-05-03,9,予選,1,南,8,6,抜き,3-1-5,1210,3,3,0.5170510390456193,0,-0.5170510390456193
2026-05-03,10,予選特別,1,南,9,7,逃げ,1-4-6,9460,1,1,0.5712314332972486,1,0.42876856670275143
2026-05-03,11,予選特別,1,南,8,7,抜き,3-1-5,10170,3,3,0.6387355592311934,0,-0.6387355592311934
2026-05-03,12,東京ベイ選抜,1,南,7,7,まくり,3-1-6,2480,3,3,0.6498620033080741,0,-0.6498620033080741
2026-05-04,1,予選,2,南,6,5,逃げ,1-2-3,5140,1,1,0.4998096597352745,1,0.5001903402647254
2026-05-04,2,東京ベイラン,2,南,8,7,まくり,3-1-5,18200,3,3,0.6305993886868604,0,-0.6305993886868604
2026-05-04,3,予選,2,南,8,7,逃げ,1-2-6,3890,1,1,0.5622700055134567,1,0.43772999448654326
2026-05-04,4,予選,2,南,8,7,逃げ,1-4-3,4480,1,1,0.4831493377440987,1,0.5168506622559013
2026-05-04,5,予選,2,南,9,8,逃げ,1-2-4,2610,1,1,0.3671216380539984,1,0.6328783619460017
2026-05-04,6,予選,2,南,8,8,まくり差し,5-1-3,5610,5,5,0.43213406120664655,0,-0.43213406120664655
2026-05-04,7,予選,2,南,8,8,差し,2-1-3,2560,2,2,0.4759276253487124,0,-0.4759276253487124
2026-05-04,8,ベイブレイク,2,南,8,8,逃げ,1-4-6,3110,1,1,0.6032579355973435,1,0.39674206440265647
2026-05-04,9,予選,2,南,7,7,抜き,3-1-5,1770,3,3,0.5382916963791681,0,-0.5382916963791681
2026-05-04,10,予選特別,2,南,7,7,抜き,2-1-3,2650,2,2,0.4918882581689829,0,-0.4918882581689829
2026-05-04,11,予選特別,2,南,7,7,逃げ,1-2-3,640,1,1,0.6613686194560912,1,0.33863138054390884
2026-05-04,12,記者選抜,2,南,3,5,逃げ,1-5-4,2600,1,1,0.7389704386180569,1,0.2610295613819431
2026-05-05,1,予選,3,北東,1,3,差し,2-4-1,4550,2,2,0.3467134747886923,0,-0.3467134747886923
2026-05-05,2,東京ベイラン,3,北東,3,3,差し,2-4-6,30180,2,2,0.6613686194560912,0,-0.6613686194560912
2026-05-05,3,予選,3,南東,4,3,まくり差し,3-2-5,1680,3,3,0.43454261444882436,0,-0.43454261444882436
2026-05-05,4,予選,3,南東,3,3,まくり差し,5-2-6,12320,5,5,0.2680234210889249,0,-0.2680234210889249
2026-05-05,5,予選,3,南東,1,3,差し,3-6-5,5430,3,3,0.2976374524392749,0,-0.2976374524392749
2026-05-05,6,予選,3,南東,2,3,恵まれ,1-5-2,1280,1,1,0.44657362265204087,1,0.5534263773479591
2026-05-05,7,予選,3,南,5,3,差し,4-1-5,23540,4,4,0.4891268141414026,0,-0.4891268141414026
2026-05-05,8,ベイブレイク,3,南,5,4,まくり,3-4-2,11930,3,3,0.6092025041350926,0,-0.6092025041350926
2026-05-05,9,予選,3,南,6,4,差し,5-2-1,3880,5,5,0.4036338512431908,0,-0.4036338512431908
2026-05-05,10,予選特別,3,南,6,4,逃げ,1-5-4,8200,1,1,0.5252366146550156,1,0.4747633853449844
2026-05-05,11,予選特別,3,南,7,5,まくり差し,5-6-1,38960,5,5,0.729983496264221,0,-0.729983496264221
2026-05-05,12,記者選抜,3,南,6,5,差し,5-2-1,21330,5,5,0.656985146637799,0,-0.656985146637799
2026-05-06,1,予選,4,南,4,3,逃げ,1-3-4,690,1,1,0.4780208753183896,1,0.5219791246816103
2026-05-06,2,東京ベイラン,4,南,5,3,まくり,5-1-2,19340,5,5,0.7389704386180569,0,-0.7389704386180569
2026-05-06,3,予選,4,南,5,3,差し,2-1-6,2020,2,2,0.45977920529291844,0,-0.45977920529291844
2026-05-06,4,予選,4,南,5,3,逃げ,1-3-4,3090,1,1,0.6840168467481741,1,0.3159831532518259
2026-05-06,5,予選,4,南,5,4,まくり,3-1-5,2730,3,3,0.30410783184012874,0,-0.30410783184012874
2026-05-06,6,予選,4,南,4,4,差し,2-1-6,2620,2,2,0.45211810153918863,0,-0.45211810153918863
2026-05-06,7,予選,4,南,4,4,まくり,4-2-1,2050,4,4,0.4903577408423759,0,-0.4903577408423759
2026-05-06,8,ベイブレイク,4,南,5,4,逃げ,1-2-3,800,1,1,0.5382916963791681,1,0.46170830362083193
2026-05-06,9,予選,4,南,5,4,逃げ,1-3-2,660,1,1,0.6498620033080741,1,0.3501379966919259
2026-05-06,10,予選特別,4,南,5,4,逃げ,1-6-4,3420,1,1,0.6340117105444625,1,0.3659882894555375
2026-05-06,11,予選特別,4,南,5,4,逃げ,1-5-3,3080,1,1,0.656985146637799,1,0.34301485336220106
2026-05-06,12,記者選抜,4,南,3,3,逃げ,1-2-3,990,1,1,0.5819247800693421,1,0.4180752199306579
2026-05-07,1,一般,5,南,5,3,抜き,3-1-5,3770,3,3,0.4759276253487124,0,-0.4759276253487124
2026-05-07,2,一般,5,南,5,3,逃げ,1-4-6,14390,1,1,0.44657362265204087,1,0.5534263773479591
2026-05-07,3,一般,5,南,4,3,差し,2-1-3,3460,2,2,0.45977920529291844,0,-0.45977920529291844
2026-05-07,4,一般,5,南,4,3,逃げ,1-5-4,9210,1,1,0.729983496264221,1,0.270016503735779
2026-05-07,5,一般,5,南,5,3,差し,2-4-1,2800,2,2,0.43213406120664655,0,-0.43213406120664655
2026-05-07,6,一般,5,南,5,3,抜き,5-2-1,8780,5,5,0.3671216380539984,0,-0.3671216380539984
2026-05-07,7,一般,5,南,3,3,逃げ,1-3-6,1530,1,1,0.5382916963791681,1,0.46170830362083193
2026-05-07,8,一般,5,南,4,3,まくり差し,3-4-1,4530,3,3,0.6479437086045542,0,-0.6479437086045542
2026-05-07,9,一般,5,南,5,3,差し,2-4-1,2630,2,2,0.6305993886868604,0,-0.6305993886868604
2026-05-07,10,準優勝戦,5,南,4,3,逃げ,1-2-3,340,1,1,0.6498620033080741,1,0.3501379966919259
2026-05-07,11,準優勝戦,5,南,5,3,逃げ,1-6-2,2390,1,1,0.6340117105444625,1,0.3659882894555375
2026-05-07,12,準優勝戦,5,南,4,3,逃げ,1-2-4,1350,1,1,0.7389704386180569,1,0.2610295613819431
2026-05-08,1,一般,6,南,5,4,差し,2-5-1,3960,2,2,0.3467134747886923,0,-0.3467134747886923
2026-05-08,2,一般,6,南,5,4,まくり差し,3-5-6,13150,3,3,0.4831493377440987,0,-0.4831493377440987
2026-05-08,3,一般,6,南,3,3,抜き,5-4-3,25000,5,5,0.45211810153918863,0,-0.45211810153918863
2026-05-08,4,一般,6,南,3,3,抜き,5-6-3,9240,5,5,0.2976374524392749,0,-0.2976374524392749
2026-05-08,5,一般,6,南,5,4,まくり,4-6-1,28930,4,4,0.45977920529291844,0,-0.45977920529291844
2026-05-08,6,一般,6,南,5,4,差し,4-3-1,3880,4,4,0.2976374524392749,0,-0.2976374524392749
2026-05-08,7,一般,6,南,4,3,逃げ,1-2-3,810,1,1,0.6032579355973435,1,0.39674206440265647
2026-05-08,8,一般,6,南,7,5,まくり,4-2-1,2810,4,4,0.4918882581689829,0,-0.4918882581689829
2026-05-08,9,一般,6,南,6,5,逃げ,1-5-6,960,1,1,0.6092025041350926,1,0.3907974958649074
2026-05-08,10,特別選抜戦,6,南,7,5,逃げ,1-2-4,560,1,1,0.6387355592311934,1,0.3612644407688066
2026-05-08,11,特別選抜戦,6,南,7,5,抜き,2-4-1,9540,2,2,0.656985146637799,0,-0.656985146637799
2026-05-08,12,優勝戦,6,南,3,3,逃げ,1-3-2,780,1,1,0.7389704386180569,1,0.2610295613819431
2026-05-12,1,予選,1,南東,3,3,まくり,3-1-5,1670,3,3,0.4051070341796195,0,-0.4051070341796195
2026-05-12,2,東京ベイラン,1,南東,1,3,逃げ,1-3-4,750,1,1,0.6314336876927096,1,0.3685663123072904
2026-05-12,3,予選,1,南東,1,3,差し,6-1-3,40580,6,6,0.5176600047258201,0,-0.5176600047258201
2026-05-12,4,予選,1,東,1,3,まくり,2-5-3,5010,2,3,0.5916114339723657,0,-0.5916114339723657
2026-05-12,5,予選,1,南,3,3,まくり差し,4-3-5,5710,4,4,0.45810333884679005,0,-0.45810333884679005
2026-05-12,6,予選,1,南,4,3,逃げ,1-5-3,3530,1,1,0.4183479131313005,1,0.5816520868686995
2026-05-12,7,予選,1,南,3,3,逃げ,1-2-6,1030,1,1,0.5604387918885746,1,0.4395612081114254
2026-05-12,8,ベイブレイク,1,南,4,3,逃げ,1-4-6,3430,1,1,0.6227698404040316,1,0.3772301595959684
2026-05-12,9,予選特賞,1,南,4,3,逃げ,1-2-3,2550,1,1,0.5301357615855443,1,0.4698642384144557
2026-05-12,10,予選特賞,1,南,5,3,まくり,3-2-5,13240,3,3,0.5382492358585754,0,-0.5382492358585754
2026-05-12,11,予選特選,1,南,4,3,逃げ,1-4-2,1880,1,1,0.6336473276710693,1,0.36635267232893065
2026-05-12,12,平和島選抜,1,南,4,3,まくり差し,5-1-3,7500,5,5,0.7295805441168368,0,-0.7295805441168368
2026-05-13,1,予選,2,南,3,3,逃げ,1-3-5,2870,1,1,0.48864356143657606,1,0.5113564385634239
2026-05-13,2,東京ベイラン,2,南,2,3,逃げ,1-3-4,930,1,1,0.7604078910513511,1,0.2395921089486489
2026-05-13,3,予選,2,南,3,3,抜き,4-6-1,3170,4,4,0.45810333884679005,0,-0.45810333884679005
2026-05-13,4,予選,2,南東,4,3,差し,3-5-6,1410,3,3,0.31086578365879824,0,-0.31086578365879824
2026-05-13,5,予選,2,南東,2,3,差し,3-4-1,13840,3,3,0.3693252231444766,0,-0.3693252231444766
2026-05-13,6,予選,2,南,3,3,差し,4-2-1,3540,4,3,0.46485954103827726,0,-0.46485954103827726
2026-05-13,7,予選,2,南,4,3,逃げ,1-2-4,1370,1,1,0.6398528035286123,1,0.3601471964713877
2026-05-13,8,ベイブレイク,2,南,4,3,まくり,4-3-5,8310,4,4,0.527072004811744,0,-0.527072004811744
2026-05-13,9,予選特賞,2,南,4,3,まくり差し,4-2-3,12610,4,4,0.46252179499471524,0,-0.46252179499471524
2026-05-13,10,予選特賞,2,南,4,3,まくり差し,5-1-2,1710,5,5,0.5930332248245072,0,-0.5930332248245072
2026-05-13,11,予選特選,2,南,2,3,逃げ,1-3-4,1930,1,1,0.7569851466377989,1,0.24301485336220108
2026-05-13,12,記者選抜,2,北,7,4,逃げ,1-5-4,12900,1,1,0.7175171795840697,1,0.2824828204159303
2026-05-14,1,予選,3,東,2,3,逃げ,1-4-2,3480,1,1,0.5828733443602467,1,0.41712665563975326
2026-05-14,2,東京ベイラン,3,南,3,3,まくり差し,4-1-5,33810,4,4,0.6361963676461504,0,-0.6361963676461504
2026-05-14,3,予選,3,東,2,3,差し,5-3-1,10930,5,5,0.40331509236220914,0,-0.40331509236220914
2026-05-14,4,予選,3,東,2,3,逃げ,1-3-2,3310,1,1,0.4997700055134567,1,0.5002299944865434
2026-05-14,5,予選,3,東,3,3,逃げ,1-2-5,1040,1,1,0.5712032707070597,1,0.4287967292929403
2026-05-14,6,予選,3,東,2,3,差し,5-4-1,2060,5,5,0.5363161040157541,0,-0.5363161040157541
2026-05-14,7,予選,3,東,2,3,逃げ,1-2-6,1620,1,1,0.6051178982190253,1,0.3948821017809747
2026-05-14,8,ベイブレイク,3,東,3,3,逃げ,1-4-2,690,1,1,0.49979556045640594,1,0.5002044395435941
2026-05-14,9,予選特賞,3,南東,3,3,まくり,3-2-5,11910,3,3,0.5571960699122283,0,-0.5571960699122283
2026-05-14,10,予選特賞,3,南,5,3,抜き,2-5-1,44970,2,2,0.5360718878934192,0,-0.5360718878934192
2026-05-14,11,予選特選,3,東,2,3,まくり差し,6-4-5,14420,6,6,0.5360718878934192,0,-0.5360718878934192
2026-05-14,12,記者選抜,3,南東,2,3,逃げ,1-5-2,640,1,1,0.6881683151252718,1,0.31183168487472823
2026-05-15,1,一般,4,南東,1,3,まくり,3-2-4,7040,3,3,0.43454261444882436,0,-0.43454261444882436
2026-05-15,2,一般,4,北東,1,3,逃げ,1-3-5,11740,1,1,0.4478951815395145,1,0.5521048184604855
2026-05-15,3,一般,4,南,3,3,まくり,2-5-3,4180,2,2,0.4752288567974741,0,-0.4752288567974741
2026-05-15,4,一般,4,南東,1,3,まくり,2-4-5,4460,2,2,0.34254172184702636,0,-0.34254172184702636
2026-05-15,5,一般,4,南東,4,3,逃げ,1-2-3,8480,1,1,0.30926095868204573,1,0.6907390413179543
2026-05-15,6,一般,4,南,2,3,逃げ,1-2-5,1080,1,1,0.7604078910513511,1,0.2395921089486489
2026-05-15,7,一般,4,南東,2,3,逃げ,1-6-2,530,1,1,0.5604387918885746,1,0.4395612081114254
2026-05-15,8,一般,4,南東,3,3,抜き,1-2-3,760,1,1,0.4997792052929184,1,0.5002207947070816
2026-05-15,9,一般特賞,4,南東,3,3,抜き,3-5-1,35980,3,3,0.5342924183559642,0,-0.5342924183559642
