date,race,rname,fixed,day_n,title,wdir,wspd,wave,kimarite,combo,payout,ninki,win_boat,win_course,g1,exp,inwin,resid
2025-11-28,7,予選,1,4,アサヒビールカップ,北東,2,1,逃げ,1-2-6,1520,6,1,1,A2,0.6578,1,0.3422
2025-11-28,8,予選,0,4,アサヒビールカップ,北,2,1,逃げ,1-3-2,2590,9,1,1,B1,0.5863,1,0.4137
2025-11-28,9,予選,0,4,アサヒビールカップ,北,2,1,逃げ,1-3-2,1370,4,1,1,A2,0.6067,1,0.3933
2025-11-28,10,予選特選,0,4,アサヒビールカップ,北,2,1,まくり差し,3-1-6,1150,5,3,3,A1,0.6085,0,-0.6085
2025-11-28,11,予選特選,0,4,アサヒビールカップ,北東,1,1,逃げ,1-2-6,1190,5,1,1,A1,0.7628,1,0.2372
2025-11-28,12,一般特賞,0,4,アサヒビールカップ,北東,1,1,逃げ,1-3-2,1130,4,1,1,A1,0.6627,1,0.3373
2025-11-29,1,一般,0,5,アサヒビールカップ,西,1,1,逃げ,1-5-3,4460,18,1,1,A2,0.6565,1,0.3435
2025-11-29,2,一般,0,5,アサヒビールカップ,西,1,1,まくり差し,3-5-6,53970,85,3,3,B1,0.657,0,-0.657
2025-11-29,3,一般,0,5,アサヒビールカップ,南西,1,1,逃げ,1-2-4,1520,5,1,1,B1,0.5016,1,0.4984
2025-11-29,4,一般,0,5,アサヒビールカップ,西,1,1,逃げ,1-2-3,1080,4,1,1,A1,0.7307,1,0.2693
2025-11-29,5,一般,0,5,アサヒビールカップ,西,1,1,逃げ,1-4-2,1800,9,1,1,A1,0.7061,1,0.2939
2025-11-29,6,一般,0,5,アサヒビールカップ,南西,1,1,逃げ,1-5-4,1280,5,1,1,A1,0.7628,1,0.2372
2025-11-29,7,一般,1,5,アサヒビールカップ,南,1,1,逃げ,1-2-6,1780,8,1,1,A1,0.6373,1,0.3627
2025-11-29,8,一般,0,5,アサヒビールカップ,南東,1,1,逃げ,1-6-5,2980,13,1,1,A2,0.6578,1,0.3422
2025-11-29,9,準優勝戦,0,5,アサヒビールカップ,南東,1,1,逃げ,1-3-2,840,3,1,1,A2,0.6457,1,0.3543
2025-11-29,10,準優勝戦,0,5,アサヒビールカップ,南東,1,1,逃げ,1-5-2,3510,13,1,1,A2,0.7407,1,0.2593
2025-11-29,11,準優勝戦,0,5,アサヒビールカップ,南東,1,1,逃げ,1-4-3,1920,7,1,1,A1,0.6627,1,0.3373
2025-11-29,12,一般,0,5,アサヒビールカップ,南東,1,1,逃げ,1-3-5,1640,7,1,1,A2,0.6047,1,0.3953
2025-11-30,1,一般,0,6,アサヒビールカップ,南西,2,1,逃げ,1-5-2,2230,9,1,1,B1,0.4574,1,0.5426
2025-11-30,2,一般,0,6,アサヒビールカップ,南東,1,1,差し,2-5-3,10670,33,2,2,B1,0.5606,0,-0.5606
2025-11-30,3,一般,0,6,アサヒビールカップ,南東,1,1,逃げ,1-6-4,2900,9,1,1,A2,0.6067,1,0.3933
2025-11-30,4,一般,0,6,アサヒビールカップ,南東,1,1,抜き,1-4-5,5940,16,1,1,B1,0.6543,1,0.3457
2025-11-30,5,一般,0,6,アサヒビールカップ,南東,1,1,逃げ,1-6-2,1820,9,1,1,A1,0.5959,1,0.4041
2025-11-30,6,一般,0,6,アサヒビールカップ,南東,1,1,逃げ,1-2-4,1250,5,1,1,A1,0.6361,1,0.3639
2025-11-30,7,一般,1,6,アサヒビールカップ,東,1,1,逃げ,1-2-3,810,2,1,1,A1,0.7233,1,0.2767
2025-11-30,8,一般,0,6,アサヒビールカップ,北東,2,1,逃げ,1-5-4,10360,28,1,1,A2,0.6226,1,0.3774
2025-11-30,9,一般,0,6,アサヒビールカップ,南東,1,1,差し,2-1-4,3200,12,2,2,A2,0.6464,0,-0.6464
2025-11-30,10,特別選抜戦,0,6,アサヒビールカップ,南東,1,1,逃げ,1-5-4,7170,18,1,1,A1,0.7628,1,0.2372
2025-11-30,11,特別選抜戦,0,6,アサヒビールカップ,南東,1,1,逃げ,1-2-6,2380,9,1,1,A1,0.7061,1,0.2939
2025-11-30,12,優勝戦,0,6,アサヒビールカップ,南東,1,1,逃げ,1-6-3,4850,17,1,1,A1,0.6627,1,0.3373
2025-12-03,1,予選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,まくり差し,6-2-4,98270,115,6,6,B1,0.284,0,-0.284
2025-12-03,2,予選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,まくり,2-4-5,7260,31,2,2,B1,0.5023,0,-0.5023
2025-12-03,3,予選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,逃げ,1-6-2,22880,63,1,1,B1,0.3738,1,0.6262
2025-12-03,4,予選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北西,8,7,まくり,3-2-5,9650,39,3,3,B1,0.2683,0,-0.2683
2025-12-03,5,予選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,まくり,3-6-2,8150,40,3,3,B1,0.5017,0,-0.5017
2025-12-03,6,予選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,逃げ,1-3-4,750,2,1,1,A1,0.6923,1,0.3077
2025-12-03,7,予選,1,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,逃げ,1-3-5,2100,11,1,1,A1,0.725,1,0.275
2025-12-03,8,予選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,逃げ,1-6-4,6290,25,1,1,A1,0.6473,1,0.3527
2025-12-03,9,予選特賞,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北西,8,7,逃げ,1-3-5,1160,3,1,1,A2,0.5567,1,0.4433
2025-12-03,10,予選特選,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北西,8,7,逃げ,1-2-3,860,1,1,1,A2,0.5821,1,0.4179
2025-12-03,11,龍神選抜,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,逃げ,1-3-2,1160,2,1,1,A1,0.6078,1,0.3922
2025-12-03,12,予選特賞,0,1,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,8,7,,,,,,,A2,0.5185,0,-0.5185
2025-12-04,1,予選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北西,1,1,逃げ,1-3-2,1170,3,1,1,B1,0.3677,1,0.6323
2025-12-04,2,予選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,2,1,逃げ,1-5-2,610,2,1,1,B1,0.4925,1,0.5075
2025-12-04,3,予選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,3,2,抜き,2-5-4,3020,12,2,2,B1,0.3861,0,-0.3861
2025-12-04,4,予選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,2,1,まくり,3-4-6,3650,16,3,4,A2,0.514,0,-0.514
2025-12-04,5,予選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,差し,2-3-4,2800,11,2,2,A2,0.626,0,-0.626
2025-12-04,6,予選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,逃げ,1-4-3,5170,16,1,1,A1,0.7479,1,0.2521
2025-12-04,7,予選,1,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-3-5,7570,19,1,1,A2,0.6627,1,0.3373
2025-12-04,8,予選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,逃げ,1-2-3,410,1,1,1,A1,0.663,1,0.337
2025-12-04,9,予選特賞,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,まくり,4-6-1,8930,20,4,4,A1,0.5939,0,-0.5939
2025-12-04,10,予選特選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,逃げ,1-2-4,1640,5,1,1,A1,0.6543,1,0.3457
2025-12-04,11,予選特選,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,差し,2-3-1,6710,24,2,2,A1,0.6716,0,-0.6716
2025-12-04,12,予選特賞,0,2,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,まくり,3-2-5,30120,50,3,3,B1,0.5117,0,-0.5117
2025-12-05,1,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北東,4,3,抜き,5-1-3,6620,25,5,4,B1,0.5014,0,-0.5014
2025-12-05,2,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北東,3,2,差し,2-3-1,37860,54,2,2,A2,0.6781,0,-0.6781
2025-12-05,3,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,2,1,逃げ,1-5-3,850,2,1,1,A1,0.6594,1,0.3406
2025-12-05,4,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,北,2,1,逃げ,1-5-4,1950,12,1,1,A1,0.663,1,0.337
2025-12-05,5,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,逃げ,1-5-3,900,3,1,1,A2,0.5945,1,0.4055
2025-12-05,6,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,,0,1,逃げ,1-5-2,630,1,1,1,A2,0.6326,1,0.3674
2025-12-05,7,一般,1,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,逃げ,1-2-3,490,1,1,1,A2,0.5821,1,0.4179
2025-12-05,8,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,逃げ,1-3-4,1820,7,1,1,B1,0.5286,1,0.4714
2025-12-05,9,準優勝戦,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-3-4,1880,6,1,1,A1,0.7479,1,0.2521
2025-12-05,10,準優勝戦,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-4-2,1150,3,1,1,A2,0.7743,1,0.2257
2025-12-05,11,準優勝戦,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-3-2,810,3,1,1,B1,0.4925,1,0.5075
2025-12-05,12,一般,0,3,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,まくり,4-6-5,29770,69,4,4,B2,0.478,0,-0.478
2025-12-06,1,一般,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,2,1,逃げ,1-3-2,780,2,1,1,B1,0.3865,1,0.6135
2025-12-06,2,一般,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,東,1,1,逃げ,1-2-5,660,1,1,1,B1,0.4913,1,0.5087
2025-12-06,3,一般,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-2-3,420,1,1,1,A2,0.5567,1,0.4433
2025-12-06,4,一般,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,差し,3-4-1,29470,60,3,3,B1,0.4053,0,-0.4053
2025-12-06,5,一般,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,まくり,2-4-3,9160,28,2,2,B1,0.4901,0,-0.4901
2025-12-06,6,一般,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-4-5,1210,5,1,1,A1,0.6594,1,0.3406
2025-12-06,7,一般,1,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南,1,1,抜き,1-5-6,3520,15,1,1,A2,0.6326,1,0.3674
2025-12-06,8,一般,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-2-4,600,2,1,1,A1,0.6543,1,0.3457
2025-12-06,9,一般特選,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南,1,1,逃げ,1-2-4,580,1,1,1,B1,0.5097,1,0.4903
2025-12-06,10,特別選抜戦Ｂ,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南,1,1,逃げ,1-3-2,1940,7,1,1,A2,0.6627,1,0.3373
2025-12-06,11,優勝戦,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南,1,1,逃げ,1-4-5,3980,14,1,1,B1,0.4925,1,0.5075
2025-12-06,12,特別選抜戦Ａ,0,4,ＭＮボートレースｉｎ大村９ＢＴＳ長崎五島開設記念,南東,1,1,逃げ,1-3-4,840,3,1,1,A2,0.5945,1,0.4055
2025-12-13,1,予選,0,1,日刊スポーツ杯＆ニッカン・コム杯,南,1,1,まくり,3-1-5,5500,21,3,3,B1,0.3689,0,-0.3689
2025-12-13,2,予選,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,2,1,まくり差し,3-1-5,1210,3,3,3,B1,0.3804,0,-0.3804
2025-12-13,3,予選,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,まくり,4-5-1,4220,16,4,4,B1,0.4019,0,-0.4019
2025-12-13,4,予選,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,差し,5-6-1,1060,2,5,2,B1,0.5128,0,-0.5128
2025-12-13,5,予選,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,まくり,4-1-5,5740,23,4,4,B1,0.3015,0,-0.3015
2025-12-13,6,予選,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,差し,2-1-4,4190,17,2,2,B1,0.5335,0,-0.5335
2025-12-13,7,予選,1,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-3-5,2070,8,1,1,A2,0.7112,1,0.2888
2025-12-13,8,予選,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-3-2,840,2,1,1,A2,0.514,1,0.486
2025-12-13,9,予選特賞,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-5-6,2910,10,1,1,A2,0.6725,1,0.3275
2025-12-13,10,予選特賞,0,1,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-2-4,570,2,1,1,A1,0.7154,1,0.2846
2025-12-13,11,予選特選,0,1,日刊スポーツ杯＆ニッカン・コム杯,東,1,1,逃げ,1-5-3,2990,12,1,1,A1,0.475,1,0.525
2025-12-13,12,発祥地選抜,0,1,日刊スポーツ杯＆ニッカン・コム杯,東,1,1,逃げ,1-2-3,680,1,1,1,A1,0.7115,1,0.2885
2025-12-14,1,予選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北西,7,6,まくり,4-1-2,2630,11,4,4,B1,0.4378,0,-0.4378
2025-12-14,2,予選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北西,7,6,逃げ,1-2-3,1420,5,1,1,B1,0.4335,1,0.5665
2025-12-14,3,予選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北西,7,6,差し,5-4-3,4490,17,5,3,B1,0.5831,0,-0.5831
2025-12-14,4,予選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北西,7,6,逃げ,1-2-3,2400,2,1,1,B1,0.3827,1,0.6173
2025-12-14,5,予選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北西,7,6,逃げ,1-4-3,910,4,1,1,B1,0.6324,1,0.3676
2025-12-14,6,予選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北,8,7,まくり差し,4-1-2,1410,4,4,4,B1,0.5207,0,-0.5207
2025-12-14,7,予選,1,2,日刊スポーツ杯＆ニッカン・コム杯,北,7,6,逃げ,1-2-4,400,1,1,1,A2,0.6072,1,0.3928
2025-12-14,8,予選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北西,8,7,逃げ,1-6-5,810,3,1,1,A2,0.6114,1,0.3886
2025-12-14,9,予選特賞,0,2,日刊スポーツ杯＆ニッカン・コム杯,北西,7,6,差し,2-1-3,1260,4,2,2,A2,0.5579,0,-0.5579
2025-12-14,10,予選特賞,0,2,日刊スポーツ杯＆ニッカン・コム杯,北,8,7,抜き,1-2-3,630,2,1,1,A1,0.6799,1,0.3201
2025-12-14,11,予選特選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北,6,5,逃げ,1-3-5,970,4,1,1,A1,0.6786,1,0.3214
2025-12-14,12,予選特選,0,2,日刊スポーツ杯＆ニッカン・コム杯,北,7,6,逃げ,1-3-4,900,2,1,1,A1,0.7194,1,0.2806
2025-12-15,1,予選,0,3,日刊スポーツ杯＆ニッカン・コム杯,北西,1,1,まくり,3-1-2,5810,18,3,3,B1,0.3738,0,-0.3738
2025-12-15,2,予選,0,3,日刊スポーツ杯＆ニッカン・コム杯,北西,2,1,差し,2-1-5,1260,4,2,2,B1,0.2875,0,-0.2875
2025-12-15,3,予選,0,3,日刊スポーツ杯＆ニッカン・コム杯,北西,1,1,逃げ,1-3-4,510,1,1,1,A2,0.6085,1,0.3915
2025-12-15,4,予選,0,3,日刊スポーツ杯＆ニッカン・コム杯,北西,1,1,逃げ,1-2-3,1540,5,1,1,B1,0.4273,1,0.5727
2025-12-15,5,予選,0,3,日刊スポーツ杯＆ニッカン・コム杯,北西,1,1,まくり差し,6-1-3,7970,41,6,5,B1,0.4683,0,-0.4683
2025-12-15,6,予選,0,3,日刊スポーツ杯＆ニッカン・コム杯,南,1,1,まくり,4-3-2,5750,22,4,4,B1,0.4853,0,-0.4853
2025-12-15,7,予選,1,3,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-2-3,610,2,1,1,A2,0.475,1,0.525
2025-12-15,8,予選,0,3,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,恵まれ,1-2-3,140,1,1,1,A2,0.6012,1,0.3988
2025-12-15,9,予選特賞,0,3,日刊スポーツ杯＆ニッカン・コム杯,東,1,1,差し,2-1-4,1470,4,2,2,A2,0.4367,0,-0.4367
2025-12-15,10,予選特賞,0,3,日刊スポーツ杯＆ニッカン・コム杯,北東,1,1,逃げ,1-3-4,5320,17,1,1,A1,0.5868,1,0.4132
2025-12-15,11,予選特選,0,3,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,まくり,3-5-1,18930,47,3,3,A1,0.5743,0,-0.5743
2025-12-15,12,予選特選,0,3,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-3-2,1570,7,1,1,A1,0.4717,1,0.5283
2025-12-16,1,予選,0,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-4-2,1150,5,1,1,B1,0.5019,1,0.4981
2025-12-16,2,予選,0,4,日刊スポーツ杯＆ニッカン・コム杯,東,1,1,まくり,3-1-4,32330,81,3,4,B1,0.3827,0,-0.3827
2025-12-16,3,予選,0,4,日刊スポーツ杯＆ニッカン・コム杯,東,1,1,まくり差し,5-1-4,4070,16,5,5,B1,0.5016,0,-0.5016
2025-12-16,4,予選,0,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-5-3,3940,12,1,1,A2,0.5415,1,0.4585
2025-12-16,5,予選,0,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,まくり,4-6-2,6730,34,4,4,B1,0.3929,0,-0.3929
2025-12-16,6,予選,0,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,まくり差し,5-1-3,41760,59,5,5,B1,0.3921,0,-0.3921
2025-12-16,7,予選,1,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-2-4,480,1,1,1,A1,0.7194,1,0.2806
2025-12-16,8,予選,0,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,抜き,3-2-1,3180,11,3,3,A2,0.4437,0,-0.4437
2025-12-16,9,予選特賞,0,4,日刊スポーツ杯＆ニッカン・コム杯,南,1,1,逃げ,1-3-2,3720,12,1,1,A1,0.7154,1,0.2846
2025-12-16,10,予選特選,0,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-3-4,490,2,1,1,A1,0.6799,1,0.3201
2025-12-16,11,予選特選,0,4,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-2-4,570,1,1,1,A1,0.7115,1,0.2885
2025-12-16,12,一般特賞,0,4,日刊スポーツ杯＆ニッカン・コム杯,東,1,1,逃げ,1-2-6,1150,3,1,1,A1,0.561,1,0.439
2025-12-17,1,一般,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,4,3,まくり,6-2-4,5370,26,6,5,B1,0.4683,0,-0.4683
2025-12-17,2,一般,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,3,2,まくり,4-5-2,14530,50,4,4,B1,0.5128,0,-0.5128
2025-12-17,3,一般,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,3,2,差し,4-5-3,32380,62,4,2,A1,0.4864,0,-0.4864
2025-12-17,4,一般,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,4,3,差し,3-5-6,11340,41,3,3,A2,0.4367,0,-0.4367
2025-12-17,5,一般,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,4,3,まくり,4-1-6,9580,24,4,4,A1,0.4853,0,-0.4853
2025-12-17,6,一般,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,3,2,逃げ,1-3-4,1690,5,1,1,B1,0.5599,1,0.4401
2025-12-17,7,一般,1,5,日刊スポーツ杯＆ニッカン・コム杯,北西,2,1,逃げ,1-5-6,18310,31,1,1,A2,0.5452,1,0.4548
2025-12-17,8,準優進出戦,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,3,2,逃げ,1-5-6,9170,21,1,1,A2,0.6114,1,0.3886
2025-12-17,9,準優進出戦,0,5,日刊スポーツ杯＆ニッカン・コム杯,北西,2,1,逃げ,1-3-4,900,3,1,1,B1,0.6324,1,0.3676
2025-12-17,10,準優進出戦,0,5,日刊スポーツ杯＆ニッカン・コム杯,北,1,1,差し,2-1-4,7940,21,2,2,A1,0.7247,0,-0.7247
2025-12-17,11,準優進出戦,0,5,日刊スポーツ杯＆ニッカン・コム杯,北,1,1,逃げ,1-3-4,2400,9,1,1,A1,0.6799,1,0.3201
2025-12-17,12,一般,0,5,日刊スポーツ杯＆ニッカン・コム杯,北,1,1,まくり,4-2-1,14410,32,4,4,A1,0.6011,0,-0.6011
2025-12-18,1,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,西,1,1,逃げ,1-4-3,2180,9,1,1,B1,0.5122,1,0.4878
2025-12-18,2,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,西,1,1,逃げ,1-4-3,6160,22,1,1,B1,0.4273,1,0.5727
2025-12-18,3,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,南,1,1,まくり,5-6-1,9060,28,5,5,A2,0.4925,0,-0.4925
2025-12-18,4,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,南,1,1,逃げ,1-6-2,930,2,1,1,A2,0.6072,1,0.3928
2025-12-18,5,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,,0,1,逃げ,1-4-2,740,2,1,1,A2,0.6085,1,0.3915
2025-12-18,6,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-3-6,800,1,1,1,A2,0.6725,1,0.3275
2025-12-18,7,一般,1,6,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-3-2,350,1,1,1,A1,0.7154,1,0.2846
2025-12-18,8,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,まくり,3-6-1,11290,41,3,3,A2,0.4437,0,-0.4437
2025-12-18,9,準優勝戦,0,6,日刊スポーツ杯＆ニッカン・コム杯,東,1,1,差し,2-1-3,1840,7,2,2,A2,0.6243,0,-0.6243
2025-12-18,10,準優勝戦,0,6,日刊スポーツ杯＆ニッカン・コム杯,,0,1,逃げ,1-6-5,8670,25,1,1,B1,0.6324,1,0.3676
2025-12-18,11,準優勝戦,0,6,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-5-3,3070,11,1,1,A1,0.6799,1,0.3201
2025-12-18,12,一般,0,6,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,逃げ,1-2-3,1280,4,1,1,A2,0.6012,1,0.3988
2025-12-19,1,一般,0,7,日刊スポーツ杯＆ニッカン・コム杯,南東,2,1,逃げ,1-3-6,3030,9,1,1,B1,0.4122,1,0.5878
2025-12-19,2,一般,0,7,日刊スポーツ杯＆ニッカン・コム杯,東,2,1,抜き,5-4-2,4940,23,5,5,B1,0.4562,0,-0.4562
2025-12-19,3,一般,0,7,日刊スポーツ杯＆ニッカン・コム杯,南東,1,1,まくり,3-6-4,65500,101,3,3,A2,0.5551,0,-0.5551
2025-12-19,4,一般,0,7,日刊スポーツ杯＆ニッカン・コム杯,東,2,1,まくり差し,5-1-4,3240,12,5,5,B1,0.5269,0,-0.5269
2025-12-19,5,一般,0,7,日刊スポーツ杯＆ニッカン・コム杯,南東,2,1,逃げ,1-3-5,13810,34,1,1,B1,0.5014,1,0.4986
2025-12-19,6,一般,0,7,日刊スポーツ杯＆ニッカン・コム杯,南東,2,1,差し,3-4-5,9370,32,3,3,B1,0.3015,0,-0.3015
2025-12-19,7,一般,1,7,日刊スポーツ杯＆ニッカン・コム杯,南,3,2,逃げ,1-5-4,6760,22,1,1,A2,0.4206,1,0.5794
2025-12-19,8,一般,0,7,日刊スポーツ杯＆ニッカン・コム杯,南,3,2,差し,2-1-4,6050,16,2,2,A1,0.6011,0,-0.6011
2025-12-19,9,一般特選,0,7,日刊スポーツ杯＆ニッカン・コム杯,南,2,1,逃げ,1-2-4,1720,6,1,1,A1,0.561,1,0.439
2025-12-19,10,特別選抜戦,0,7,日刊スポーツ杯＆ニッカン・コム杯,,0,1,逃げ,1-5-2,2730,13,1,1,A2,0.7112,1,0.2888
2025-12-19,11,特別選抜戦,0,7,日刊スポーツ杯＆ニッカン・コム杯,南,1,1,逃げ,1-4-2,1080,4,1,1,A1,0.7194,1,0.2806
2025-12-19,12,優勝戦,0,7,日刊スポーツ杯＆ニッカン・コム杯,,0,1,まくり,2-6-1,6240,25,2,4,A1,0.6923,0,-0.6923
2025-12-26,1,シリーズ戦予,0,1,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,北,5,4,まくり,3-2-1,14160,43,3,3,B1,0.6319,0,-0.6319
2025-12-26,2,シリーズ戦予,0,1,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,北,6,5,逃げ,1-3-6,2100,6,1,1,B1,0.6168,1,0.3832
2025-12-26,3,シリーズ戦予,0,1,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,北,6,5,抜き,1-2-4,1330,1,1,1,B1,0.5551,1,0.4449
2025-12-26,4,シリーズ戦予,0,1,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,北西,6,5,逃げ,1-2-5,2790,8,1,1,A2,0.5267,1,0.4733
2025-12-26,5,シリーズ戦予,0,1,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,北,7,6,差し,2-1-6,2130,7,2,2,A2,0.6175,0,-0.6175
2025-12-26,6,シリーズ戦予,0,1,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,北,6,5,まくり,2-3-1,3740,12,2,2,A2,0.5934,0,-0.5934
