date,race,rank,boat,regno,name,motor,boatno,exhib,course,st
2026-03-21,3,05,6,4871,菊池宏志,41,74,6.75,6,0.14
2026-03-21,3,06,2,5308,藤森拓海,47,58,6.82,2,0.11
2026-03-21,4,01,1,3743,林美憲,40,72,6.75,1,0.20
2026-03-21,4,02,4,4991,宗行治哉,50,46,6.8,4,0.19
2026-03-21,4,03,2,4423,坂口貴彦,65,56,6.77,2,0.17
2026-03-21,4,04,3,3757,畑和宏,34,53,6.8,3,0.16
2026-03-21,4,05,5,5011,高木圭大,17,40,6.82,5,0.18
2026-03-21,4,06,6,5375,庄島潤成,25,73,6.79,6,0.18
2026-03-21,5,01,1,4953,尾上雅也,48,43,6.7,1,0.23
2026-03-21,5,02,2,5214,田中宏典,26,31,6.79,2,0.27
2026-03-21,5,03,4,5064,品川二千翔,33,61,6.79,4,0.19
2026-03-21,5,04,3,4809,外崎悟,60,23,6.75,3,0.23
2026-03-21,5,05,5,3922,菅沼佳昭,44,66,6.74,5,0.23
2026-03-21,5,06,6,5429,吉川颯汰,38,59,6.77,6,0.23
2026-03-21,6,01,1,4155,長野壮志郎,46,45,6.71,1,0.09
2026-03-21,6,02,3,5037,田頭虎親,43,54,6.74,3,0.13
2026-03-21,6,03,6,4096,石橋道友,36,48,6.76,6,0.12
2026-03-21,6,04,4,4381,田路朋史,75,37,6.76,4,0.12
2026-03-21,6,05,2,4104,木下陽介,64,55,6.8,2,0.11
2026-03-21,6,06,5,4665,加藤啓太,37,16,6.77,5,0.12
2026-03-21,7,01,1,4468,大池佑来,76,29,6.8,1,0.11
2026-03-21,7,02,2,3880,浅見宗孝,30,18,6.82,2,0.12
2026-03-21,7,03,5,3966,作間章,20,20,6.75,5,0.20
2026-03-21,7,04,4,4248,岡本大,69,60,6.84,4,0.16
2026-03-21,7,05,6,4866,橋本英一,71,27,6.81,6,0.23
2026-03-21,7,06,3,3981,今坂晃広,59,52,6.76,3,0.15
2026-03-21,8,01,3,4522,古澤光紀,29,34,6.77,3,0.12
2026-03-21,8,02,4,4452,松尾祭,35,78,6.84,4,0.19
2026-03-21,8,03,1,4693,松下誉士,53,68,6.79,1,0.16
2026-03-21,8,04,5,4263,武重雄介,73,15,6.86,5,0.16
2026-03-21,8,05,6,4691,水原慎,27,69,6.86,6,0.17
2026-03-21,8,06,2,5124,上瀧絢也,62,71,6.8,2,0.12
2026-03-21,9,01,1,4343,村岡賢,11,70,6.73,1,0.18
2026-03-21,9,02,3,3737,上平真二,74,51,6.81,3,0.14
2026-03-21,9,03,2,4976,金山立樹,22,14,6.81,2,0.18
2026-03-21,9,04,5,4423,坂口貴彦,65,56,6.79,5,0.11
2026-03-21,9,05,6,4656,大崎翔,16,11,6.85,6,0.14
2026-03-21,9,06,4,4809,外崎悟,60,23,6.78,4,0.13
2026-03-21,10,01,1,4009,小林一樹,21,21,6.74,1,0.10
2026-03-21,10,02,5,4953,尾上雅也,48,43,6.76,5,0.13
2026-03-21,10,03,6,3743,林美憲,40,72,6.81,4,0.16
2026-03-21,10,04,3,3811,石田章央,18,33,6.8,3,0.19
2026-03-21,10,05,2,4155,長野壮志郎,46,45,6.76,2,0.17
2026-03-21,10,06,4,4552,杉山勝匡,23,32,6.71,6,0.17
2026-03-21,11,01,1,4096,石橋道友,36,48,6.76,1,0.10
2026-03-21,11,02,2,4471,新田泰章,13,67,6.75,2,0.12
2026-03-21,11,03,5,4259,真庭明志,24,57,6.78,5,0.08
2026-03-21,11,04,3,4991,宗行治哉,50,46,6.82,3,0.17
2026-03-21,11,05,6,4468,大池佑来,76,29,6.83,6,0.10
2026-03-21,11,06,4,3807,岡部哲,32,28,6.83,4,0.12
2026-03-21,12,01,2,5037,田頭虎親,43,54,6.77,2,0.13
2026-03-21,12,02,1,3966,作間章,20,20,6.8,1,0.14
2026-03-21,12,03,6,4522,古澤光紀,29,34,6.78,6,0.16
2026-03-21,12,04,3,5214,田中宏典,26,31,6.85,3,0.18
2026-03-21,12,05,5,4100,松田隆司,66,50,6.85,5,0.19
2026-03-21,12,06,4,4871,菊池宏志,41,74,6.81,4,0.18
2026-03-22,1,01,4,3981,今坂晃広,59,52,6.89,4,0.08
2026-03-22,1,02,1,4423,坂口貴彦,65,56,6.84,1,0.12
2026-03-22,1,03,5,3880,浅見宗孝,30,18,6.91,5,0.12
2026-03-22,1,04,2,4656,大崎翔,16,11,6.91,2,0.15
2026-03-22,1,05,6,5429,吉川颯汰,38,59,6.79,6,0.11
2026-03-22,1,06,3,4100,松田隆司,66,50,6.89,3,0.14
2026-03-22,2,01,5,3757,畑和宏,34,53,6.84,5,0.05
2026-03-22,2,02,2,3922,菅沼佳昭,44,66,6.81,2,0.12
2026-03-22,2,03,1,4552,杉山勝匡,23,32,6.85,1,0.10
2026-03-22,2,04,6,5308,藤森拓海,47,58,6.87,6,0.07
2026-03-22,2,05,3,5124,上瀧絢也,62,71,6.87,3,0.15
2026-03-22,2,S1,4,4665,加藤啓太,37,16,6.88,4,0.16
2026-03-22,3,01,1,4691,水原慎,27,69,6.84,1,0.07
2026-03-22,3,02,4,5037,田頭虎親,43,54,6.82,4,0.18
2026-03-22,3,03,2,3574,大神康司,63,49,6.89,2,0.15
2026-03-22,3,04,3,5011,高木圭大,17,40,6.92,3,0.13
2026-03-22,3,05,6,4259,真庭明志,24,57,6.82,6,0.23
2026-03-22,3,06,5,4104,木下陽介,64,55,6.85,5,0.14
2026-03-22,4,01,2,4263,武重雄介,73,15,6.94,2,0.29
2026-03-22,4,02,1,3807,岡部哲,32,28,6.9,1,0.24
2026-03-22,4,03,3,4381,田路朋史,75,37,6.84,3,0.29
2026-03-22,4,04,6,5214,田中宏典,26,31,6.85,6,0.20
2026-03-22,4,05,4,3741,松尾基成,56,41,6.91,4,0.25
2026-03-22,4,06,5,5375,庄島潤成,25,73,6.82,5,0.28
2026-03-22,5,01,5,5064,品川二千翔,33,61,6.84,5,0.13
2026-03-22,5,02,4,3743,林美憲,40,72,6.83,4,0.08
2026-03-22,5,03,6,4976,金山立樹,22,14,6.83,6,0.09
2026-03-22,5,04,2,4054,福嶋智之,58,38,6.86,2,0.10
2026-03-22,5,05,1,4871,菊池宏志,41,74,6.81,1,0.12
2026-03-22,5,06,3,3981,今坂晃広,59,52,6.86,3,0.15
2026-03-22,6,01,1,4809,外崎悟,60,23,6.81,1,0.14
2026-03-22,6,02,3,4693,松下誉士,53,68,6.81,3,0.20
2026-03-22,6,03,2,4468,大池佑来,76,29,6.84,2,0.22
2026-03-22,6,04,5,5124,上瀧絢也,62,71,6.89,5,0.19
2026-03-22,6,05,6,4155,長野壮志郎,46,45,6.82,6,0.15
2026-03-22,6,06,4,4100,松田隆司,66,50,6.89,4,0.19
2026-03-22,7,01,1,3811,石田章央,18,33,6.83,1,0.17
2026-03-22,7,02,3,4452,松尾祭,35,78,6.92,3,0.26
2026-03-22,7,03,2,3757,畑和宏,34,53,6.84,2,0.19
2026-03-22,7,04,6,4866,橋本英一,71,27,6.84,6,0.26
2026-03-22,7,05,4,5011,高木圭大,17,40,6.92,4,0.24
2026-03-22,7,06,5,5429,吉川颯汰,38,59,6.82,5,0.29
2026-03-22,8,01,1,4991,宗行治哉,50,46,6.82,1,0.15
2026-03-22,8,02,5,3574,大神康司,63,49,6.9,2,0.16
2026-03-22,8,03,4,3880,浅見宗孝,30,18,6.93,5,0.07
2026-03-22,8,04,3,4104,木下陽介,64,55,6.85,4,0.08
2026-03-22,8,05,2,4665,加藤啓太,37,16,6.85,3,0.14
2026-03-22,8,S1,6,5375,庄島潤成,25,73,6.81,6,0.10
2026-03-22,9,01,1,4522,古澤光紀,29,34,6.78,1,0.23
2026-03-22,9,02,2,5064,品川二千翔,33,61,6.86,2,0.25
2026-03-22,9,03,6,3966,作間章,20,20,6.85,6,0.28
2026-03-22,9,04,3,4248,岡本大,69,60,6.99,3,0.33
2026-03-22,9,05,5,5037,田頭虎親,43,54,6.88,5,0.35
2026-03-22,9,06,4,4263,武重雄介,73,15,6.95,4,0.33
2026-03-22,10,01,1,4259,真庭明志,24,57,6.86,1,0.14
2026-03-22,10,02,2,3743,林美憲,40,72,6.84,2,0.15
2026-03-22,10,03,4,4155,長野壮志郎,46,45,6.84,4,0.14
2026-03-22,10,04,3,4423,坂口貴彦,65,56,6.87,3,0.17
2026-03-22,10,05,6,4552,杉山勝匡,23,32,6.84,6,0.11
2026-03-22,10,06,5,4809,外崎悟,60,23,6.89,5,0.14
2026-03-22,11,01,1,4096,石橋道友,36,48,6.81,1,0.07
2026-03-22,11,02,5,3737,上平真二,74,51,6.84,5,0.14
2026-03-22,11,03,6,4953,尾上雅也,48,43,6.8,6,0.12
2026-03-22,11,04,3,4343,村岡賢,11,70,6.8,3,0.17
2026-03-22,11,05,2,4009,小林一樹,21,21,6.8,2,0.10
2026-03-22,11,06,4,4471,新田泰章,13,67,6.82,4,0.14
2026-03-22,12,01,2,4991,宗行治哉,50,46,6.87,2,0.11
2026-03-22,12,02,3,3811,石田章央,18,33,6.89,3,0.09
2026-03-22,12,03,1,4976,金山立樹,22,14,6.87,1,0.20
2026-03-22,12,04,5,4468,大池佑来,76,29,6.91,5,0.12
2026-03-22,12,05,4,4656,大崎翔,16,11,6.89,4,0.11
2026-03-22,12,06,6,3807,岡部哲,32,28,6.96,6,0.16
2026-03-28,1,01,3,4152,深水慎一郎,62,30,6.85,3,0.10
2026-03-28,1,02,4,3843,上之晃弘,64,55,6.93,4,0.13
2026-03-28,1,03,2,5086,本村大,65,50,6.78,2,0.15
2026-03-28,1,04,1,4708,半田尚也,30,41,6.87,1,0.20
2026-03-28,1,05,6,3352,小川晃司,53,66,6.88,6,0.14
2026-03-28,1,06,5,4103,山崎善庸,36,72,6.96,5,0.16
2026-03-28,2,01,3,4873,蒲原健太,11,26,6.77,4,0.08
2026-03-28,2,02,6,3473,石川真二,35,24,6.92,2,0.06
2026-03-28,2,03,1,5054,佐々木大河,13,56,6.81,1,0.03
2026-03-28,2,04,4,3933,山地正樹,60,43,6.87,3,0.09
2026-03-28,2,05,2,3564,桑原啓,33,19,6.85,5,0.12
2026-03-28,2,06,5,5428,古園井綾南,44,77,6.83,6,0.37
2026-03-28,3,01,1,4329,小松卓司,41,33,6.86,1,0.14
2026-03-28,3,02,3,5087,佐藤航,71,29,6.84,3,0.14
2026-03-28,3,03,4,4164,岩永節也,15,70,6.85,4,0.17
2026-03-28,3,04,5,2538,高橋二朗,18,23,6.89,5,0.14
2026-03-28,3,05,2,5026,安河内健,52,32,6.88,2,0.20
2026-03-28,3,06,6,5310,土屋蘭,58,78,6.84,6,0.16
2026-03-28,4,01,4,4994,山本梨菜,59,69,6.76,4,0.16
2026-03-28,4,02,5,4676,後藤隼之,22,22,6.88,5,0.14
2026-03-28,4,03,2,3621,天野晶夫,46,74,6.84,2,0.18
2026-03-28,4,04,3,4555,富永大一,39,36,6.84,3,0.19
2026-03-28,4,05,6,4023,柴田友和,16,25,6.85,6,0.17
2026-03-28,4,S1,1,3054,北川幸典,38,54,6.79,1,0.20
2026-03-28,5,01,3,5092,篠原晟弥,29,12,6.81,4,0.14
2026-03-28,5,02,2,4895,門間雄大,24,21,6.87,3,0.11
2026-03-28,5,03,6,3822,平尾崇典,25,53,6.83,2,0.21
2026-03-28,5,04,4,4949,横田貴満,26,11,6.84,5,0.15
2026-03-28,5,05,1,3860,松本浩貴,48,47,6.82,1,0.29
2026-03-28,5,06,5,5342,原村百那,47,62,6.8,6,0.15
2026-03-28,6,01,4,4503,上野真之介,17,27,6.87,4,0.13
2026-03-28,6,02,5,4958,溝口海義也,34,59,6.8,5,0.18
2026-03-28,6,03,1,4782,浜崎準也,27,51,6.85,1,0.22
2026-03-28,6,04,6,3776,横井健太,12,75,6.88,6,0.21
2026-03-28,6,05,2,4103,山崎善庸,36,72,6.9,2,0.23
2026-03-28,6,06,3,5376,吉田一心,28,68,6.85,3,0.15
2026-03-28,7,01,1,4535,北山康介,74,52,6.8,1,0.13
2026-03-28,7,02,4,3629,浅見昌克,43,63,6.8,4,0.11
2026-03-28,7,03,2,4572,渡部悟,63,60,6.88,2,0.15
2026-03-28,7,04,3,3564,桑原啓,33,19,6.81,3,0.14
2026-03-28,7,05,6,5409,宮本琉正,50,61,6.85,6,0.10
2026-03-28,7,06,5,4708,半田尚也,30,41,6.87,5,0.15
2026-03-28,8,01,1,3933,山地正樹,60,43,6.81,1,0.17
2026-03-28,8,02,2,4515,藤田浩人,49,40,6.78,2,0.15
2026-03-28,8,03,3,3848,川上聡介,20,17,6.8,3,0.16
2026-03-28,8,04,6,3352,小川晃司,53,66,6.81,6,0.14
2026-03-28,8,05,5,5049,松井友汰,69,45,6.82,5,0.24
2026-03-28,8,06,4,2538,高橋二朗,18,23,6.83,4,0.33
2026-03-28,9,01,1,4014,片岡恵里,21,18,6.74,1,0.15
2026-03-28,9,02,3,5310,土屋蘭,58,78,6.83,3,0.06
2026-03-28,9,03,2,5291,三嶌こころ,40,49,6.78,2,0.13
2026-03-28,9,04,4,5123,福山恵里奈,66,35,6.83,4,0.00
2026-03-28,9,05,5,5438,星田夢結,14,15,6.83,5,0.02
2026-03-28,9,06,6,5428,古園井綾南,44,77,6.83,6,0.09
2026-03-28,10,01,1,5092,篠原晟弥,29,12,6.8,1,0.14
2026-03-28,10,02,2,4345,西舘健,23,58,6.85,2,0.19
2026-03-28,10,03,3,3843,上之晃弘,64,55,6.87,3,0.31
2026-03-28,10,04,4,3054,北川幸典,38,54,6.81,4,0.37
2026-03-28,10,05,6,4873,蒲原健太,11,26,6.72,6,0.47
2026-03-28,10,06,5,4329,小松卓司,41,33,6.85,5,0.47
2026-03-28,11,01,1,4949,横田貴満,26,11,6.82,1,0.16
2026-03-28,11,02,2,4958,溝口海義也,34,59,6.74,2,0.14
2026-03-28,11,03,3,3621,天野晶夫,46,74,6.84,3,0.12
2026-03-28,11,04,6,5087,佐藤航,71,29,6.82,5,0.06
2026-03-28,11,05,4,5054,佐々木大河,13,56,6.76,4,0.09
2026-03-28,11,06,5,4152,深水慎一郎,62,30,6.79,6,0.10
2026-03-28,12,01,1,4503,上野真之介,17,27,6.81,1,0.11
2026-03-28,12,02,3,4994,山本梨菜,59,69,6.74,3,0.17
2026-03-28,12,03,2,3473,石川真二,35,24,6.87,2,0.17
2026-03-28,12,04,5,4535,北山康介,74,52,6.84,5,0.26
2026-03-28,12,05,4,3822,平尾崇典,25,53,6.8,4,0.26
2026-03-28,12,06,6,5026,安河内健,52,32,6.85,6,0.31
2026-03-29,1,01,1,4164,岩永節也,15,70,6.88,1,0.19
2026-03-29,1,02,6,3860,松本浩貴,48,47,6.85,4,0.13
2026-03-29,1,03,3,5086,本村大,65,50,6.82,3,0.18
2026-03-29,1,04,2,2538,高橋二朗,18,23,6.94,2,0.37
2026-03-29,1,05,5,5438,星田夢結,14,15,6.89,6,0.04
2026-03-29,1,06,4,5409,宮本琉正,50,61,6.88,5,0.02
2026-03-29,2,01,3,4345,西舘健,23,58,6.9,3,0.07
2026-03-29,2,02,1,3776,横井健太,12,75,6.91,1,0.20
2026-03-29,2,03,4,4708,半田尚也,30,41,6.96,4,0.16
2026-03-29,2,04,2,4555,富永大一,39,36,6.92,2,0.18
2026-03-29,2,05,5,4782,浜崎準也,27,51,6.9,5,0.19
2026-03-29,2,06,6,5342,原村百那,47,62,6.87,6,0.17
2026-03-29,3,01,1,4676,後藤隼之,22,22,6.96,1,0.09
2026-03-29,3,02,4,3848,川上聡介,20,17,6.98,4,0.13
2026-03-29,3,03,6,5049,松井友汰,69,45,6.92,5,0.22
2026-03-29,3,04,3,4895,門間雄大,24,21,6.93,3,0.12
2026-03-29,3,05,2,4329,小松卓司,41,33,6.92,2,0.12
2026-03-29,3,06,5,5428,古園井綾南,44,77,6.86,6,0.33
2026-03-29,4,01,1,3629,浅見昌克,43,63,6.89,1,0.10
2026-03-29,4,02,2,5123,福山恵里奈,66,35,6.93,2,0.15
2026-03-29,4,03,3,4023,柴田友和,16,25,6.96,3,0.17
2026-03-29,4,04,5,4949,横田貴満,26,11,6.87,5,0.14
2026-03-29,4,05,4,5376,吉田一心,28,68,6.92,4,0.16
2026-03-29,4,06,6,3564,桑原啓,33,19,6.86,6,0.17
2026-03-29,5,01,4,3473,石川真二,35,24,6.93,1,0.07
2026-03-29,5,02,3,4515,藤田浩人,49,40,6.87,4,0.22
2026-03-29,5,03,1,5310,土屋蘭,58,78,6.84,2,0.10
2026-03-29,5,04,6,3352,小川晃司,53,66,6.94,6,0.14
2026-03-29,5,05,2,3843,上之晃弘,64,55,6.96,3,0.17
2026-03-29,5,06,5,5291,三嶌こころ,40,49,6.89,5,0.27
2026-03-29,6,01,3,3054,北川幸典,38,54,6.83,3,0.13
2026-03-29,6,02,5,5026,安河内健,52,32,6.93,5,0.13
2026-03-29,6,03,2,4164,岩永節也,15,70,6.84,2,0.16
2026-03-29,6,04,4,5342,原村百那,47,62,6.83,4,0.11
2026-03-29,6,05,1,4572,渡部悟,63,60,6.92,1,0.21
2026-03-29,6,06,6,4103,山崎善庸,36,72,6.97,6,0.17
2026-03-29,7,01,1,3822,平尾崇典,25,53,6.8,1,0.14
2026-03-29,7,02,3,4014,片岡恵里,21,18,6.79,3,0.08
2026-03-29,7,03,2,5054,佐々木大河,13,56,6.81,2,0.12
2026-03-29,7,04,5,4895,門間雄大,24,21,6.87,5,0.06
2026-03-29,7,05,4,4782,浜崎準也,27,51,6.83,4,0.05
2026-03-29,7,06,6,5438,星田夢結,14,15,6.85,6,0.09
2026-03-29,8,01,1,4152,深水慎一郎,62,30,6.84,1,0.07
2026-03-29,8,02,3,3860,松本浩貴,48,47,6.82,3,0.14
2026-03-29,8,03,4,4958,溝口海義也,34,59,6.77,4,0.10
2026-03-29,8,04,6,4535,北山康介,74,52,6.85,6,0.15
2026-03-29,8,05,2,4873,蒲原健太,11,26,6.79,2,0.10
2026-03-29,8,06,5,5123,福山恵里奈,66,35,6.82,5,0.09
2026-03-29,9,01,6,4503,上野真之介,17,27,6.83,5,0.08
2026-03-29,9,02,1,3848,川上聡介,20,17,6.82,1,0.13
2026-03-29,9,03,4,5310,土屋蘭,58,78,6.82,4,0.10
2026-03-29,9,04,3,3776,横井健太,12,75,6.87,3,0.17
2026-03-29,9,05,5,5409,宮本琉正,50,61,6.85,6,0.07
2026-03-29,9,06,2,4023,柴田友和,16,25,6.88,2,0.19
2026-03-29,10,01,1,5087,佐藤航,71,29,6.81,1,0.11
2026-03-29,10,02,2,4994,山本梨菜,59,69,6.77,2,0.15
2026-03-29,10,03,3,3933,山地正樹,60,43,6.85,3,0.16
2026-03-29,10,04,5,5092,篠原晟弥,29,12,6.82,4,0.17
2026-03-29,10,05,6,3621,天野晶夫,46,74,6.88,5,0.21
2026-03-29,10,06,4,5291,三嶌こころ,40,49,6.84,6,0.27
2026-03-29,11,01,3,4676,後藤隼之,22,22,6.91,3,0.09
2026-03-29,11,02,6,4345,西舘健,23,58,6.91,6,0.14
2026-03-29,11,03,4,5086,本村大,65,50,6.76,4,0.12
2026-03-29,11,04,1,3473,石川真二,35,24,6.86,1,0.08
2026-03-29,11,05,5,4572,渡部悟,63,60,6.9,5,0.11
2026-03-29,11,06,2,4949,横田貴満,26,11,6.85,2,0.17
2026-03-29,12,01,2,5049,松井友汰,69,45,6.86,2,0.20
2026-03-29,12,02,1,5026,安河内健,52,32,6.84,1,0.17
2026-03-29,12,03,6,4555,富永大一,39,36,6.86,6,0.12
2026-03-29,12,04,5,4515,藤田浩人,49,40,6.83,5,0.09
2026-03-29,12,05,3,3629,浅見昌克,43,63,6.84,3,0.12
2026-03-29,12,06,4,4014,片岡恵里,21,18,6.75,4,0.10
2026-03-30,1,01,2,3054,北川幸典,38,54,6.82,2,0.27
2026-03-30,1,02,3,3564,桑原啓,33,19,6.87,3,0.28
2026-03-30,1,03,1,2538,高橋二朗,18,23,6.85,1,0.23
2026-03-30,1,04,5,5342,原村百那,47,62,6.83,5,0.27
2026-03-30,1,05,6,4329,小松卓司,41,33,6.88,6,0.37
2026-03-30,1,06,4,3860,松本浩貴,48,47,6.85,4,0.27
2026-03-30,2,01,6,4152,深水慎一郎,62,30,6.85,5,0.05
2026-03-30,2,02,1,3843,上之晃弘,64,55,6.85,1,0.06
2026-03-30,2,03,4,4023,柴田友和,16,25,6.92,4,0.15
2026-03-30,2,04,3,4103,山崎善庸,36,72,6.91,3,0.14
2026-03-30,2,05,2,4782,浜崎準也,27,51,6.84,2,0.07
2026-03-30,2,06,5,5428,古園井綾南,44,77,6.83,6,0.09
2026-03-30,3,01,5,3933,山地正樹,60,43,6.89,2,0.12
2026-03-30,3,02,1,5376,吉田一心,28,68,6.88,1,0.22
2026-03-30,3,03,6,3352,小川晃司,53,66,6.94,6,0.16
2026-03-30,3,04,2,3776,横井健太,12,75,6.95,3,0.16
2026-03-30,3,05,3,5123,福山恵里奈,66,35,6.92,4,0.16
2026-03-30,3,06,4,5086,本村大,65,50,6.81,5,0.18
2026-03-30,4,01,2,5092,篠原晟弥,29,12,6.84,2,0.14
2026-03-30,4,02,1,4895,門間雄大,24,21,6.88,1,0.23
2026-03-30,4,03,4,4535,北山康介,74,52,6.89,4,0.13
2026-03-30,4,04,6,4014,片岡恵里,21,18,6.81,5,0.15
2026-03-30,4,05,3,4164,岩永節也,15,70,6.86,3,0.10
2026-03-30,4,06,5,5438,星田夢結,14,15,6.88,6,0.19
2026-03-30,5,01,2,3629,浅見昌克,43,63,6.86,2,0.08
2026-03-30,5,02,1,3621,天野晶夫,46,74,6.9,1,0.10
2026-03-30,5,03,5,4503,上野真之介,17,27,6.89,5,0.18
2026-03-30,5,04,3,4708,半田尚也,30,41,6.97,3,0.15
2026-03-30,5,05,4,5049,松井友汰,69,45,6.84,4,0.19
2026-03-30,5,06,6,5291,三嶌こころ,40,49,6.85,6,0.25
2026-03-30,6,01,1,4515,藤田浩人,49,40,6.92,1,0.17
2026-03-30,6,02,5,4994,山本梨菜,59,69,6.82,5,0.14
2026-03-30,6,03,3,5054,佐々木大河,13,56,6.87,3,0.20
2026-03-30,6,04,6,4572,渡部悟,63,60,6.98,6,0.11
2026-03-30,6,05,2,4676,後藤隼之,22,22,6.94,2,0.17
2026-03-30,6,06,4,3564,桑原啓,33,19,6.91,4,0.16
2026-03-30,7,01,1,4958,溝口海義也,34,59,6.8,1,0.09
2026-03-30,7,02,5,4555,富永大一,39,36,6.93,5,0.18
2026-03-30,7,03,3,2538,高橋二朗,18,23,6.89,3,0.17
2026-03-30,7,04,4,5026,安河内健,52,32,6.96,4,0.15
2026-03-30,7,05,2,4103,山崎善庸,36,72,6.97,2,0.15
2026-03-30,7,06,6,5123,福山恵里奈,66,35,6.91,6,0.21
2026-03-30,8,01,1,4873,蒲原健太,11,26,6.81,1,0.17
2026-03-30,8,02,2,3822,平尾崇典,25,53,6.87,2,0.12
2026-03-30,8,03,6,3352,小川晃司,53,66,6.89,6,0.14
2026-03-30,8,04,4,5409,宮本琉正,50,61,6.89,5,0.14
2026-03-30,8,05,3,4949,横田貴満,26,11,6.88,3,0.14
2026-03-30,8,06,5,3054,北川幸典,38,54,6.81,4,0.32
2026-03-30,9,01,1,4345,西舘健,23,58,6.93,1,0.12
2026-03-30,9,02,2,3848,川上聡介,20,17,6.9,3,0.10
2026-03-30,9,03,5,3473,石川真二,35,24,6.91,2,0.13
2026-03-30,9,04,4,5087,佐藤航,71,29,6.87,5,0.19
2026-03-30,9,05,3,4329,小松卓司,41,33,6.92,4,0.17
2026-03-30,9,06,6,4708,半田尚也,30,41,6.97,6,0.27
2026-03-30,10,01,1,4994,山本梨菜,59,69,6.81,1,0.21
2026-03-30,10,02,3,5291,三嶌こころ,40,49,6.85,3,0.20
2026-03-30,10,03,2,4014,片岡恵里,21,18,6.8,2,0.19
2026-03-30,10,04,5,5310,土屋蘭,58,78,6.85,5,0.15
2026-03-30,10,05,4,5342,原村百那,47,62,6.84,4,0.17
2026-03-30,10,06,6,5428,古園井綾南,44,77,6.85,6,0.11
2026-03-30,11,01,1,4535,北山康介,74,52,6.84,1,0.24
2026-03-30,11,02,2,3933,山地正樹,60,43,6.9,2,0.21
2026-03-30,11,03,6,5054,佐々木大河,13,56,6.85,6,0.22
2026-03-30,11,04,3,4958,溝口海義也,34,59,6.78,3,0.18
2026-03-30,11,05,4,3621,天野晶夫,46,74,6.9,4,0.21
2026-03-30,11,06,5,3843,上之晃弘,64,55,6.89,5,0.20
2026-03-30,12,01,1,4503,上野真之介,17,27,6.87,1,0.09
2026-03-30,12,02,4,4873,蒲原健太,11,26,6.81,3,0.09
2026-03-30,12,03,6,5092,篠原晟弥,29,12,6.89,6,0.01
2026-03-30,12,04,5,5376,吉田一心,28,68,6.91,5,0.07
2026-03-30,12,05,3,4572,渡部悟,63,60,6.93,4,0.09
2026-03-30,12,06,2,4152,深水慎一郎,62,30,6.94,2,0.15
2026-03-31,1,01,1,5086,本村大,65,50,6.75,1,0.28
2026-03-31,1,02,4,4164,岩永節也,15,70,6.78,4,0.20
2026-03-31,1,03,3,3621,天野晶夫,46,74,6.81,3,0.18
2026-03-31,1,04,6,4782,浜崎準也,27,51,6.81,6,0.19
2026-03-31,1,05,5,5409,宮本琉正,50,61,6.87,5,0.15
2026-03-31,1,S1,2,5376,吉田一心,28,68,6.8,2,0.19
2026-03-31,2,01,6,3848,川上聡介,20,17,6.83,5,0.11
2026-03-31,2,02,2,5310,土屋蘭,58,78,6.8,2,0.18
2026-03-31,2,03,5,5438,星田夢結,14,15,6.86,6,0.14
2026-03-31,2,04,1,4103,山崎善庸,36,72,6.89,1,0.19
2026-03-31,2,05,3,5049,松井友汰,69,45,6.87,3,0.18
2026-03-31,2,06,4,2538,高橋二朗,18,23,6.85,4,0.19
2026-03-31,3,01,4,5092,篠原晟弥,29,12,6.74,4,0.11
2026-03-31,3,02,3,3860,松本浩貴,48,47,6.78,3,0.08
2026-03-31,3,03,6,4676,後藤隼之,22,22,6.83,5,0.09
2026-03-31,3,04,2,4535,北山康介,74,52,6.81,2,0.16
2026-03-31,3,05,1,5123,福山恵里奈,66,35,6.81,1,0.21
2026-03-31,3,06,5,5428,古園井綾南,44,77,6.77,6,0.15
2026-03-31,4,01,4,3629,浅見昌克,43,63,6.83,4,0.10
2026-03-31,4,02,5,3822,平尾崇典,25,53,6.78,5,0.06
2026-03-31,4,03,3,4014,片岡恵里,21,18,6.72,3,0.09
2026-03-31,4,04,6,4895,門間雄大,24,21,6.79,6,0.06
2026-03-31,4,05,2,4708,半田尚也,30,41,6.84,2,0.21
2026-03-31,4,06,1,4023,柴田友和,16,25,6.81,1,0.23
2026-03-31,5,01,4,5087,佐藤航,71,29,6.82,4,0.22
2026-03-31,5,02,1,5291,三嶌こころ,40,49,6.81,1,0.22
2026-03-31,5,03,2,4329,小松卓司,41,33,6.89,2,0.21
2026-03-31,5,04,3,4555,富永大一,39,36,6.84,3,0.23
2026-03-31,5,05,6,4949,横田貴満,26,11,6.83,5,0.24
2026-03-31,5,L0,5,5376,吉田一心,28,68,6.84,,.
2026-03-31,6,01,5,4345,西舘健,23,58,6.79,5,0.14
2026-03-31,6,02,1,3564,桑原啓,33,19,6.75,1,0.19
2026-03-31,6,03,2,4503,上野真之介,17,27,6.79,2,0.18
2026-03-31,6,04,4,3843,上之晃弘,64,55,6.82,4,0.19
2026-03-31,6,05,3,3776,横井健太,12,75,6.86,3,0.27
2026-03-31,6,06,6,5438,星田夢結,14,15,6.77,6,0.23
2026-03-31,7,01,2,4515,藤田浩人,49,40,6.77,2,0.04
2026-03-31,7,02,4,3054,北川幸典,38,54,6.77,4,0.07
2026-03-31,7,03,3,3848,川上聡介,20,17,6.81,3,0.05
