regno,選手名,全国ダッシュn,全国ダッシュST,全国スローn,全国スローST,当地ダッシュn,当地ダッシュST,当地スローn,当地スローST,採用スローST,スロー源,スロー遅れ,スロー巧者,採用ダッシュST,ダッシュ源,ダッシュ遅れ,ダッシュ巧者
2538,高橋二朗,80.0,0.21,98.0,0.209,3.0,0.2,2.0,0.26,0.209,全国,●,,0.21,全国,●,
2878,富山弘幸,92.0,0.176,117.0,0.169,5.0,0.132,5.0,0.14,0.169,全国,,,0.176,全国,,
3024,西島義則,3.0,0.137,214.0,0.164,,,10.0,0.146,0.146,当地,,,0.137,全国,,
3054,北川幸典,81.0,0.183,80.0,0.176,4.0,0.175,5.0,0.184,0.176,全国,,,0.183,全国,●,
3070,山室展弘,30.0,0.133,94.0,0.162,,,,,0.162,全国,,,0.133,全国,,
3072,西田靖,,,192.0,0.163,,,,,0.163,全国,,,,全国,,
3075,中村裕将,102.0,0.13,110.0,0.128,4.0,0.085,6.0,0.115,0.128,全国,,●,0.13,全国,,●
3081,岡本慎治,61.0,0.172,58.0,0.166,,,,,0.166,全国,,,0.172,全国,,
3105,内山文典,84.0,0.174,94.0,0.175,4.0,0.13,5.0,0.144,0.175,全国,,,0.174,全国,,
3107,平岡重典,68.0,0.177,73.0,0.174,5.0,0.176,5.0,0.14,0.174,全国,,,0.177,全国,,
3156,金子良昭,54.0,0.185,123.0,0.167,3.0,0.207,6.0,0.168,0.167,全国,,,0.185,全国,●,
3158,島川光男,111.0,0.149,119.0,0.145,5.0,0.17,5.0,0.15,0.145,全国,,,0.149,全国,,
3159,江口晃生,,,167.0,0.156,,,17.0,0.145,0.145,当地,,,,全国,,
3161,古場輝義,71.0,0.169,135.0,0.187,8.0,0.188,13.0,0.145,0.145,当地,,,0.169,全国,,
3175,渡辺千草,92.0,0.153,89.0,0.16,11.0,0.139,7.0,0.163,0.16,全国,,,0.139,当地,,
3176,長谷川巌,59.0,0.207,64.0,0.177,,,,,0.177,全国,,,0.207,全国,●,
3202,三品隆浩,99.0,0.213,108.0,0.187,8.0,0.2,9.0,0.176,0.187,全国,●,,0.213,全国,●,
3207,田村美和,75.0,0.154,86.0,0.196,,,,,0.196,全国,●,,0.154,全国,,
3211,北川敏弘,90.0,0.172,93.0,0.18,,,,,0.18,全国,,,0.172,全国,,
3212,亀本勇樹,72.0,0.158,113.0,0.169,4.0,0.06,5.0,0.14,0.169,全国,,,0.158,全国,,
3224,栗山繁洋,95.0,0.196,96.0,0.195,,,,,0.195,全国,●,,0.196,全国,●,
3226,浦田信義,97.0,0.188,110.0,0.179,4.0,0.125,5.0,0.206,0.179,全国,,,0.188,全国,●,
3232,山川美由紀,83.0,0.163,92.0,0.152,,,,,0.152,全国,,,0.163,全国,,
3233,小畑実成,99.0,0.173,103.0,0.16,,,,,0.16,全国,,,0.173,全国,,
3246,星野政彦,35.0,0.154,43.0,0.178,4.0,0.132,5.0,0.21,0.178,全国,,,0.154,全国,,
3251,平石和男,129.0,0.195,158.0,0.187,5.0,0.178,5.0,0.182,0.187,全国,●,,0.195,全国,●,
3256,三角哲男,100.0,0.16,129.0,0.134,,,,,0.134,全国,,,0.16,全国,,
3257,田頭実,4.0,0.168,198.0,0.137,,,9.0,0.132,0.137,全国,,,0.168,全国,,
3265,今村暢孝,,,179.0,0.144,,,,,0.144,全国,,,,全国,,
3268,森竜也,83.0,0.176,125.0,0.157,17.0,0.185,27.0,0.166,0.166,当地,,,0.185,当地,●,
3273,石田豪,6.0,0.192,5.0,0.186,,,,,0.186,全国,●,,0.192,全国,●,
3277,齋藤勇,97.0,0.18,112.0,0.174,8.0,0.19,12.0,0.158,0.158,当地,,,0.18,全国,,
3282,池本輝明,96.0,0.216,107.0,0.186,,,,,0.186,全国,●,,0.216,全国,●,
3284,渡邊伸太郎,83.0,0.215,107.0,0.18,2.0,0.2,6.0,0.202,0.18,全国,●,,0.215,全国,●,
3286,坂東満,64.0,0.183,68.0,0.147,6.0,0.2,4.0,0.173,0.147,全国,,,0.183,全国,●,
3289,高橋淳美,55.0,0.201,71.0,0.181,3.0,0.173,4.0,0.222,0.181,全国,●,,0.201,全国,●,
3293,宮内由紀英,91.0,0.202,88.0,0.188,9.0,0.212,6.0,0.198,0.188,全国,●,,0.202,全国,●,
3294,野中義生,89.0,0.144,78.0,0.178,14.0,0.168,8.0,0.171,0.178,全国,,,0.168,当地,,
3297,藤丸光一,38.0,0.208,129.0,0.202,1.0,0.09,7.0,0.167,0.202,全国,●,,0.208,全国,●,
3300,川崎智幸,116.0,0.164,139.0,0.143,4.0,0.167,10.0,0.144,0.144,当地,,,0.164,全国,,
3302,谷川里江,67.0,0.172,71.0,0.175,5.0,0.162,4.0,0.148,0.175,全国,,,0.172,全国,,
3303,渡辺豊,125.0,0.208,131.0,0.192,,,,,0.192,全国,●,,0.208,全国,●,
3304,烏野賢太,122.0,0.175,142.0,0.173,4.0,0.248,7.0,0.2,0.173,全国,,,0.175,全国,,
3305,小野信樹,87.0,0.159,89.0,0.171,3.0,0.127,3.0,0.18,0.171,全国,,,0.159,全国,,
3306,武田正紀,85.0,0.149,86.0,0.163,4.0,0.145,3.0,0.097,0.163,全国,,,0.149,全国,,
3313,本吉正樹,92.0,0.183,94.0,0.18,4.0,0.168,4.0,0.12,0.18,全国,●,,0.183,全国,●,
3315,広瀬聖仁,72.0,0.199,72.0,0.152,3.0,0.24,4.0,0.148,0.152,全国,,,0.199,全国,●,
3319,山崎義明,110.0,0.156,111.0,0.167,10.0,0.141,8.0,0.192,0.167,全国,,,0.141,当地,,
3327,野長瀬正孝,76.0,0.187,151.0,0.154,,,,,0.154,全国,,,0.187,全国,●,
3333,丸尾義孝,131.0,0.157,146.0,0.138,14.0,0.161,14.0,0.127,0.127,当地,,●,0.161,当地,,
3334,角ひとみ,118.0,0.201,141.0,0.195,,,,,0.195,全国,●,,0.201,全国,●,
3339,泉具巳,92.0,0.157,97.0,0.175,,,,,0.175,全国,,,0.157,全国,,
3340,池田雷太,98.0,0.195,104.0,0.183,,,,,0.183,全国,●,,0.195,全国,●,
3346,宮本裕之,37.0,0.173,38.0,0.164,3.0,0.17,3.0,0.18,0.164,全国,,,0.173,全国,,
3349,吉田一郎,90.0,0.155,152.0,0.159,,,,,0.159,全国,,,0.155,全国,,
3350,藤本佳史,103.0,0.194,100.0,0.146,13.0,0.172,12.0,0.132,0.132,当地,,,0.172,当地,,
3352,小川晃司,197.0,0.168,,,16.0,0.163,,,,全国,,,0.163,当地,,
3353,前田光昭,55.0,0.145,46.0,0.186,5.0,0.186,4.0,0.208,0.186,全国,●,,0.145,全国,,
3355,橋谷田佳織,40.0,0.259,45.0,0.256,,,,,0.256,全国,●,,0.259,全国,●,
3357,福島陽子,94.0,0.201,94.0,0.199,,,,,0.199,全国,●,,0.201,全国,●,
3361,岡部浩,77.0,0.192,83.0,0.162,,,,,0.162,全国,,,0.192,全国,●,
3362,間嶋仁志,35.0,0.193,187.0,0.188,,,,,0.188,全国,●,,0.193,全国,●,
3370,坪内実,81.0,0.189,87.0,0.178,3.0,0.34,4.0,0.165,0.178,全国,,,0.189,全国,●,
3372,加藤雅之,77.0,0.215,74.0,0.204,,,,,0.204,全国,●,,0.215,全国,●,
3377,塚田修二,83.0,0.186,80.0,0.217,5.0,0.204,4.0,0.205,0.217,全国,●,,0.186,全国,●,
3381,滝沢芳行,100.0,0.136,105.0,0.153,3.0,0.143,7.0,0.159,0.153,全国,,,0.136,全国,,
3385,渡邉睦広,101.0,0.159,107.0,0.154,7.0,0.147,9.0,0.102,0.154,全国,,,0.159,全国,,
3388,今垣光太郎,92.0,0.155,100.0,0.151,4.0,0.135,4.0,0.16,0.151,全国,,,0.155,全国,,
3392,小森信雄,89.0,0.209,94.0,0.189,12.0,0.203,14.0,0.181,0.181,当地,●,,0.203,当地,●,
3401,上田隆章,100.0,0.239,107.0,0.196,4.0,0.188,6.0,0.152,0.196,全国,●,,0.239,全国,●,
3406,中里英夫,116.0,0.189,126.0,0.158,,,,,0.158,全国,,,0.189,全国,●,
3411,池上隆行,97.0,0.169,95.0,0.146,4.0,0.135,4.0,0.148,0.146,全国,,,0.169,全国,,
3412,鈴木博,138.0,0.159,150.0,0.157,4.0,0.178,7.0,0.156,0.157,全国,,,0.159,全国,,
3414,加瀬智宏,16.0,0.171,18.0,0.17,2.0,0.14,1.0,0.16,0.17,全国,,,0.171,全国,,
3415,松井繁,97.0,0.141,157.0,0.138,4.0,0.095,7.0,0.176,0.138,全国,,,0.141,全国,,
3419,栗原謙治,39.0,0.237,35.0,0.185,8.0,0.245,5.0,0.2,0.185,全国,●,,0.237,全国,●,
3422,服部幸男,122.0,0.15,141.0,0.147,8.0,0.14,9.0,0.137,0.147,全国,,,0.15,全国,,
3430,角浜修,110.0,0.173,111.0,0.168,9.0,0.206,9.0,0.168,0.168,全国,,,0.173,全国,,
3432,宮迫暢彦,100.0,0.195,96.0,0.15,6.0,0.197,,,0.15,全国,,,0.195,全国,●,
3434,松尾宣邦,108.0,0.172,99.0,0.178,5.0,0.15,4.0,0.168,0.178,全国,,,0.172,全国,,
3435,寺田千恵,113.0,0.149,128.0,0.16,,,,,0.16,全国,,,0.149,全国,,
3436,柏野幸二,87.0,0.14,100.0,0.117,7.0,0.144,9.0,0.116,0.117,全国,,●,0.14,全国,,
3439,大平誉史明,102.0,0.157,115.0,0.157,8.0,0.146,12.0,0.178,0.178,当地,,,0.157,全国,,
3441,土屋太朗,104.0,0.189,105.0,0.184,14.0,0.171,15.0,0.191,0.191,当地,●,,0.171,当地,,
3442,宮武英司,93.0,0.162,81.0,0.159,,,,,0.159,全国,,,0.162,全国,,
3444,香月大介,65.0,0.172,71.0,0.169,3.0,0.14,5.0,0.142,0.169,全国,,,0.172,全国,,
3445,加藤高史,91.0,0.184,88.0,0.186,7.0,0.227,8.0,0.176,0.186,全国,●,,0.184,全国,●,
3448,高山秀雄,74.0,0.194,81.0,0.184,4.0,0.22,5.0,0.242,0.184,全国,●,,0.194,全国,●,
3454,井川大作,95.0,0.155,99.0,0.149,5.0,0.114,4.0,0.15,0.149,全国,,,0.155,全国,,
3455,谷本幸司,111.0,0.175,114.0,0.169,,,,,0.169,全国,,,0.175,全国,,
3458,東健介,76.0,0.173,88.0,0.145,,,,,0.145,全国,,,0.173,全国,,
3459,中野和裕,88.0,0.168,89.0,0.163,,,,,0.163,全国,,,0.168,全国,,
3461,渡邊哲也,64.0,0.221,54.0,0.176,,,,,0.176,全国,,,0.221,全国,●,
3462,竹上真司,16.0,0.183,14.0,0.176,,,,,0.176,全国,,,0.183,全国,●,
3463,乙津康志,99.0,0.198,107.0,0.177,7.0,0.197,7.0,0.199,0.177,全国,,,0.198,全国,●,
3467,森弘行,81.0,0.16,86.0,0.201,7.0,0.121,7.0,0.174,0.201,全国,●,,0.16,全国,,
3470,新田芳美,82.0,0.168,104.0,0.165,,,,,0.165,全国,,,0.168,全国,,
3471,赤峰和也,88.0,0.177,89.0,0.168,8.0,0.15,8.0,0.202,0.168,全国,,,0.177,全国,,
3473,石川真二,,,283.0,0.135,,,15.0,0.135,0.135,当地,,,,全国,,
3474,松瀬弘美,100.0,0.189,113.0,0.178,5.0,0.17,5.0,0.174,0.178,全国,,,0.189,全国,●,
3475,橋本久和,84.0,0.195,106.0,0.188,9.0,0.14,9.0,0.184,0.188,全国,●,,0.195,全国,●,
3477,近藤稔也,93.0,0.199,96.0,0.183,4.0,0.192,5.0,0.21,0.183,全国,●,,0.199,全国,●,
3478,嶋田貴支,100.0,0.178,107.0,0.151,3.0,0.227,3.0,0.14,0.151,全国,,,0.178,全国,,
3482,金子猛志,135.0,0.159,141.0,0.151,9.0,0.161,7.0,0.117,0.151,全国,,,0.159,全国,,
3484,芝田浩治,115.0,0.177,136.0,0.159,7.0,0.141,8.0,0.131,0.159,全国,,,0.177,全国,,
3489,大場敏,129.0,0.167,150.0,0.146,7.0,0.129,11.0,0.144,0.144,当地,,,0.167,全国,,
3497,後藤浩,90.0,0.172,97.0,0.175,4.0,0.178,5.0,0.188,0.175,全国,,,0.172,全国,,
3499,市川哲也,97.0,0.144,134.0,0.134,3.0,0.123,7.0,0.154,0.134,全国,,,0.144,全国,,
3502,渡邉英児,96.0,0.168,113.0,0.161,,,,,0.161,全国,,,0.168,全国,,
3503,堂原洋史,99.0,0.162,99.0,0.164,,,,,0.164,全国,,,0.162,全国,,
3505,山田竜一,105.0,0.137,125.0,0.147,4.0,0.073,3.0,0.227,0.147,全国,,,0.137,全国,,
3507,藤井徹,74.0,0.224,91.0,0.183,,,,,0.183,全国,●,,0.224,全国,●,
3508,久富政弘,94.0,0.215,102.0,0.169,,,,,0.169,全国,,,0.215,全国,●,
3509,池千夏,69.0,0.142,86.0,0.144,,,,,0.144,全国,,,0.142,全国,,
3514,山一鉄也,112.0,0.176,125.0,0.154,,,,,0.154,全国,,,0.176,全国,,
3516,吉原聖人,80.0,0.185,83.0,0.162,5.0,0.138,4.0,0.172,0.162,全国,,,0.185,全国,●,
3517,高橋勲,91.0,0.151,112.0,0.149,13.0,0.148,16.0,0.19,0.19,当地,●,,0.148,当地,,
3518,倉田郁美,82.0,0.19,84.0,0.195,3.0,0.267,4.0,0.162,0.195,全国,●,,0.19,全国,●,
3519,冨田秀幸,95.0,0.173,82.0,0.163,5.0,0.16,4.0,0.188,0.163,全国,,,0.173,全国,,
3523,寳田亮治,88.0,0.197,78.0,0.193,,,,,0.193,全国,●,,0.197,全国,●,
3527,中嶋誠一郎,108.0,0.168,120.0,0.164,5.0,0.136,4.0,0.172,0.164,全国,,,0.168,全国,,
3528,笠野友紀恵,81.0,0.186,87.0,0.205,4.0,0.23,6.0,0.148,0.205,全国,●,,0.186,全国,●,
3532,柴田光,27.0,0.145,143.0,0.159,2.0,0.13,7.0,0.157,0.159,全国,,,0.145,全国,,
3535,渡修平,96.0,0.203,91.0,0.183,3.0,0.197,4.0,0.192,0.183,全国,●,,0.203,全国,●,
3538,菊池峰晴,63.0,0.22,58.0,0.208,3.0,0.19,3.0,0.153,0.208,全国,●,,0.22,全国,●,
3539,金子順一,98.0,0.187,125.0,0.177,5.0,0.132,6.0,0.142,0.177,全国,,,0.187,全国,●,
3541,三嶌誠司,114.0,0.158,148.0,0.166,,,,,0.166,全国,,,0.158,全国,,
3542,清水紀克,11.0,0.235,191.0,0.181,1.0,0.17,15.0,0.175,0.175,当地,,,0.235,全国,●,
3543,福田雅一,78.0,0.164,75.0,0.156,,,,,0.156,全国,,,0.164,全国,,
3544,豊田訓靖,87.0,0.197,89.0,0.201,5.0,0.228,5.0,0.212,0.201,全国,●,,0.197,全国,●,
3546,中里昌志,99.0,0.175,106.0,0.183,4.0,0.135,4.0,0.218,0.183,全国,●,,0.175,全国,,
3548,室田泰史,132.0,0.127,140.0,0.113,8.0,0.106,9.0,0.122,0.113,全国,,●,0.127,全国,,●
3550,都築正治,108.0,0.162,129.0,0.151,11.0,0.11,15.0,0.143,0.143,当地,,,0.11,当地,,●
3551,藤田美代,77.0,0.177,83.0,0.195,5.0,0.204,4.0,0.13,0.195,全国,●,,0.177,全国,,
3554,仲口博崇,90.0,0.196,216.0,0.176,7.0,0.234,13.0,0.161,0.161,当地,,,0.196,全国,●,
3556,田中信一郎,111.0,0.146,146.0,0.136,,,2.0,0.055,0.136,全国,,,0.146,全国,,
3557,太田和美,146.0,0.152,181.0,0.138,8.0,0.128,11.0,0.15,0.15,当地,,,0.152,全国,,
3558,山本浩次,89.0,0.163,97.0,0.154,6.0,0.233,6.0,0.165,0.154,全国,,,0.163,全国,,
3562,山下和彦,120.0,0.166,140.0,0.17,,,,,0.17,全国,,,0.166,全国,,
3563,堤昇,86.0,0.163,126.0,0.155,9.0,0.184,7.0,0.176,0.155,全国,,,0.163,全国,,
3564,桑原啓,112.0,0.163,100.0,0.175,9.0,0.186,8.0,0.173,0.175,全国,,,0.163,全国,,
3566,川添英正,97.0,0.209,107.0,0.176,5.0,0.232,5.0,0.152,0.176,全国,,,0.209,全国,●,
3567,吉岡誠,73.0,0.179,72.0,0.172,2.0,0.225,2.0,0.165,0.172,全国,,,0.179,全国,,
3568,木村光宏,86.0,0.163,104.0,0.17,,,1.0,0.28,0.17,全国,,,0.163,全国,,
3569,増田進,101.0,0.191,108.0,0.169,3.0,0.17,4.0,0.17,0.169,全国,,,0.191,全国,●,
3572,安田政彦,116.0,0.221,126.0,0.18,,,,,0.18,全国,●,,0.221,全国,●,
3574,大神康司,7.0,0.226,241.0,0.153,,,,,0.153,全国,,,0.226,全国,●,
3576,白水勝也,100.0,0.174,135.0,0.159,5.0,0.144,5.0,0.168,0.159,全国,,,0.174,全国,,
3577,向所浩二,85.0,0.144,85.0,0.169,,,,,0.169,全国,,,0.144,全国,,
3578,塩田雄一,78.0,0.18,71.0,0.192,4.0,0.227,5.0,0.156,0.192,全国,●,,0.18,全国,,
3579,中里優子,78.0,0.174,83.0,0.177,,,,,0.177,全国,,,0.174,全国,,
3580,水口由紀,98.0,0.197,103.0,0.191,,,,,0.191,全国,●,,0.197,全国,●,
3581,加木郁,106.0,0.186,111.0,0.194,3.0,0.18,3.0,0.263,0.194,全国,●,,0.186,全国,●,
3582,吉川昭男,31.0,0.183,222.0,0.163,,,5.0,0.19,0.163,全国,,,0.183,全国,●,
3583,齋藤智裕,83.0,0.177,77.0,0.194,8.0,0.198,8.0,0.17,0.194,全国,●,,0.177,全国,,
3584,佐々木英樹,103.0,0.176,114.0,0.176,8.0,0.169,8.0,0.139,0.176,全国,,,0.176,全国,,
3587,武田信一,112.0,0.164,112.0,0.162,,,,,0.162,全国,,,0.164,全国,,
3589,西村勝,86.0,0.156,89.0,0.171,3.0,0.167,4.0,0.195,0.171,全国,,,0.156,全国,,
3590,濱野谷憲吾,121.0,0.145,148.0,0.132,9.0,0.139,10.0,0.128,0.128,当地,,●,0.145,全国,,
3591,後藤孝義,62.0,0.215,74.0,0.173,7.0,0.197,9.0,0.204,0.173,全国,,,0.215,全国,●,
3596,河上年昭,76.0,0.164,75.0,0.17,5.0,0.162,5.0,0.18,0.17,全国,,,0.164,全国,,
3602,奥平拓也,95.0,0.197,83.0,0.183,,,,,0.183,全国,●,,0.197,全国,●,
3604,武藤綾子,83.0,0.188,96.0,0.191,4.0,0.182,5.0,0.168,0.191,全国,●,,0.188,全国,●,
3605,中村守成,93.0,0.191,96.0,0.185,18.0,0.224,19.0,0.173,0.173,当地,,,0.224,当地,●,
3606,川北浩貴,112.0,0.182,124.0,0.151,,,,,0.151,全国,,,0.182,全国,●,
3611,岩崎芳美,104.0,0.142,119.0,0.139,,,,,0.139,全国,,,0.142,全国,,
3612,馬袋義則,103.0,0.125,187.0,0.143,4.0,0.108,6.0,0.113,0.143,全国,,,0.125,全国,,●
3613,角谷健吾,121.0,0.157,144.0,0.14,10.0,0.174,10.0,0.116,0.116,当地,,●,0.174,当地,,
3614,谷勝幸,107.0,0.167,112.0,0.164,6.0,0.168,5.0,0.156,0.164,全国,,,0.167,全国,,
3615,横田茂,105.0,0.162,103.0,0.161,1.0,0.13,3.0,0.127,0.161,全国,,,0.162,全国,,
3616,中村真,90.0,0.166,91.0,0.152,4.0,0.172,3.0,0.117,0.152,全国,,,0.166,全国,,
3617,竹田広樹,84.0,0.193,91.0,0.186,,,,,0.186,全国,●,,0.193,全国,●,
3618,海野ゆかり,117.0,0.191,147.0,0.162,,,,,0.162,全国,,,0.191,全国,●,
3619,長谷川充,104.0,0.195,112.0,0.178,9.0,0.213,8.0,0.146,0.178,全国,,,0.195,全国,●,
3620,信濃由行,88.0,0.174,94.0,0.177,4.0,0.25,4.0,0.222,0.177,全国,,,0.174,全国,,
3621,天野晶夫,84.0,0.171,88.0,0.174,4.0,0.175,5.0,0.216,0.174,全国,,,0.171,全国,,
3623,深川真二,,,245.0,0.142,,,,,0.142,全国,,,,全国,,
3627,井上恵一,91.0,0.186,128.0,0.18,,,,,0.18,全国,,,0.186,全国,●,
3629,浅見昌克,101.0,0.143,122.0,0.135,3.0,0.167,3.0,0.08,0.135,全国,,,0.143,全国,,
3630,黒田誠司,53.0,0.163,53.0,0.172,8.0,0.168,8.0,0.198,0.172,全国,,,0.163,全国,,
3631,田添康介,59.0,0.183,49.0,0.188,,,,,0.188,全国,●,,0.183,全国,●,
3635,石田政吾,114.0,0.179,104.0,0.148,4.0,0.185,6.0,0.125,0.148,全国,,,0.179,全国,,
3637,齋藤和政,92.0,0.194,97.0,0.174,6.0,0.232,4.0,0.14,0.174,全国,,,0.194,全国,●,
3641,一瀬明,126.0,0.169,141.0,0.167,,,,,0.167,全国,,,0.169,全国,,
3642,大塚浩二,82.0,0.197,85.0,0.179,4.0,0.168,5.0,0.124,0.179,全国,,,0.197,全国,●,
3643,米田隆弘,95.0,0.166,113.0,0.186,3.0,0.183,3.0,0.14,0.186,全国,●,,0.166,全国,,
3645,淺田千亜希,47.0,0.153,51.0,0.142,,,,,0.142,全国,,,0.153,全国,,
3647,伊藤雄二,105.0,0.189,93.0,0.167,4.0,0.22,3.0,0.233,0.167,全国,,,0.189,全国,●,
3652,森下勇,88.0,0.213,89.0,0.156,5.0,0.278,4.0,0.082,0.156,全国,,,0.213,全国,●,
3653,品川賢次,64.0,0.198,60.0,0.199,,,,,0.199,全国,●,,0.198,全国,●,
3654,武田光史,105.0,0.162,124.0,0.157,,,,,0.157,全国,,,0.162,全国,,
3655,本橋克洋,111.0,0.18,138.0,0.176,13.0,0.142,15.0,0.153,0.153,当地,,,0.142,当地,,
3656,伯母芳恒,97.0,0.174,99.0,0.159,5.0,0.234,5.0,0.168,0.159,全国,,,0.174,全国,,
3659,藤生雄人,92.0,0.176,90.0,0.158,,,,,0.158,全国,,,0.176,全国,,
3660,長谷川親王,82.0,0.205,84.0,0.197,4.0,0.178,5.0,0.23,0.197,全国,●,,0.205,全国,●,
3661,柳瀬興志,110.0,0.167,136.0,0.171,2.0,0.19,4.0,0.15,0.171,全国,,,0.167,全国,,
3662,大庭元明,115.0,0.167,117.0,0.156,5.0,0.212,5.0,0.154,0.156,全国,,,0.167,全国,,
3663,木山和幸,113.0,0.183,132.0,0.162,8.0,0.245,8.0,0.164,0.162,全国,,,0.183,全国,●,
3664,鈴木賢一,91.0,0.207,95.0,0.139,4.0,0.168,3.0,0.143,0.139,全国,,,0.207,全国,●,
3679,飯島昌弘,127.0,0.17,130.0,0.142,9.0,0.16,10.0,0.14,0.14,当地,,,0.17,全国,,
3680,森林太,104.0,0.2,109.0,0.192,5.0,0.202,5.0,0.182,0.192,全国,●,,0.2,全国,●,
3681,山谷央,76.0,0.148,81.0,0.152,,,,,0.152,全国,,,0.148,全国,,
3684,清水攻二,110.0,0.202,119.0,0.16,9.0,0.197,9.0,0.169,0.16,全国,,,0.202,全国,●,
3685,荒井輝年,101.0,0.162,110.0,0.149,,,,,0.149,全国,,,0.162,全国,,
3686,鳥居塚孝博,124.0,0.154,137.0,0.136,3.0,0.147,4.0,0.07,0.136,全国,,,0.154,全国,,
3687,花田和明,53.0,0.174,133.0,0.158,6.0,0.125,13.0,0.113,0.113,当地,,●,0.174,全国,,
3690,河合三弘,107.0,0.18,110.0,0.193,,,,,0.193,全国,●,,0.18,全国,,
3692,竹腰正樹,88.0,0.164,94.0,0.152,8.0,0.149,8.0,0.132,0.152,全国,,,0.164,全国,,
3696,白井友晴,96.0,0.17,92.0,0.18,8.0,0.129,7.0,0.159,0.18,全国,,,0.17,全国,,
3699,富永正人,85.0,0.18,79.0,0.178,3.0,0.2,3.0,0.197,0.178,全国,,,0.18,全国,●,
3701,大西隆洋,92.0,0.159,84.0,0.184,,,,,0.184,全国,●,,0.159,全国,,
3703,鳥飼眞,83.0,0.171,140.0,0.18,,,,,0.18,全国,,,0.171,全国,,
3704,本部めぐみ,76.0,0.224,85.0,0.228,14.0,0.236,11.0,0.214,0.214,当地,●,,0.236,当地,●,
3708,岡部貴司,103.0,0.169,103.0,0.144,,,,,0.144,全国,,,0.169,全国,,
3710,吉永泰弘,111.0,0.188,110.0,0.161,,,,,0.161,全国,,,0.188,全国,●,
3711,江本真治,129.0,0.153,174.0,0.15,5.0,0.142,12.0,0.158,0.158,当地,,,0.153,全国,,
3712,淺香文武,94.0,0.174,100.0,0.142,17.0,0.19,18.0,0.114,0.114,当地,,●,0.19,当地,●,
3713,伊藤誠二,104.0,0.152,104.0,0.154,,,,,0.154,全国,,,0.152,全国,,
3714,梶原正,100.0,0.163,100.0,0.146,5.0,0.176,4.0,0.148,0.146,全国,,,0.163,全国,,
3715,倉尾大介,83.0,0.18,89.0,0.144,5.0,0.172,4.0,0.165,0.144,全国,,,0.18,全国,●,
3716,石渡鉄兵,119.0,0.125,122.0,0.127,,,,,0.127,全国,,●,0.125,全国,,●
3717,立間充宏,89.0,0.172,87.0,0.161,10.0,0.176,3.0,0.113,0.161,全国,,,0.176,当地,,
3718,伊達正利,108.0,0.179,100.0,0.163,6.0,0.17,4.0,0.168,0.163,全国,,,0.179,全国,,
3719,辻栄蔵,117.0,0.152,121.0,0.146,7.0,0.156,,,0.146,全国,,,0.152,全国,,
3721,守田俊介,102.0,0.12,132.0,0.125,6.0,0.085,10.0,0.094,0.094,当地,,●,0.12,全国,,●
3722,西村秀樹,90.0,0.192,91.0,0.174,5.0,0.176,4.0,0.152,0.174,全国,,,0.192,全国,●,
3726,桂林寛,65.0,0.161,62.0,0.165,,,,,0.165,全国,,,0.161,全国,,
3730,塩崎優司,104.0,0.178,107.0,0.158,4.0,0.218,2.0,0.165,0.158,全国,,,0.178,全国,,
3731,高濱芳久,77.0,0.181,135.0,0.183,,,,,0.183,全国,●,,0.181,全国,●,
3736,岡本猛,10.0,0.136,9.0,0.169,,,,,0.169,全国,,,0.136,全国,,
3737,上平真二,104.0,0.189,135.0,0.156,4.0,0.23,4.0,0.115,0.156,全国,,,0.189,全国,●,
3740,大澤普司,125.0,0.174,138.0,0.165,3.0,0.197,4.0,0.132,0.165,全国,,,0.174,全国,,
3741,松尾基成,95.0,0.188,88.0,0.167,,,,,0.167,全国,,,0.188,全国,●,
3742,宮地秀祈,86.0,0.181,93.0,0.181,4.0,0.172,3.0,0.163,0.181,全国,●,,0.181,全国,●,
3743,林美憲,78.0,0.164,177.0,0.138,3.0,0.21,7.0,0.117,0.138,全国,,,0.164,全国,,
3744,徳増秀樹,128.0,0.128,151.0,0.131,5.0,0.102,6.0,0.153,0.131,全国,,,0.128,全国,,●
3745,橋本年光,68.0,0.189,77.0,0.167,8.0,0.164,10.0,0.164,0.164,当地,,,0.189,全国,●,
3746,岡瀬正人,133.0,0.182,147.0,0.164,8.0,0.168,8.0,0.173,0.164,全国,,,0.182,全国,●,
3747,國崎良春,91.0,0.157,97.0,0.168,5.0,0.106,5.0,0.208,0.168,全国,,,0.157,全国,,
3748,小黒竜吾,99.0,0.157,103.0,0.164,9.0,0.158,9.0,0.152,0.164,全国,,,0.157,全国,,
3752,宇土泰就,101.0,0.157,95.0,0.174,,,,,0.174,全国,,,0.157,全国,,
3757,畑和宏,89.0,0.161,89.0,0.157,4.0,0.158,7.0,0.16,0.157,全国,,,0.161,全国,,
3761,山本光雄,101.0,0.168,100.0,0.165,,,,,0.165,全国,,,0.168,全国,,
3769,佐竹恒彦,80.0,0.183,115.0,0.165,5.0,0.184,5.0,0.132,0.165,全国,,,0.183,全国,●,
3771,折下寛法,106.0,0.152,109.0,0.141,,,,,0.141,全国,,,0.152,全国,,
3772,一柳和孝,90.0,0.154,92.0,0.151,9.0,0.181,8.0,0.124,0.151,全国,,,0.154,全国,,
3773,津留浩一郎,95.0,0.165,96.0,0.16,,,,,0.16,全国,,,0.165,全国,,
3775,泉啓文,112.0,0.184,103.0,0.17,,,,,0.17,全国,,,0.184,全国,●,
