regno,選手名,全国ダッシュn,全国ダッシュST,全国スローn,全国スローST,当地ダッシュn,当地ダッシュST,当地スローn,当地スローST,採用スローST,スロー源,スロー遅れ,スロー巧者,採用ダッシュST,ダッシュ源,ダッシュ遅れ,ダッシュ巧者
4419,原加央理,90.0,0.158,100.0,0.156,,,,,0.156,全国,,,0.158,全国,,
4420,津久井拓也,135.0,0.165,145.0,0.149,11.0,0.164,6.0,0.162,0.149,全国,,,0.164,当地,,
4421,森作広大,77.0,0.204,69.0,0.167,,,,,0.167,全国,,,0.204,全国,●,
4422,永井亮次,95.0,0.185,96.0,0.163,6.0,0.163,6.0,0.127,0.163,全国,,,0.185,全国,●,
4423,坂口貴彦,123.0,0.169,106.0,0.161,,,,,0.161,全国,,,0.169,全国,,
4424,松尾昂明,129.0,0.163,152.0,0.152,9.0,0.136,8.0,0.116,0.152,全国,,,0.163,全国,,
4425,大井清貴,86.0,0.172,89.0,0.179,5.0,0.222,4.0,0.248,0.179,全国,,,0.172,全国,,
4427,秦英悟,106.0,0.14,119.0,0.127,4.0,0.112,4.0,0.075,0.127,全国,,●,0.14,全国,,
4428,有賀達也,105.0,0.145,129.0,0.135,5.0,0.18,4.0,0.118,0.135,全国,,,0.145,全国,,
4429,豊田泰洋,101.0,0.204,100.0,0.164,4.0,0.218,4.0,0.19,0.164,全国,,,0.204,全国,●,
4430,永田秀二,126.0,0.181,135.0,0.157,9.0,0.236,7.0,0.204,0.157,全国,,,0.181,全国,●,
4431,石塚裕介,89.0,0.191,79.0,0.147,17.0,0.159,19.0,0.136,0.136,当地,,,0.159,当地,,
4432,黄金井力良,118.0,0.158,119.0,0.15,7.0,0.127,7.0,0.154,0.15,全国,,,0.158,全国,,
4433,川野芽唯,123.0,0.185,162.0,0.171,,,,,0.171,全国,,,0.185,全国,●,
4434,田中辰彦,114.0,0.165,138.0,0.155,3.0,0.273,4.0,0.155,0.155,全国,,,0.165,全国,,
4435,服部達哉,90.0,0.184,92.0,0.175,,,,,0.175,全国,,,0.184,全国,●,
4436,渋谷明憲,111.0,0.158,130.0,0.153,4.0,0.162,5.0,0.16,0.153,全国,,,0.158,全国,,
4437,中田元泰,127.0,0.162,146.0,0.154,,,,,0.154,全国,,,0.162,全国,,
4438,森作雄大,115.0,0.115,116.0,0.135,,,,,0.135,全国,,,0.115,全国,,●
4439,近藤友宝,94.0,0.169,99.0,0.177,7.0,0.137,7.0,0.129,0.177,全国,,,0.169,全国,,
4440,萩原知哉,100.0,0.185,92.0,0.151,4.0,0.222,5.0,0.158,0.151,全国,,,0.185,全国,●,
4441,末永由楽,122.0,0.142,134.0,0.13,5.0,0.172,3.0,0.117,0.13,全国,,●,0.142,全国,,
4442,松竹大輔,107.0,0.163,107.0,0.156,8.0,0.11,8.0,0.166,0.156,全国,,,0.163,全国,,
4443,津田裕絵,121.0,0.194,127.0,0.174,,,,,0.174,全国,,,0.194,全国,●,
4444,桐生順平,109.0,0.145,118.0,0.127,5.0,0.144,3.0,0.117,0.127,全国,,●,0.145,全国,,
4445,宮地元輝,121.0,0.117,113.0,0.116,8.0,0.11,8.0,0.1,0.116,全国,,●,0.117,全国,,●
4446,和田兼輔,126.0,0.138,147.0,0.13,8.0,0.16,12.0,0.139,0.139,当地,,,0.138,全国,,
4447,深川麻奈美,115.0,0.179,102.0,0.161,6.0,0.293,,,0.161,全国,,,0.179,全国,,
4448,青木玄太,115.0,0.154,131.0,0.147,,,,,0.147,全国,,,0.154,全国,,
4449,中嶋達也,98.0,0.156,89.0,0.174,4.0,0.198,5.0,0.174,0.174,全国,,,0.156,全国,,
4450,平高奈菜,104.0,0.159,114.0,0.157,,,,,0.157,全国,,,0.159,全国,,
4451,松崎祐太郎,119.0,0.171,153.0,0.145,5.0,0.2,6.0,0.12,0.145,全国,,,0.171,全国,,
4452,松尾祭,118.0,0.188,128.0,0.155,4.0,0.195,3.0,0.19,0.155,全国,,,0.188,全国,●,
4456,鎌倉涼,104.0,0.178,123.0,0.147,,,,,0.147,全国,,,0.178,全国,,
4457,神田達也,96.0,0.171,83.0,0.158,,,,,0.158,全国,,,0.171,全国,,
4458,抹香雄三,104.0,0.148,108.0,0.146,9.0,0.11,8.0,0.141,0.146,全国,,,0.148,全国,,
4459,片岡雅裕,118.0,0.122,126.0,0.124,,,,,0.124,全国,,●,0.122,全国,,●
4460,後藤翔之,117.0,0.161,137.0,0.138,,,,,0.138,全国,,,0.161,全国,,
4461,安田吉宏,93.0,0.164,91.0,0.17,25.0,0.167,24.0,0.169,0.169,当地,,,0.167,当地,,
4462,夏山亮平,97.0,0.165,84.0,0.143,5.0,0.158,5.0,0.102,0.143,全国,,,0.165,全国,,
4463,三苫晃幸,107.0,0.171,115.0,0.15,5.0,0.208,4.0,0.195,0.15,全国,,,0.171,全国,,
4464,山下友貴,106.0,0.203,107.0,0.173,8.0,0.216,9.0,0.161,0.173,全国,,,0.203,全国,●,
4465,大西賢,81.0,0.204,70.0,0.178,5.0,0.176,4.0,0.172,0.178,全国,,,0.204,全国,●,
4466,南佑典,104.0,0.18,125.0,0.158,22.0,0.168,24.0,0.152,0.152,当地,,,0.168,当地,,
4467,渡邉俊介,132.0,0.137,141.0,0.133,4.0,0.125,5.0,0.142,0.133,全国,,,0.137,全国,,
4468,大池佑来,113.0,0.15,132.0,0.135,5.0,0.174,5.0,0.124,0.135,全国,,,0.15,全国,,
4469,土山卓也,113.0,0.172,116.0,0.157,5.0,0.184,5.0,0.192,0.157,全国,,,0.172,全国,,
4470,平田健之佑,97.0,0.161,130.0,0.13,11.0,0.156,18.0,0.113,0.113,当地,,●,0.156,当地,,
4471,新田泰章,133.0,0.165,156.0,0.146,,,,,0.146,全国,,,0.165,全国,,
4472,尾嶋一広,131.0,0.157,145.0,0.159,10.0,0.174,8.0,0.186,0.159,全国,,,0.174,当地,,
4473,藤堂里香,94.0,0.176,91.0,0.168,,,,,0.168,全国,,,0.176,全国,,
4474,渡辺崇,107.0,0.188,109.0,0.168,5.0,0.2,5.0,0.192,0.168,全国,,,0.188,全国,●,
4475,末永祐輝,118.0,0.157,146.0,0.148,5.0,0.198,6.0,0.142,0.148,全国,,,0.157,全国,,
4477,篠崎仁志,111.0,0.138,137.0,0.132,5.0,0.162,10.0,0.145,0.145,当地,,,0.138,全国,,
4478,櫻本あゆみ,107.0,0.164,121.0,0.148,,,,,0.148,全国,,,0.164,全国,,
4479,矢野真梨菜,71.0,0.191,67.0,0.186,,,,,0.186,全国,●,,0.191,全国,●,
4482,守屋美穂,115.0,0.173,138.0,0.158,4.0,0.135,4.0,0.118,0.158,全国,,,0.173,全国,,
4483,北野輝季,118.0,0.141,137.0,0.147,8.0,0.145,10.0,0.136,0.136,当地,,,0.141,全国,,
4484,稲生夏季,91.0,0.196,98.0,0.197,,,,,0.197,全国,●,,0.196,全国,●,
4485,楠原正剛,110.0,0.157,113.0,0.155,1.0,0.06,3.0,0.15,0.155,全国,,,0.157,全国,,
4486,野村誠,113.0,0.174,104.0,0.164,,,,,0.164,全国,,,0.174,全国,,
4487,三原司,102.0,0.178,115.0,0.176,,,,,0.176,全国,,,0.178,全国,,
4488,小山勉,103.0,0.174,124.0,0.17,4.0,0.132,7.0,0.129,0.17,全国,,,0.174,全国,,
4489,岩川仁士,111.0,0.169,97.0,0.137,8.0,0.181,7.0,0.141,0.137,全国,,,0.169,全国,,
4491,田中堅,103.0,0.212,103.0,0.183,4.0,0.222,3.0,0.163,0.183,全国,●,,0.212,全国,●,
4492,本多宏和,21.0,0.185,25.0,0.14,,,,,0.14,全国,,,0.185,全国,●,
4494,河合佑樹,107.0,0.16,110.0,0.134,,,,,0.134,全国,,,0.16,全国,,
4495,森晋太郎,84.0,0.14,70.0,0.138,,,,,0.138,全国,,,0.14,全国,,
4496,内堀学,114.0,0.15,170.0,0.164,,,,,0.164,全国,,,0.15,全国,,
4497,桑原悠,92.0,0.148,127.0,0.134,,,,,0.134,全国,,,0.148,全国,,
4498,宮本夏樹,65.0,0.162,61.0,0.158,,,,,0.158,全国,,,0.162,全国,,
4499,滝川真由子,83.0,0.184,90.0,0.182,4.0,0.238,6.0,0.197,0.182,全国,●,,0.184,全国,●,
4500,山田康二,109.0,0.139,146.0,0.12,9.0,0.156,9.0,0.119,0.12,全国,,●,0.139,全国,,
4501,樋口由加里,124.0,0.156,138.0,0.142,,,,,0.142,全国,,,0.156,全国,,
4502,遠藤エミ,109.0,0.142,122.0,0.133,,,,,0.133,全国,,,0.142,全国,,
4503,上野真之介,130.0,0.12,142.0,0.112,5.0,0.1,4.0,0.148,0.112,全国,,●,0.12,全国,,●
4504,前田将太,113.0,0.128,146.0,0.154,4.0,0.098,5.0,0.166,0.154,全国,,,0.128,全国,,●
4505,島田賢人,110.0,0.152,105.0,0.143,2.0,0.155,5.0,0.162,0.143,全国,,,0.152,全国,,
4506,稗田聖也,112.0,0.132,122.0,0.138,3.0,0.18,4.0,0.155,0.138,全国,,,0.132,全国,,
4508,野間大樹,98.0,0.19,86.0,0.167,10.0,0.174,9.0,0.167,0.167,全国,,,0.174,当地,,
4509,平見真彦,115.0,0.187,111.0,0.173,,,,,0.173,全国,,,0.187,全国,●,
4510,坂本奈央,58.0,0.224,58.0,0.22,,,,,0.22,全国,●,,0.224,全国,●,
4511,中岡健人,105.0,0.185,101.0,0.166,,,,,0.166,全国,,,0.185,全国,●,
4512,高野哲史,136.0,0.155,159.0,0.148,4.0,0.168,3.0,0.073,0.148,全国,,,0.155,全国,,
4513,河野真也,100.0,0.197,121.0,0.179,3.0,0.213,6.0,0.23,0.179,全国,,,0.197,全国,●,
4514,上條嘉嗣,106.0,0.208,167.0,0.172,8.0,0.224,10.0,0.21,0.21,当地,●,,0.208,全国,●,
4515,藤田浩人,129.0,0.172,150.0,0.158,4.0,0.16,5.0,0.178,0.158,全国,,,0.172,全国,,
4516,野口勝弘,133.0,0.158,150.0,0.149,14.0,0.167,15.0,0.142,0.142,当地,,,0.167,当地,,
4518,大須賀友,107.0,0.181,139.0,0.158,,,,,0.158,全国,,,0.181,全国,●,
4519,清水沙樹,66.0,0.147,82.0,0.159,3.0,0.177,3.0,0.19,0.159,全国,,,0.147,全国,,
4520,高倉孝太,107.0,0.143,113.0,0.136,9.0,0.108,8.0,0.138,0.136,全国,,,0.143,全国,,
4521,小池公生,105.0,0.219,114.0,0.174,5.0,0.168,5.0,0.216,0.174,全国,,,0.219,全国,●,
4522,古澤光紀,106.0,0.153,129.0,0.149,,,,,0.149,全国,,,0.153,全国,,
4523,中村辰也,97.0,0.15,105.0,0.152,13.0,0.134,10.0,0.131,0.131,当地,,,0.134,当地,,
4524,深谷知博,124.0,0.133,130.0,0.121,5.0,0.13,4.0,0.098,0.121,全国,,●,0.133,全国,,
4525,真子奈津実,80.0,0.144,88.0,0.14,,,,,0.14,全国,,,0.144,全国,,
4526,池田雄祐,92.0,0.145,91.0,0.152,,,,,0.152,全国,,,0.145,全国,,
4527,高野心吾,93.0,0.191,86.0,0.147,8.0,0.191,7.0,0.143,0.147,全国,,,0.191,全国,●,
4528,黒井達矢,109.0,0.164,120.0,0.156,8.0,0.181,8.0,0.169,0.156,全国,,,0.164,全国,,
4529,嶋義信,112.0,0.162,105.0,0.128,,,,,0.128,全国,,●,0.162,全国,,
4530,小野生奈,103.0,0.169,136.0,0.138,2.0,0.175,5.0,0.14,0.138,全国,,,0.169,全国,,
4531,武富智亮,121.0,0.164,131.0,0.151,8.0,0.192,8.0,0.15,0.151,全国,,,0.164,全国,,
4532,秋元哲,98.0,0.137,141.0,0.126,14.0,0.118,13.0,0.125,0.125,当地,,●,0.118,当地,,●
4533,峰重侑治,75.0,0.187,57.0,0.199,,,,,0.199,全国,●,,0.187,全国,●,
4534,坂咲友理,62.0,0.19,70.0,0.221,,,,,0.221,全国,●,,0.19,全国,●,
4535,北山康介,95.0,0.149,101.0,0.152,4.0,0.105,3.0,0.13,0.152,全国,,,0.149,全国,,
4536,喜井つかさ,119.0,0.172,129.0,0.148,4.0,0.13,3.0,0.183,0.148,全国,,,0.172,全国,,
4537,渡邉和将,119.0,0.137,144.0,0.138,8.0,0.135,11.0,0.148,0.148,当地,,,0.137,全国,,
4538,笠置博之,127.0,0.141,82.0,0.17,8.0,0.159,3.0,0.307,0.17,全国,,,0.141,全国,,
4539,金子賢志,115.0,0.133,133.0,0.127,8.0,0.124,9.0,0.119,0.127,全国,,●,0.133,全国,,
4540,相原利章,95.0,0.123,97.0,0.117,,,,,0.117,全国,,●,0.123,全国,,●
4543,重木輝彦,110.0,0.191,140.0,0.154,6.0,0.148,9.0,0.136,0.154,全国,,,0.191,全国,●,
4544,松田大志郎,127.0,0.16,170.0,0.165,10.0,0.163,14.0,0.136,0.136,当地,,,0.163,当地,,
4545,岡村慶太,118.0,0.148,129.0,0.144,2.0,0.11,4.0,0.112,0.144,全国,,,0.148,全国,,
4546,浜田亜理沙,85.0,0.168,102.0,0.163,,,,,0.163,全国,,,0.168,全国,,
4547,中田竜太,121.0,0.167,117.0,0.146,5.0,0.112,3.0,0.19,0.146,全国,,,0.167,全国,,
4548,篠木亜衣花,53.0,0.245,54.0,0.239,6.0,0.212,3.0,0.21,0.239,全国,●,,0.245,全国,●,
4549,小林文彦,106.0,0.206,99.0,0.175,9.0,0.197,8.0,0.224,0.175,全国,,,0.206,全国,●,
4550,石岡将太,94.0,0.154,114.0,0.155,5.0,0.164,5.0,0.146,0.155,全国,,,0.154,全国,,
4551,三川昂暁,123.0,0.169,127.0,0.17,,,,,0.17,全国,,,0.169,全国,,
4552,杉山勝匡,113.0,0.141,98.0,0.154,4.0,0.182,5.0,0.17,0.154,全国,,,0.141,全国,,
4553,坪口竜也,103.0,0.163,108.0,0.146,1.0,0.16,2.0,0.16,0.146,全国,,,0.163,全国,,
4555,富永大一,105.0,0.186,112.0,0.174,5.0,0.308,4.0,0.148,0.174,全国,,,0.186,全国,●,
4556,竹井奈美,93.0,0.161,110.0,0.159,,,,,0.159,全国,,,0.161,全国,,
4557,松尾光広,96.0,0.224,87.0,0.171,,,,,0.171,全国,,,0.224,全国,●,
4558,宮野仁,93.0,0.221,84.0,0.189,6.0,0.213,5.0,0.24,0.189,全国,●,,0.221,全国,●,
4560,庄司樹良々,110.0,0.158,106.0,0.142,5.0,0.138,6.0,0.122,0.142,全国,,,0.158,全国,,
4561,藤山翔大,89.0,0.195,145.0,0.175,2.0,0.14,1.0,0.27,0.175,全国,,,0.195,全国,●,
4562,阪本勇介,118.0,0.201,115.0,0.185,5.0,0.224,5.0,0.162,0.185,全国,●,,0.201,全国,●,
4563,齋藤真之,88.0,0.188,87.0,0.156,,,,,0.156,全国,,,0.188,全国,●,
4564,山本景士郎,103.0,0.202,102.0,0.182,4.0,0.228,3.0,0.197,0.182,全国,●,,0.202,全国,●,
4565,西村豪洋,108.0,0.181,95.0,0.179,13.0,0.163,12.0,0.198,0.198,当地,●,,0.163,当地,,
4566,塩田北斗,115.0,0.13,119.0,0.149,9.0,0.12,8.0,0.12,0.149,全国,,,0.13,全国,,
4567,上村慎太郎,70.0,0.244,79.0,0.213,,,,,0.213,全国,●,,0.244,全国,●,
4568,廣瀬真也,106.0,0.161,108.0,0.148,9.0,0.158,9.0,0.193,0.148,全国,,,0.161,全国,,
4569,中澤宏奈,75.0,0.173,75.0,0.16,3.0,0.2,3.0,0.24,0.16,全国,,,0.173,全国,,
4570,前田聖文,115.0,0.151,136.0,0.163,8.0,0.136,10.0,0.161,0.161,当地,,,0.151,全国,,
4571,菅章哉,121.0,0.141,92.0,0.142,,,,,0.142,全国,,,0.141,全国,,
4572,渡部悟,98.0,0.157,103.0,0.146,5.0,0.17,5.0,0.13,0.146,全国,,,0.157,全国,,
4573,佐藤翼,118.0,0.137,122.0,0.136,5.0,0.13,4.0,0.115,0.136,全国,,,0.137,全国,,
4574,東潤樹,113.0,0.183,116.0,0.168,5.0,0.2,4.0,0.168,0.168,全国,,,0.183,全国,●,
4575,戸塚邦好,98.0,0.158,103.0,0.153,4.0,0.14,4.0,0.152,0.153,全国,,,0.158,全国,,
4578,藤山雅弘,107.0,0.185,119.0,0.149,9.0,0.207,9.0,0.142,0.149,全国,,,0.185,全国,●,
4579,中嶋健一郎,111.0,0.151,137.0,0.159,18.0,0.149,25.0,0.148,0.148,当地,,,0.149,当地,,
4580,長谷川雅和,119.0,0.164,121.0,0.159,,,,,0.159,全国,,,0.164,全国,,
4581,吉村誠,128.0,0.143,147.0,0.146,4.0,0.138,4.0,0.14,0.146,全国,,,0.143,全国,,
4583,古田祐貴,123.0,0.153,150.0,0.129,6.0,0.133,10.0,0.112,0.112,当地,,●,0.153,全国,,
4584,村岡賢人,111.0,0.124,117.0,0.122,4.0,0.088,2.0,0.115,0.122,全国,,●,0.124,全国,,●
4586,磯部誠,121.0,0.13,120.0,0.117,5.0,0.114,4.0,0.073,0.117,全国,,●,0.13,全国,,
4587,木田峰由季,104.0,0.174,127.0,0.147,5.0,0.188,5.0,0.126,0.147,全国,,,0.174,全国,,
4588,田中京介,138.0,0.162,134.0,0.129,11.0,0.164,7.0,0.116,0.129,全国,,●,0.164,当地,,
4589,塩崎桐加,80.0,0.17,80.0,0.163,,,,,0.163,全国,,,0.17,全国,,
4590,渡邉優美,118.0,0.158,145.0,0.142,,,,,0.142,全国,,,0.158,全国,,
4592,小林孝弘,94.0,0.151,96.0,0.147,,,,,0.147,全国,,,0.151,全国,,
4593,小坂宗司,115.0,0.177,112.0,0.151,,,,,0.151,全国,,,0.177,全国,,
4594,谷川祐一,110.0,0.167,117.0,0.14,10.0,0.147,9.0,0.123,0.14,全国,,,0.147,当地,,
4596,葛原大陽,122.0,0.15,137.0,0.141,4.0,0.132,4.0,0.17,0.141,全国,,,0.15,全国,,
4598,加藤政彦,115.0,0.161,120.0,0.132,,,,,0.132,全国,,,0.161,全国,,
4600,井内将太郎,111.0,0.129,117.0,0.128,,,,,0.128,全国,,●,0.129,全国,,●
4601,森野正弘,124.0,0.132,140.0,0.129,4.0,0.145,6.0,0.113,0.129,全国,,●,0.132,全国,,
4603,谷川将太,110.0,0.172,112.0,0.149,,,,,0.149,全国,,,0.172,全国,,
4604,岩瀬裕亮,132.0,0.152,159.0,0.134,17.0,0.146,22.0,0.127,0.127,当地,,●,0.146,当地,,
4607,鶴田勇雄,133.0,0.178,135.0,0.17,4.0,0.285,3.0,0.067,0.17,全国,,,0.178,全国,,
4608,荒井翔伍,103.0,0.165,119.0,0.152,5.0,0.128,7.0,0.114,0.152,全国,,,0.165,全国,,
4610,佐藤大佑,135.0,0.16,131.0,0.15,,,,,0.15,全国,,,0.16,全国,,
4611,今井美亜,112.0,0.157,134.0,0.136,5.0,0.164,6.0,0.175,0.136,全国,,,0.157,全国,,
4614,石倉洋行,123.0,0.125,140.0,0.141,4.0,0.118,5.0,0.118,0.141,全国,,,0.125,全国,,●
4615,板倉敦史,93.0,0.205,93.0,0.161,,,,,0.161,全国,,,0.205,全国,●,
4618,乃村康友,101.0,0.17,88.0,0.171,26.0,0.159,25.0,0.17,0.17,当地,,,0.159,当地,,
4619,伏田裕隆,128.0,0.162,77.0,0.172,4.0,0.198,5.0,0.166,0.172,全国,,,0.162,全国,,
4623,中北将史,114.0,0.168,119.0,0.14,21.0,0.172,21.0,0.13,0.13,当地,,●,0.172,当地,,
4624,高田明,110.0,0.158,125.0,0.166,,,,,0.166,全国,,,0.158,全国,,
4625,渡邊裕貴,93.0,0.166,89.0,0.172,10.0,0.131,15.0,0.153,0.153,当地,,,0.131,当地,,
4626,伊藤紘章,90.0,0.234,94.0,0.191,9.0,0.271,9.0,0.176,0.191,全国,●,,0.234,全国,●,
4627,藤原菜希,89.0,0.156,97.0,0.146,,,,,0.146,全国,,,0.156,全国,,
4630,岩永雅人,104.0,0.186,104.0,0.183,6.0,0.173,5.0,0.16,0.183,全国,●,,0.186,全国,●,
4631,新井英孝,101.0,0.161,91.0,0.139,4.0,0.122,5.0,0.164,0.139,全国,,,0.161,全国,,
4632,長尾京志郎,82.0,0.2,81.0,0.18,4.0,0.252,3.0,0.207,0.18,全国,,,0.2,全国,●,
4633,森智也,109.0,0.189,124.0,0.145,11.0,0.184,13.0,0.152,0.152,当地,,,0.184,当地,●,
4635,峰重力也,81.0,0.125,93.0,0.135,5.0,0.11,5.0,0.102,0.135,全国,,,0.125,全国,,●
4636,赤池修平,87.0,0.184,78.0,0.203,,,,,0.203,全国,●,,0.184,全国,●,
4637,中田友也,99.0,0.172,87.0,0.167,5.0,0.17,5.0,0.12,0.167,全国,,,0.172,全国,,
4638,小林遼太,102.0,0.195,104.0,0.169,4.0,0.205,5.0,0.132,0.169,全国,,,0.195,全国,●,
4639,雑賀勇貴,103.0,0.176,104.0,0.153,4.0,0.192,5.0,0.136,0.153,全国,,,0.176,全国,,
4640,山ノ内雅人,136.0,0.139,157.0,0.145,4.0,0.115,7.0,0.131,0.145,全国,,,0.139,全国,,
4641,磯村匠,96.0,0.202,84.0,0.175,,,,,0.175,全国,,,0.202,全国,●,
4642,松尾夏海,104.0,0.156,132.0,0.158,4.0,0.132,7.0,0.183,0.158,全国,,,0.156,全国,,
4643,近江翔吾,105.0,0.149,115.0,0.127,,,,,0.127,全国,,●,0.149,全国,,
4644,山田亮太,111.0,0.137,120.0,0.15,,,,,0.15,全国,,,0.137,全国,,
4645,上村純一,117.0,0.133,132.0,0.132,4.0,0.128,3.0,0.12,0.132,全国,,,0.133,全国,,
4648,木村亮太,84.0,0.146,93.0,0.161,4.0,0.142,5.0,0.152,0.161,全国,,,0.146,全国,,
4649,和田操拓,129.0,0.126,138.0,0.13,4.0,0.138,5.0,0.11,0.13,全国,,●,0.126,全国,,●
4650,中山雄太,51.0,0.144,57.0,0.131,4.0,0.172,5.0,0.128,0.131,全国,,,0.144,全国,,
4651,佐藤大騎,99.0,0.171,75.0,0.168,,,,,0.168,全国,,,0.171,全国,,
4652,酒見峻介,98.0,0.181,108.0,0.162,,,,,0.162,全国,,,0.181,全国,●,
4653,小野達哉,105.0,0.147,137.0,0.142,4.0,0.138,5.0,0.166,0.142,全国,,,0.147,全国,,
4654,篠田優也,109.0,0.158,121.0,0.159,4.0,0.105,5.0,0.182,0.159,全国,,,0.158,全国,,
4656,大崎翔,100.0,0.158,99.0,0.147,9.0,0.18,7.0,0.153,0.147,全国,,,0.158,全国,,
4659,木下翔太,118.0,0.151,144.0,0.145,7.0,0.184,9.0,0.138,0.145,全国,,,0.151,全国,,
4660,宇田川信一,75.0,0.193,68.0,0.195,4.0,0.208,4.0,0.285,0.195,全国,●,,0.193,全国,●,
4661,中島昂章,97.0,0.196,100.0,0.172,,,,,0.172,全国,,,0.196,全国,●,
4663,籾山佳岳,29.0,0.166,31.0,0.137,,,,,0.137,全国,,,0.166,全国,,
4664,東口晃,76.0,0.206,75.0,0.181,,,,,0.181,全国,●,,0.206,全国,●,
4665,加藤啓太,106.0,0.18,100.0,0.162,4.0,0.173,3.0,0.133,0.162,全国,,,0.18,全国,●,
4666,日笠勝弘,58.0,0.16,58.0,0.164,,,,,0.164,全国,,,0.16,全国,,
4669,井上茂,93.0,0.19,99.0,0.146,7.0,0.203,8.0,0.149,0.146,全国,,,0.19,全国,●,
4672,守屋大地,109.0,0.17,100.0,0.19,4.0,0.162,5.0,0.202,0.19,全国,●,,0.17,全国,,
4674,池田剛規,127.0,0.145,131.0,0.15,8.0,0.16,10.0,0.138,0.138,当地,,,0.145,全国,,
4675,井手良太,84.0,0.122,78.0,0.147,4.0,0.148,5.0,0.162,0.147,全国,,,0.122,全国,,●
4676,後藤隼之,101.0,0.186,115.0,0.143,4.0,0.15,5.0,0.116,0.143,全国,,,0.186,全国,●,
4677,片橋幸貴,90.0,0.166,95.0,0.157,2.0,0.075,5.0,0.128,0.157,全国,,,0.166,全国,,
4678,水野望美,83.0,0.173,87.0,0.167,,,,,0.167,全国,,,0.173,全国,,
4679,植田太一,123.0,0.164,144.0,0.153,6.0,0.185,5.0,0.112,0.153,全国,,,0.164,全国,,
4680,後藤美翼,99.0,0.212,117.0,0.187,,,,,0.187,全国,●,,0.212,全国,●,
4681,太田潮,79.0,0.196,79.0,0.16,5.0,0.134,5.0,0.162,0.16,全国,,,0.196,全国,●,
4682,大上卓人,124.0,0.149,129.0,0.132,,,,,0.132,全国,,,0.149,全国,,
4683,向井田直弥,86.0,0.141,19.0,0.146,,,,,0.146,全国,,,0.141,全国,,
4684,楠原翔太,106.0,0.155,114.0,0.146,,,,,0.146,全国,,,0.155,全国,,
4685,島村隆幸,108.0,0.164,126.0,0.142,9.0,0.163,11.0,0.114,0.114,当地,,●,0.164,全国,,
4686,丸野一樹,110.0,0.131,135.0,0.134,4.0,0.135,4.0,0.17,0.134,全国,,,0.131,全国,,
4688,永井彪也,124.0,0.123,122.0,0.134,5.0,0.098,6.0,0.142,0.134,全国,,,0.123,全国,,●
4689,豊田結,102.0,0.162,100.0,0.154,9.0,0.197,9.0,0.16,0.154,全国,,,0.162,全国,,
4690,高石梨菜,14.0,0.186,17.0,0.157,,,,,0.157,全国,,,0.186,全国,●,
4691,水原慎,82.0,0.167,87.0,0.159,,,,,0.159,全国,,,0.167,全国,,
4692,酒井俊弘,110.0,0.125,97.0,0.152,13.0,0.108,8.0,0.121,0.152,全国,,,0.108,当地,,●
4693,松下誉士,105.0,0.19,106.0,0.197,,,,,0.197,全国,●,,0.19,全国,●,
4694,高田綾,92.0,0.181,95.0,0.187,4.0,0.285,4.0,0.168,0.187,全国,●,,0.181,全国,●,
4695,尾崎雄二,103.0,0.142,97.0,0.158,,,,,0.158,全国,,,0.142,全国,,
4697,國弘翔平,95.0,0.186,99.0,0.154,8.0,0.17,8.0,0.146,0.154,全国,,,0.186,全国,●,
4700,金子和之,102.0,0.147,108.0,0.156,4.0,0.158,6.0,0.177,0.156,全国,,,0.147,全国,,
4702,三浦敬太,101.0,0.13,109.0,0.143,,,,,0.143,全国,,,0.13,全国,,●
4703,森永隆,112.0,0.151,124.0,0.148,,,,,0.148,全国,,,0.151,全国,,
4704,河野大,127.0,0.139,156.0,0.135,3.0,0.163,5.0,0.166,0.135,全国,,,0.139,全国,,
4705,吉川勇作,99.0,0.161,95.0,0.14,4.0,0.165,5.0,0.154,0.14,全国,,,0.161,全国,,
4706,三浦洋次朗,130.0,0.167,131.0,0.166,7.0,0.173,6.0,0.157,0.166,全国,,,0.167,全国,,
4708,半田尚也,92.0,0.196,81.0,0.17,,,,,0.17,全国,,,0.196,全国,●,
4709,岡村将也,114.0,0.165,121.0,0.15,8.0,0.158,9.0,0.136,0.15,全国,,,0.165,全国,,
4710,福田宗平,124.0,0.14,155.0,0.146,8.0,0.176,11.0,0.131,0.131,当地,,,0.14,全国,,
4711,前出達吉,114.0,0.162,116.0,0.149,,,,,0.149,全国,,,0.162,全国,,
4713,白神優,133.0,0.134,149.0,0.125,,,,,0.125,全国,,●,0.134,全国,,
4714,喜多須杏奈,98.0,0.188,99.0,0.151,,,,,0.151,全国,,,0.188,全国,●,
4715,村上遼,87.0,0.147,89.0,0.133,,,,,0.133,全国,,,0.147,全国,,
4718,北川太一,104.0,0.142,112.0,0.153,6.0,0.177,4.0,0.125,0.153,全国,,,0.142,全国,,
4719,上條暢嵩,124.0,0.137,137.0,0.129,3.0,0.213,5.0,0.098,0.129,全国,,●,0.137,全国,,
4720,西澤日花里,89.0,0.191,89.0,0.198,4.0,0.222,5.0,0.22,0.198,全国,●,,0.191,全国,●,
4723,寺島吉彦,99.0,0.164,70.0,0.192,4.0,0.222,5.0,0.2,0.192,全国,●,,0.164,全国,,
4724,吉田祐貴,62.0,0.182,55.0,0.182,,,,,0.182,全国,●,,0.182,全国,●,
