ym,touban,slow_n,slow_sum,dash_n,dash_sum
2026-06,4553,11,1.59,10,1.79
2026-06,4555,13,2.57,12,2.05
2026-06,4556,13,1.62,10,2.01
2026-06,4557,6,0.76,6,1.07
2026-06,4558,6,0.99,5,1.23
2026-06,4560,1,0.14,2,0.32
2026-06,4561,13,2.14,10,2.01
2026-06,4562,8,1.8,8,1.41
2026-06,4563,6,1.01,5,0.78
2026-06,4564,9,1.39,10,2.02
2026-06,4565,10,1.65,9,1.5
2026-06,4566,11,1.61,11,1.25
2026-06,4567,6,1.49,3,0.86
2026-06,4568,9,1.49,7,0.87
2026-06,4569,12,1.74,11,1.63
2026-06,4570,13,2.24,7,0.83
2026-06,4571,5,0.94,10,1.47
2026-06,4572,13,1.96,8,1.59
2026-06,4573,9,1.27,8,1.14
2026-06,4574,11,2.16,10,1.79
2026-06,4575,16,2.67,10,1.3
2026-06,4578,14,2.06,10,1.76
2026-06,4579,12,1.89,10,1.52
2026-06,4580,6,0.94,3,0.38
2026-06,4581,10,1.25,11,1.85
2026-06,4583,16,1.93,10,1.35
2026-06,4584,8,1.38,10,1.55
2026-06,4586,11,1.05,15,1.78
2026-06,4587,6,1.18,4,0.89
2026-06,4588,9,1.0,13,2.11
2026-06,4589,14,2.1,11,1.73
2026-06,4590,13,1.69,10,1.51
2026-06,4592,8,1.3,8,1.27
2026-06,4593,9,1.42,11,2.28
2026-06,4594,12,1.47,14,2.04
2026-06,4596,14,1.98,13,1.63
2026-06,4598,13,1.74,9,1.38
2026-06,4600,8,0.98,9,1.03
2026-06,4601,12,1.38,12,1.1
2026-06,4603,10,1.49,10,1.59
2026-06,4604,16,2.04,11,1.49
2026-06,4607,11,2.32,13,1.87
2026-06,4608,13,1.48,13,1.62
2026-06,4610,9,1.5,11,1.4
2026-06,4611,14,1.84,13,2.32
2026-06,4614,10,1.34,9,1.36
2026-06,4615,10,1.75,9,1.54
2026-06,4618,6,1.07,11,2.25
2026-06,4619,11,1.79,8,1.51
2026-06,4623,8,0.68,10,1.7
2026-06,4624,9,1.23,5,0.69
2026-06,4625,4,0.72,3,0.56
2026-06,4626,7,0.78,5,1.01
2026-06,4631,9,1.07,10,1.65
2026-06,4632,13,1.98,10,1.6
2026-06,4633,15,2.12,11,1.9
2026-06,4635,8,1.18,7,0.64
2026-06,4636,7,1.6,9,2.02
2026-06,4638,8,1.4,9,1.99
2026-06,4639,9,1.4,9,1.37
2026-06,4640,15,1.97,13,1.68
2026-06,4641,3,0.49,5,0.87
2026-06,4642,12,2.02,8,1.35
2026-06,4643,13,1.55,9,1.48
2026-06,4644,15,2.17,13,1.69
2026-06,4645,12,1.37,7,0.95
2026-06,4648,10,1.47,9,1.17
2026-06,4649,15,2.3,15,1.92
2026-06,4651,2,0.21,2,0.23
2026-06,4652,4,0.78,7,1.0
2026-06,4654,12,2.06,11,1.6
2026-06,4656,8,1.16,7,0.87
2026-06,4659,11,1.48,8,0.81
2026-06,4660,6,0.81,8,1.47
2026-06,4661,10,2.06,15,2.87
2026-06,4663,12,1.58,9,1.25
2026-06,4664,12,2.1,11,2.21
2026-06,4665,10,1.3,11,1.91
2026-06,4666,8,1.4,7,1.15
2026-06,4669,11,1.48,11,2.18
2026-06,4672,9,1.52,9,1.37
2026-06,4674,10,1.13,10,1.36
2026-06,4675,8,0.78,9,0.97
2026-06,4676,13,1.69,11,2.11
2026-06,4677,11,1.54,12,1.47
2026-06,4678,8,1.09,9,1.32
2026-06,4679,16,2.33,13,1.7
2026-06,4680,9,1.58,11,2.21
2026-06,4682,13,1.62,13,1.64
2026-06,4683,2,0.31,5,0.54
2026-06,4684,10,1.34,13,1.82
2026-06,4685,13,2.05,14,2.52
2026-06,4686,10,1.05,8,0.76
2026-06,4688,13,1.55,15,2.06
2026-06,4689,4,0.61,3,0.5
2026-06,4690,6,0.91,8,1.66
2026-06,4692,5,0.95,6,1.02
2026-06,4693,9,1.82,8,1.77
2026-06,4694,7,1.15,7,1.25
2026-06,4695,7,1.26,11,1.32
2026-06,4697,9,1.42,10,2.37
2026-06,4700,12,1.83,10,1.89
2026-06,4703,15,2.0,11,1.47
2026-06,4704,12,1.57,11,1.31
2026-06,4705,10,1.22,9,1.17
2026-06,4706,11,1.89,10,1.61
2026-06,4708,1,0.16,3,0.84
2026-06,4709,12,2.07,11,2.13
2026-06,4710,14,2.16,10,1.63
2026-06,4711,8,1.14,6,0.9
2026-06,4713,8,0.62,9,1.25
2026-06,4714,6,0.82,6,1.22
2026-06,4715,5,0.8,4,0.56
2026-06,4719,8,0.89,9,0.91
2026-06,4720,0,0.0,6,1.42
2026-06,4723,4,0.72,7,1.03
2026-06,4724,7,1.11,9,1.42
2026-06,4725,12,2.26,11,1.6
2026-06,4727,7,0.9,7,0.99
2026-06,4728,8,1.72,8,1.93
2026-06,4729,6,0.97,5,0.82
2026-06,4730,8,1.03,7,1.16
2026-06,4731,10,1.38,10,1.49
2026-06,4732,14,1.75,8,0.9
2026-06,4733,11,1.62,7,0.9
2026-06,4734,4,0.5,4,0.45
2026-06,4735,8,1.18,6,0.81
2026-06,4736,15,2.22,13,1.28
2026-06,4737,10,1.64,9,1.65
2026-06,4738,12,1.65,12,1.84
2026-06,4739,16,2.61,7,0.88
2026-06,4740,8,1.1,10,2.03
2026-06,4743,13,1.71,10,1.12
2026-06,4744,3,0.56,2,0.45
2026-06,4746,12,2.37,9,1.64
2026-06,4747,4,0.71,4,0.75
2026-06,4748,15,2.0,10,1.77
2026-06,4750,9,0.96,10,1.94
2026-06,4752,9,1.17,10,1.48
2026-06,4754,13,1.75,12,1.75
2026-06,4757,10,1.04,11,1.47
2026-06,4759,9,1.38,9,1.39
2026-06,4760,14,1.71,11,1.21
2026-06,4761,8,1.28,10,1.41
2026-06,4762,11,1.3,10,1.27
2026-06,4764,0,0.0,1,0.22
2026-06,4765,5,0.73,6,0.92
2026-06,4766,9,1.44,7,0.61
2026-06,4769,14,1.31,10,1.17
2026-06,4771,16,2.45,11,1.45
2026-06,4772,4,0.43,5,0.52
2026-06,4773,17,2.61,12,2.58
2026-06,4775,4,0.63,4,0.78
2026-06,4776,14,1.97,13,2.2
2026-06,4778,11,1.51,8,1.07
2026-06,4779,9,1.37,10,1.29
2026-06,4781,5,0.87,4,0.75
2026-06,4782,5,0.72,4,0.68
2026-06,4784,7,1.42,6,1.35
2026-06,4785,9,1.55,8,1.86
2026-06,4786,10,1.16,12,1.38
2026-06,4787,12,1.57,10,1.24
2026-06,4788,11,1.68,6,0.72
2026-06,4789,14,2.44,14,2.54
2026-06,4790,14,2.22,13,2.41
2026-06,4791,15,3.02,12,2.02
2026-06,4792,1,0.05,1,0.21
2026-06,4793,15,1.92,7,0.97
2026-06,4796,17,2.37,7,0.97
2026-06,4797,8,1.11,10,1.85
2026-06,4798,13,1.71,11,1.79
2026-06,4803,5,1.06,4,0.7
2026-06,4804,10,1.59,8,1.25
2026-06,4808,13,2.33,12,2.34
2026-06,4809,6,0.97,5,0.69
2026-06,4811,10,1.31,12,1.84
2026-06,4812,11,1.46,9,1.79
2026-06,4813,3,0.71,5,1.01
2026-06,4816,15,2.57,14,2.0
2026-06,4817,10,1.39,6,0.88
2026-06,4818,5,0.91,10,1.99
2026-06,4819,3,0.45,7,1.45
2026-06,4821,11,2.5,13,2.09
2026-06,4822,11,1.72,8,1.5
2026-06,4823,14,1.72,11,1.58
2026-06,4824,9,1.28,8,1.03
2026-06,4825,15,2.35,12,1.4
2026-06,4826,4,0.4,4,0.58
2026-06,4828,4,0.54,5,0.85
2026-06,4831,6,0.79,6,0.92
2026-06,4832,11,1.57,9,1.18
2026-06,4834,15,1.74,12,1.61
2026-06,4835,9,1.26,8,1.12
2026-06,4836,2,0.29,3,0.35
2026-06,4837,6,1.12,10,1.5
2026-06,4839,12,1.31,11,1.43
2026-06,4840,9,1.38,11,1.69
2026-06,4842,10,1.52,6,1.22
2026-06,4843,5,0.68,8,1.68
2026-06,4844,9,1.37,9,1.74
2026-06,4845,4,0.59,3,0.35
2026-06,4846,8,1.05,10,2.09
2026-06,4847,9,0.97,8,1.15
2026-06,4848,8,1.22,6,1.1
2026-06,4850,10,1.21,12,1.3
2026-06,4851,9,1.02,9,1.09
2026-06,4852,14,2.18,12,1.74
2026-06,4853,10,1.8,9,1.83
2026-06,4854,2,0.3,4,0.65
2026-06,4856,13,1.64,12,1.42
2026-06,4857,14,2.0,9,1.3
2026-06,4861,9,1.3,11,2.1
2026-06,4863,7,1.27,8,1.35
2026-06,4864,9,1.43,9,1.41
2026-06,4866,6,0.91,9,1.82
2026-06,4871,9,1.5,6,0.87
2026-06,4872,11,1.77,10,1.97
2026-06,4873,13,2.08,10,1.25
2026-06,4874,18,2.56,0,0.0
2026-06,4875,16,2.23,11,2.26
2026-06,4876,8,1.12,8,1.21
2026-06,4877,13,1.72,10,1.25
2026-06,4878,9,1.82,10,1.43
2026-06,4879,9,1.67,11,1.6
2026-06,4880,9,1.19,7,1.1
2026-06,4883,8,1.28,9,1.45
2026-06,4886,5,0.85,4,0.84
2026-06,4887,8,0.86,9,1.34
2026-06,4888,6,1.18,5,0.98
2026-06,4889,2,0.37,3,0.62
2026-06,4890,10,1.22,9,1.34
2026-06,4891,5,0.97,4,0.45
2026-06,4892,5,0.72,10,1.83
2026-06,4893,8,1.23,8,0.87
2026-06,4894,7,1.03,7,1.23
2026-06,4895,10,1.24,11,1.64
2026-06,4896,2,0.27,2,0.45
2026-06,4897,6,1.15,8,1.72
2026-06,4898,7,1.13,6,0.92
2026-06,4899,8,0.96,6,0.73
2026-06,4900,6,1.02,6,1.19
2026-06,4901,10,1.41,12,1.89
2026-06,4902,9,1.4,10,1.62
2026-06,4903,11,1.49,12,1.85
2026-06,4904,16,2.62,10,1.68
2026-06,4905,7,1.18,10,1.72
2026-06,4906,5,0.72,7,1.13
2026-06,4907,15,2.07,11,1.44
2026-06,4908,10,1.13,9,1.23
2026-06,4909,9,1.53,8,1.26
2026-06,4910,12,1.39,9,1.05
2026-06,4911,3,0.25,2,0.21
2026-06,4914,9,1.11,9,1.14
2026-06,4917,10,1.62,10,1.28
2026-06,4918,10,1.23,8,1.2
2026-06,4924,9,1.53,10,2.11
2026-06,4925,8,1.03,9,1.18
2026-06,4926,15,1.72,10,1.27
2026-06,4927,9,1.52,6,0.85
2026-06,4928,12,1.98,8,1.15
2026-06,4930,7,1.07,12,1.53
2026-06,4931,9,1.37,12,1.84
2026-06,4932,9,1.31,7,0.94
2026-06,4933,12,1.42,9,1.01
2026-06,4934,3,0.43,2,0.55
2026-06,4936,8,1.25,7,1.07
2026-06,4938,19,3.1,9,1.37
2026-06,4939,10,1.09,8,1.07
2026-06,4940,9,1.32,11,1.85
2026-06,4942,11,1.61,8,1.24
2026-06,4943,5,0.72,5,0.83
2026-06,4944,9,1.35,11,1.76
2026-06,4945,5,0.81,6,1.17
2026-06,4948,10,1.18,7,0.96
2026-06,4949,16,1.95,13,1.95
2026-06,4950,11,1.4,12,1.86
2026-06,4951,10,1.59,8,1.2
2026-06,4952,8,1.29,7,1.32
2026-06,4953,16,2.77,11,1.62
2026-06,4954,3,0.45,6,1.0
2026-06,4957,9,1.26,11,1.72
2026-06,4958,13,1.83,13,1.9
2026-06,4959,8,1.14,11,1.87
2026-06,4960,11,1.34,10,1.27
2026-06,4961,6,0.65,10,1.29
2026-06,4962,5,0.9,9,1.33
2026-06,4963,11,1.32,10,1.71
2026-06,4964,11,1.63,9,1.51
2026-06,4965,8,1.27,9,1.17
2026-06,4966,7,1.12,8,1.34
2026-06,4967,19,2.7,10,1.27
2026-06,4969,7,1.1,7,1.21
2026-06,4973,7,1.54,7,1.28
2026-06,4974,13,2.44,9,1.47
2026-06,4976,3,0.5,5,1.12
2026-06,4977,12,1.89,11,1.4
2026-06,4978,10,1.81,11,1.46
2026-06,4979,10,1.44,9,1.48
2026-06,4980,9,1.0,10,1.73
2026-06,4981,10,1.65,10,1.58
2026-06,4982,7,1.18,8,1.62
2026-06,4983,9,1.08,11,1.43
2026-06,4984,11,2.07,10,2.81
2026-06,4985,15,2.27,9,1.22
2026-06,4987,8,1.27,9,1.3
2026-06,4988,2,0.2,0,0.0
2026-06,4989,10,1.29,7,1.05
2026-06,4990,3,0.79,3,0.35
2026-06,4991,10,1.04,7,1.35
2026-06,4992,4,0.51,6,0.89
2026-06,4994,12,2.19,7,1.37
2026-06,4995,9,1.54,10,2.28
2026-06,4998,4,0.5,5,0.84
2026-06,5000,9,1.4,9,1.08
2026-06,5002,11,1.68,10,1.56
2026-06,5003,10,1.28,10,1.45
2026-06,5004,11,1.46,12,1.74
2026-06,5005,10,1.56,14,1.6
2026-06,5006,9,1.96,10,1.74
2026-06,5007,5,0.93,6,1.52
2026-06,5008,9,1.36,9,1.12
2026-06,5009,5,0.93,6,1.61
2026-06,5010,13,1.92,13,1.3
2026-06,5011,6,0.9,10,1.64
2026-06,5012,0,0.0,1,0.24
2026-06,5013,10,1.36,7,1.43
2026-06,5014,7,1.04,6,0.65
2026-06,5015,18,2.14,9,1.22
2026-06,5016,4,0.51,5,0.79
2026-06,5017,11,1.51,10,1.1
2026-06,5018,15,2.34,9,1.58
2026-06,5020,9,1.4,9,1.39
2026-06,5022,9,1.52,9,1.67
2026-06,5023,7,0.62,8,1.13
2026-06,5026,10,1.47,12,1.79
2026-06,5027,2,0.33,3,0.42
2026-06,5028,16,1.74,11,1.86
2026-06,5029,16,2.41,10,1.57
2026-06,5031,8,1.3,9,1.45
2026-06,5032,16,2.46,13,2.01
2026-06,5033,4,0.68,3,0.67
2026-06,5034,15,2.01,9,1.33
2026-06,5035,11,1.72,11,1.55
2026-06,5036,10,1.04,11,1.82
2026-06,5037,10,1.4,11,1.88
2026-06,5038,10,1.24,5,0.49
2026-06,5039,9,1.35,11,1.85
2026-06,5041,9,2.09,9,2.02
2026-06,5042,14,1.3,14,1.76
2026-06,5043,12,1.3,12,1.64
2026-06,5044,4,0.55,6,0.87
2026-06,5045,9,1.71,10,2.41
2026-06,5046,8,1.14,9,1.78
2026-06,5047,9,1.41,8,1.66
2026-06,5048,4,0.88,5,0.85
2026-06,5049,10,1.6,11,2.0
2026-06,5050,13,1.96,9,1.36
2026-06,5051,13,1.47,7,1.12
2026-06,5052,11,1.62,8,1.01
2026-06,5053,4,0.94,5,0.98
2026-06,5054,11,1.62,9,1.24
2026-06,5055,14,2.08,11,1.48
2026-06,5057,10,1.26,11,1.68
2026-06,5058,11,1.21,14,1.8
2026-06,5060,9,1.42,8,1.27
2026-06,5061,6,1.24,6,1.16
2026-06,5063,5,0.66,5,0.81
2026-06,5064,13,1.92,6,1.49
2026-06,5065,4,0.46,4,0.61
2026-06,5066,10,1.63,9,1.41
2026-06,5067,5,0.74,10,1.45
2026-06,5068,9,1.07,5,0.74
2026-06,5069,10,1.68,9,1.31
2026-06,5070,8,1.17,7,1.44
2026-06,5071,4,0.67,10,1.56
2026-06,5072,5,1.02,4,0.7
2026-06,5073,13,2.51,9,1.7
2026-06,5074,9,1.67,10,1.32
2026-06,5075,11,1.71,13,1.66
2026-06,5076,13,1.74,10,1.6
2026-06,5077,5,1.01,6,1.13
2026-06,5078,6,1.19,6,1.1
2026-06,5079,8,1.19,8,1.24
2026-06,5081,5,1.19,3,0.59
2026-06,5082,7,1.48,7,0.99
2026-06,5083,5,0.81,7,1.14
2026-06,5085,16,2.79,10,2.08
2026-06,5086,9,1.57,7,1.31
2026-06,5087,12,1.74,12,1.95
2026-06,5088,17,2.77,13,1.95
2026-06,5089,15,2.48,13,2.54
2026-06,5092,10,1.31,8,0.88
2026-06,5095,7,1.02,5,0.52
2026-06,5096,9,1.22,12,1.61
2026-06,5098,8,0.67,7,1.12
2026-06,5100,6,0.9,7,0.92
2026-06,5101,3,0.5,2,0.32
2026-06,5102,10,1.69,6,1.44
2026-06,5104,15,2.27,11,1.85
2026-06,5105,8,1.87,7,1.27
2026-06,5106,13,2.15,10,2.03
2026-06,5107,8,1.53,8,1.76
2026-06,5108,6,1.89,8,1.46
2026-06,5109,13,1.43,10,1.48
2026-06,5110,8,1.06,7,1.23
2026-06,5111,8,1.01,10,1.28
2026-06,5112,9,1.23,7,1.31
2026-06,5114,17,2.54,15,2.39
2026-06,5115,9,1.27,9,1.59
2026-06,5117,9,1.68,6,1.13
2026-06,5121,6,0.75,7,1.12
2026-06,5122,7,1.53,7,1.76
2026-06,5123,9,1.3,9,1.02
2026-06,5124,8,1.49,9,1.0
2026-06,5125,4,0.68,4,0.94
2026-06,5126,10,1.86,9,1.43
2026-06,5127,14,3.17,10,1.76
2026-06,5128,4,0.63,3,0.52
2026-06,5129,11,1.63,10,1.52
2026-06,5130,9,1.5,9,1.39
2026-06,5131,10,2.14,11,1.7
2026-06,5132,12,1.66,10,1.39
2026-06,5133,5,1.1,6,1.21
2026-06,5134,10,1.02,10,1.67
2026-06,5135,13,2.04,9,1.58
2026-06,5136,13,1.94,10,1.41
2026-06,5137,10,1.86,12,2.25
2026-06,5138,8,1.11,9,1.54
2026-06,5139,13,2.36,10,1.35
2026-06,5140,4,0.9,6,0.79
2026-06,5141,9,1.41,8,0.82
2026-06,5142,9,0.89,11,1.04
2026-06,5143,12,2.25,9,1.64
2026-06,5144,10,1.6,8,1.31
2026-06,5145,16,2.2,12,1.97
2026-06,5146,6,0.79,6,0.9
2026-06,5147,5,0.72,4,0.59
2026-06,5148,10,1.79,9,1.73
2026-06,5150,12,1.62,10,1.01
2026-06,5151,8,1.73,6,1.24
2026-06,5152,8,1.26,11,2.09
2026-06,5153,7,1.58,8,1.57
2026-06,5154,6,1.05,10,1.56
2026-06,5155,7,0.97,10,1.3
2026-06,5156,10,1.45,9,1.71
2026-06,5157,11,1.71,11,1.71
2026-06,5158,11,1.35,11,1.38
2026-06,5160,13,1.73,9,1.14
2026-06,5161,4,0.45,8,0.94
2026-06,5163,10,1.6,7,1.13
2026-06,5165,6,1.17,6,1.24
2026-06,5166,13,1.92,8,1.63
2026-06,5167,7,1.15,8,1.13
2026-06,5169,8,1.98,6,0.97
2026-06,5170,6,0.99,5,0.93
2026-06,5172,10,1.96,12,2.21
2026-06,5173,9,1.63,10,2.22
2026-06,5174,9,1.5,10,1.84
2026-06,5175,7,1.43,7,1.08
2026-06,5176,3,0.76,7,1.11
2026-06,5177,16,3.28,14,2.7
2026-06,5178,13,2.28,9,1.84
2026-06,5179,1,0.09,1,0.09
2026-06,5180,7,1.64,10,2.49
2026-06,5181,5,0.78,3,0.47
2026-06,5182,4,0.62,5,0.92
2026-06,5183,8,1.27,11,1.66
2026-06,5184,1,0.11,4,0.68
2026-06,5185,7,0.9,6,0.78
2026-06,5186,9,1.38,11,1.61
2026-06,5187,12,2.69,12,2.82
2026-06,5188,12,2.3,12,2.01
2026-06,5189,10,2.28,9,1.71
2026-06,5190,11,1.57,10,1.44
2026-06,5191,13,1.09,13,1.54
2026-06,5192,3,0.72,11,2.97
2026-06,5194,2,0.4,0,0.0
2026-06,5195,7,0.97,8,1.31
2026-06,5196,10,1.59,10,1.79
2026-06,5197,5,0.97,10,2.15
2026-06,5199,2,0.22,3,0.35
2026-06,5200,7,1.46,8,1.5
2026-06,5201,9,1.68,6,0.91
2026-06,5203,3,0.51,3,0.6
2026-06,5204,7,1.41,8,1.29
2026-06,5205,13,2.08,10,2.04
2026-06,5206,8,1.19,8,1.12
2026-06,5207,11,1.6,12,2.3
2026-06,5208,6,0.85,7,1.36
2026-06,5209,1,0.16,3,0.48
2026-06,5210,9,1.38,10,1.08
2026-06,5211,6,0.76,8,0.9
2026-06,5212,16,2.26,14,1.78
2026-06,5213,10,1.91,10,2.0
2026-06,5214,7,1.32,8,2.3
2026-06,5216,14,2.53,10,1.41
2026-06,5217,10,1.7,10,1.93
2026-06,5218,9,1.6,9,1.3
2026-06,5219,9,1.67,11,1.37
2026-06,5220,4,0.75,2,0.33
2026-06,5221,10,1.62,9,1.56
2026-06,5222,3,0.43,4,0.65
2026-06,5223,7,1.16,9,1.56
2026-06,5224,12,1.6,9,1.07
2026-06,5226,7,0.99,7,1.3
2026-06,5227,2,0.26,4,0.85
2026-06,5228,6,0.85,6,0.93
2026-06,5229,12,2.14,9,1.19
2026-06,5230,6,0.94,8,1.69
2026-06,5231,9,1.39,9,1.31
2026-06,5232,10,1.88,10,1.4
2026-06,5234,13,1.73,8,0.99
2026-06,5235,7,1.28,6,1.14
2026-06,5236,9,1.29,8,1.21
2026-06,5237,9,1.06,12,2.1
2026-06,5238,12,1.51,15,1.73
2026-06,5239,8,1.14,11,1.39
2026-06,5240,8,1.16,9,1.21
2026-06,5241,10,2.01,11,1.35
2026-06,5242,3,0.4,13,3.81
2026-06,5243,11,1.75,13,2.03
2026-06,5244,9,1.57,10,2.22
2026-06,5245,13,2.26,13,2.42
2026-06,5246,3,0.46,4,0.7
2026-06,5247,14,2.56,13,1.51
2026-06,5248,11,1.89,11,2.04
2026-06,5249,2,0.45,2,0.32
2026-06,5250,8,1.46,10,1.62
2026-06,5251,5,0.89,4,0.8
2026-06,5252,11,1.45,10,1.44
2026-06,5253,3,0.78,3,0.57
2026-06,5254,8,1.76,7,1.53
2026-06,5255,18,3.55,14,2.73
2026-06,5256,12,1.46,9,0.76
2026-06,5257,19,3.16,14,2.06
2026-06,5258,6,0.79,10,1.5
2026-06,5259,7,1.05,11,1.98
2026-06,5261,8,1.28,9,1.5
2026-06,5262,8,0.93,10,2.05
2026-06,5263,8,1.55,9,1.93
2026-06,5264,11,1.47,13,2.24
2026-06,5265,10,1.6,8,1.52
2026-06,5266,8,1.34,9,0.99
2026-06,5267,4,0.7,5,0.68
2026-06,5268,7,1.13,11,2.23
2026-06,5269,8,0.9,10,1.12
2026-06,5270,11,2.19,9,1.46
2026-06,5271,8,1.3,11,1.45
2026-06,5272,6,1.03,8,1.13
2026-06,5273,7,1.14,9,1.89
2026-06,5274,8,1.14,6,1.01
2026-06,5275,7,0.63,6,0.64
2026-06,5276,9,1.21,9,1.33
2026-06,5278,7,0.85,13,2.03
2026-06,5279,11,1.78,8,1.45
2026-06,5280,15,2.1,15,2.32
2026-06,5281,14,2.26,13,1.58
2026-06,5282,15,2.33,11,1.56
2026-06,5283,3,0.58,10,1.97
2026-06,5284,9,1.28,7,1.0
2026-06,5285,5,0.79,7,1.07
2026-06,5286,13,2.63,9,1.23
2026-06,5287,5,0.62,9,1.67
2026-06,5288,4,0.43,5,0.38
2026-06,5289,10,1.64,9,1.4
2026-06,5290,13,2.36,11,1.85
2026-06,5291,11,1.78,12,2.34
2026-06,5292,15,3.17,9,1.72
2026-06,5293,6,1.21,7,1.13
2026-06,5294,1,0.2,2,0.29
2026-06,5295,4,0.35,13,2.67
2026-06,5296,5,0.64,6,1.26
2026-06,5297,11,2.27,11,2.29
2026-06,5298,17,2.03,13,2.08
2026-06,5299,10,1.33,10,0.96
2026-06,5301,5,0.94,5,0.77
2026-06,5302,10,1.34,8,0.62
2026-06,5303,5,0.51,4,0.56
2026-06,5304,7,1.28,7,1.4
2026-06,5305,7,1.21,7,1.13
2026-06,5306,8,1.7,6,0.92
2026-06,5307,12,1.87,8,1.84
2026-06,5308,8,1.19,11,1.64
2026-06,5309,10,1.28,9,1.59
2026-06,5310,1,0.27,2,0.36
2026-06,5311,10,1.9,11,2.1
2026-06,5312,12,2.28,10,1.66
2026-06,5313,2,0.24,5,0.73
2026-06,5314,8,1.34,6,1.0
2026-06,5315,10,1.94,9,1.83
2026-06,5316,5,0.92,5,0.55
2026-06,5317,8,0.95,10,1.27
2026-06,5318,7,1.1,10,1.86
2026-06,5320,9,1.26,8,1.23
2026-06,5321,9,1.67,7,1.0
2026-06,5322,7,1.11,8,1.29
2026-06,5323,12,1.94,13,2.16
2026-06,5324,7,1.37,7,1.42
2026-06,5325,11,1.65,10,1.42
2026-06,5326,19,3.04,12,2.1
2026-06,5327,1,0.25,2,0.42
2026-06,5328,8,1.2,10,1.75
2026-06,5329,5,1.06,4,0.72
2026-06,5330,12,1.76,9,1.38
2026-06,5331,5,0.64,5,0.71
2026-06,5332,2,0.39,3,0.62
2026-06,5333,10,1.79,13,2.72
2026-06,5334,6,1.36,16,3.81
2026-06,5335,8,1.51,10,1.63
2026-06,5336,7,1.21,8,1.24
2026-06,5337,0,0.0,17,3.55
2026-06,5338,8,1.19,9,1.05
2026-06,5339,9,1.23,9,1.35
2026-06,5340,13,2.11,11,1.43
2026-06,5341,3,0.33,9,1.26
2026-06,5342,5,0.95,4,0.76
2026-06,5343,9,0.89,9,1.51
2026-06,5344,11,1.96,12,1.49
2026-06,5345,11,1.66,12,2.44
2026-06,5346,7,1.27,9,1.73
2026-06,5347,1,0.22,5,1.04
2026-06,5348,3,0.57,16,2.36
2026-06,5349,5,1.2,5,0.7
2026-06,5350,7,1.38,7,1.55
2026-06,5351,8,1.76,7,1.17
2026-06,5352,9,1.79,8,1.58
2026-06,5353,0,0.0,1,0.24
2026-06,5354,6,0.88,7,1.58
2026-06,5355,6,1.35,12,2.19
2026-06,5356,9,1.84,5,0.88
2026-06,5357,5,0.79,7,1.1
2026-06,5358,3,0.46,9,2.06
2026-06,5359,8,1.08,9,1.4
2026-06,5360,4,0.78,5,0.97
2026-06,5361,4,0.88,8,1.32
2026-06,5362,4,0.56,5,0.94
2026-06,5364,0,0.0,18,2.41
2026-06,5365,7,1.73,8,1.85
2026-06,5366,9,1.62,8,1.94
2026-06,5367,2,0.24,15,2.71
2026-06,5368,6,0.93,4,0.81
2026-06,5369,2,0.28,1,0.13
2026-06,5371,0,0.0,14,2.46
2026-06,5372,0,0.0,6,0.98
2026-06,5373,2,0.43,7,1.41
2026-06,5374,0,0.0,18,2.59
2026-06,5375,0,0.0,12,2.15
2026-06,5376,8,1.26,9,1.49
2026-06,5377,4,0.47,6,0.91
2026-06,5379,5,0.79,5,0.86
2026-06,5380,0,0.0,21,5.82
2026-06,5381,8,0.97,10,1.82
2026-06,5382,6,1.22,11,1.79
2026-06,5383,0,0.0,6,1.1
2026-06,5384,0,0.0,20,4.89
2026-06,5385,0,0.0,12,2.16
2026-06,5386,11,1.58,9,1.76
2026-06,5389,0,0.0,15,2.58
2026-06,5390,0,0.0,7,0.75
2026-06,5391,0,0.0,8,1.67
2026-06,5392,0,0.0,13,2.42
2026-06,5393,0,0.0,23,4.28
2026-06,5394,0,0.0,28,5.86
2026-06,5395,0,0.0,5,1.0
2026-06,5396,1,0.14,8,1.6
2026-06,5397,0,0.0,6,1.1
2026-06,5398,9,1.2,6,1.15
2026-06,5399,0,0.0,16,3.55
2026-06,5400,6,1.1,15,2.22
2026-06,5402,0,0.0,9,2.29
2026-06,5403,0,0.0,14,2.31
2026-06,5404,0,0.0,9,1.25
2026-06,5405,0,0.0,8,1.4
2026-06,5406,0,0.0,17,3.33
2026-06,5407,0,0.0,16,2.13
2026-06,5409,0,0.0,14,1.78
2026-06,5411,0,0.0,7,1.05
2026-06,5412,0,0.0,23,3.17
2026-06,5413,0,0.0,16,2.38
2026-06,5416,0,0.0,6,0.57
2026-06,5417,3,0.53,13,2.5
2026-06,5419,0,0.0,16,4.26
2026-06,5420,0,0.0,15,2.12
2026-06,5421,0,0.0,12,2.79
2026-06,5422,0,0.0,14,2.02
2026-06,5423,0,0.0,5,1.66
2026-06,5424,0,0.0,15,2.78
2026-06,5425,0,0.0,8,1.71
2026-06,5426,0,0.0,14,1.9
2026-06,5427,0,0.0,13,2.57
2026-06,5428,0,0.0,7,1.67
2026-06,5429,0,0.0,9,2.08
2026-06,5430,0,0.0,3,0.58
2026-06,5431,0,0.0,9,1.43
2026-06,5432,0,0.0,14,1.98
2026-06,5433,0,0.0,16,3.99
2026-06,5434,0,0.0,16,2.62
2026-06,5435,0,0.0,15,3.44
