ym,touban,slow_n,slow_sum,dash_n,dash_sum
2025-09,4880,7,1.28,9,1.56
2025-09,4882,4,0.75,6,1.11
2025-09,4883,5,0.98,2,0.47
2025-09,4884,11,1.77,8,1.16
2025-09,4885,3,0.56,5,0.73
2025-09,4886,10,1.16,8,1.1
2025-09,4887,11,1.54,11,1.66
2025-09,4888,8,1.97,7,1.4
2025-09,4889,8,1.63,8,1.49
2025-09,4890,12,1.43,14,1.59
2025-09,4891,8,1.44,7,1.19
2025-09,4892,10,1.46,11,2.0
2025-09,4893,11,2.05,9,1.64
2025-09,4894,11,2.7,15,3.81
2025-09,4895,10,1.38,7,1.1
2025-09,4896,11,2.0,9,1.51
2025-09,4897,11,2.06,9,1.95
2025-09,4898,5,0.69,9,1.88
2025-09,4899,5,0.68,5,0.64
2025-09,4900,9,1.49,10,1.81
2025-09,4901,4,0.82,5,0.54
2025-09,4902,7,1.39,8,1.15
2025-09,4903,16,1.95,12,1.72
2025-09,4904,8,1.25,8,1.24
2025-09,4905,4,0.71,1,0.22
2025-09,4906,11,1.29,10,1.49
2025-09,4907,10,1.53,10,1.73
2025-09,4908,11,1.25,9,1.17
2025-09,4909,6,0.85,8,1.56
2025-09,4910,11,1.87,10,1.41
2025-09,4911,8,1.32,8,1.01
2025-09,4914,8,0.97,8,0.96
2025-09,4917,5,0.84,6,1.25
2025-09,4918,8,1.08,12,1.73
2025-09,4919,6,0.76,4,0.59
2025-09,4924,8,1.58,8,1.93
2025-09,4925,8,1.02,8,0.82
2025-09,4926,5,0.68,5,0.75
2025-09,4927,15,2.87,10,1.54
2025-09,4928,6,0.62,4,0.51
2025-09,4930,10,1.73,11,1.97
2025-09,4931,17,2.03,13,1.83
2025-09,4932,14,1.95,11,1.55
2025-09,4933,12,1.39,13,1.84
2025-09,4934,14,1.67,10,1.29
2025-09,4936,3,0.46,4,0.93
2025-09,4938,10,1.56,10,1.73
2025-09,4939,15,2.08,13,1.84
2025-09,4940,5,1.4,5,0.96
2025-09,4941,4,1.17,5,1.03
2025-09,4942,9,1.23,8,0.96
2025-09,4943,8,0.97,7,1.51
2025-09,4944,9,1.42,8,1.59
2025-09,4945,5,0.96,13,2.17
2025-09,4947,13,2.72,12,2.16
2025-09,4948,8,1.13,7,1.01
2025-09,4949,14,1.98,15,2.06
2025-09,4950,7,1.25,7,1.07
2025-09,4951,11,1.57,12,1.55
2025-09,4952,9,0.94,7,1.24
2025-09,4953,11,1.41,14,1.75
2025-09,4957,9,1.18,9,1.9
2025-09,4958,12,1.65,10,1.55
2025-09,4959,12,1.37,10,1.29
2025-09,4960,15,2.08,12,1.64
2025-09,4961,13,1.83,11,1.82
2025-09,4962,6,0.85,5,0.76
2025-09,4963,10,1.29,9,1.4
2025-09,4965,2,0.41,3,0.45
2025-09,4966,12,1.72,17,2.36
2025-09,4967,10,1.08,11,1.26
2025-09,4969,5,0.47,6,1.12
2025-09,4973,9,1.79,8,1.26
2025-09,4974,6,1.04,7,0.54
2025-09,4977,13,2.0,9,1.46
2025-09,4978,8,1.61,9,1.3
2025-09,4979,9,1.34,9,1.48
2025-09,4980,12,1.34,15,2.31
2025-09,4981,8,1.44,7,1.32
2025-09,4982,7,1.29,7,1.09
2025-09,4983,8,1.26,7,1.28
2025-09,4984,4,0.42,4,0.71
2025-09,4985,16,2.09,12,1.6
2025-09,4987,9,1.33,5,0.69
2025-09,4988,7,1.18,6,0.77
2025-09,4989,14,2.32,11,1.5
2025-09,4991,15,2.43,12,2.29
2025-09,4992,9,1.11,7,0.93
2025-09,4994,15,1.94,9,1.56
2025-09,4995,7,1.51,5,0.68
2025-09,4997,3,0.84,4,1.13
2025-09,5000,9,1.1,10,1.68
2025-09,5002,14,2.35,9,1.46
2025-09,5003,5,0.74,4,0.63
2025-09,5004,5,0.77,5,0.95
2025-09,5005,5,1.13,6,1.25
2025-09,5006,2,0.29,9,1.98
2025-09,5007,9,1.62,12,2.12
2025-09,5008,7,1.32,7,0.95
2025-09,5009,14,2.47,12,2.05
2025-09,5010,15,2.39,11,1.74
2025-09,5011,8,1.35,8,1.44
2025-09,5012,12,1.19,11,1.07
2025-09,5013,5,0.85,4,0.62
2025-09,5014,2,0.4,4,0.36
2025-09,5015,14,1.52,8,1.18
2025-09,5016,15,2.16,11,1.35
2025-09,5017,13,1.22,12,1.91
2025-09,5018,14,2.25,13,2.56
2025-09,5019,5,0.77,5,0.73
2025-09,5020,5,0.49,4,1.05
2025-09,5022,7,1.38,8,1.46
2025-09,5023,10,1.28,10,1.23
2025-09,5026,13,2.16,10,1.39
2025-09,5027,12,2.4,13,2.37
2025-09,5028,17,2.45,10,1.6
2025-09,5029,13,1.98,12,1.55
2025-09,5031,9,1.28,10,1.68
2025-09,5032,1,0.29,1,0.2
2025-09,5033,8,1.26,8,1.4
2025-09,5034,17,2.28,12,1.82
2025-09,5035,9,1.44,6,1.01
2025-09,5036,7,1.25,8,1.75
2025-09,5037,3,0.41,3,0.67
2025-09,5038,16,3.02,13,2.06
2025-09,5039,7,0.93,10,0.8
2025-09,5041,9,1.67,10,1.22
2025-09,5042,11,1.13,11,1.3
2025-09,5043,13,1.37,13,1.46
2025-09,5044,8,1.16,8,1.37
2025-09,5045,8,1.51,9,2.38
2025-09,5046,4,0.66,5,1.06
2025-09,5047,8,1.54,9,1.82
2025-09,5048,9,1.55,7,1.45
2025-09,5049,13,2.1,13,1.83
2025-09,5050,9,1.29,9,1.27
2025-09,5051,10,1.63,9,1.5
2025-09,5052,5,0.56,4,0.56
2025-09,5053,9,1.29,7,1.4
2025-09,5054,9,1.49,11,1.47
2025-09,5055,11,1.55,11,1.55
2025-09,5057,8,1.42,9,1.3
2025-09,5058,15,1.54,13,1.63
2025-09,5060,11,2.04,10,1.74
2025-09,5061,8,1.02,7,1.25
2025-09,5063,8,1.27,8,1.22
2025-09,5064,7,0.94,6,0.7
2025-09,5065,5,0.62,5,0.26
2025-09,5066,5,0.82,5,0.77
2025-09,5067,8,0.76,9,1.2
2025-09,5068,11,1.43,12,1.81
2025-09,5069,11,1.43,7,0.83
2025-09,5070,7,1.05,5,0.71
2025-09,5071,10,0.95,8,1.32
2025-09,5072,2,0.49,4,1.08
2025-09,5073,8,1.2,8,1.31
2025-09,5074,1,0.26,1,0.12
2025-09,5075,15,2.28,14,2.2
2025-09,5076,6,0.68,6,0.91
2025-09,5078,4,0.4,4,0.58
2025-09,5079,5,1.08,4,0.51
2025-09,5081,12,2.23,12,1.84
2025-09,5082,11,2.19,7,1.75
2025-09,5083,6,1.16,4,0.49
2025-09,5084,14,1.32,13,1.44
2025-09,5085,11,1.99,10,1.71
2025-09,5086,6,1.33,8,1.72
2025-09,5087,11,1.57,10,1.53
2025-09,5088,15,2.73,13,2.38
2025-09,5089,16,2.37,13,2.23
2025-09,5090,9,1.34,10,1.76
2025-09,5091,4,0.62,3,0.54
2025-09,5092,5,0.69,4,0.37
2025-09,5093,12,1.69,4,0.75
2025-09,5095,7,0.81,6,0.98
2025-09,5096,10,1.3,8,0.95
2025-09,5098,10,1.19,5,0.83
2025-09,5100,7,1.14,5,0.89
2025-09,5101,7,1.19,10,1.65
2025-09,5102,9,1.85,9,1.54
2025-09,5103,4,0.65,4,0.57
2025-09,5104,7,1.07,3,0.39
2025-09,5105,7,1.45,7,1.36
2025-09,5106,9,1.73,8,1.56
2025-09,5107,8,1.08,7,1.52
2025-09,5108,0,0.0,9,2.61
2025-09,5109,11,1.62,8,1.11
2025-09,5110,12,1.48,6,1.13
2025-09,5112,8,1.25,10,1.37
2025-09,5113,7,1.72,6,1.36
2025-09,5114,18,2.85,11,2.02
2025-09,5115,8,1.2,7,0.83
2025-09,5117,6,1.13,10,1.68
2025-09,5118,11,1.63,12,1.97
2025-09,5120,14,1.95,9,1.16
2025-09,5121,13,1.84,12,1.31
2025-09,5122,8,1.17,8,1.3
2025-09,5123,7,1.08,6,0.99
2025-09,5124,4,0.58,6,1.03
2025-09,5125,9,1.43,9,1.39
2025-09,5126,9,1.15,9,1.5
2025-09,5127,8,1.6,7,1.48
2025-09,5128,3,0.67,5,0.62
2025-09,5129,5,1.13,6,1.16
2025-09,5130,6,0.99,5,0.84
2025-09,5131,7,1.31,7,0.97
2025-09,5132,10,1.36,7,0.87
2025-09,5133,5,1.01,7,1.26
2025-09,5134,15,2.22,10,1.47
2025-09,5135,10,1.43,9,1.69
2025-09,5136,15,2.46,11,2.27
2025-09,5137,0,0.0,19,4.14
2025-09,5139,9,1.34,9,0.95
2025-09,5140,7,1.18,11,2.14
2025-09,5141,9,1.03,10,0.82
2025-09,5142,15,1.66,12,1.39
2025-09,5143,6,1.45,9,1.73
2025-09,5144,7,1.33,10,1.51
2025-09,5145,17,2.74,13,2.22
2025-09,5146,4,0.77,4,0.7
2025-09,5147,8,1.27,8,1.66
2025-09,5150,4,0.61,4,0.64
2025-09,5151,7,1.43,9,2.08
2025-09,5152,4,0.97,5,1.0
2025-09,5153,12,2.22,7,1.33
2025-09,5154,5,1.16,3,0.23
2025-09,5155,2,0.31,7,1.57
2025-09,5156,9,1.97,8,1.51
2025-09,5157,9,1.64,9,1.66
2025-09,5158,11,1.75,10,1.61
2025-09,5160,7,1.18,10,1.43
2025-09,5161,13,1.68,15,2.18
2025-09,5162,9,1.13,9,1.45
2025-09,5163,6,0.81,4,0.49
2025-09,5164,4,0.93,5,0.84
2025-09,5165,5,0.86,9,1.65
2025-09,5166,12,2.51,9,1.71
2025-09,5167,6,1.16,5,0.66
2025-09,5169,6,1.29,7,1.33
2025-09,5170,9,1.37,9,1.7
2025-09,5171,4,0.84,5,0.35
2025-09,5172,8,1.56,7,1.35
2025-09,5173,5,0.72,10,1.14
2025-09,5176,2,0.39,5,1.09
2025-09,5177,1,0.15,5,1.16
2025-09,5178,8,1.42,9,1.77
2025-09,5179,7,0.87,5,0.7
2025-09,5180,3,0.45,5,1.05
2025-09,5181,12,1.97,8,1.51
2025-09,5182,9,1.35,8,0.84
2025-09,5183,7,1.33,6,0.86
2025-09,5185,7,0.88,6,0.87
2025-09,5186,9,1.27,9,1.58
2025-09,5187,10,1.83,9,1.92
2025-09,5188,8,1.25,8,1.3
2025-09,5189,7,1.41,8,1.56
2025-09,5190,1,0.15,7,1.73
2025-09,5191,14,2.06,12,1.78
2025-09,5192,4,0.72,10,2.54
2025-09,5193,10,1.63,7,1.11
2025-09,5194,11,1.8,12,1.54
2025-09,5195,5,0.55,6,0.83
2025-09,5196,13,1.75,11,1.29
2025-09,5197,9,1.77,10,1.72
2025-09,5198,5,1.14,7,1.31
2025-09,5199,6,0.87,10,1.44
2025-09,5200,1,0.07,2,0.36
2025-09,5203,1,0.15,2,0.32
2025-09,5205,10,1.69,7,1.37
2025-09,5206,0,0.0,1,0.16
2025-09,5207,7,1.18,4,0.24
2025-09,5208,8,1.18,10,2.22
2025-09,5210,7,1.15,9,1.29
2025-09,5211,6,1.13,3,0.54
2025-09,5212,12,1.28,9,1.43
2025-09,5213,8,1.24,8,1.54
2025-09,5214,11,1.7,7,1.11
2025-09,5216,17,2.79,10,1.36
2025-09,5217,6,0.96,5,0.94
2025-09,5218,14,1.84,13,2.04
2025-09,5219,3,0.46,6,0.82
2025-09,5220,13,1.89,16,2.07
2025-09,5221,10,1.36,6,0.81
2025-09,5222,15,2.54,12,2.03
2025-09,5223,8,1.32,6,0.76
2025-09,5224,9,1.26,10,1.78
2025-09,5226,10,1.63,10,1.3
2025-09,5227,2,0.24,5,0.67
2025-09,5229,13,1.83,10,1.96
2025-09,5230,0,0.0,3,0.72
2025-09,5231,5,0.65,7,1.25
2025-09,5232,5,0.63,4,0.68
2025-09,5234,9,1.44,10,1.43
2025-09,5236,0,0.0,18,3.43
2025-09,5237,8,1.08,7,0.81
2025-09,5238,11,1.39,7,1.07
2025-09,5239,14,2.14,7,0.7
2025-09,5240,3,0.52,4,0.65
2025-09,5241,3,0.7,7,1.5
2025-09,5242,11,2.07,7,0.66
2025-09,5243,7,0.92,8,1.25
2025-09,5244,8,1.06,6,0.81
2025-09,5245,8,2.1,10,1.39
2025-09,5246,4,0.83,4,0.47
2025-09,5247,9,1.13,10,1.64
2025-09,5248,5,1.18,4,0.73
2025-09,5249,6,1.05,9,1.93
2025-09,5250,5,1.01,11,2.7
2025-09,5251,3,0.46,2,0.47
2025-09,5253,0,0.0,7,2.3
2025-09,5254,6,0.87,9,1.59
2025-09,5255,11,1.57,7,1.16
2025-09,5256,15,1.84,12,1.54
2025-09,5257,6,1.02,3,0.43
2025-09,5258,9,1.39,8,1.81
2025-09,5259,12,1.11,14,1.97
2025-09,5261,6,1.12,10,1.99
2025-09,5262,10,1.71,6,1.39
2025-09,5263,10,1.2,11,2.24
2025-09,5264,4,0.72,5,0.7
2025-09,5265,10,1.31,10,1.41
2025-09,5266,6,0.98,7,1.32
2025-09,5267,10,1.44,11,1.51
2025-09,5268,0,0.0,14,4.04
2025-09,5269,6,0.77,9,1.39
2025-09,5270,6,1.02,10,1.68
2025-09,5271,5,0.7,5,1.27
2025-09,5272,5,0.77,8,1.64
2025-09,5273,8,1.91,7,1.27
2025-09,5274,7,1.44,8,1.56
2025-09,5275,10,1.22,8,0.96
2025-09,5276,8,1.37,8,1.14
2025-09,5277,6,0.87,7,1.11
2025-09,5278,8,1.05,6,0.63
2025-09,5279,6,0.84,4,0.72
2025-09,5280,3,0.46,3,0.5
2025-09,5281,5,0.59,5,0.61
2025-09,5282,1,0.15,1,0.09
2025-09,5283,2,0.42,4,0.55
2025-09,5284,6,0.72,12,2.16
2025-09,5285,8,1.16,7,1.21
2025-09,5286,11,1.61,9,1.56
2025-09,5287,7,1.37,6,0.78
2025-09,5288,6,0.8,7,1.02
2025-09,5289,8,1.38,6,0.63
2025-09,5290,8,1.3,12,2.34
2025-09,5292,9,1.58,9,1.91
2025-09,5294,6,1.13,4,0.38
2025-09,5295,7,1.05,7,1.24
2025-09,5296,4,0.61,7,1.54
2025-09,5297,8,1.81,10,1.92
2025-09,5298,9,0.95,7,0.82
2025-09,5299,6,1.25,7,1.22
2025-09,5300,6,1.61,6,1.22
2025-09,5301,14,2.02,11,1.65
2025-09,5302,4,0.55,4,0.91
2025-09,5303,10,1.67,10,2.42
2025-09,5304,6,0.94,9,1.77
2025-09,5305,4,0.56,5,0.41
2025-09,5306,12,3.01,6,1.49
2025-09,5307,8,1.17,7,1.36
2025-09,5308,5,0.74,4,0.7
2025-09,5309,1,0.22,11,1.57
2025-09,5310,7,1.23,14,2.37
2025-09,5311,11,1.67,13,2.44
2025-09,5312,3,0.54,4,0.81
2025-09,5313,0,0.0,10,1.88
2025-09,5314,0,0.0,12,1.72
2025-09,5315,6,1.27,5,0.9
2025-09,5316,0,0.0,13,1.64
2025-09,5317,5,0.73,5,1.13
2025-09,5318,3,0.9,6,1.12
2025-09,5319,6,0.81,6,0.39
2025-09,5320,8,1.58,8,0.81
2025-09,5321,7,0.98,8,1.23
2025-09,5322,7,1.82,8,1.47
2025-09,5323,6,1.28,12,1.74
2025-09,5324,5,1.12,5,1.74
2025-09,5325,0,0.0,19,2.8
2025-09,5326,1,0.25,25,4.61
2025-09,5327,0,0.0,18,3.44
2025-09,5328,0,0.0,6,1.47
2025-09,5329,0,0.0,21,3.44
2025-09,5330,5,0.68,9,1.43
2025-09,5331,3,0.52,6,0.93
2025-09,5332,0,0.0,9,1.34
2025-09,5333,4,0.59,7,1.09
2025-09,5334,6,1.08,6,1.03
2025-09,5335,5,1.43,12,1.81
2025-09,5337,0,0.0,13,2.48
2025-09,5338,0,0.0,4,0.75
2025-09,5339,0,0.0,8,1.46
2025-09,5340,0,0.0,18,3.41
2025-09,5341,0,0.0,10,2.0
2025-09,5342,0,0.0,7,1.08
2025-09,5343,0,0.0,9,1.72
2025-09,5344,0,0.0,6,0.83
2025-09,5345,0,0.0,6,1.23
2025-09,5346,0,0.0,9,1.65
2025-09,5347,0,0.0,9,1.95
2025-09,5348,0,0.0,9,1.69
2025-09,5349,0,0.0,9,1.98
2025-09,5350,7,1.43,8,1.37
2025-09,5351,0,0.0,7,0.75
2025-09,5352,3,0.39,15,2.0
2025-09,5353,0,0.0,14,2.55
2025-09,5354,0,0.0,17,3.83
2025-09,5355,0,0.0,11,2.1
2025-09,5356,3,0.51,14,1.86
2025-09,5357,0,0.0,4,0.74
2025-09,5358,5,0.77,5,0.93
2025-09,5359,5,0.75,4,0.43
2025-09,5360,0,0.0,9,1.59
2025-09,5361,0,0.0,7,1.48
2025-09,5362,0,0.0,7,1.17
2025-09,5363,0,0.0,9,2.12
2025-09,5364,0,0.0,9,1.83
2025-09,5365,0,0.0,15,3.57
2025-09,5366,0,0.0,13,2.94
2025-09,5367,0,0.0,9,1.4
2025-09,5368,0,0.0,18,4.46
2025-09,5369,0,0.0,15,2.68
2025-09,5370,0,0.0,3,0.63
2025-09,5371,0,0.0,9,2.16
2025-09,5372,0,0.0,18,2.76
2025-09,5373,0,0.0,16,4.25
2025-09,5374,0,0.0,16,2.42
2025-09,5375,0,0.0,9,1.6
2025-09,5376,7,1.03,6,1.09
2025-09,5377,0,0.0,13,2.16
2025-09,5378,0,0.0,14,3.96
2025-09,5379,0,0.0,6,1.01
2025-09,5381,0,0.0,16,3.12
2025-09,5382,0,0.0,11,1.44
2025-09,5383,0,0.0,5,0.95
2025-09,5384,0,0.0,17,3.7
2025-09,5385,0,0.0,16,3.07
2025-09,5386,0,0.0,8,1.1
2025-09,5387,0,0.0,11,1.75
2025-09,5389,0,0.0,16,2.88
2025-09,5390,0,0.0,6,1.0
2025-09,5391,0,0.0,9,1.38
2025-09,5392,0,0.0,10,1.6
2025-09,5394,0,0.0,17,3.76
2025-09,5395,0,0.0,15,3.82
2025-09,5396,0,0.0,7,1.35
2025-09,5397,0,0.0,9,1.97
2025-09,5398,0,0.0,15,2.61
2025-09,5399,0,0.0,9,1.91
2025-09,5400,0,0.0,13,2.74
2025-09,5401,0,0.0,8,1.44
2025-09,5402,0,0.0,6,1.21
2025-09,5403,0,0.0,15,2.55
2025-09,5404,0,0.0,9,1.87
2025-09,5405,0,0.0,15,2.41
2025-09,5406,0,0.0,9,2.42
2025-09,5407,0,0.0,8,1.42
2025-09,5408,0,0.0,13,2.91
2025-09,5409,0,0.0,11,1.56
2025-09,5410,0,0.0,12,2.58
2025-09,5411,0,0.0,17,2.25
2025-09,5412,0,0.0,19,3.46
2025-09,5413,0,0.0,6,0.91
2025-09,5414,0,0.0,5,0.92
2025-09,5415,0,0.0,8,1.44
2025-09,5416,0,0.0,9,1.78
2025-09,5418,0,0.0,7,1.36
2025-09,5419,0,0.0,17,3.48
2025-09,5420,0,0.0,9,2.11
2025-10,2538,5,0.87,3,0.58
2025-10,2878,8,1.21,6,1.03
2025-10,3024,26,4.25,3,0.41
2025-10,3054,2,0.31,3,0.72
2025-10,3070,6,1.17,3,0.36
2025-10,3072,10,1.42,0,0.0
2025-10,3075,8,1.16,8,1.05
2025-10,3081,1,0.13,2,0.47
2025-10,3105,10,1.38,8,1.09
2025-10,3107,4,0.79,5,0.91
2025-10,3156,1,0.13,4,1.22
2025-10,3158,9,1.32,9,0.92
2025-10,3159,21,2.98,0,0.0
2025-10,3161,17,2.88,9,1.39
2025-10,3175,5,0.61,5,0.82
2025-10,3176,9,1.76,9,1.54
2025-10,3202,6,0.89,5,1.05
2025-10,3207,7,1.57,9,1.38
2025-10,3211,7,0.85,7,1.07
2025-10,3212,10,1.26,8,1.27
2025-10,3224,6,1.26,6,1.05
2025-10,3226,11,1.93,7,1.22
2025-10,3232,6,0.76,8,0.87
2025-10,3233,9,1.45,7,1.0
2025-10,3246,2,0.37,3,0.46
2025-10,3251,11,2.08,9,1.59
2025-10,3256,9,1.23,8,1.56
2025-10,3257,6,0.5,0,0.0
2025-10,3265,18,2.3,0,0.0
2025-10,3268,9,1.63,9,1.53
2025-10,3277,15,2.75,8,1.46
2025-10,3282,10,2.02,8,1.83
2025-10,3284,10,1.77,6,1.29
2025-10,3286,5,0.74,6,0.99
2025-10,3289,4,0.65,5,0.92
2025-10,3293,5,0.99,3,0.71
2025-10,3294,6,0.99,6,0.62
2025-10,3297,5,0.6,4,0.72
2025-10,3300,10,1.58,14,2.91
2025-10,3302,4,0.71,3,0.57
2025-10,3303,10,1.75,15,3.42
2025-10,3304,5,0.71,4,0.82
2025-10,3305,6,1.04,6,0.82
2025-10,3306,3,0.39,1,0.27
2025-10,3313,10,2.0,8,1.97
2025-10,3319,5,0.87,10,1.62
2025-10,3327,14,2.16,10,1.96
2025-10,3333,15,2.03,13,2.15
2025-10,3334,5,0.89,5,0.87
2025-10,3339,9,1.61,8,1.31
2025-10,3340,9,1.62,8,1.35
2025-10,3346,6,0.97,6,1.07
2025-10,3349,16,2.35,4,0.4
2025-10,3350,2,0.54,4,1.03
2025-10,3352,0,0.0,3,0.45
2025-10,3353,1,0.4,2,0.25
2025-10,3357,6,1.02,6,1.36
2025-10,3361,5,0.7,6,1.52
2025-10,3362,17,3.04,3,0.52
2025-10,3370,6,0.86,8,1.89
2025-10,3372,3,0.44,7,1.97
2025-10,3377,3,0.48,5,0.94
2025-10,3381,5,0.73,5,0.68
2025-10,3385,4,0.76,3,0.48
2025-10,3388,4,0.64,4,0.54
2025-10,3401,9,1.42,7,1.74
2025-10,3406,7,1.04,5,1.13
2025-10,3411,10,1.85,9,1.8
2025-10,3412,11,1.43,8,1.1
2025-10,3414,4,0.75,3,0.49
2025-10,3415,9,1.36,6,0.86
2025-10,3419,5,0.94,4,0.59
2025-10,3422,11,2.1,14,2.33
2025-10,3430,9,1.52,8,1.43
2025-10,3432,8,1.01,8,1.18
2025-10,3434,1,0.18,3,0.54
2025-10,3435,11,1.54,13,1.61
2025-10,3436,6,0.75,6,0.97
2025-10,3439,10,1.49,9,1.03
2025-10,3441,8,1.43,6,1.13
2025-10,3442,8,0.83,10,1.93
2025-10,3444,5,1.16,5,0.84
2025-10,3445,4,0.67,4,0.74
2025-10,3448,4,0.81,6,1.19
2025-10,3454,10,1.23,11,1.77
2025-10,3455,6,1.23,6,0.86
2025-10,3458,8,1.36,8,1.6
2025-10,3459,8,1.33,8,0.9
2025-10,3463,5,1.09,7,2.02
2025-10,3467,9,1.69,7,1.47
2025-10,3470,7,1.18,5,0.9
2025-10,3471,8,1.42,8,0.97
2025-10,3473,25,2.98,0,0.0
2025-10,3474,5,0.97,4,0.54
2025-10,3475,8,1.59,7,1.55
2025-10,3477,9,1.52,6,1.12
2025-10,3478,8,1.37,5,1.1
2025-10,3482,8,1.29,8,1.44
2025-10,3484,8,0.84,7,1.47
2025-10,3489,12,1.87,11,2.03
2025-10,3497,10,1.8,9,1.59
2025-10,3499,9,0.99,12,1.91
2025-10,3502,6,0.92,6,1.13
2025-10,3503,8,1.22,8,1.4
2025-10,3505,7,1.1,9,1.28
2025-10,3507,7,1.51,3,0.61
2025-10,3508,9,1.43,10,2.25
2025-10,3509,2,0.1,0,0.0
2025-10,3514,9,1.35,6,1.05
2025-10,3516,10,1.54,8,1.66
2025-10,3517,3,0.41,8,1.46
2025-10,3518,2,0.33,1,0.08
2025-10,3519,4,0.46,5,0.61
2025-10,3523,3,0.42,4,0.79
2025-10,3527,9,1.34,8,1.27
2025-10,3528,3,0.53,3,0.42
2025-10,3532,13,1.88,5,0.57
2025-10,3535,2,0.31,4,0.91
2025-10,3538,4,1.09,6,1.44
2025-10,3539,8,1.31,7,1.42
2025-10,3541,15,2.18,7,1.04
2025-10,3542,10,2.18,0,0.0
2025-10,3543,6,0.87,5,0.62
2025-10,3544,3,0.45,7,1.51
2025-10,3546,9,1.56,8,1.24
2025-10,3548,8,0.75,9,1.05
2025-10,3550,7,1.14,6,0.76
2025-10,3551,5,1.04,3,0.46
2025-10,3554,24,4.21,7,1.22
2025-10,3556,12,1.41,9,1.19
2025-10,3557,16,2.31,13,2.07
2025-10,3558,3,0.24,2,0.33
2025-10,3562,9,1.71,6,0.86
2025-10,3563,7,1.02,9,1.17
2025-10,3564,5,0.82,6,1.09
2025-10,3566,4,0.8,4,0.82
2025-10,3567,4,0.6,3,0.69
2025-10,3568,4,0.49,5,0.92
2025-10,3569,6,0.6,5,1.0
2025-10,3572,13,2.26,7,1.54
2025-10,3574,22,3.65,2,0.69
2025-10,3576,14,2.31,11,1.76
2025-10,3577,6,1.27,4,0.59
2025-10,3578,4,0.81,4,0.59
2025-10,3579,8,1.19,5,0.8
2025-10,3580,5,1.02,7,1.34
2025-10,3581,4,0.8,3,0.53
2025-10,3582,20,3.32,5,0.88
2025-10,3583,4,0.67,3,0.52
2025-10,3584,8,1.14,5,0.84
2025-10,3587,14,2.19,12,1.94
2025-10,3589,5,0.62,7,1.06
2025-10,3590,15,1.99,12,1.3
2025-10,3591,2,0.33,1,0.19
2025-10,3596,4,0.58,2,0.48
2025-10,3602,7,0.94,8,1.21
2025-10,3604,7,1.44,8,1.37
2025-10,3605,5,0.97,5,0.79
2025-10,3606,11,1.72,11,2.14
2025-10,3611,10,1.17,9,1.43
2025-10,3612,14,2.06,7,0.79
2025-10,3613,8,1.47,6,0.71
2025-10,3614,10,1.58,9,1.12
2025-10,3615,10,1.54,8,1.29
2025-10,3616,6,0.78,5,0.67
2025-10,3617,12,2.35,11,1.71
2025-10,3618,11,1.57,11,2.42
2025-10,3619,8,1.73,4,0.84
2025-10,3620,8,1.29,7,1.24
2025-10,3621,13,2.63,13,2.05
2025-10,3623,24,3.42,0,0.0
2025-10,3627,8,1.63,3,0.44
2025-10,3629,10,1.21,9,1.13
2025-10,3635,8,1.3,9,1.72
2025-10,3637,8,1.14,6,0.9
2025-10,3641,11,1.95,10,1.62
2025-10,3642,6,1.25,6,0.98
2025-10,3643,6,1.07,6,1.06
2025-10,3645,11,1.75,8,0.95
2025-10,3647,4,0.46,3,0.48
2025-10,3652,5,0.61,3,0.63
2025-10,3654,5,1.08,4,0.66
2025-10,3655,16,2.41,11,1.8
2025-10,3656,10,1.61,10,1.9
2025-10,3659,10,1.32,9,1.84
2025-10,3660,9,1.91,9,1.79
2025-10,3661,9,1.46,8,1.22
2025-10,3662,9,1.06,8,1.23
2025-10,3663,10,1.39,7,1.24
2025-10,3664,4,0.62,5,1.16
2025-10,3679,8,1.27,9,1.55
2025-10,3680,10,1.87,7,1.56
2025-10,3681,2,0.2,1,0.05
2025-10,3684,8,1.04,6,1.13
2025-10,3685,9,1.29,8,1.23
2025-10,3686,15,1.67,10,1.61
2025-10,3687,13,2.23,4,0.72
2025-10,3690,12,2.17,11,1.86
2025-10,3696,8,1.77,6,1.05
2025-10,3699,7,0.95,7,1.2
2025-10,3701,6,0.97,4,0.51
2025-10,3703,12,2.3,9,1.77
2025-10,3704,5,1.03,4,0.98
2025-10,3708,7,0.93,9,1.28
2025-10,3710,9,1.59,10,1.71
2025-10,3711,10,1.29,13,1.71
2025-10,3712,5,0.59,5,0.83
2025-10,3713,4,0.62,4,0.63
2025-10,3714,7,0.98,9,1.72
2025-10,3715,4,0.48,4,0.63
2025-10,3716,15,1.66,10,1.12
2025-10,3717,5,0.84,12,1.73
2025-10,3718,7,0.98,7,1.44
2025-10,3719,7,0.74,11,1.68
2025-10,3721,11,1.47,10,0.91
2025-10,3722,6,0.9,7,1.5
2025-10,3726,3,0.5,3,0.5
2025-10,3730,13,2.45,13,2.54
2025-10,3731,6,1.08,7,1.58
2025-10,3737,16,3.08,10,2.26
2025-10,3740,5,0.77,4,0.78
2025-10,3741,8,1.09,8,1.52
2025-10,3742,4,0.77,5,0.96
2025-10,3743,12,1.57,6,1.16
2025-10,3744,3,0.63,3,0.38
2025-10,3745,2,0.27,2,0.34
2025-10,3746,8,1.65,7,1.22
2025-10,3747,9,1.71,7,1.07
2025-10,3748,11,1.54,9,1.44
