regno,選手名,総出走,攻め走,一着,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくりゼロ,まくり系ゼロ
4400,加藤奈月,184,157,5,5,0,0,0,0,0,●,●
4140,梶野学志,198,157,43,30,1,6,3,3,0,,
4203,小倉康典,185,157,19,10,0,4,3,2,0,,
4023,柴田友和,181,157,15,7,3,1,4,0,0,,
4281,大澤大夢,185,157,27,16,3,5,1,2,0,,
3392,小森信雄,192,157,16,11,2,2,0,0,1,,
5295,田上凜,173,157,23,6,1,13,3,0,0,,
5368,宮崎心之介,176,157,33,15,3,13,2,0,0,,
4779,伊倉光,185,157,20,12,0,3,4,0,1,,
4964,土屋南,188,157,38,17,3,13,2,2,1,,
3741,松尾基成,179,156,8,8,0,0,0,0,0,●,●
5268,山本幸也,171,156,5,2,1,1,0,1,0,,
3701,大西隆洋,175,156,9,4,1,2,1,1,0,,
3497,後藤浩,187,156,31,19,3,3,6,0,0,,
4164,岩永節也,182,156,8,4,2,0,0,2,0,●,●
3459,中野和裕,175,156,6,0,0,4,0,2,0,,
3604,武藤綾子,184,156,17,13,0,2,0,2,0,,
5261,岡暢祐,180,156,20,9,3,7,0,0,1,,
3306,武田正紀,188,156,13,5,0,5,1,1,1,,
3948,大町利克,178,156,9,6,1,0,1,1,0,●,
5084,末永和也,200,156,57,33,10,5,7,2,0,,
4864,小川日紀太,184,156,22,12,2,5,1,1,1,,
3339,泉具巳,185,156,16,7,4,3,2,0,0,,
4558,宮野仁,179,156,14,9,1,1,1,2,0,,
3212,亀本勇樹,187,156,18,10,1,6,1,0,0,,
4750,井上尚悟,180,156,26,8,6,8,0,4,0,,
3931,黒崎竜也,190,156,35,19,2,6,4,4,0,,
4627,藤原菜希,193,156,56,21,10,12,9,4,0,,
3284,渡邊伸太郎,187,156,27,19,3,3,2,0,0,,
4831,羽野直也,198,155,54,32,6,3,9,3,1,,
5022,伊藤尚汰,174,155,14,4,5,2,1,2,0,,
4556,竹井奈美,203,155,62,35,8,12,4,3,0,,
4538,笠置博之,187,155,64,14,3,39,4,3,1,,
4952,吉武真也,177,155,15,10,0,0,1,2,2,●,
4257,古川健,180,155,22,10,0,6,5,1,0,,
5232,樅山拓馬,181,155,26,13,2,6,4,1,0,,
5198,奥村明日香,176,155,25,9,6,8,2,0,0,,
4720,西澤日花里,178,155,12,6,6,0,0,0,0,●,●
5347,井澤聖奈,155,155,0,0,0,0,0,0,0,●,●
3995,重野哲之,200,155,52,34,2,10,5,1,0,,
4169,多田有佑,182,155,13,8,1,3,1,0,0,,
4110,小澤和也,180,155,18,9,4,3,1,1,0,,
3436,柏野幸二,193,155,37,22,6,3,5,1,0,,
4368,山口隆史,178,155,15,8,0,6,1,0,0,,
5403,藤山湧太,155,155,1,0,1,0,0,0,0,●,●
3712,淺香文武,185,155,22,17,2,1,2,0,0,,
4677,片橋幸貴,195,155,48,21,5,5,11,5,1,,
5208,屋良龍紀,181,155,15,7,0,2,3,3,0,,
3852,澤大介,184,155,25,15,2,3,4,1,0,,
5397,寺田夢生,155,155,0,0,0,0,0,0,0,●,●
3293,宮内由紀英,183,155,2,2,0,0,0,0,0,●,●
3950,石川哲秀,180,155,9,2,0,4,1,2,0,,
3297,藤丸光一,188,155,17,7,6,2,1,1,0,,
3637,齋藤和政,179,155,10,6,1,1,1,1,0,,
5378,鈴木結平太,157,155,0,0,0,0,0,0,0,●,●
5219,森口和紀,177,154,29,15,2,5,5,1,1,,
5371,早川颯太,154,154,2,0,0,1,1,0,0,,
5365,石村日奈那,158,154,3,1,1,1,0,0,0,,
5254,羽田妃希,167,154,8,5,3,0,0,0,0,●,●
4439,近藤友宝,178,154,9,7,0,0,0,2,0,●,●
4098,赤澤文香,182,154,15,11,2,2,0,0,0,,
3361,岡部浩,182,154,15,7,3,1,1,3,0,,
5244,黒田剛,174,154,12,8,3,1,0,0,0,,
3742,宮地秀祈,181,154,19,9,3,2,4,1,0,,
4648,木村亮太,179,154,24,11,7,3,2,0,1,,
4225,土屋千明,196,154,36,20,5,2,1,7,1,,
5413,宮城那菜,154,154,1,0,0,1,0,0,0,,
3989,熊本英一,176,154,14,7,2,2,2,1,0,,
5090,生方靖亜,181,154,37,12,5,11,5,3,1,,
4563,齋藤真之,175,154,22,15,1,5,1,0,0,,
4106,坂井康嗣,171,153,7,3,1,2,1,0,0,,
4299,中島浩哉,172,153,10,6,2,0,1,1,0,●,
5008,羽野諒,175,153,13,7,1,2,1,2,0,,
3442,宮武英司,174,153,11,7,0,2,2,0,0,,
3577,向所浩二,180,153,22,7,3,7,3,1,1,,
5355,萩原丈太朗,162,153,2,0,0,0,2,0,0,●,
5385,鈴木柊介,154,153,2,1,0,1,0,0,0,,
3558,山本浩次,184,153,20,12,1,2,4,1,0,,
5071,野見山拓己,180,153,19,10,0,7,1,0,1,,
4097,貫地谷直人,170,153,3,1,0,0,0,1,1,●,●
3445,加藤高史,183,153,17,12,2,0,3,0,0,●,
4715,村上遼,196,153,58,24,7,11,11,5,0,,
3772,一柳和孝,184,153,17,12,1,2,1,1,0,,
3211,北川敏弘,181,152,10,7,2,1,0,0,0,,
5335,森陽多,166,152,5,3,1,0,1,0,0,●,
4103,山崎善庸,178,152,6,5,1,0,0,0,0,●,●
5133,堀越雄貴,179,152,28,10,4,9,4,1,0,,
4880,澤崎雄哉,174,152,16,6,2,3,5,0,0,,
3458,東健介,176,152,16,7,3,3,3,0,0,,
4414,大澤真菜,174,152,17,7,1,5,2,2,0,,
3471,赤峰和也,178,152,10,5,2,2,1,0,0,,
3475,橋本久和,192,152,32,19,2,9,2,0,0,,
5409,宮本琉正,152,152,3,0,1,1,1,0,0,,
4358,松本庸平,179,152,14,7,1,3,2,0,1,,
5186,遠藤圭吾,175,152,19,11,1,5,1,0,1,,
4803,飯田庄吾,173,152,10,6,2,2,0,0,0,,
4114,深澤達徳,176,152,17,11,1,1,3,1,0,,
5411,木下虎之輔,152,152,1,0,0,1,0,0,0,,
4065,金田幸子,180,151,26,12,2,8,2,1,1,,
4651,佐藤大騎,171,151,13,6,2,1,3,1,0,,
5300,横田海人,168,151,2,1,0,0,0,1,0,●,●
4025,山本隆幸,191,151,56,30,2,14,8,2,0,,
4306,畔柳俊吾,183,151,14,8,3,2,1,0,0,,
5309,森雄利,164,151,7,4,1,0,2,0,0,●,
4092,岡部大輔,181,151,26,17,5,2,0,2,0,,
4637,中田友也,181,151,37,18,5,7,4,3,0,,
4557,松尾光広,181,151,15,10,4,0,1,0,0,●,
5331,佐藤永梧,177,151,25,10,6,5,2,1,1,,
4022,待鳥雄紀,175,151,18,10,3,5,0,0,0,,
4059,入澤友治,182,151,29,12,5,5,4,3,0,,
4723,寺島吉彦,174,151,23,7,2,8,2,3,1,,
5240,高橋龍治,177,151,20,13,3,1,2,1,0,,
5427,港理樹,151,151,1,0,0,1,0,0,0,,
4230,濱崎直矢,185,150,52,25,2,15,8,2,0,,
5349,宮崎奏磨,154,150,1,0,0,0,1,0,0,●,
4325,新出浩司,180,150,11,8,1,2,0,0,0,,
4845,前田紗希,187,150,56,22,8,14,7,5,0,,
5320,岩崎麗子,170,150,7,2,0,4,1,0,0,,
4982,中村将隆,175,150,19,14,0,3,2,0,0,,
3699,富永正人,171,150,12,3,3,6,0,0,0,,
4229,市川美宏,175,150,11,8,2,0,0,1,0,●,●
4417,服部剛,177,150,18,10,4,1,1,2,0,,
4728,山口亮,179,150,20,13,2,3,0,2,0,,
3838,伊藤啓三,178,150,22,9,5,3,3,1,1,,
5078,山川波乙,175,150,17,13,1,1,0,0,2,,
4367,山口修路,170,149,8,6,1,1,0,0,0,,
3825,宮嵜隆太郎,172,149,19,8,0,9,2,0,0,,
5014,梶山涼斗,172,149,19,8,4,4,3,0,0,,
5396,近藤来希,149,149,1,0,0,0,1,0,0,●,
3800,牧宏次,182,149,23,13,3,2,4,1,0,,
5083,柳瀬幹太,175,149,21,10,3,3,4,1,0,,
4901,出口舞有子,175,149,27,13,3,2,7,2,0,,
5152,丸山祐也,169,149,5,2,2,1,0,0,0,,
5381,有山望,156,149,6,3,0,2,0,0,1,,
5274,城間盛渚,172,149,34,17,4,4,5,4,0,,
5287,滝沢織寧,168,149,5,1,1,1,1,1,0,,
5124,上瀧絢也,168,149,12,6,0,2,4,0,0,,
5207,高山敬悟,168,148,28,13,1,8,5,1,0,,
3949,今出晋二,173,148,4,1,1,2,0,0,0,,
4332,村上彰一,169,148,12,6,2,1,1,2,0,,
5288,尾道佳諭,171,148,15,5,3,0,6,1,0,●,
5417,小柳勝希,148,148,4,0,0,1,2,1,0,,
4283,石井裕美,175,148,10,4,1,2,2,1,0,,
4708,半田尚也,171,148,9,7,1,1,0,0,0,,
5086,本村大,170,148,17,11,1,4,1,0,0,,
3842,星野太郎,177,148,28,15,6,2,1,4,0,,
5074,大澤誠也,175,148,19,14,2,1,2,0,0,,
5230,石原凪紗,173,148,22,12,3,3,2,2,0,,
4626,伊藤紘章,172,148,21,7,4,1,4,5,0,,
5395,日高龍之介,150,148,5,1,1,0,3,0,0,●,
4731,間野兼礼,170,148,24,11,6,3,2,2,0,,
4618,乃村康友,170,148,20,8,5,3,3,1,0,,
5336,瀬川大地,164,148,6,4,1,1,0,0,0,,
5302,秋末秦悟,167,147,10,7,1,0,1,1,0,●,
4984,森下愛梨,173,147,17,9,1,4,0,3,0,,
3467,森弘行,176,147,10,5,1,1,1,2,0,,
3656,伯母芳恒,178,147,17,10,0,3,4,0,0,,
4201,佐竹友樹,171,147,15,7,2,2,1,3,0,,
3992,関口智久,177,147,28,14,2,6,4,1,1,,
4473,藤堂里香,176,147,23,13,2,4,1,3,0,,
3305,小野信樹,177,147,16,12,1,1,1,0,1,,
4926,吉川貴仁,194,147,80,35,8,13,14,9,1,,
4898,菊地敬介,169,147,14,2,2,3,4,3,0,,
5393,藤原駿,147,147,0,0,0,0,0,0,0,●,●
5140,吉田彩乃,172,147,14,7,1,3,3,0,0,,
3652,森下勇,168,147,11,9,0,1,1,0,0,,
3516,吉原聖人,179,147,14,7,1,4,1,0,1,,
3519,冨田秀幸,171,147,11,5,1,1,3,0,1,,
4969,町田洸希,170,147,16,14,1,1,0,0,0,,
3974,深山祐二,170,147,12,5,4,1,0,2,0,,
3470,新田芳美,173,147,25,8,3,9,3,1,1,,
4313,西村美智子,177,147,40,19,2,12,1,5,1,,
4569,中澤宏奈,171,147,23,9,6,6,2,0,0,,
4535,北山康介,192,146,54,31,3,10,5,5,0,,
5053,山口広樹,172,146,17,11,0,2,1,2,1,,
5041,荒牧凪沙,169,146,29,10,1,14,2,2,0,,
5115,香川颯太,174,146,31,14,3,13,1,0,0,,
3528,笠野友紀恵,176,146,13,5,2,4,1,1,0,,
3859,多羅尾達之,174,146,14,7,0,3,2,2,0,,
3642,大塚浩二,164,146,13,6,2,4,1,0,0,,
5391,出穂和鼓,146,146,0,0,0,0,0,0,0,●,●
3871,池田紫乃,166,146,16,7,2,3,3,1,0,,
3551,藤田美代,167,146,10,3,2,0,1,2,2,●,
4186,小川時光,170,146,7,5,0,1,1,0,0,,
4349,犬童千秋,165,146,15,5,3,6,0,0,1,,
4874,池田奈津美,177,146,22,9,7,5,1,0,0,,
4678,水野望美,173,146,26,16,3,2,2,3,0,,
4589,塩崎桐加,172,146,31,15,1,13,1,1,0,,
4177,萬正嗣,173,145,25,15,1,3,2,2,2,,
5192,中尾優香,170,145,26,12,6,4,3,1,0,,
4499,滝川真由子,167,145,25,10,5,2,5,2,1,,
4635,峰重力也,175,145,39,17,4,11,4,3,0,,
3054,北川幸典,171,145,27,8,2,10,1,6,0,,
5356,長谷川暖,165,145,24,10,3,4,6,1,0,,
4525,真子奈津実,169,145,18,12,0,4,1,1,0,,
5323,香川陽太,165,145,15,9,1,2,2,1,0,,
5339,石井伸長,162,144,23,3,6,3,8,2,1,,
4425,大井清貴,169,144,17,11,3,0,2,1,0,●,
4136,江夏満,186,144,42,28,5,4,4,1,0,,
3849,中岡正彦,198,144,85,43,6,34,1,1,0,,
5118,野田なづき,172,144,22,12,1,4,3,2,0,,
3072,西田靖,189,144,21,15,4,2,0,0,0,,
4090,中村尊,179,144,39,18,5,4,5,6,1,,
4457,神田達也,166,144,15,8,1,0,5,1,0,●,
4813,宮内直哉,171,144,13,5,0,5,0,1,2,,
3583,齋藤智裕,166,144,6,3,0,1,2,0,0,,
5195,北村寧々,169,144,29,16,3,8,0,2,0,,
4632,長尾京志郎,165,144,12,8,1,0,3,0,0,●,
4301,関裕也,169,143,14,9,2,1,1,1,0,,
3507,藤井徹,169,143,11,8,2,0,1,0,0,●,
4546,浜田亜理沙,183,143,48,29,6,5,4,3,1,,
3589,西村勝,166,143,17,11,3,3,0,0,0,,
5360,高木茉白,155,143,5,5,0,0,0,0,0,●,●
3156,金子良昭,171,143,8,4,1,2,1,0,0,,
5120,山本稔太朗,175,143,23,18,3,1,1,0,0,,
5020,宮村勇哉,164,143,20,9,3,5,1,2,0,,
3257,田頭実,188,142,74,34,9,27,1,3,0,,
3935,岩津徹郎,164,142,17,9,3,2,1,2,0,,
3388,今垣光太郎,177,142,47,24,3,12,5,3,0,,
3932,池田浩美,166,142,29,11,3,7,5,3,0,,
3518,倉田郁美,161,142,9,2,2,2,2,1,0,,
5362,中嶋世奈,151,142,3,3,0,0,0,0,0,●,●
3377,塚田修二,171,142,10,1,3,5,1,0,0,,
5419,櫻井隼,142,142,0,0,0,0,0,0,0,●,●
5070,中島航,163,142,13,7,0,4,1,1,0,,
5359,佐藤世那,162,142,22,7,1,11,2,1,0,,
5361,植竹玲奈,149,142,1,0,0,1,0,0,0,,
5346,中村紋夕梨,149,142,1,0,1,0,0,0,0,●,●
5380,野田亜湖,142,142,0,0,0,0,0,0,0,●,●
4296,岡崎恭裕,182,141,45,24,4,2,7,8,0,,
5104,山田丈,174,141,46,21,13,3,6,3,0,,
5310,土屋蘭,159,141,10,6,0,1,3,0,0,,
4733,赤井睦,163,141,21,11,2,6,0,2,0,,
5315,浅井翼,159,141,8,3,0,3,2,0,0,,
3523,寳田亮治,164,141,8,4,0,1,0,3,0,,
3961,谷村一哉,178,141,46,25,5,2,7,7,0,,
4508,野間大樹,166,140,23,11,4,4,2,2,0,,
3596,河上年昭,161,140,11,9,0,1,0,1,0,,
5327,西田和加,154,140,0,0,0,0,0,0,0,●,●
5061,中村駿平,160,140,11,6,0,4,1,0,0,,
4495,森晋太郎,164,140,36,15,2,8,8,3,0,,
5107,松本真広,157,140,19,8,1,5,4,0,1,,
4431,石塚裕介,162,140,26,12,4,3,5,1,1,,
5372,上岡巧汰,140,140,2,0,1,1,0,0,0,,
4636,赤池修平,163,140,15,6,0,8,1,0,0,,
5418,堀内亜海,139,139,0,0,0,0,0,0,0,●,●
4462,夏山亮平,163,139,26,13,4,3,3,3,0,,
5366,塩嶋泰空,144,139,1,1,0,0,0,0,0,●,●
3787,天野誠,161,139,7,5,0,1,0,1,0,,
3945,橋口真樹,158,139,11,4,1,4,1,0,1,,
5101,表健太,156,139,4,2,1,1,0,0,0,,
5420,吉原快誓,139,139,0,0,0,0,0,0,0,●,●
5434,藤田康生,139,139,3,0,0,1,1,1,0,,
3866,木山誠一,163,138,14,7,2,2,2,1,0,,
4747,山戸信二,159,138,13,7,2,4,0,0,0,,
4943,八木治樹,161,138,19,10,4,2,2,1,0,,
4866,橋本英一,155,138,13,6,0,4,1,2,0,,
4744,伊藤玲奈,158,138,15,6,3,0,6,0,0,●,
4007,榮田将彦,161,138,17,10,2,3,2,0,0,,
5379,廣部大明,151,138,4,3,0,0,1,0,0,●,
5328,井上慧人,155,137,10,5,1,2,2,0,0,,
5357,田中瀬里奈,150,137,0,0,0,0,0,0,0,●,●
5284,嘉手苅徹哉,147,137,7,4,1,2,0,0,0,,
5069,山崎小葉音,162,137,20,8,3,6,0,3,0,,
5399,長野未来,137,137,0,0,0,0,0,0,0,●,●
5321,一色颯輝,156,136,20,7,2,5,4,2,0,,
3543,福田雅一,159,136,22,11,2,4,3,2,0,,
4660,宇田川信一,155,136,11,5,2,2,2,0,0,,
5432,安藤瑠希,136,136,3,0,0,1,2,0,0,,
3294,野中義生,161,135,12,5,3,2,1,0,1,,
4567,上村慎太郎,159,135,10,5,0,2,1,2,0,,
5100,栗原一馬,157,135,20,6,2,7,3,2,0,,
5353,草川壮良,139,134,4,0,0,0,2,2,0,●,
4641,磯村匠,153,134,17,11,3,1,1,1,0,,
4675,井手良太,161,134,29,13,4,5,7,0,0,,
4775,千葉真弥,168,133,39,23,1,10,1,4,0,,
5117,冨名腰桃奈,150,133,15,5,0,4,4,2,0,,
5390,高橋涼夏,133,133,2,0,0,1,0,0,1,,
4085,荻野裕介,151,133,19,7,5,1,5,1,0,,
3745,橋本年光,158,133,17,9,4,2,1,1,0,,
4782,浜崎準也,154,133,15,7,4,1,1,2,0,,
4465,大西賢,156,133,15,8,2,2,0,3,0,,
4778,堤啓輔,165,133,29,14,5,3,4,3,0,,
3232,山川美由紀,166,133,32,20,8,2,1,1,0,,
5128,坪井爽佑,149,133,14,3,2,2,5,2,0,,
5226,藤田俊祐,164,132,38,24,4,4,4,1,1,,
3793,高橋真吾,156,132,15,8,5,1,0,1,0,,
4766,石井孝之,148,132,16,5,3,7,0,1,0,,
3621,天野晶夫,159,132,16,9,1,1,4,1,0,,
5441,鈴木雄登,132,132,6,0,1,0,4,1,0,●,
3920,正木聖賢,160,131,22,11,2,5,2,2,0,,
3955,眞田英二,151,131,16,8,5,0,1,2,0,●,
3715,倉尾大介,157,131,15,8,4,1,0,2,0,,
5148,松本怜,148,130,21,8,5,4,0,4,0,,
3315,広瀬聖仁,152,130,12,5,5,1,0,1,0,,
4408,仁科さやか,147,130,11,10,0,0,1,0,0,●,
4664,東口晃,147,129,12,3,2,5,0,2,0,,
5305,伊藤栞,143,129,3,2,0,1,0,0,0,,
3876,中辻崇人,176,129,71,35,2,20,10,3,1,,
5147,田中勇輔,148,128,12,5,0,5,0,1,1,,
4889,後藤盛也,153,128,29,12,2,5,7,3,0,,
4729,佐藤謙史朗,148,128,13,6,1,3,3,0,0,,
4533,峰重侑治,149,128,15,8,2,2,1,2,0,,
5019,柴田百恵,151,127,13,6,2,3,1,1,0,,
4815,伏島祐介,150,127,18,10,2,4,1,1,0,,
4071,古賀千晶,147,127,13,8,1,0,4,0,0,●,
5341,山道諄也,133,127,4,1,0,1,2,0,0,,
3579,中里優子,145,127,12,6,2,3,1,0,0,,
4853,前原哉,150,127,15,8,3,1,1,2,0,,
3207,田村美和,152,126,5,3,0,0,2,0,0,●,
3265,今村暢孝,187,126,45,23,9,4,0,7,2,,
3509,池千夏,146,126,5,4,0,1,0,0,0,,
5426,甲斐貴大,126,126,0,0,0,0,0,0,0,●,●
4863,三浦裕貴,146,125,15,8,1,3,1,2,0,,
5387,戸田海咲音,125,125,0,0,0,0,0,0,0,●,●
4421,森作広大,144,125,5,2,0,2,0,1,0,,
4746,大豆生田蒼,152,125,28,17,5,1,2,1,2,,
4238,毒島誠,179,125,79,46,10,8,10,5,0,,
5091,為本智也,147,124,38,16,3,4,12,2,1,,
4691,水原慎,144,124,16,9,3,3,0,1,0,,
3681,山谷央,149,124,19,11,3,1,4,0,0,,
5237,永松良教,140,124,13,5,2,1,3,2,0,,
3901,松田憲幸,141,123,20,12,3,3,1,1,0,,
5433,米本圭佑,123,123,0,0,0,0,0,0,0,●,●
3904,森貴洋,145,123,17,8,3,2,3,1,0,,
4479,矢野真梨菜,139,122,9,4,2,0,2,1,0,●,
5358,増本杏珠,132,122,1,1,0,0,0,0,0,●,●
5319,近藤颯斗,144,122,24,10,4,4,5,1,0,,
4878,西岡育未,144,122,12,5,0,4,2,0,1,,
5209,小野京平,133,121,4,2,0,1,1,0,0,,
3845,中谷朋子,148,121,28,15,7,2,4,0,0,,
3704,本部めぐみ,139,121,6,5,0,1,0,0,0,,
3726,桂林寛,144,121,12,2,3,5,1,0,1,,
4885,大山千広,155,121,41,25,1,8,4,3,0,,
5206,梅原祥平,137,120,9,2,0,3,2,2,0,,
4843,深尾巴恵,138,120,22,10,1,8,1,2,0,,
5444,林風音,120,120,0,0,0,0,0,0,0,●,●
5410,今泉澪,119,119,1,0,0,0,1,0,0,●,
5122,相馬翔,139,119,15,7,4,3,0,1,0,,
4681,太田潮,139,119,11,7,1,1,2,0,0,,
4534,坂咲友理,138,119,8,5,1,1,1,0,0,,
5304,井田涼介,131,119,2,1,0,1,0,0,0,,
5402,塚越陸斗,119,119,0,0,0,0,0,0,0,●,●
4724,吉田祐貴,134,119,6,2,2,0,0,2,0,●,●
5333,山下智己,131,118,18,6,1,3,3,4,1,,
5259,野田昇吾,133,118,8,4,1,2,1,0,0,,
3372,加藤雅之,137,118,5,4,1,0,0,0,0,●,●
3302,谷川里江,142,118,27,8,1,13,2,2,1,,
3532,柴田光,152,118,37,19,5,8,2,2,1,,
5436,市川瑚幸,118,118,0,0,0,0,0,0,0,●,●
4954,内山峻輔,124,118,9,2,1,1,3,2,0,,
5103,芝田京介,133,117,7,1,0,3,1,2,0,,
3567,吉岡誠,138,117,10,7,1,1,1,0,0,,
4244,鈴木成美,134,117,9,6,0,2,0,1,0,,
5179,藤本元輝,137,117,20,12,1,3,4,0,0,,
5324,畑田希咲,135,117,3,2,0,0,0,1,0,●,●
5293,眞崎武蔵,127,117,4,1,2,0,1,0,0,●,
4666,日笠勝弘,131,117,10,6,1,0,2,0,1,●,
5370,日隈茜,116,116,0,0,0,0,0,0,0,●,●
3461,渡邊哲也,130,116,7,5,1,1,0,0,0,,
3778,安達美帆,133,116,4,2,1,1,0,0,0,,
5439,志賀美優,116,116,1,0,0,0,1,0,0,●,
4919,吉田翔悟,131,115,10,3,2,2,1,1,1,,
3286,坂東満,138,115,16,9,1,4,1,1,0,,
4176,樋口喜彦,130,114,4,1,0,1,1,1,0,,
5438,星田夢結,114,114,0,0,0,0,0,0,0,●,●
5415,阿部未侑,113,113,0,0,0,0,0,0,0,●,●
5367,赤松咲香,113,113,2,0,0,2,0,0,0,,
3107,平岡重典,130,112,9,5,2,1,1,0,0,,
4355,小川広大,127,112,4,4,0,0,0,0,0,●,●
4882,瀧川千依,123,111,6,4,0,1,1,0,0,,
3159,江口晃生,168,111,48,30,11,7,0,0,0,,
4784,向井田真紀,128,111,13,5,3,4,0,1,0,,
5138,村本大成,126,111,5,5,0,0,0,0,0,●,●
5440,薗頭心,111,111,0,0,0,0,0,0,0,●,●
5442,池田美優,111,111,0,0,0,0,0,0,0,●,●
3578,塩田雄一,128,110,7,3,0,4,0,0,0,,
3591,後藤孝義,130,110,5,4,0,0,0,1,0,●,●
3801,五反田忍,131,110,19,10,0,8,1,0,0,,
3353,前田光昭,123,110,6,2,0,1,3,0,0,,
5425,西山育,110,110,0,0,0,0,0,0,0,●,●
5435,中西月輝,110,110,0,0,0,0,0,0,0,●,●
5373,諏訪玲奈,110,109,1,0,0,0,1,0,0,●,
3448,高山秀雄,129,109,10,7,2,0,1,0,0,●,
3630,黒田誠司,127,109,5,2,0,1,2,0,0,,
5175,島崎丈一朗,126,109,18,9,4,0,2,3,0,●,
5431,得山大輝,109,109,0,0,0,0,0,0,0,●,●
3953,志道吉和,125,108,10,9,0,0,1,0,0,●,
4792,杉村賢也,128,108,20,7,0,12,0,1,0,,
4275,菅野はやか,127,108,2,2,0,0,0,0,0,●,●
5197,中野仁照,124,107,28,10,2,9,7,0,0,,
4190,長嶋万記,135,107,36,19,3,6,2,6,0,,
3986,沖島広和,130,107,17,12,4,0,0,1,0,●,●
4683,向井田直弥,107,107,13,0,0,12,1,0,0,,
4519,清水沙樹,126,107,25,10,2,9,2,2,0,,
5443,西村仁吾,107,107,0,0,0,0,0,0,0,●,●
5077,滝沢崚,121,107,10,1,0,7,2,0,0,,
5283,植木美帆,117,106,5,2,0,0,2,1,0,●,
3788,一宮稔弘,126,105,23,10,3,7,3,0,0,,
5201,村上宗太郎,122,104,15,7,3,0,3,2,0,●,
5169,堀本翔太,117,104,5,1,2,1,1,0,0,,
5187,小坂風太,120,103,4,3,0,1,0,0,0,,
5429,吉川颯汰,103,103,0,0,0,0,0,0,0,●,●
5428,古園井綾南,103,103,0,0,0,0,0,0,0,●,●
3832,下田哲也,116,102,3,1,0,1,1,0,0,,
3444,香月大介,116,102,8,6,0,1,1,0,0,,
4997,濱崎寿里矢,115,102,6,3,0,3,0,0,0,,
3024,西島義則,189,101,67,40,12,11,0,4,0,,
5235,岩田凌,114,101,8,2,1,5,0,0,0,,
3538,菊池峰晴,115,101,7,2,1,3,0,1,0,,
5052,赤井星璃菜,115,101,12,3,0,2,4,2,1,,
4385,鈴木祐美子,116,100,7,2,1,2,1,1,0,,
4498,宮本夏樹,114,100,18,6,1,3,6,2,0,,
5424,熊倉幹太,100,100,2,0,0,1,0,0,1,,
5430,鳥本智史,99,99,0,0,0,0,0,0,0,,
3820,樫葉次郎,111,98,1,1,0,0,0,0,0,,
4854,大橋由珠,114,97,8,3,2,0,2,1,0,,
4268,和合俊介,108,97,3,1,0,1,0,1,0,,
4865,立具敬司,114,97,12,10,0,0,1,1,0,,
3289,高橋淳美,118,97,7,1,1,4,0,1,0,,
5204,宇恵有香,109,97,10,4,4,2,0,0,0,,
4753,森照夫,113,96,14,9,1,4,0,0,0,,
5422,真田聖也,96,96,0,0,0,0,0,0,0,,
5253,藤井太雅,105,95,3,1,1,0,0,1,0,,
4510,坂本奈央,109,95,3,2,1,0,0,0,0,,
5421,原田朱理,95,95,0,0,0,0,0,0,0,,
5423,高橋嗣穏,95,95,0,0,0,0,0,0,0,,
4548,篠木亜衣花,108,94,6,3,0,1,2,0,0,,
5176,石倉拓美,102,93,6,3,1,1,1,0,0,,
4884,勝浦真帆,117,92,24,16,1,4,0,3,0,,
3081,岡本慎治,110,92,14,5,4,4,0,0,1,,
3631,田添康介,104,92,2,1,0,1,0,0,0,,
4162,竹本太樹,106,90,6,3,2,1,0,0,0,,
5108,柴田愛梨,102,90,3,3,0,0,0,0,0,,
3653,品川賢次,108,89,8,5,0,1,1,1,0,,
3070,山室展弘,107,88,19,9,6,2,1,1,0,,
5180,藤本紗弥香,100,88,9,3,1,2,2,1,0,,
5174,川井萌,103,87,15,8,3,1,2,0,1,,
5200,筒井美琴,95,86,1,0,1,0,0,0,0,,
5401,谷海夏人,86,86,1,0,0,0,1,0,0,,
5363,山本凱立,86,86,1,0,0,1,0,0,0,,
3645,淺田千亜希,97,85,11,3,3,3,1,1,0,,
4650,中山雄太,100,84,17,8,2,4,3,0,0,,
3176,長谷川巌,100,83,11,6,2,1,2,0,0,,
5164,森田梨湖,95,83,2,2,0,0,0,0,0,,
3895,堀本裕也,93,81,10,2,2,3,3,0,0,,
5437,中澤里桜,81,81,0,0,0,0,0,0,0,,
4990,田中博子,90,80,5,2,0,1,2,0,0,,
5251,沼田七華,90,78,1,0,0,0,0,0,1,,
4998,中村かなえ,88,78,9,5,1,1,2,0,0,,
5184,飯塚響,82,74,7,2,0,3,0,2,0,,
3419,栗原謙治,83,73,2,1,0,1,0,0,0,,
4956,齊藤大将,84,72,7,5,0,1,1,0,0,,
5162,松尾怜実,81,71,3,2,0,1,0,0,0,,
5113,黒明花夢,83,71,3,3,0,0,0,0,0,,
3851,森田昭彦,80,69,2,1,0,1,0,0,0,,
4663,籾山佳岳,81,67,20,8,4,3,3,2,0,,
4940,白石有美,75,66,4,3,0,0,0,1,0,,
3921,川村正輝,77,66,8,4,2,0,2,0,0,,
3246,星野政彦,75,66,6,3,0,3,0,0,0,,
5460,早川理稀,66,66,0,0,0,0,0,0,0,,
4758,富樫麗加,78,65,16,10,1,0,3,2,0,,
3355,橋谷田佳織,76,65,1,1,0,0,0,0,0,,
3346,宮本裕之,72,62,5,1,0,2,2,0,0,,
