登番,名前,級,1コ進入,1コ負け,1コ負け時2着率,型,外進入(全国),外3着残し率(全国),丸亀外進入,丸亀外3着残し率,外採用値,6コ進入,6コ2着率,6コ3着率
4828,松山将吾,A1,48,21,0.476,中間,109,0.486,6,,0.486,43,0.093,0.256
5434,藤田康生,B1,0,0,,,148,0.23,0,,0.23,107,0.065,0.131
4118,宇佐見淳,A2,57,23,0.609,残す,137,0.474,0,,0.474,41,0.049,0.244
4276,鈴木勝博,A2,44,18,,,110,0.482,3,,0.482,33,,
3968,茶谷信次,A2,38,15,,,102,0.451,8,,0.451,37,,
4852,川原祐明,A1,69,15,,,127,0.614,15,,0.614,39,,
3906,飯山晃三,B1,24,15,,,109,0.266,11,,0.266,32,,
4142,平野和明,A2,44,25,0.52,中間,105,0.381,0,,0.381,28,,
4650,,,16,8,,,48,0.375,8,,0.375,15,,
3556,田中信一郎,A1,63,15,,,110,0.536,5,,0.536,30,,
5076,石原光,B1,27,15,,,107,0.355,0,,0.355,38,,
5017,澤田尚也,A1,53,10,,,118,0.466,6,,0.466,36,,
4879,山崎鉄平,B1,26,18,,,104,0.288,0,,0.288,39,,
4953,尾上雅也,A1,49,10,,,120,0.592,0,,0.592,37,,
4522,古澤光紀,A2,52,9,,,106,0.368,0,,0.368,36,,
3711,江本真治,A2,57,27,0.519,中間,133,0.489,5,,0.489,44,0.114,0.159
5324,畑田希咲,B1,17,14,,,74,0.054,0,,0.054,24,,
4467,渡邉俊介,A1,52,19,,,125,0.544,5,,0.544,33,,
3591,後藤孝義,B1,19,14,,,55,0.073,0,,0.073,13,,
4685,島村隆幸,A1,61,12,,,105,0.686,4,,0.686,36,,
4273,佐藤旭,B1,32,16,,,103,0.34,3,,0.34,35,,
3463,乙津康志,B1,35,26,,,103,0.301,7,,0.301,20,,
4430,永田秀二,A2,54,29,0.448,中間,125,0.44,0,,0.44,39,,
4941,孫崎百世,B1,26,19,,,99,0.273,0,,0.273,30,,
3641,一瀬明,A1,49,17,,,129,0.457,6,,0.457,30,,
4243,西村歩,B1,41,20,0.5,中間,104,0.404,7,,0.404,34,,
5236,小宮涼雅,B1,25,19,,,127,0.26,0,,0.26,47,0.021,0.17
4405,南野利騰,B1,27,22,,,94,0.309,0,,0.309,26,,
4286,平田さやか,A2,56,33,0.697,残す,131,0.405,0,,0.405,34,,
4176,樋口喜彦,B2,17,15,,,70,0.186,5,,0.186,13,,
5321,一色颯輝,B1,18,11,,,77,0.506,0,,0.506,29,,
4201,佐竹友樹,B1,27,18,,,95,0.316,0,,0.316,26,,
5242,高山弘斗,B1,19,15,,,88,0.273,0,,0.273,30,,
3175,渡辺千草,B1,26,24,,,94,0.266,4,,0.266,24,,
4487,三原司,B1,27,16,,,100,0.25,10,,0.25,26,,
3746,岡瀬正人,A2,56,24,0.375,飛ぶ,129,0.434,13,,0.434,38,,
4104,木下陽介,B1,27,17,,,95,0.316,0,,0.316,25,,
3388,今垣光太郎,A1,37,11,,,78,0.577,0,,0.577,19,,
5348,小林甘寧,B1,4,3,,,155,0.458,9,,0.458,65,0.169,0.077
4173,岡谷健吾,B1,34,14,,,114,0.325,0,,0.325,29,,
4120,柘植政浩,A2,51,16,,,132,0.402,10,,0.402,40,0.05,0.1
4496,内堀学,A1,77,31,0.387,飛ぶ,109,0.56,5,,0.56,27,,
5161,登玉隼百,A2,41,11,,,115,0.47,5,,0.47,41,0.122,0.171
4840,鈴木秀茉,B1,30,22,,,112,0.321,0,,0.321,29,,
4025,山本隆幸,A1,38,12,,,84,0.536,5,,0.536,20,,
3587,武田信一,B1,28,20,,,100,0.21,0,,0.21,35,,
3945,橋口真樹,B1,21,16,,,84,0.31,1,,0.31,22,,
3467,森弘行,B1,27,23,,,84,0.298,3,,0.298,24,,
4943,八木治樹,B1,22,13,,,85,0.212,0,,0.212,21,,
5196,鰐部太空海,A1,45,15,,,116,0.578,0,,0.578,36,,
4952,吉武真也,B1,20,10,,,88,0.102,0,,0.102,23,,
4757,山田祐也,A1,56,16,,,114,0.57,8,,0.57,32,,
4813,宮内直哉,B1,26,21,,,85,0.271,5,,0.271,25,,
5079,大石真央,B1,26,14,,,97,0.299,5,,0.299,35,,
5289,佃來紀,A2,33,13,,,108,0.426,9,,0.426,35,,
4796,春園功太,A1,54,12,,,116,0.44,3,,0.44,39,,
4565,西村豪洋,B1,29,19,,,108,0.241,0,,0.241,30,,
4227,安達裕樹,A2,44,16,,,107,0.402,0,,0.402,31,,
5405,竹内来,B1,0,0,,,158,0.108,0,,0.108,79,0.0,0.051
5266,石田勇斗,B1,27,15,,,96,0.271,0,,0.271,27,,
5314,中曽瑠華,B1,21,16,,,95,0.116,0,,0.116,32,,
3921,川村正輝,B2,10,6,,,34,0.088,6,,0.088,10,,
5339,石井伸長,B1,21,15,,,91,0.396,18,,0.396,28,,
5155,内山七海,A2,35,17,,,101,0.475,4,,0.475,34,,
3772,一柳和孝,B1,32,20,,,96,0.417,5,,0.417,29,,
4151,下河誉史,B1,40,18,,,103,0.311,1,,0.311,14,,
4659,木下翔太,A1,63,16,,,122,0.574,4,,0.574,29,,
4642,松尾夏海,A2,55,12,,,114,0.579,27,0.63,0.63,28,,
4482,守屋美穂,A1,53,15,,,110,0.491,5,,0.491,27,,
4776,竹田和哉,A1,68,13,,,125,0.512,16,,0.512,37,,
3967,鈴木茂高,B1,24,13,,,99,0.202,0,,0.202,29,,
4408,仁科さやか,B1,18,8,,,82,0.122,1,,0.122,18,,
5043,中村日向,A1,53,15,,,130,0.508,17,,0.508,43,0.163,0.209
4940,白石有美,B2,9,5,,,38,0.289,0,,0.289,13,,
4092,岡部大輔,B1,27,9,,,83,0.325,4,,0.325,30,,
3888,山本英志,A2,48,19,,,123,0.39,0,,0.39,40,0.1,0.175
3315,広瀬聖仁,B1,22,17,,,74,0.297,0,,0.297,22,,
4382,高山智至,B1,26,18,,,111,0.351,0,,0.351,24,,
5039,倉田茂将,B1,28,14,,,97,0.33,4,,0.33,22,,
3615,横田茂,B1,31,20,,,100,0.2,5,,0.2,28,,
3355,橋谷田佳織,B2,11,10,,,34,0.118,0,,0.118,8,,
5385,鈴木柊介,B1,2,1,,,145,0.138,4,,0.138,73,0.041,0.055
3629,浅見昌克,A2,41,15,,,95,0.474,0,,0.474,21,,
4421,森作広大,B1,19,16,,,78,0.154,7,,0.154,27,,
3576,白水勝也,A1,58,25,0.64,残す,111,0.622,3,,0.622,29,,
4071,古賀千晶,B1,20,11,,,73,0.178,0,,0.178,16,,
3377,塚田修二,B1,28,27,,,88,0.261,0,,0.261,24,,
3779,原田幸哉,A1,51,15,,,107,0.374,4,,0.374,33,,
4615,板倉敦史,B1,23,16,,,92,0.293,5,,0.293,22,,
3809,吉田光,B1,13,8,,,104,0.327,12,,0.327,36,,
4060,島田一生,B1,29,16,,,96,0.323,10,,0.323,32,,
4608,荒井翔伍,A2,51,22,0.591,残す,114,0.395,8,,0.395,33,,
4002,古結宏,A1,57,18,,,111,0.532,9,,0.532,23,,
4128,川口貴久,B1,31,18,,,100,0.37,5,,0.37,34,,
4992,廣瀬篤哉,B1,26,11,,,108,0.241,0,,0.241,33,,
3949,今出晋二,B1,25,24,,,89,0.18,5,,0.18,26,,
3974,深山祐二,B1,24,18,,,84,0.262,0,,0.262,22,,
4635,峰重力也,A2,30,11,,,90,0.378,5,,0.378,31,,
4017,向井美鈴,B1,38,13,,,99,0.384,4,,0.384,34,,
3977,山本兼士,B1,29,20,,,114,0.289,0,,0.289,34,,
4061,萩原秀人,A1,64,17,,,129,0.581,4,,0.581,44,0.159,0.136
3905,天野友和,A2,51,20,0.7,残す,122,0.516,0,,0.516,39,,
4863,三浦裕貴,B1,22,13,,,80,0.275,0,,0.275,33,,
4538,笠置博之,A1,31,18,,,110,0.5,7,,0.5,43,0.116,0.093
3442,宮武英司,B1,23,14,,,93,0.301,10,,0.301,24,,
4995,田邉亮蔵,B1,25,16,,,97,0.247,5,,0.247,27,,
4979,中野夢斗,B1,36,15,,,109,0.376,0,,0.376,32,,
5134,大原祥昌,A2,48,19,,,114,0.421,9,,0.421,39,,
5301,岩下巧斗,B1,32,12,,,93,0.258,0,,0.258,31,,
3838,伊藤啓三,B1,30,18,,,99,0.343,4,,0.343,33,,
5369,岡崎凪汰,B1,18,15,,,101,0.119,11,,0.119,42,0.0,0.048
4013,中島孝平,A1,59,12,,,123,0.512,0,,0.512,42,0.238,0.095
5306,河内悠利杏,B1,20,18,,,86,0.093,0,,0.093,24,,
3870,寺嶋雄,B1,28,19,,,101,0.277,0,,0.277,30,,
4822,百武翔,A2,50,18,,,123,0.455,4,,0.455,38,,
3929,杢野誓良,B1,31,21,,,101,0.277,0,,0.277,28,,
4063,市橋卓士,A1,65,19,,,125,0.52,5,,0.52,31,,
4932,新開航,A1,59,13,,,119,0.605,0,,0.605,39,,
3577,向所浩二,B1,27,18,,,86,0.221,0,,0.221,31,,
4633,森智也,A2,45,20,0.5,中間,111,0.432,0,,0.432,35,,
4983,前田篤哉,A1,64,17,,,118,0.508,0,,0.508,39,,
4261,岡祐臣,A2,59,18,,,127,0.472,0,,0.472,44,0.159,0.182
4539,金子賢志,A1,44,7,,,120,0.4,5,,0.4,43,0.047,0.186
4897,深見亜由美,B1,26,20,,,93,0.129,6,,0.129,29,,
3621,天野晶夫,A2,24,15,,,68,0.426,4,,0.426,19,,
4567,上村慎太郎,B1,24,17,,,74,0.23,8,,0.23,19,,
4318,桑原将光,A2,39,19,,,107,0.477,9,,0.477,37,,
3346,,,7,6,,,26,0.231,0,,0.231,8,,
4990,田中博子,B2,11,9,,,49,0.122,0,,0.122,17,,
5370,日隈茜,B2,0,0,,,118,0.008,11,,0.008,61,0.0,0.0
4604,岩瀬裕亮,A1,55,7,,,128,0.508,0,,0.508,34,,
3572,安田政彦,B1,44,24,0.458,中間,114,0.272,11,,0.272,24,,
3860,松本浩貴,B1,27,23,,,93,0.204,3,,0.204,29,,
4709,岡村将也,A2,40,24,0.458,中間,108,0.5,0,,0.5,37,,
5291,三嶌こころ,B1,23,18,,,116,0.224,20,,0.224,42,0.095,0.143
5069,山崎小葉音,B1,28,17,,,82,0.28,5,,0.28,21,,
4420,津久井拓也,A2,50,25,0.44,中間,131,0.443,6,,0.443,35,,
4824,松井洪弥,A2,51,16,,,121,0.43,0,,0.43,39,,
5423,高橋嗣穏,B2,0,0,,,101,0.0,0,,0.0,100,0.0,0.0
5223,森清友翔,B1,33,19,,,125,0.336,0,,0.336,41,0.049,0.146
4154,森安弘雅,B1,37,21,,,101,0.366,15,,0.366,30,,
4976,金山立樹,B1,30,20,,,95,0.4,0,,0.4,23,,
4075,中野次郎,A1,51,18,,,125,0.448,9,,0.448,38,,
3895,堀本裕也,B2,12,10,,,45,0.244,0,,0.244,10,,
4689,豊田結,B1,38,24,,,100,0.29,0,,0.29,32,,
4183,宇野弥生,B1,33,6,,,95,0.274,5,,0.274,35,,
3775,泉啓文,B1,27,21,,,110,0.182,0,,0.182,36,,
4557,松尾光広,B1,29,20,,,99,0.242,5,,0.242,38,,
4059,入澤友治,B1,30,18,,,91,0.374,6,,0.374,30,,
4100,松田隆司,B1,32,14,,,111,0.378,0,,0.378,30,,
3497,後藤浩,B1,30,12,,,89,0.225,10,,0.225,27,,
3461,渡邊哲也,B1,13,8,,,67,0.03,3,,0.03,31,,
4587,木田峰由季,A1,47,17,,,105,0.438,0,,0.438,34,,
3339,泉具巳,B1,29,22,,,90,0.278,0,,0.278,27,,
5075,中島秀治,A2,48,27,0.37,飛ぶ,129,0.535,0,,0.535,44,0.023,0.295
4551,三川昂暁,A2,47,25,0.44,中間,121,0.463,0,,0.463,41,0.098,0.293
4590,渡邉優美,A1,50,21,0.619,残す,111,0.468,9,,0.468,35,,
5399,長野未来,B2,0,0,,,135,0.052,0,,0.052,110,0.0,0.055
5173,谷口佳蓮,B1,31,9,,,105,0.276,34,0.206,0.206,33,,
4347,魚谷香織,A2,45,17,,,103,0.398,4,,0.398,34,,
5415,阿部未侑,B2,0,0,,,109,0.018,0,,0.018,88,0.0,0.023
4775,千葉真弥,A2,37,13,,,84,0.429,0,,0.429,26,,
4648,木村亮太,B1,24,14,,,83,0.373,0,,0.373,25,,
4034,西原明生,B1,27,19,,,102,0.167,23,,0.167,24,,
4766,石井孝之,B1,16,11,,,76,0.382,0,,0.382,26,,
4182,吉田和仁,B1,40,24,0.375,飛ぶ,117,0.308,3,,0.308,31,,
3687,花田和明,B1,33,13,,,59,0.271,3,,0.271,2,,
5093,浦野海,B2,30,13,,,94,0.234,8,,0.234,31,,
4677,片橋幸貴,A1,39,15,,,91,0.549,4,,0.549,25,,
5000,岡本翔太郎,B1,24,10,,,96,0.271,5,,0.271,29,,
5394,福西広太郎,B1,2,1,,,184,0.217,0,,0.217,101,0.03,0.149
5361,植竹玲奈,B1,9,9,,,114,0.123,0,,0.123,43,0.023,0.093
4747,山戸信二,B1,21,14,,,81,0.198,5,,0.198,27,,
4682,大上卓人,A1,48,8,,,124,0.452,9,,0.452,30,,
5101,表健太,B1,17,15,,,91,0.242,0,,0.242,21,,
3661,柳瀬興志,A2,47,26,0.462,中間,110,0.327,4,,0.327,37,,
4043,桐本康臣,A2,51,26,0.5,中間,114,0.518,5,,0.518,31,,
4475,末永祐輝,A1,55,21,0.571,残す,111,0.514,9,,0.514,33,,
4262,馬場貴也,A1,66,16,,,120,0.508,5,,0.508,38,,
4253,西川真人,B1,29,15,,,107,0.243,0,,0.243,23,,
3655,本橋克洋,B1,50,25,0.56,残す,112,0.339,0,,0.339,28,,
3940,飯山泰,A1,65,26,0.769,残す,127,0.52,0,,0.52,40,0.125,0.25
4906,鈴木雅希,A2,33,18,,,105,0.429,0,,0.429,29,,
4735,角山雄哉,B1,28,14,,,98,0.357,4,,0.357,26,,
4019,笠原亮,A1,56,18,,,120,0.492,5,,0.492,40,0.125,0.15
5211,高井駿弥,B1,20,17,,,91,0.253,5,,0.253,24,,
4315,山崎昂介,B1,26,15,,,100,0.32,11,,0.32,26,,
5096,上原崚,A2,40,16,,,126,0.429,0,,0.429,40,0.075,0.1
5328,井上慧人,B1,19,13,,,88,0.307,9,,0.307,25,,
3232,山川美由紀,A2,34,13,,,82,0.439,14,,0.439,27,,
5070,中島航,B1,20,13,,,78,0.308,4,,0.308,24,,
4705,吉川勇作,B1,24,12,,,97,0.134,9,,0.134,34,,
4197,渥美卓郎,B1,30,20,,,94,0.138,5,,0.138,21,,
4171,榎幸司,A2,61,19,,,125,0.432,5,,0.432,47,0.128,0.234
4714,喜多須杏奈,B1,28,16,,,100,0.39,15,,0.39,28,,
4040,廣瀬将亨,A2,51,17,,,123,0.407,0,,0.407,46,0.065,0.13
4652,酒見峻介,B1,30,17,,,95,0.326,0,,0.326,28,,
4384,鶴本崇文,A1,59,23,0.565,残す,114,0.474,0,,0.474,32,,
5095,小原聡将,A2,40,14,,,93,0.484,0,,0.484,31,,
3578,塩田雄一,B1,16,13,,,60,0.2,17,,0.2,15,,
4683,向井田直弥,B2,0,0,,,89,0.258,12,,0.258,49,0.082,0.041
5157,市川健太,B1,34,17,,,110,0.273,9,,0.273,37,,
5398,鐘ヶ江真司,B1,12,7,,,156,0.212,9,,0.212,68,0.015,0.118
3875,廣中良一,B1,30,12,,,111,0.243,5,,0.243,25,,
5264,登みひ果,B1,27,22,,,110,0.327,9,,0.327,39,,
5418,堀内亜海,B2,0,0,,,137,0.0,9,,0.0,115,0.0,0.0
4193,郷原章平,A2,51,17,,,124,0.379,0,,0.379,33,,
3854,吉川元浩,A1,56,22,0.182,飛ぶ,110,0.564,7,,0.564,26,,
4589,塩崎桐加,B1,27,11,,,89,0.337,0,,0.337,24,,
5200,筒井美琴,B2,10,10,,,55,0.0,5,,0.0,22,,
3748,小黒竜吾,B1,21,16,,,93,0.194,3,,0.194,28,,
3741,松尾基成,B1,23,14,,,94,0.085,6,,0.085,19,,
5270,小玉啓太,B1,24,18,,,107,0.308,0,,0.308,34,,
5153,佐藤ほのか,B1,28,26,,,95,0.221,4,,0.221,28,,
3528,笠野友紀恵,B1,29,23,,,80,0.275,0,,0.275,20,,
5316,村松将平,B1,23,11,,,116,0.448,0,,0.448,36,,
4484,稲生夏季,B1,28,17,,,93,0.333,0,,0.333,29,,
4837,酒井陽祐,B1,24,13,,,92,0.391,4,,0.391,23,,
5309,森雄利,B1,14,9,,,85,0.106,6,,0.106,26,,
5435,中西月輝,B2,0,0,,,111,0.018,0,,0.018,109,0.0,0.018
4228,吉田慎二郎,A2,49,21,0.524,中間,122,0.516,13,,0.516,41,0.122,0.293
4510,坂本奈央,B2,13,11,,,53,0.113,3,,0.113,13,,
5028,原田才一郎,A1,58,13,,,111,0.468,3,,0.468,32,,
4521,小池公生,B1,39,19,,,99,0.323,5,,0.323,31,,
3439,大平誉史明,A1,50,22,0.545,中間,106,0.462,0,,0.462,31,,
3932,池田浩美,B1,23,10,,,75,0.28,4,,0.28,27,,
4023,柴田友和,B1,24,17,,,97,0.206,0,,0.206,28,,
3959,坪井康晴,A1,52,17,,,113,0.496,0,,0.496,28,,
3618,海野ゆかり,A1,60,25,0.44,中間,118,0.415,4,,0.415,39,,
3953,志道吉和,B2,16,8,,,65,0.123,5,,0.123,22,,
4900,中田夕貴,B1,37,12,,,98,0.327,8,,0.327,32,,
4688,永井彪也,A1,52,13,,,120,0.475,9,,0.475,37,,
4534,坂咲友理,B1,19,14,,,63,0.206,4,,0.206,12,,
4790,柳内敬太,A1,54,14,,,123,0.537,6,,0.537,42,0.071,0.238
4656,大崎翔,A2,30,17,,,98,0.398,4,,0.398,26,,
4875,大塚康雅,B1,33,24,,,97,0.32,0,,0.32,31,,
5163,清水愛海,A1,49,14,,,115,0.557,10,,0.557,42,0.143,0.214
4186,小川時光,B1,26,19,,,90,0.167,5,,0.167,22,,
5364,金子怜央,B1,2,2,,,173,0.087,0,,0.087,88,0.023,0.011
4569,中澤宏奈,B1,24,15,,,88,0.318,6,,0.318,34,,
3616,中村真,B1,26,14,,,91,0.505,5,,0.505,25,,
4007,榮田将彦,B1,24,13,,,82,0.293,6,,0.293,32,,
4364,池永太,A1,53,17,,,113,0.478,4,,0.478,31,,
4172,森定晃史,A2,57,26,0.615,残す,126,0.524,4,,0.524,39,,
5122,相馬翔,B1,17,10,,,71,0.254,0,,0.254,18,,
4661,中島昂章,A2,34,20,,,101,0.416,0,,0.416,27,,
4851,関浩哉,A1,46,9,,,110,0.536,4,,0.536,40,0.125,0.225
4864,小川日紀太,B1,27,15,,,89,0.27,5,,0.27,21,,
5403,藤山湧太,B2,0,0,,,148,0.095,17,,0.095,106,0.028,0.028
4471,新田泰章,A1,69,10,,,135,0.541,4,,0.541,41,0.171,0.268
4513,河野真也,A2,50,15,,,111,0.396,3,,0.396,35,,
3742,宮地秀祈,B1,27,16,,,85,0.282,8,,0.282,21,,
5046,松山裕基,B1,23,16,,,93,0.258,6,,0.258,26,,
5051,松本純平,A1,51,11,,,111,0.514,0,,0.514,36,,
5355,萩原丈太朗,B1,10,10,,,105,0.086,0,,0.086,50,0.0,0.04
4746,大豆生田蒼,B1,30,10,,,85,0.412,4,,0.412,29,,
3878,胡本悟志,B1,22,16,,,91,0.242,5,,0.242,29,,
4339,平瀬城啓,B1,31,21,,,94,0.266,0,,0.266,25,,
3939,渡辺真至,B2,12,6,,,39,0.308,0,,0.308,12,,
4296,岡崎恭裕,A2,39,12,,,79,0.506,15,,0.506,22,,
5104,山田丈,A2,36,11,,,85,0.471,0,,0.471,21,,
5057,上田紗奈,B1,31,8,,,95,0.295,0,,0.295,25,,
5102,原田雄次,B1,29,11,,,112,0.366,16,,0.366,35,,
4299,中島浩哉,B1,19,13,,,89,0.315,0,,0.315,23,,
4327,加藤翔,B1,29,20,,,105,0.276,4,,0.276,28,,
4031,飯島誠,B1,30,20,,,99,0.313,0,,0.313,34,,
4044,湯川浩司,A1,51,15,,,110,0.473,0,,0.473,27,,
4924,中北涼,B1,27,21,,,104,0.269,14,,0.269,24,,
5014,梶山涼斗,B1,22,15,,,87,0.322,6,,0.322,25,,
4713,白神優,A1,60,13,,,136,0.529,0,,0.529,42,0.119,0.262
4984,森下愛梨,B1,27,17,,,91,0.396,9,,0.396,43,0.14,0.186
3072,西田靖,B1,43,29,0.276,飛ぶ,1,,0,,,0,,
4525,真子奈津実,B1,25,13,,,80,0.263,0,,0.263,18,,
4572,渡部悟,B1,45,19,,,113,0.416,6,,0.416,41,0.171,0.22
3918,深井利寿,A1,53,21,0.524,中間,121,0.612,4,,0.612,38,,
4348,宮崎奨,A2,46,23,0.478,中間,121,0.471,36,0.528,0.528,38,,
4762,藤原啓史朗,A1,62,13,,,111,0.495,5,,0.495,41,0.049,0.244
4882,瀧川千依,B2,13,8,,,63,0.19,0,,0.19,24,,
4207,松下一也,A1,49,20,0.4,飛ぶ,106,0.425,4,,0.425,38,,
5064,品川二千翔,A1,46,16,,,115,0.53,5,,0.53,37,,
4112,大久保信一郎,A2,29,10,,,104,0.462,5,,0.462,26,,
3831,安藤裕貴,B1,32,19,,,95,0.274,0,,0.274,27,,
4450,平高奈菜,A2,43,16,,,104,0.567,24,,0.567,32,,
4357,田中和也,A1,57,23,0.609,残す,105,0.619,0,,0.619,28,,
4387,平山智加,A1,65,24,0.458,中間,126,0.5,16,,0.5,33,,
4725,佐竹太一,B1,30,17,,,106,0.358,5,,0.358,31,,
5437,中澤里桜,B2,0,0,,,90,0.044,25,0.08,0.08,89,0.022,0.022
5409,宮本琉正,B2,0,0,,,143,0.084,9,,0.084,112,0.018,0.045
5246,楠将太郎,A2,33,18,,,102,0.382,0,,0.382,39,,
5380,野田亜湖,B2,0,0,,,159,0.0,0,,0.0,83,0.0,0.0
4787,椎名豊,A1,58,12,,,110,0.582,9,,0.582,29,,
4594,谷川祐一,B1,40,13,,,106,0.5,0,,0.5,16,,
3211,北川敏弘,B1,29,22,,,90,0.189,0,,0.189,26,,
3357,福島陽子,B1,31,23,,,97,0.165,0,,0.165,26,,
4246,喜多那由夏,B1,32,25,,,99,0.202,5,,0.202,28,,
4856,豊田健士郎,A1,62,18,,,142,0.577,0,,0.577,42,0.143,0.262
5170,佐藤太亮,B1,29,9,,,94,0.33,7,,0.33,29,,
3562,山下和彦,A2,55,24,0.417,中間,115,0.47,0,,0.47,33,,
4826,井上一輝,A1,65,12,,,122,0.549,14,,0.549,41,0.171,0.22
4963,實森美祐,A1,47,12,,,116,0.379,10,,0.379,35,,
5295,田上凜,B1,14,8,,,119,0.311,20,,0.311,58,0.086,0.069
4275,菅野はやか,B1,20,18,,,67,0.134,4,,0.134,19,,
3911,鈴木猛,B1,42,22,0.364,飛ぶ,124,0.315,8,,0.315,31,,
3715,倉尾大介,A2,30,19,,,87,0.425,3,,0.425,25,,
3737,上平真二,A1,54,15,,,99,0.515,0,,0.515,29,,
3319,山崎義明,A2,40,23,0.261,飛ぶ,118,0.441,5,,0.441,33,,
3349,吉田一郎,A1,52,22,0.545,中間,85,0.388,5,,0.388,6,,
5180,藤本紗弥香,B2,12,10,,,58,0.293,0,,0.293,15,,
3839,川合理司,B1,27,24,,,114,0.149,0,,0.149,40,0.025,0.075
4681,太田潮,B1,19,13,,,63,0.175,0,,0.175,22,,
5422,真田聖也,B2,0,0,,,96,0.01,0,,0.01,84,0.0,0.0
4732,堀本和也,A2,60,15,,,122,0.516,7,,0.516,30,,
5208,屋良龍紀,B1,24,16,,,93,0.301,3,,0.301,25,,
4785,木幡純也,B1,23,20,,,90,0.322,0,,0.322,25,,
4898,菊地敬介,B1,23,18,,,92,0.359,0,,0.359,40,0.075,0.1
4680,後藤美翼,A2,41,28,0.393,飛ぶ,100,0.48,0,,0.48,26,,
5341,山道諄也,B1,7,5,,,118,0.127,0,,0.127,61,0.033,0.049
4563,齋藤真之,B1,21,6,,,90,0.189,3,,0.189,22,,
5285,若林麗,B1,26,18,,,96,0.198,1,,0.198,34,,
5383,中村楓,B1,0,0,,,172,0.064,0,,0.064,84,0.0,0.024
3901,松田憲幸,B2,18,5,,,67,0.254,3,,0.254,17,,
3606,川北浩貴,B1,42,29,0.586,残す,106,0.34,8,,0.34,30,,
5002,上田健太,A2,46,19,,,110,0.382,5,,0.382,40,0.025,0.275
3680,森林太,B1,31,26,,,106,0.255,9,,0.255,34,,
5190,大月遊雅,B1,16,10,,,94,0.245,4,,0.245,30,,
5237,永松良教,B2,15,9,,,75,0.32,5,,0.32,29,,
5179,藤本元輝,B1,20,9,,,82,0.244,0,,0.244,25,,
3352,小川晃司,B1,0,0,,,197,0.416,9,,0.416,191,0.115,0.283
4441,末永由楽,A2,56,22,0.545,中間,122,0.5,4,,0.5,41,0.049,0.293
5019,柴田百恵,B1,23,16,,,68,0.324,4,,0.324,19,,
5085,中村栄治,A2,36,22,,,102,0.363,0,,0.363,29,,
4618,乃村康友,B1,22,14,,,95,0.453,3,,0.453,27,,
4417,服部剛,B1,27,16,,,88,0.33,3,,0.33,22,,
4067,永井源,A2,51,23,0.435,中間,127,0.504,0,,0.504,31,,
4691,水原慎,B1,18,9,,,62,0.258,0,,0.258,17,,
5214,田中宏典,B1,30,16,,,96,0.292,7,,0.292,36,,
3685,荒井輝年,A2,28,14,,,98,0.5,0,,0.5,35,,
3430,角浜修,B1,30,16,,,109,0.211,9,,0.211,25,,
5226,藤田俊祐,B1,30,6,,,71,0.38,0,,0.38,22,,
4241,大串重幸,A2,41,19,,,113,0.425,0,,0.425,34,,
5020,宮村勇哉,B1,23,12,,,93,0.301,0,,0.301,36,,
3701,大西隆洋,B1,18,15,,,88,0.227,17,,0.227,24,,
4272,大場広孝,B1,24,17,,,97,0.299,4,,0.299,30,,
5209,小野京平,B1,12,10,,,78,0.231,0,,0.231,26,,
4630,岩永雅人,A2,38,21,,,98,0.388,5,,0.388,37,,
4853,前原哉,B1,25,16,,,79,0.165,5,,0.165,23,,
3602,奥平拓也,B1,27,23,,,100,0.33,0,,0.33,29,,
5162,松尾怜実,B2,9,7,,,32,0.125,3,,0.125,10,,
5431,得山大輝,B2,0,0,,,109,0.028,6,,0.028,102,0.01,0.01
4337,平本真之,A1,62,18,,,127,0.583,4,,0.583,29,,
4678,水野望美,B1,28,13,,,85,0.271,5,,0.271,20,,
4409,坂元浩仁,A1,52,10,,,108,0.528,0,,0.528,35,,
5123,福山恵里奈,B1,31,16,,,106,0.179,8,,0.179,32,,
4434,田中辰彦,A2,51,16,,,104,0.5,5,,0.5,29,,
4105,松下直也,B1,42,30,0.333,飛ぶ,119,0.387,5,,0.387,33,,
5224,西岡顕心,A1,59,16,,,118,0.551,24,,0.551,42,0.167,0.31
4099,吉永則雄,A2,49,16,,,103,0.476,7,,0.476,27,,
3807,岡部哲,B1,32,20,,,103,0.243,3,,0.243,31,,
3224,栗山繁洋,B1,24,17,,,88,0.205,8,,0.205,19,,
5325,澁川夏,B1,30,14,,,117,0.359,15,,0.359,40,0.05,0.2
4894,原村拓也,B1,30,15,,,113,0.319,22,,0.319,30,,
3475,橋本久和,B1,42,21,0.238,飛ぶ,85,0.388,3,,0.388,24,,
3825,宮嵜隆太郎,B1,24,15,,,92,0.217,14,,0.217,38,,
5349,宮崎奏磨,B2,6,6,,,131,0.015,0,,0.015,54,0.0,0.0
4641,磯村匠,B1,18,7,,,72,0.347,0,,0.347,21,,
3966,作間章,A1,63,19,,,125,0.544,10,,0.544,36,,
4883,岡部大輝,A2,32,11,,,99,0.505,11,,0.505,22,,
4431,石塚裕介,B1,22,9,,,86,0.256,8,,0.256,30,,
3963,原田秀弥,A2,43,20,0.35,飛ぶ,107,0.43,5,,0.43,33,,
3604,武藤綾子,B1,28,15,,,88,0.182,7,,0.182,31,,
4114,深澤達徳,B1,23,14,,,92,0.304,0,,0.304,27,,
