登番,名前,級,1コ進入,1コ負け,1コ負け時2着率,型,外進入(全国),外3着残し率(全国),丸亀外進入,丸亀外3着残し率,外採用値,6コ進入,6コ2着率,6コ3着率
4991,宗行治哉,A1,43,15,,,97,0.464,0,,0.464,26,,
4274,長畑友輔,B1,26,17,,,97,0.33,0,,0.33,32,,
4416,三宅健太,B1,34,25,,,108,0.324,9,,0.324,37,,
4010,越智照浩,B1,22,11,,,87,0.287,13,,0.287,21,,
5181,森智哉,B1,25,14,,,94,0.351,5,,0.351,29,,
3212,亀本勇樹,B1,30,20,,,78,0.321,5,,0.321,13,,
4397,西村拓也,A1,62,12,,,119,0.538,0,,0.538,27,,
5072,吉田杏美,B2,8,7,,,25,0.04,0,,0.04,9,,
4230,濱崎直矢,A2,34,9,,,92,0.543,5,,0.543,30,,
4614,石倉洋行,A1,60,17,,,115,0.583,0,,0.583,38,,
3448,高山秀雄,B1,20,13,,,62,0.258,0,,0.258,17,,
4516,野口勝弘,A1,50,19,,,114,0.509,3,,0.509,28,,
4415,下出卓矢,A1,49,14,,,123,0.423,0,,0.423,45,0.156,0.067
4945,上村宏太,B1,21,19,,,108,0.306,5,,0.306,28,,
3660,長谷川親王,B1,24,19,,,88,0.17,18,,0.17,27,,
4520,高倉孝太,A2,38,20,,,106,0.406,0,,0.406,31,,
4672,守屋大地,B1,27,25,,,106,0.283,1,,0.283,25,,
4124,池田雄一,A2,50,18,,,110,0.5,0,,0.5,37,,
4850,野中一平,A2,50,11,,,117,0.47,0,,0.47,26,,
4545,岡村慶太,A1,58,7,,,118,0.559,0,,0.559,40,0.15,0.275
5313,鈴木唯央,B1,18,14,,,109,0.257,10,,0.257,37,,
5106,山崎祥,A2,35,17,,,97,0.433,4,,0.433,28,,
3564,桑原啓,B1,29,20,,,123,0.301,14,,0.301,24,,
4843,深尾巴恵,B1,20,9,,,77,0.338,4,,0.338,26,,
3664,鈴木賢一,B1,31,18,,,94,0.298,0,,0.298,28,,
4821,妻鳥晋也,B1,25,16,,,106,0.462,19,,0.462,27,,
5061,中村駿平,B1,19,15,,,83,0.193,0,,0.193,30,,
5089,前田翔,A1,61,15,,,107,0.607,6,,0.607,31,,
4145,小澤学,B1,26,24,,,100,0.24,8,,0.24,23,,
5363,山本凱立,B2,0,0,,,84,0.024,16,,0.024,79,0.0,0.013
4740,齋藤達希,B1,26,16,,,96,0.24,0,,0.24,27,,
4679,植田太一,A2,53,17,,,118,0.415,1,,0.415,34,,
4527,高野心吾,B1,24,15,,,92,0.207,0,,0.207,24,,
4491,田中堅,B1,26,18,,,98,0.276,0,,0.276,30,,
5047,國分将太郎,B1,28,16,,,96,0.385,3,,0.385,33,,
5201,村上宗太郎,B2,18,10,,,67,0.328,4,,0.328,29,,
5091,為本智也,B1,23,7,,,75,0.52,6,,0.52,23,,
4761,山田晃大,A2,50,15,,,121,0.331,10,,0.331,43,0.047,0.163
5145,島川海輝,A2,59,17,,,131,0.427,10,,0.427,44,0.091,0.114
5114,小林孝彰,B1,52,20,0.5,中間,122,0.377,5,,0.377,46,0.022,0.217
3955,眞田英二,B2,20,12,,,75,0.293,0,,0.293,20,,
4485,楠原正剛,B1,38,23,,,109,0.394,6,,0.394,28,,
3708,岡部貴司,B1,33,19,,,101,0.277,0,,0.277,31,,
4778,堤啓輔,B1,33,18,,,72,0.389,0,,0.389,20,,
3256,三角哲男,A1,50,25,0.56,残す,106,0.547,0,,0.547,32,,
5111,三村岳人,A2,32,13,,,101,0.376,0,,0.376,32,,
5347,井澤聖奈,B2,0,0,,,138,0.029,0,,0.029,62,0.0,0.016
5071,野見山拓己,B1,27,19,,,93,0.301,0,,0.301,26,,
5073,上原健次郎,A2,38,18,,,101,0.366,0,,0.366,34,,
3898,平田忠則,A1,62,14,,,114,0.623,4,,0.623,38,,
2538,高橋二朗,B1,26,24,,,88,0.102,0,,0.102,25,,
4724,吉田祐貴,B1,16,13,,,71,0.127,3,,0.127,21,,
3304,烏野賢太,A1,57,19,,,124,0.411,11,,0.411,37,,
5372,上岡巧汰,B2,0,0,,,139,0.065,18,,0.065,107,0.0,0.037
5420,吉原快誓,B2,0,0,,,145,0.048,10,,0.048,106,0.009,0.019
5006,久保原秀人,B1,19,17,,,92,0.12,0,,0.12,24,,
4297,山田哲也,A1,51,14,,,120,0.492,6,,0.492,32,,
3662,大庭元明,B1,40,21,0.571,残す,114,0.351,0,,0.351,45,0.089,0.156
3994,小野桜,B1,30,19,,,91,0.374,6,,0.374,20,,
5011,高木圭大,B1,22,13,,,95,0.179,4,,0.179,31,,
4508,野間大樹,A2,28,14,,,90,0.444,0,,0.444,29,,
4969,町田洸希,B1,21,8,,,88,0.261,5,,0.261,22,,
5384,八戸琉楓,B2,1,1,,,149,0.054,0,,0.054,84,0.0,0.024
4451,松崎祐太郎,A2,60,22,0.591,残す,113,0.46,0,,0.46,30,,
4509,平見真彦,A2,45,19,,,108,0.5,6,,0.5,35,,
3995,重野哲之,A2,44,10,,,92,0.533,0,,0.533,28,,
4343,村岡賢,B1,29,21,,,96,0.271,0,,0.271,24,,
5413,宮城那菜,B2,0,0,,,147,0.082,15,,0.082,110,0.009,0.027
4438,森作雄大,B1,43,25,0.4,飛ぶ,123,0.374,0,,0.374,29,,
4398,船岡洋一郎,A1,60,9,,,132,0.462,11,,0.462,41,0.098,0.098
5018,竹下大樹,A1,74,15,,,135,0.541,8,,0.541,31,,
5333,山下智己,B2,12,5,,,63,0.254,0,,0.254,17,,
4209,藤田竜弘,A2,45,23,0.348,飛ぶ,108,0.435,5,,0.435,31,,
5113,黒明花夢,B2,10,7,,,35,0.086,0,,0.086,9,,
5368,宮崎心之介,B1,21,6,,,116,0.414,13,,0.414,50,0.08,0.18
5297,南彩寧,B1,22,16,,,98,0.112,0,,0.112,20,,
3871,池田紫乃,B1,19,12,,,78,0.167,3,,0.167,21,,
3965,北中元樹,A1,47,19,,,123,0.504,0,,0.504,41,0.073,0.244
4580,長谷川雅和,B1,39,14,,,117,0.427,2,,0.427,41,0.073,0.146
3569,増田進,B1,31,27,,,93,0.237,0,,0.237,29,,
5454,谷島咲希,B2,0,0,,,59,0.017,0,,0.017,59,0.017,0.0
3982,福田理,B1,28,21,,,90,0.244,8,,0.244,23,,
3507,藤井徹,B1,25,17,,,75,0.173,4,,0.173,6,,
4349,犬童千秋,B1,18,13,,,89,0.281,5,,0.281,21,,
4344,新田雄史,A1,50,14,,,102,0.618,3,,0.618,29,,
4902,山川雄大,B1,31,18,,,109,0.394,0,,0.394,30,,
3946,赤岩善生,A1,70,22,0.5,中間,43,0.442,5,,0.442,5,,
4506,稗田聖也,A1,47,17,,,108,0.546,0,,0.546,30,,
5390,高橋涼夏,B2,0,0,,,137,0.102,8,,0.102,86,0.012,0.047
5417,小柳勝希,B1,0,0,,,137,0.226,8,,0.226,78,0.038,0.103
4942,柴田朋哉,B1,42,23,0.391,飛ぶ,109,0.459,6,,0.459,39,,
3333,丸尾義孝,A1,60,21,0.619,残す,129,0.504,4,,0.504,31,,
5457,山田陽翔,B2,0,0,,,58,0.0,0,,0.0,55,0.0,0.0
5250,嶋田有里,B1,23,14,,,91,0.253,4,,0.253,25,,
4704,河野大,A1,56,18,,,133,0.526,8,,0.526,46,0.152,0.174
4055,吉田俊彦,A2,53,17,,,134,0.485,5,,0.485,24,,
4136,江夏満,A1,44,14,,,87,0.54,0,,0.54,31,,
3176,,,15,11,,,41,0.244,0,,0.244,16,,
3158,島川光男,A2,52,20,0.55,残す,115,0.47,0,,0.47,34,,
3546,中里昌志,B1,30,23,,,97,0.309,7,,0.309,22,,
3340,池田雷太,B1,34,22,,,106,0.236,0,,0.236,30,,
4536,喜井つかさ,A2,50,20,0.45,中間,123,0.488,5,,0.488,31,,
3558,山本浩次,B1,30,17,,,86,0.267,4,,0.267,20,,
4974,安井瑞紀,A2,37,19,,,105,0.4,4,,0.4,32,,
5135,仲航太,B1,38,15,,,105,0.381,0,,0.381,41,0.098,0.073
5294,豊田祥生,B1,25,17,,,97,0.124,0,,0.124,29,,
3960,菊地孝平,A1,55,17,,,116,0.457,0,,0.457,31,,
5346,中村紋夕梨,B1,8,8,,,127,0.126,0,,0.126,45,0.0,0.022
3679,飯島昌弘,A2,47,12,,,125,0.504,4,,0.504,33,,
3790,佐口達也,B1,28,20,,,95,0.274,0,,0.274,30,,
5377,鳥居塚嶺王,B1,7,2,,,146,0.322,0,,0.322,55,0.055,0.145
3992,関口智久,B1,29,14,,,89,0.382,0,,0.382,31,,
4167,片岡秀樹,B1,28,19,,,100,0.34,4,,0.34,37,,
4163,山崎裕司,A2,56,19,,,120,0.358,4,,0.358,30,,
5187,小坂風太,B2,14,12,,,55,0.218,0,,0.218,14,,
4039,村上功祐,B1,41,22,0.409,中間,114,0.395,0,,0.395,36,,
3874,山本寛久,A2,49,14,,,105,0.562,0,,0.562,32,,
4085,荻野裕介,B1,17,10,,,82,0.415,0,,0.415,29,,
4982,中村将隆,B1,24,10,,,88,0.398,0,,0.398,28,,
4987,島倉都,B1,26,14,,,96,0.198,0,,0.198,30,,
4191,赤羽克也,A1,43,14,,,96,0.51,5,,0.51,26,,
5391,出穂和鼓,B2,0,0,,,140,0.029,0,,0.029,73,0.014,0.0
3284,渡邊伸太郎,B1,34,14,,,90,0.3,4,,0.3,14,,
4645,上村純一,A1,54,14,,,116,0.466,0,,0.466,47,0.106,0.277
3833,中辻博訓,A2,65,18,,,116,0.457,3,,0.457,28,,
3471,赤峰和也,B1,25,21,,,89,0.236,0,,0.236,23,,
4175,川尻泰輔,A2,38,9,,,99,0.455,0,,0.455,26,,
3842,星野太郎,B1,31,17,,,89,0.326,9,,0.326,23,,
4535,北山康介,A2,43,13,,,86,0.581,7,,0.581,39,,
3251,平石和男,A2,54,33,0.394,飛ぶ,127,0.449,11,,0.449,37,,
4564,山本景士郎,B1,32,23,,,106,0.302,4,,0.302,30,,
4548,篠木亜衣花,B1,14,12,,,55,0.109,0,,0.109,19,,
3550,都築正治,B1,42,21,0.429,中間,110,0.364,9,,0.364,32,,
3502,渡邉英児,A2,40,21,0.524,中間,101,0.515,3,,0.515,9,,
5120,山本稔太朗,B1,30,15,,,77,0.273,6,,0.273,22,,
4457,神田達也,B1,22,13,,,88,0.341,0,,0.341,32,,
5090,生方靖亜,B1,24,12,,,92,0.38,0,,0.38,33,,
4329,小松卓司,B1,28,18,,,109,0.321,0,,0.321,28,,
4366,前沢丈史,A1,66,22,0.455,中間,130,0.546,0,,0.546,33,,
4944,田代達也,B1,19,16,,,99,0.323,10,,0.323,31,,
4287,今井貴士,A2,55,20,0.6,残す,121,0.43,4,,0.43,45,0.2,0.289
4095,福来剛,A1,60,17,,,131,0.611,0,,0.611,37,,
5248,本田愛,B1,22,17,,,99,0.364,0,,0.364,35,,
4931,木谷賢太,A1,63,14,,,131,0.603,27,0.778,0.778,39,,
4024,井口佳典,A1,45,18,,,124,0.468,5,,0.468,35,,
5213,湯淺紀香,B1,38,15,,,116,0.302,8,,0.302,35,,
4957,竹之内極,B1,29,12,,,112,0.357,0,,0.357,37,,
4361,柳生泰二,A1,55,10,,,101,0.614,8,,0.614,31,,
3866,木山誠一,B1,27,19,,,90,0.256,0,,0.256,26,,
4939,宮之原輝紀,A1,59,11,,,112,0.58,0,,0.58,42,0.238,0.167
4700,金子和之,A2,39,16,,,99,0.475,0,,0.475,30,,
4754,松尾充,A2,44,11,,,107,0.495,0,,0.495,29,,
3654,武田光史,A2,47,16,,,95,0.505,0,,0.505,20,,
4292,麻生慎介,A1,55,21,0.429,中間,116,0.578,5,,0.578,30,,
4131,原豊土,B1,32,11,,,94,0.447,8,,0.447,30,,
4782,浜崎準也,B1,20,12,,,77,0.247,6,,0.247,23,,
3892,草場康幸,B1,30,12,,,99,0.263,4,,0.263,27,,
4047,吉永浩則,B1,26,13,,,84,0.155,0,,0.155,27,,
4719,上條暢嵩,A1,62,8,,,117,0.444,4,,0.444,35,,
4404,岸蔭亮,B1,20,15,,,88,0.148,5,,0.148,27,,
4553,坪口竜也,A2,39,10,,,110,0.482,12,,0.482,30,,
3867,松浦勝,B1,23,19,,,100,0.16,4,,0.16,27,,
5058,前原大道,A1,53,5,,,129,0.574,6,,0.574,39,,
4738,清埜翔子,A2,56,16,,,134,0.336,0,,0.336,44,0.023,0.136
5416,龍田真白,B1,0,0,,,157,0.172,0,,0.172,97,0.072,0.052
5158,宮脇遼太,A1,57,17,,,124,0.516,4,,0.516,44,0.205,0.182
3989,熊本英一,B1,23,14,,,93,0.226,0,,0.226,32,,
4277,金田大輔,B1,27,11,,,104,0.327,13,,0.327,31,,
3653,品川賢次,B2,20,16,,,56,0.304,0,,0.304,20,,
5432,安藤瑠希,B1,0,0,,,143,0.14,7,,0.14,105,0.038,0.048
3532,柴田光,B2,32,12,,,27,0.556,0,,0.556,4,,
3973,崎利仁,B1,32,24,,,111,0.27,0,,0.27,33,,
4196,田中太一郎,B1,28,16,,,116,0.25,0,,0.25,30,,
4359,横川聖志,A2,37,21,,,94,0.404,2,,0.404,35,,
3411,池上隆行,B1,23,18,,,90,0.144,4,,0.144,18,,
4254,川島圭司,A2,35,15,,,91,0.352,6,,0.352,27,,
5013,山下夏鈴,B1,36,13,,,106,0.377,5,,0.377,29,,
4319,三宅潤,A2,45,22,0.455,中間,129,0.411,15,,0.411,40,0.125,0.15
4857,加藤翔馬,A1,43,11,,,102,0.588,0,,0.588,32,,
4893,渡邉真奈美,B1,29,16,,,89,0.326,5,,0.326,26,,
4950,高岡竜也,A1,46,10,,,115,0.461,5,,0.461,31,,
4144,石塚久也,A2,37,12,,,103,0.524,0,,0.524,28,,
5300,横田海人,B1,17,16,,,78,0.077,0,,0.077,22,,
5343,小林礼央,B1,7,5,,,161,0.323,4,,0.323,54,0.111,0.111
5376,吉田一心,B1,27,11,,,118,0.39,0,,0.39,43,0.163,0.07
4966,田川大貴,B1,42,19,,,115,0.304,6,,0.304,39,,
5150,坂本雄紀,A1,42,18,,,102,0.539,10,,0.539,31,,
4143,浦田晃嗣,B1,21,14,,,98,0.224,11,,0.224,21,,
5077,滝沢崚,B1,14,13,,,66,0.273,0,,0.273,13,,
3744,徳増秀樹,A1,65,15,,,127,0.417,4,,0.417,15,,
4079,出畑孝典,A2,55,21,0.476,中間,122,0.369,8,,0.369,40,0.1,0.125
5421,原田朱理,B2,0,0,,,104,0.029,6,,0.029,80,0.013,0.0
4718,北川太一,A2,42,19,,,105,0.495,6,,0.495,34,,
4603,谷川将太,B1,35,8,,,110,0.382,3,,0.382,34,,
3716,石渡鉄兵,A1,50,21,0.429,中間,120,0.425,0,,0.425,35,,
4779,伊倉光,B1,29,16,,,98,0.378,6,,0.378,24,,
5198,奥村明日香,B1,21,12,,,89,0.292,6,,0.292,23,,
4096,石橋道友,A1,51,10,,,102,0.52,10,,0.52,30,,
3828,明石正之,B1,30,19,,,105,0.333,0,,0.333,29,,
3436,柏野幸二,A2,36,16,,,86,0.395,0,,0.395,22,,
3704,本部めぐみ,B1,17,12,,,62,0.145,5,,0.145,16,,
4663,籾山佳岳,B2,14,5,,,40,0.425,0,,0.425,15,,
4448,青木玄太,A1,48,10,,,120,0.592,4,,0.592,36,,
4396,大田直弥,B1,37,23,,,109,0.312,3,,0.312,32,,
5342,原村百那,B2,6,5,,,136,0.059,5,,0.059,51,0.02,0.02
4666,日笠勝弘,B1,15,8,,,70,0.3,0,,0.3,23,,
5092,篠原晟弥,A2,44,14,,,107,0.533,0,,0.533,35,,
4773,中川りな,A2,58,21,0.429,中間,123,0.447,3,,0.447,37,,
4380,鈴木峻佑,B1,31,12,,,99,0.222,0,,0.222,31,,
5220,青木蓮,A2,62,18,,,130,0.585,5,,0.585,35,,
5453,久保翔耶,B2,0,0,,,60,0.083,17,,0.083,60,0.033,0.033
5068,前田滉,A1,57,12,,,105,0.619,4,,0.619,28,,
5184,飯塚響,B2,8,5,,,43,0.163,0,,0.163,10,,
4113,木村浩士,B1,36,21,,,107,0.364,0,,0.364,27,,
4910,中村泰平,A1,59,11,,,116,0.509,7,,0.509,33,,
5326,三嶌さらら,B1,33,22,,,134,0.276,39,0.231,0.231,43,0.047,0.116
3869,井芹大志,B1,21,11,,,83,0.217,0,,0.217,22,,
3518,倉田郁美,B1,21,19,,,81,0.309,4,,0.309,24,,
3372,加藤雅之,B2,17,13,,,67,0.09,4,,0.09,21,,
4899,占部一真,B1,25,14,,,84,0.262,5,,0.262,22,,
3024,西島義則,B2,82,45,0.356,飛ぶ,3,,0,,,1,,
3454,井川大作,B1,37,26,,,91,0.33,10,,0.33,34,,
5350,網代良芽,B1,28,21,,,113,0.389,2,,0.389,38,,
4529,嶋義信,A1,41,12,,,106,0.453,16,,0.453,33,,
4377,濱本優一,A1,55,16,,,128,0.523,5,,0.523,44,0.091,0.318
3361,岡部浩,B1,29,22,,,85,0.188,6,,0.188,31,,
3956,横澤剛治,A2,40,16,,,106,0.443,0,,0.443,27,,
4556,竹井奈美,A1,50,13,,,92,0.489,5,,0.489,26,,
3286,坂東満,B2,22,13,,,63,0.238,0,,0.238,26,,
4123,細川裕子,A1,64,24,0.5,中間,124,0.581,8,,0.581,39,,
4918,川島拓郎,B1,27,10,,,107,0.346,0,,0.346,31,,
5126,山下大輝,A1,49,14,,,117,0.581,0,,0.581,39,,
5054,佐々木大河,A1,37,6,,,102,0.529,6,,0.529,27,,
5411,木下虎之輔,B2,0,0,,,147,0.068,0,,0.068,116,0.009,0.017
5323,香川陽太,B2,19,9,,,91,0.297,0,,0.297,39,,
3931,黒崎竜也,A2,35,13,,,102,0.461,0,,0.461,44,0.114,0.25
3582,吉川昭男,A2,52,18,,,29,0.31,1,,0.31,0,,
5367,赤松咲香,B2,0,0,,,113,0.062,8,,0.062,56,0.018,0.0
4835,橋本明,B1,32,16,,,113,0.327,5,,0.327,35,,
4798,浜先真範,A1,55,14,,,117,0.444,9,,0.444,33,,
4189,川上剛,A1,61,22,0.227,飛ぶ,114,0.465,9,,0.465,24,,
5299,西丸敦基,A2,35,12,,,123,0.439,22,,0.439,37,,
5262,鈴木章司,B1,22,19,,,81,0.21,4,,0.21,21,,
4283,石井裕美,B1,25,23,,,84,0.214,3,,0.214,24,,
4247,齊藤優,B1,31,19,,,106,0.34,7,,0.34,29,,
5353,草川壮良,B1,6,5,,,112,0.152,4,,0.152,53,0.038,0.057
4324,海野康志郎,A1,82,20,0.45,中間,97,0.474,6,,0.474,16,,
4444,桐生順平,A1,44,14,,,102,0.539,0,,0.539,31,,
5371,早川颯太,B2,0,0,,,153,0.033,0,,0.033,63,0.016,0.016
4003,表憲一,B1,30,19,,,96,0.5,0,,0.5,32,,
5031,渡辺空依,B1,23,11,,,100,0.29,5,,0.29,29,,
4473,藤堂里香,B1,28,14,,,90,0.389,5,,0.389,32,,
5282,中本大樹,B1,33,16,,,114,0.404,9,,0.404,29,,
4469,土山卓也,A2,45,15,,,114,0.412,0,,0.412,33,,
4523,中村辰也,A2,43,21,0.476,中間,102,0.451,7,,0.451,31,,
4489,岩川仁士,B1,37,20,,,120,0.4,4,,0.4,32,,
3566,川添英正,B1,31,18,,,98,0.276,5,,0.276,22,,
4736,高倉和士,A1,60,18,,,124,0.589,5,,0.589,41,0.171,0.244
4948,木場悠介,B1,29,16,,,97,0.309,5,,0.309,27,,
4158,木場雄二郎,B1,30,10,,,103,0.359,5,,0.359,36,,
4419,原加央理,A2,28,17,,,91,0.451,4,,0.451,23,,
4331,三好勇人,A2,45,12,,,111,0.351,25,0.32,0.32,24,,
5460,早川理稀,B2,0,0,,,75,0.067,9,,0.067,75,0.013,0.04
5442,池田美優,B2,0,0,,,118,0.034,0,,0.034,118,0.008,0.025
4904,松本一毅,B1,44,26,0.538,中間,125,0.424,0,,0.424,38,,
3202,三品隆浩,B1,35,26,,,94,0.266,5,,0.266,31,,
3941,池田浩二,A1,63,12,,,111,0.532,0,,0.532,30,,
3161,古場輝義,B1,35,27,,,68,0.456,3,,0.456,0,,
3769,佐竹恒彦,A2,37,19,,,89,0.292,5,,0.292,24,,
5033,藤原孝斗,B1,23,15,,,88,0.193,4,,0.193,28,,
3944,山口裕二,A1,44,14,,,109,0.45,9,,0.45,29,,
4033,伊藤将吉,A2,50,13,,,117,0.487,0,,0.487,39,,
3327,野長瀬正孝,A2,50,18,,,84,0.548,7,,0.548,5,,
4064,原田篤志,A1,64,13,,,122,0.549,9,,0.549,36,,
4811,向井田佑紀,B1,30,19,,,113,0.354,0,,0.354,26,,
5186,遠藤圭吾,B1,23,11,,,86,0.221,5,,0.221,32,,
4298,宮下元胤,A2,53,28,0.536,中間,115,0.487,12,,0.487,30,,
4248,岡本大,B1,23,16,,,98,0.265,5,,0.265,20,,
4395,下河雅史,B1,39,21,,,120,0.267,0,,0.267,35,,
4121,富永修一,A2,46,19,,,103,0.398,9,,0.398,40,0.025,0.2
3876,中辻崇人,A1,47,12,,,75,0.533,9,,0.533,31,,
4954,内山峻輔,B1,6,4,,,89,0.337,0,,0.337,43,0.116,0.116
5412,久保田凪紗,B2,0,0,,,148,0.034,6,,0.034,94,0.0,0.021
3583,齋藤智裕,B1,22,19,,,87,0.149,6,,0.149,28,,
4925,森悠稀,A2,40,17,,,106,0.415,12,,0.415,31,,
4199,北川潤二,A1,67,17,,,75,0.44,5,,0.44,0,,
5469,今泉博人,B2,0,0,,,53,0.019,9,,0.019,53,0.0,0.019
4531,武富智亮,A2,55,17,,,128,0.484,0,,0.484,42,0.095,0.238
5404,内田壮,B1,0,0,,,149,0.121,9,,0.121,111,0.027,0.09
4468,大池佑来,A1,45,7,,,114,0.456,3,,0.456,44,0.091,0.182
4351,里岡右貴,A1,77,25,0.4,飛ぶ,123,0.585,2,,0.585,48,0.125,0.25
4463,三苫晃幸,A2,47,27,0.63,残す,113,0.487,0,,0.487,29,,
5360,高木茉白,B1,12,7,,,105,0.133,0,,0.133,48,0.042,0.083
5143,常盤海心,B1,22,18,,,108,0.324,15,,0.324,28,,
4978,山田和佐,B1,33,15,,,109,0.33,4,,0.33,36,,
5379,廣部大明,B1,14,11,,,98,0.153,7,,0.153,56,0.018,0.089
4500,山田康二,A1,55,9,,,106,0.547,4,,0.547,33,,
5311,小林京平,B1,29,12,,,100,0.42,6,,0.42,24,,
3999,大瀧明日香,A2,59,21,0.571,残す,120,0.458,0,,0.458,35,,
4865,立具敬司,B2,15,6,,,52,0.327,0,,0.327,21,,
4320,峰竜太,A1,53,9,,,83,0.675,3,,0.675,24,,
3406,中里英夫,B1,44,20,0.65,残す,115,0.391,4,,0.391,29,,
5188,武井莉里佳,A2,40,15,,,109,0.422,9,,0.422,28,,
4062,後藤陽介,B1,29,19,,,94,0.223,0,,0.223,29,,
4203,小倉康典,B1,27,18,,,91,0.264,4,,0.264,28,,
4288,永田啓二,A1,73,21,0.619,残す,122,0.672,8,,0.672,37,,
5392,安武一也,B2,0,0,,,163,0.025,17,,0.025,104,0.01,0.01
4258,関根彰人,B1,30,20,,,97,0.247,5,,0.247,27,,
3441,土屋太朗,B1,29,20,,,105,0.333,0,,0.333,18,,
4460,後藤翔之,A2,49,27,0.444,中間,116,0.448,0,,0.448,32,,
4686,丸野一樹,A1,44,9,,,106,0.481,0,,0.481,31,,
5298,水谷理人,A1,50,7,,,124,0.621,32,0.719,0.719,40,0.15,0.2
5229,吉川晴人,A2,43,19,,,112,0.393,0,,0.393,41,0.073,0.171
4313,西村美智子,A2,31,11,,,89,0.337,25,0.44,0.44,36,,
5356,長谷川暖,B1,22,10,,,86,0.384,0,,0.384,34,,
4575,戸塚邦好,A2,36,10,,,104,0.519,6,,0.519,28,,
3811,石田章央,A1,58,20,0.6,残す,120,0.408,5,,0.408,46,0.152,0.109
5010,宇留田翔平,A2,54,20,0.55,残す,130,0.369,0,,0.369,36,,
4911,片岡大地,A2,32,18,,,93,0.409,5,,0.409,28,,
5448,福田柊人,B2,0,0,,,56,0.0,0,,0.0,56,0.0,0.0
5210,藤井公人,A2,30,12,,,111,0.423,0,,0.423,36,,
3419,栗原謙治,B2,10,9,,,45,0.022,0,,0.022,17,,
3643,米田隆弘,B1,34,15,,,95,0.316,10,,0.316,31,,
4439,近藤友宝,B1,24,16,,,84,0.167,3,,0.167,33,,
4737,竹井貴史,A1,61,18,,,113,0.637,6,,0.637,34,,
5234,塚越海斗,A1,62,21,0.524,中間,128,0.562,7,,0.562,41,0.098,0.244
4611,今井美亜,A1,48,10,,,120,0.408,5,,0.408,35,,
4445,宮地元輝,A1,48,9,,,119,0.37,6,,0.37,39,,
4270,岸本雄貴,B1,29,12,,,99,0.313,5,,0.313,28,,
4593,小坂宗司,A2,45,19,,,114,0.509,0,,0.509,33,,
5467,野村羽玖,B2,0,0,,,54,0.148,0,,0.148,54,0.0,0.13
5461,板頭里緒,B2,0,0,,,47,0.0,0,,0.0,47,0.0,0.0
5154,村松栄太,B1,28,18,,,108,0.25,10,,0.25,31,,
4818,伏見俊介,B2,4,3,,,59,0.254,0,,0.254,34,,
5272,松田真実,B1,29,14,,,96,0.24,10,,0.24,26,,
5067,山田真聖,B1,25,12,,,104,0.385,3,,0.385,24,,
4695,尾崎雄二,A2,31,13,,,102,0.382,5,,0.382,28,,
5107,松本真広,B1,18,10,,,81,0.321,0,,0.321,28,,
3156,金子良昭,B1,27,24,,,58,0.19,0,,0.19,15,,
3910,松下知幸,B1,27,18,,,94,0.191,16,,0.191,29,,
4045,佐々木裕美,B1,28,19,,,86,0.233,3,,0.233,19,,
5060,数原魁,A2,41,16,,,116,0.431,12,,0.431,36,,
4181,花本夏樹,B1,23,17,,,85,0.176,0,,0.176,10,,
5082,一色凌雅,B1,29,13,,,121,0.471,3,,0.471,37,,
4030,森高一真,A1,50,21,0.429,中間,128,0.453,12,,0.453,35,,
5222,津田陸翔,A1,53,17,,,113,0.496,10,,0.496,35,,
4632,長尾京志郎,B1,22,14,,,87,0.345,0,,0.345,26,,
3362,間嶋仁志,B1,42,24,0.5,中間,34,0.353,2,,0.353,0,,
4264,長尾章平,A1,63,20,0.3,飛ぶ,120,0.583,5,,0.583,32,,
4752,西尾亮輔,B1,23,16,,,98,0.296,3,,0.296,22,,
4601,森野正弘,A1,59,19,,,127,0.543,4,,0.543,37,,
4537,渡邉和将,A1,57,11,,,120,0.558,3,,0.558,34,,
3721,守田俊介,A1,51,12,,,103,0.379,0,,0.379,19,,
3659,藤生雄人,A2,33,14,,,98,0.469,5,,0.469,25,,
