登番,名前,級,全国3/4進入,全国まくり率,丸亀3/4進入,丸亀まくり率,採用値,絞りまくり型
5033,藤原孝斗,B1,65,0.015,4,,0.015,
3441,土屋太朗,B1,87,0.023,0,,0.023,
5325,澁川夏,B1,74,0.041,8,,0.041,
3967,鈴木茂高,B1,73,0.0,1,,0.0,
3467,森弘行,B1,63,0.0,3,,0.0,
4626,伊藤紘章,B1,67,0.06,0,,0.06,
5385,鈴木柊介,B1,35,0.0,0,,0.0,
4259,真庭明志,A2,85,0.059,4,,0.059,
4674,池田剛規,B1,88,0.091,0,,0.091,
4575,戸塚邦好,A2,73,0.151,3,,0.151,●
4962,畑竜生,A2,80,0.087,0,,0.087,
3211,北川敏弘,B1,64,0.0,2,,0.0,
5271,杉山太陽,B1,58,0.052,3,,0.052,
4560,庄司樹良々,A2,67,0.06,1,,0.06,
4161,黒柳浩孝,B1,77,0.078,0,,0.078,
5063,大塚雅治,B1,67,0.045,2,,0.045,
5311,小林京平,B1,77,0.104,4,,0.104,
3918,深井利寿,A1,87,0.184,2,,0.184,●
4067,永井源,A2,98,0.122,0,,0.122,●
3939,渡辺真至,B2,21,0.0,0,,0.0,
3990,芹澤克彦,B1,73,0.027,2,,0.027,
3539,金子順一,B1,97,0.021,4,,0.021,
4512,高野哲史,A1,94,0.191,0,,0.191,●
4835,橋本明,B1,82,0.0,4,,0.0,
4704,河野大,A1,98,0.224,8,,0.224,●
3825,宮嵜隆太郎,B1,63,0.095,5,,0.095,
5047,國分将太郎,B1,70,0.057,7,,0.057,
3833,中辻博訓,A2,102,0.069,7,,0.069,
3965,北中元樹,A1,90,0.167,0,,0.167,●
3955,眞田英二,B2,54,0.037,0,,0.037,
4007,榮田将彦,B1,59,0.068,3,,0.068,
4904,松本一毅,B1,89,0.101,0,,0.101,
3805,高橋英之,B1,71,0.113,3,,0.113,
4727,安部慎一,B1,70,0.043,0,,0.043,
4043,桐本康臣,A2,85,0.141,0,,0.141,●
4452,松尾祭,A2,77,0.065,13,,0.065,
3993,永井聖美,B1,69,0.087,0,,0.087,
4469,土山卓也,A2,76,0.092,0,,0.092,
5102,原田雄次,B1,79,0.089,5,,0.089,
4423,坂口貴彦,B1,83,0.133,4,,0.133,●
3838,伊藤啓三,B1,51,0.039,2,,0.039,
3904,森貴洋,B1,40,0.05,0,,0.05,
3747,國崎良春,A2,63,0.079,0,,0.079,
4754,松尾充,A2,81,0.111,0,,0.111,
5364,金子怜央,B1,33,0.0,0,,0.0,
5407,中岡駿,B1,21,0.0,6,,0.0,
4281,大澤大夢,B1,67,0.075,7,,0.075,
5023,久永祥平,A2,66,0.061,0,,0.061,
4047,吉永浩則,B1,64,0.031,3,,0.031,
4852,川原祐明,A1,92,0.185,12,,0.185,●
4890,石川諒,A2,72,0.083,3,,0.083,
4139,丹下健,B1,82,0.073,4,,0.073,
4019,笠原亮,A1,75,0.107,0,,0.107,
3966,作間章,A1,88,0.205,5,,0.205,●
4287,今井貴士,A2,66,0.076,3,,0.076,
3439,大平誉史明,A1,68,0.162,0,,0.162,●
5328,井上慧人,B1,52,0.038,6,,0.038,
4303,牧原崇,B1,72,0.056,5,,0.056,
3489,大場敏,A2,108,0.046,7,,0.046,
3350,藤本佳史,B1,69,0.029,0,,0.029,
3385,渡邉睦広,A2,76,0.013,0,,0.013,
5348,小林甘寧,B1,47,0.085,4,,0.085,
3910,松下知幸,B1,64,0.062,12,,0.062,
4776,竹田和哉,A1,86,0.116,16,0.062,0.062,
4574,東潤樹,A2,85,0.082,3,,0.082,
4527,高野心吾,B1,70,0.057,0,,0.057,
4840,鈴木秀茉,B1,74,0.095,0,,0.095,
4425,大井清貴,B1,61,0.016,0,,0.016,
5358,増本杏珠,B2,45,0.0,4,,0.0,
4387,平山智加,A1,91,0.154,15,0.267,0.267,●
5144,中尾彩香,B1,74,0.081,3,,0.081,
4015,前野竜一,A2,81,0.037,5,,0.037,
4748,渡邉雄朗,A1,78,0.103,0,,0.103,
5071,野見山拓己,B1,67,0.06,0,,0.06,
5398,鐘ヶ江真司,B1,52,0.038,3,,0.038,
4252,松下哲也,B1,75,0.08,0,,0.08,
3054,北川幸典,B1,55,0.145,0,,0.145,●
5389,恵良琴美,B1,25,0.0,0,,0.0,
4826,井上一輝,A1,86,0.221,8,,0.221,●
3981,今坂晃広,B1,83,0.084,5,,0.084,
4006,小野勇作,B1,73,0.041,0,,0.041,
4772,石丸海渡,A1,79,0.165,18,0.111,0.111,
4184,渡邊雄一郎,A1,76,0.118,0,,0.118,
4140,梶野学志,A2,69,0.116,3,,0.116,
5332,村松遥輝,B1,69,0.014,0,,0.014,
3662,大庭元明,B1,74,0.149,0,,0.149,●
5236,小宮涼雅,B1,84,0.071,0,,0.071,
4069,山本修一,A2,80,0.037,2,,0.037,
4435,服部達哉,A2,69,0.072,2,,0.072,
4871,菊池宏志,B1,67,0.09,0,,0.09,
5232,樅山拓馬,B1,59,0.034,0,,0.034,
4953,尾上雅也,A1,89,0.157,0,,0.157,●
3454,井川大作,B1,59,0.085,8,,0.085,
5219,森口和紀,B1,59,0.136,1,,0.136,●
4375,照屋厚仁,A2,84,0.143,0,,0.143,●
3866,木山誠一,B1,63,0.063,0,,0.063,
4880,澤崎雄哉,B1,62,0.113,0,,0.113,
4639,雑賀勇貴,B1,89,0.045,0,,0.045,
3686,鳥居塚孝博,A2,90,0.1,0,,0.1,
3482,金子猛志,B1,89,0.022,2,,0.022,
4526,池田雄祐,A2,62,0.113,2,,0.113,
4594,谷川祐一,B1,90,0.111,3,,0.111,
4661,中島昂章,A2,67,0.0,3,,0.0,
3304,烏野賢太,A1,78,0.09,8,,0.09,
5076,石原光,B1,66,0.152,0,,0.152,●
4418,茅原悠紀,A1,76,0.092,0,,0.092,
4500,山田康二,A1,86,0.174,3,,0.174,●
5340,樋江井舞,B1,84,0.06,5,,0.06,
4965,福岡泉水,B1,61,0.082,3,,0.082,
4208,三浦永理,A1,82,0.11,6,,0.11,
3611,岩崎芳美,A2,73,0.068,5,,0.068,
3604,武藤綾子,B1,62,0.065,6,,0.065,
4804,高田ひかる,A1,81,0.222,0,,0.222,●
5148,松本怜,B1,56,0.071,8,,0.071,
4123,細川裕子,A1,85,0.082,8,,0.082,
4590,渡邉優美,A1,83,0.084,6,,0.084,
4744,伊藤玲奈,B1,52,0.077,1,,0.077,
5250,嶋田有里,B1,69,0.014,0,,0.014,
5324,畑田希咲,B1,43,0.0,0,,0.0,
4224,大橋栄里佳,B1,83,0.06,0,,0.06,
4456,鎌倉涼,A1,70,0.086,5,,0.086,
4534,坂咲友理,B1,55,0.036,4,,0.036,
4733,赤井睦,B1,60,0.083,7,,0.083,
4243,西村歩,B1,85,0.106,5,,0.106,
3550,都築正治,B1,87,0.161,3,,0.161,●
3442,宮武英司,B1,64,0.031,11,,0.031,
4295,小坂尚哉,A1,79,0.165,8,,0.165,●
4417,服部剛,B1,59,0.017,2,,0.017,
5262,鈴木章司,B1,64,0.031,3,,0.031,
4002,古結宏,A1,89,0.146,7,,0.146,●
4659,木下翔太,A1,86,0.081,3,,0.081,
3680,森林太,B1,83,0.096,6,,0.096,
5022,伊藤尚汰,B1,60,0.017,0,,0.017,
5067,山田真聖,B1,69,0.13,3,,0.13,●
4228,吉田慎二郎,A2,97,0.165,4,,0.165,●
4718,北川太一,A2,77,0.091,4,,0.091,
5134,大原祥昌,A2,73,0.068,7,,0.068,
4155,長野壮志郎,A2,76,0.092,2,,0.092,
4677,片橋幸貴,A1,56,0.196,2,,0.196,●
4074,柳沢一,A1,95,0.105,9,,0.105,
4960,黒野元基,A1,95,0.221,0,,0.221,●
4567,上村慎太郎,B1,56,0.0,4,,0.0,
4619,伏田裕隆,B1,62,0.177,3,,0.177,●
4173,岡谷健吾,B1,75,0.067,0,,0.067,
4834,浜本裕己,A2,96,0.135,6,,0.135,●
3831,安藤裕貴,B1,74,0.081,0,,0.081,
3105,内山文典,B1,60,0.067,2,,0.067,
4100,松田隆司,B1,80,0.138,0,,0.138,●
3612,馬袋義則,A1,110,0.127,10,,0.127,●
4292,麻生慎介,A1,80,0.125,4,,0.125,●
4382,高山智至,B1,83,0.012,0,,0.012,
3251,平石和男,A2,98,0.071,7,,0.071,
3843,上之晃弘,B1,75,0.133,2,,0.133,●
4725,佐竹太一,B1,68,0.088,5,,0.088,
3643,米田隆弘,B1,72,0.042,4,,0.042,
4624,高田明,A1,75,0.227,4,,0.227,●
4031,飯島誠,B1,68,0.059,0,,0.059,
3761,山本光雄,B1,81,0.049,0,,0.049,
4467,渡邉俊介,A1,94,0.138,0,,0.138,●
3975,小野寺智洋,A2,70,0.129,7,,0.129,●
4272,大場広孝,B1,70,0.043,0,,0.043,
5282,中本大樹,B1,74,0.068,5,,0.068,
3286,坂東満,B2,47,0.064,0,,0.064,
4402,乙藤智史,A2,63,0.175,0,,0.175,●
4552,杉山勝匡,B1,76,0.118,2,,0.118,
4695,尾崎雄二,A2,72,0.056,2,,0.056,
4213,重富伸也,B1,41,0.098,3,,0.098,
4118,宇佐見淳,A2,100,0.11,0,,0.11,
3731,高濱芳久,B1,85,0.035,6,,0.035,
3859,多羅尾達之,B1,59,0.017,0,,0.017,
3896,上田洋平,B1,61,0.016,2,,0.016,
3743,林美憲,A1,118,0.119,3,,0.119,
4298,宮下元胤,A2,91,0.099,5,,0.099,
4094,中島真二,B1,62,0.016,5,,0.016,
4488,小山勉,A1,67,0.194,0,,0.194,●
3315,広瀬聖仁,B1,53,0.0,0,,0.0,
4910,中村泰平,A1,87,0.195,5,,0.195,●
4022,待鳥雄紀,B1,64,0.047,3,,0.047,
5245,倉富大誠,B1,68,0.118,1,,0.118,
3637,齋藤和政,B1,68,0.059,0,,0.059,
4902,山川雄大,B1,80,0.087,0,,0.087,
3158,島川光男,A2,88,0.114,0,,0.114,
4943,八木治樹,B1,59,0.068,0,,0.068,
4824,松井洪弥,A2,94,0.117,0,,0.117,
4472,尾嶋一広,A1,99,0.081,3,,0.081,
5386,米玉利大悟,B1,43,0.047,4,,0.047,
3576,白水勝也,A1,74,0.095,3,,0.095,
4104,木下陽介,B1,65,0.062,0,,0.062,
4505,島田賢人,A1,77,0.169,0,,0.169,●
4055,吉田俊彦,A2,105,0.076,3,,0.076,
4040,廣瀬将亨,A2,95,0.179,5,,0.179,●
4012,中村有裕,A2,89,0.18,2,,0.18,●
3711,江本真治,A2,101,0.119,4,,0.119,
4227,安達裕樹,A2,80,0.1,0,,0.1,
4759,今泉友吾,A1,86,0.081,1,,0.081,
3719,辻栄蔵,A1,77,0.091,0,,0.091,
4030,森高一真,A1,93,0.108,12,,0.108,
3978,齊藤仁,A2,89,0.09,0,,0.09,
4715,村上遼,A1,57,0.123,4,,0.123,●
4027,松江秀徳,A2,81,0.136,0,,0.136,●
3422,服部幸男,A2,100,0.17,0,,0.17,●
4042,丸岡正典,A2,93,0.108,7,,0.108,
3941,池田浩二,A1,83,0.181,0,,0.181,●
3721,守田俊介,A1,92,0.087,0,,0.087,
4290,稲田浩二,A1,72,0.083,0,,0.083,
4903,吉田凌太朗,A1,95,0.179,2,,0.179,●
3415,松井繁,A1,97,0.031,1,,0.031,
4168,石野貴之,A1,84,0.179,0,,0.179,●
4604,岩瀬裕亮,A1,95,0.063,0,,0.063,
4229,市川美宏,B1,51,0.0,0,,0.0,
4750,井上尚悟,B1,68,0.118,0,,0.118,
3690,河合三弘,B1,77,0.052,2,,0.052,
3661,柳瀬興志,A2,77,0.065,5,,0.065,
3860,松本浩貴,B1,60,0.067,2,,0.067,
3827,今泉徹,B1,71,0.0,2,,0.0,
3905,天野友和,A2,89,0.09,2,,0.09,
5002,上田健太,A2,70,0.086,2,,0.086,
4845,前田紗希,A1,67,0.194,4,,0.194,●
5346,中村紋夕梨,B1,43,0.0,0,,0.0,
3412,鈴木博,A1,98,0.143,7,,0.143,●
3362,間嶋仁志,B1,95,0.053,10,,0.053,
3870,寺嶋雄,B1,83,0.096,4,,0.096,
3869,井芹大志,B1,64,0.0,0,,0.0,
3554,仲口博崇,A1,144,0.118,10,,0.118,
4079,出畑孝典,A2,91,0.143,4,,0.143,●
4447,深川麻奈美,B1,67,0.104,3,,0.104,
3587,武田信一,B1,80,0.025,0,,0.025,
3684,清水攻二,A2,85,0.035,0,,0.035,
3475,橋本久和,B1,62,0.145,3,,0.145,●
5005,石田貴洋,A1,65,0.185,2,,0.185,●
4332,村上彰一,B1,66,0.0,4,,0.0,
4028,田村隆信,A1,84,0.131,8,,0.131,●
4393,田中孝明,B1,70,0.014,0,,0.014,
3293,宮内由紀英,B1,61,0.0,0,,0.0,
4663,籾山佳岳,B2,21,0.0,0,,0.0,
3963,原田秀弥,A2,76,0.066,3,,0.066,
4778,堤啓輔,B1,64,0.094,0,,0.094,
4711,前出達吉,A2,72,0.097,0,,0.097,
4424,松尾昂明,A2,96,0.094,0,,0.094,
3591,後藤孝義,B1,52,0.0,0,,0.0,
3303,渡辺豊,B1,90,0.022,3,,0.022,
4876,梅木敬太,B1,77,0.091,0,,0.091,
4888,金児隆太,B1,81,0.086,0,,0.086,
4246,喜多那由夏,B1,76,0.0,3,,0.0,
3641,一瀬明,A1,99,0.121,8,,0.121,●
5377,鳥居塚嶺王,B1,46,0.13,0,,0.13,●
5288,尾道佳諭,B1,66,0.03,3,,0.03,
3811,石田章央,A1,83,0.157,4,,0.157,●
3505,山田竜一,A2,82,0.024,0,,0.024,
4230,濱崎直矢,A2,50,0.24,4,,0.24,●
4614,石倉洋行,A1,86,0.14,5,,0.14,●
4440,萩原知哉,B1,70,0.043,0,,0.043,
4196,田中太一郎,B1,78,0.051,0,,0.051,
5207,高山敬悟,B1,61,0.148,3,,0.148,●
5381,有山望,B1,49,0.041,7,,0.041,
4179,広次修,A2,84,0.048,0,,0.048,
4866,橋本英一,B1,59,0.068,0,,0.068,
3544,豊田訓靖,B1,67,0.045,0,,0.045,
4466,南佑典,A2,75,0.107,4,,0.107,
3740,大澤普司,A1,76,0.184,6,,0.184,●
4254,川島圭司,A2,64,0.156,4,,0.156,●
4872,山下流心,B1,92,0.054,8,,0.054,
4180,上野秀和,A2,81,0.074,0,,0.074,
4797,中山将,A1,67,0.179,3,,0.179,●
4644,山田亮太,A1,92,0.174,4,,0.174,●
4215,吉島祥之,A2,88,0.148,3,,0.148,●
5048,眞鳥康太,B1,37,0.216,2,,0.216,●
3828,明石正之,B1,66,0.03,0,,0.03,
3551,藤田美代,B1,55,0.0,1,,0.0,
4954,内山峻輔,B1,22,0.045,0,,0.045,
4762,藤原啓史朗,A1,75,0.227,3,,0.227,●
4034,西原明生,B1,80,0.025,14,,0.025,
4156,浜野孝志,A2,100,0.13,7,,0.13,●
5334,樫葉新心,B1,77,0.026,4,,0.026,
4615,板倉敦史,B1,60,0.017,4,,0.017,
5258,仲本舜,B1,58,0.086,5,,0.086,
4555,富永大一,B1,74,0.027,0,,0.027,
4569,中澤宏奈,B1,49,0.102,2,,0.102,
4911,片岡大地,A2,64,0.031,4,,0.031,
5344,谷口丞,B1,61,0.082,5,,0.082,
3645,淺田千亜希,B2,37,0.027,1,,0.027,
4041,小林基樹,B1,67,0.045,8,,0.045,
3233,小畑実成,B1,72,0.097,0,,0.097,
4486,野村誠,A2,70,0.1,3,,0.1,
4427,秦英悟,A1,80,0.188,0,,0.188,●
3841,佐々木和伸,A2,79,0.089,3,,0.089,
3742,宮地秀祈,B1,69,0.072,12,,0.072,
3928,林恵祐,B1,84,0.036,0,,0.036,
4010,越智照浩,B1,66,0.015,8,,0.015,
4446,和田兼輔,A1,90,0.156,0,,0.156,●
4274,長畑友輔,B1,74,0.041,0,,0.041,
4113,木村浩士,B1,72,0.083,0,,0.083,
4278,藤岡俊介,A1,88,0.102,1,,0.102,
4853,前原哉,B1,47,0.021,5,,0.021,
5300,横田海人,B1,68,0.015,0,,0.015,
4257,古川健,B1,66,0.106,0,,0.106,
4666,日笠勝弘,B1,36,0.0,0,,0.0,
4509,平見真彦,A2,74,0.081,4,,0.081,
4133,高橋正男,A2,81,0.099,2,,0.099,
4150,山田雄太,A2,87,0.103,5,,0.103,
5317,長尾萌加,B1,81,0.012,6,,0.012,
4811,向井田佑紀,B1,96,0.062,0,,0.062,
3745,橋本年光,B1,46,0.0,0,,0.0,
3934,鋤柄貴俊,B1,96,0.042,3,,0.042,
4058,野末智一,A1,107,0.037,7,,0.037,
5200,筒井美琴,B2,35,0.0,2,,0.0,
5265,大廣咲季,B1,82,0.073,21,0.095,0.095,
4071,古賀千晶,B1,52,0.058,0,,0.058,
4546,浜田亜理沙,B1,63,0.143,3,,0.143,●
4408,仁科さやか,B1,59,0.034,2,,0.034,
3778,安達美帆,B1,48,0.021,2,,0.021,
4530,小野生奈,A1,78,0.141,10,,0.141,●
5078,山川波乙,B1,67,0.015,6,,0.015,
