regno,選手名,外3着率,外3着源,艇番5乗艇,艇番5率,艇番6乗艇,艇番6率,残し率,型,6コ2着率,6コ3着率
4418,茅原悠紀,0.277,全国,34.0,0.676,44.0,0.545,,,,
4419,原加央理,0.191,全国,32.0,0.344,27.0,0.148,,,,
4420,津久井拓也,0.16,全国,44.0,0.523,38.0,0.132,0.348,,,
4421,森作広大,0.104,全国,26.0,0.192,24.0,0.042,,,,
4422,永井亮次,0.1,全国,35.0,0.257,28.0,0.214,,,,
4423,坂口貴彦,0.213,全国,40.0,0.375,30.0,0.2,,,,
4424,松尾昂明,0.22,全国,41.0,0.366,45.0,0.378,,,0.093,0.256
4425,大井清貴,0.28,全国,29.0,0.414,27.0,0.259,,,,
4427,秦英悟,0.153,全国,38.0,0.5,32.0,0.438,,,,
4428,有賀達也,0.179,全国,39.0,0.41,36.0,0.333,,,,
4429,豊田泰洋,0.124,全国,34.0,0.206,29.0,0.034,,,,
4430,永田秀二,0.197,全国,36.0,0.389,37.0,0.378,0.464,,,
4431,石塚裕介,0.14,全国,26.0,0.231,30.0,0.067,,,,
4432,黄金井力良,0.193,全国,43.0,0.442,31.0,0.097,0.458,,,
4433,川野芽唯,0.286,全国,38.0,0.579,44.0,0.455,,,0.044,0.378
4434,田中辰彦,0.226,全国,32.0,0.469,33.0,0.333,,,,
4435,服部達哉,0.239,全国,28.0,0.5,31.0,0.226,,,,
4436,渋谷明憲,0.281,全国,37.0,0.622,40.0,0.35,,,,
4437,中田元泰,0.208,全国,42.0,0.524,41.0,0.317,,,0.075,0.15
4438,森作雄大,0.089,全国,41.0,0.317,29.0,0.103,0.375,,,
4439,近藤友宝,0.129,全国,32.0,0.219,26.0,0.077,,,,
4440,萩原知哉,0.188,全国,37.0,0.378,25.0,0.16,,,,
4441,末永由楽,0.316,全国,35.0,0.429,40.0,0.425,0.5,,,
4442,松竹大輔,0.179,全国,37.0,0.405,31.0,0.29,,,,
4443,津田裕絵,0.193,全国,45.0,0.267,30.0,0.367,0.5,,,
4444,桐生順平,0.286,全国,35.0,0.486,38.0,0.5,,,,
4445,宮地元輝,0.183,全国,37.0,0.405,41.0,0.22,,,0.024,0.167
4446,和田兼輔,0.268,全国,40.0,0.625,43.0,0.442,,,,
4447,深川麻奈美,0.177,全国,39.0,0.385,36.0,0.222,0.308,飛ぶ型,,
4448,青木玄太,0.254,全国,38.0,0.526,34.0,0.618,,,,
4449,中嶋達也,0.122,全国,29.0,0.345,23.0,0.217,,,,
4450,平高奈菜,0.224,全国,35.0,0.514,36.0,0.389,,,,
4451,松崎祐太郎,0.224,全国,37.0,0.351,40.0,0.425,0.565,,,
4452,松尾祭,0.182,全国,44.0,0.386,38.0,0.184,0.615,残す型,,
4456,鎌倉涼,0.231,全国,29.0,0.31,36.0,0.5,,,,
4457,神田達也,0.157,全国,29.0,0.345,24.0,0.292,,,,
4458,抹香雄三,0.209,全国,34.0,0.382,37.0,0.216,,,,
4459,片岡雅裕,0.139,全国,40.0,0.2,45.0,0.311,,,0.087,0.196
4460,後藤翔之,0.214,全国,42.0,0.5,44.0,0.386,0.4,,,
4461,安田吉宏,0.223,全国,34.0,0.324,30.0,0.167,,,,
4462,夏山亮平,0.178,全国,34.0,0.235,24.0,0.25,,,,
4463,三苫晃幸,0.188,全国,34.0,0.412,38.0,0.421,0.63,残す型,,
4464,山下友貴,0.28,全国,37.0,0.486,31.0,0.323,,,,
4465,大西賢,0.183,全国,27.0,0.333,23.0,0.217,,,,
4466,南佑典,0.225,全国,40.0,0.3,33.0,0.242,,,,
4467,渡邉俊介,0.275,全国,43.0,0.465,39.0,0.462,,,,
4468,大池佑来,0.198,全国,42.0,0.5,39.0,0.333,,,0.122,0.146
4469,土山卓也,0.241,全国,37.0,0.514,36.0,0.389,,,,
4470,平田健之佑,0.255,全国,32.0,0.531,38.0,0.5,,,,
4471,新田泰章,0.284,全国,42.0,0.429,44.0,0.5,,,0.146,0.268
4472,尾嶋一広,0.26,全国,44.0,0.386,35.0,0.514,,,,
4473,藤堂里香,0.161,全国,27.0,0.333,32.0,0.25,,,,
4474,渡辺崇,0.212,全国,39.0,0.359,33.0,0.212,,,,
4475,末永祐輝,0.301,全国,35.0,0.486,40.0,0.325,,,,
4477,篠崎仁志,0.224,全国,40.0,0.4,38.0,0.5,,,,
4478,櫻本あゆみ,0.215,全国,32.0,0.406,37.0,0.243,,,,
4479,矢野真梨菜,0.155,全国,25.0,0.12,15.0,0.067,,,,
4482,守屋美穂,0.175,全国,40.0,0.375,33.0,0.364,,,,
4483,北野輝季,0.208,全国,42.0,0.571,42.0,0.429,,,,
4484,稲生夏季,0.217,全国,30.0,0.4,27.0,0.222,,,,
4485,楠原正剛,0.219,全国,40.0,0.4,36.0,0.222,,,,
4486,野村誠,0.186,全国,39.0,0.462,33.0,0.333,,,,
4487,三原司,0.188,全国,39.0,0.256,28.0,0.321,,,,
4488,小山勉,0.205,全国,34.0,0.5,45.0,0.311,,,,
4489,岩川仁士,0.204,全国,40.0,0.4,34.0,0.235,,,,
4491,田中堅,0.165,全国,32.0,0.281,30.0,0.033,,,,
4492,本多宏和,0.19,全国,,,,,,,,
4494,河合佑樹,0.24,全国,33.0,0.485,40.0,0.5,,,,
4495,森晋太郎,0.165,全国,28.0,0.429,24.0,0.25,,,,
4496,内堀学,0.083,全国,41.0,0.585,42.0,0.548,0.387,,,
4497,桑原悠,0.245,全国,35.0,0.486,31.0,0.548,,,,
4498,宮本夏樹,0.177,全国,18.0,0.389,20.0,0.25,,,,
4499,滝川真由子,0.212,全国,32.0,0.25,22.0,0.273,,,,
4500,山田康二,0.218,全国,39.0,0.641,38.0,0.289,,,,
4501,樋口由加里,0.14,全国,43.0,0.279,37.0,0.189,,,,
4502,遠藤エミ,0.254,全国,35.0,0.571,40.0,0.475,0.55,,,
4503,上野真之介,0.202,全国,39.0,0.667,40.0,0.55,,,,
4504,前田将太,0.211,全国,37.0,0.405,40.0,0.475,,,,
4505,島田賢人,0.226,全国,35.0,0.429,36.0,0.417,,,,
4506,稗田聖也,0.231,全国,38.0,0.526,34.0,0.471,,,,
4508,野間大樹,0.2,全国,28.0,0.393,31.0,0.548,,,,
4509,平見真彦,0.312,全国,32.0,0.469,38.0,0.368,,,,
4510,坂本奈央,0.036,全国,18.0,0.111,16.0,0.0,,,,
4511,中岡健人,0.208,全国,36.0,0.306,31.0,0.194,,,,
4512,高野哲史,0.214,全国,47.0,0.426,48.0,0.292,,,,
4513,河野真也,0.231,全国,35.0,0.457,40.0,0.225,,,,
4514,上條嘉嗣,0.223,全国,36.0,0.444,42.0,0.476,,,,
4515,藤田浩人,0.242,全国,43.0,0.442,39.0,0.308,,,0.047,0.233
4516,野口勝弘,0.295,全国,36.0,0.528,39.0,0.359,0.55,,,
4518,大須賀友,0.206,全国,30.0,0.6,42.0,0.333,,,,
4519,清水沙樹,0.102,全国,21.0,0.333,16.0,0.125,,,,
4520,高倉孝太,0.185,全国,39.0,0.41,37.0,0.351,,,,
4521,小池公生,0.206,全国,35.0,0.429,36.0,0.306,,,,
4522,古澤光紀,0.192,全国,31.0,0.29,37.0,0.243,,,,
4523,中村辰也,0.235,全国,36.0,0.389,33.0,0.333,0.45,,,
4524,深谷知博,0.235,全国,43.0,0.442,33.0,0.394,,,,
4525,真子奈津実,0.154,全国,33.0,0.303,19.0,0.158,,,,
4526,池田雄祐,0.16,全国,33.0,0.273,32.0,0.25,,,,
4527,高野心吾,0.078,全国,31.0,0.097,22.0,0.091,,,,
4528,黒井達矢,0.269,全国,37.0,0.649,35.0,0.6,,,,
4529,嶋義信,0.234,全国,39.0,0.41,38.0,0.342,,,,
4530,小野生奈,0.167,全国,31.0,0.548,36.0,0.389,,,,
4531,武富智亮,0.283,全国,44.0,0.636,38.0,0.368,,,0.071,0.262
4532,秋元哲,0.19,全国,35.0,0.486,37.0,0.514,,,,
4533,峰重侑治,0.179,全国,25.0,0.16,26.0,0.308,,,,
4534,坂咲友理,0.094,全国,26.0,0.231,15.0,0.067,,,,
4535,北山康介,0.223,全国,23.0,0.609,40.0,0.5,,,0.167,0.262
4536,喜井つかさ,0.27,全国,39.0,0.513,38.0,0.289,0.476,,,
4537,渡邉和将,0.328,全国,40.0,0.525,43.0,0.558,,,,
4538,笠置博之,0.113,全国,24.0,0.667,33.0,0.394,,,0.095,0.095
4539,金子賢志,0.165,全国,37.0,0.351,45.0,0.378,,,0.068,0.205
4540,相原利章,0.247,全国,30.0,0.267,33.0,0.333,,,,
4543,重木輝彦,0.264,全国,36.0,0.556,38.0,0.474,,,,
4544,松田大志郎,0.217,全国,40.0,0.725,43.0,0.674,,,,
4545,岡村慶太,0.239,全国,35.0,0.543,41.0,0.512,,,0.125,0.3
4546,浜田亜理沙,0.241,全国,27.0,0.667,26.0,0.5,,,,
4547,中田竜太,0.25,全国,38.0,0.5,39.0,0.385,0.429,,,
4548,篠木亜衣花,0.039,全国,18.0,0.056,17.0,0.0,,,,
4549,小林文彦,0.245,全国,33.0,0.455,35.0,0.314,0.429,,,
4550,石岡将太,0.267,全国,37.0,0.378,25.0,0.36,,,,
4551,三川昂暁,0.211,全国,37.0,0.432,42.0,0.405,0.462,,0.095,0.238
4552,杉山勝匡,0.159,全国,32.0,0.375,33.0,0.364,,,0.044,0.156
4553,坪口竜也,0.245,全国,40.0,0.575,26.0,0.269,,,,
4555,富永大一,0.25,全国,28.0,0.607,37.0,0.297,,,,
4556,竹井奈美,0.295,全国,26.0,0.5,28.0,0.357,,,,
4557,松尾光広,0.177,全国,28.0,0.179,37.0,0.216,,,,
4558,宮野仁,0.113,全国,38.0,0.289,28.0,0.071,,,,
4560,庄司樹良々,0.231,全国,37.0,0.378,32.0,0.375,,,,
4561,藤山翔大,0.15,全国,37.0,0.351,43.0,0.302,,,,
4562,阪本勇介,0.145,全国,39.0,0.308,30.0,0.167,,,,
4563,齋藤真之,0.089,全国,35.0,0.257,21.0,0.048,,,,
4564,山本景士郎,0.216,全国,33.0,0.242,30.0,0.1,,,,
4565,西村豪洋,0.189,全国,38.0,0.342,30.0,0.133,,,,
4566,塩田北斗,0.239,全国,36.0,0.556,39.0,0.359,,,,
4567,上村慎太郎,0.167,全国,28.0,0.143,18.0,0.222,,,,
4568,廣瀬真也,0.215,全国,37.0,0.324,35.0,0.286,,,0.048,0.167
4569,中澤宏奈,0.102,全国,31.0,0.452,31.0,0.161,,,,
4570,前田聖文,0.245,全国,32.0,0.406,41.0,0.439,0.381,,,
4571,菅章哉,0.049,全国,34.0,0.529,41.0,0.268,,,0.054,0.068
4572,渡部悟,0.205,全国,35.0,0.457,38.0,0.421,,,0.195,0.244
4573,佐藤翼,0.217,全国,32.0,0.562,42.0,0.31,,,,
4574,東潤樹,0.177,全国,37.0,0.378,33.0,0.273,,,,
4575,戸塚邦好,0.245,全国,36.0,0.5,25.0,0.44,,,,
4578,藤山雅弘,0.16,全国,38.0,0.316,29.0,0.207,,,,
4579,中嶋健一郎,0.149,全国,36.0,0.5,36.0,0.389,,,,
4580,長谷川雅和,0.235,全国,35.0,0.514,46.0,0.239,,,0.047,0.14
4581,吉村誠,0.211,全国,42.0,0.524,44.0,0.318,,,0.073,0.195
4583,古田祐貴,0.22,全国,37.0,0.378,41.0,0.244,0.571,,0.024,0.238
4584,村岡賢人,0.331,全国,37.0,0.595,44.0,0.523,0.636,残す型,,
4586,磯部誠,0.19,全国,40.0,0.575,37.0,0.432,,,,
4587,木田峰由季,0.131,全国,32.0,0.5,39.0,0.256,,,,
4588,田中京介,0.178,全国,43.0,0.372,40.0,0.225,,,,
4589,塩崎桐加,0.163,全国,27.0,0.259,28.0,0.25,,,,
4590,渡邉優美,0.261,全国,41.0,0.415,39.0,0.41,0.591,,,
4592,小林孝弘,0.196,全国,37.0,0.243,23.0,0.174,,,,
4593,小坂宗司,0.299,全国,39.0,0.462,39.0,0.436,,,,
4594,谷川祐一,0.259,全国,39.0,0.436,36.0,0.389,,,,
4596,葛原大陽,0.323,全国,40.0,0.525,43.0,0.488,0.522,,0.119,0.333
4598,加藤政彦,0.153,全国,34.0,0.382,40.0,0.175,,,,
4600,井内将太郎,0.282,全国,31.0,0.484,38.0,0.421,,,,
4601,森野正弘,0.238,全国,35.0,0.486,41.0,0.366,0.6,,0.075,0.2
4603,谷川将太,0.234,全国,35.0,0.457,33.0,0.212,,,,
4604,岩瀬裕亮,0.244,全国,44.0,0.545,41.0,0.463,,,,
4607,鶴田勇雄,0.256,全国,42.0,0.429,41.0,0.293,0.478,,0.05,0.175
4608,荒井翔伍,0.222,全国,36.0,0.333,34.0,0.176,0.571,,,
4610,佐藤大佑,0.15,全国,38.0,0.526,37.0,0.216,,,0.05,0.075
4611,今井美亜,0.161,全国,39.0,0.41,38.0,0.342,,,,
4614,石倉洋行,0.261,全国,36.0,0.556,43.0,0.465,,,,
4615,板倉敦史,0.152,全国,36.0,0.361,21.0,0.095,,,,
4618,乃村康友,0.272,全国,29.0,0.448,30.0,0.367,,,,
4619,伏田裕隆,0.164,全国,46.0,0.435,33.0,0.303,,,0.059,0.132
4623,中北将史,0.169,全国,44.0,0.25,35.0,0.143,,,,
4624,高田明,0.157,全国,44.0,0.523,37.0,0.297,,,,
4625,渡邊裕貴,0.124,全国,36.0,0.222,22.0,0.227,,,,
4626,伊藤紘章,0.2,全国,34.0,0.471,20.0,0.25,,,,
4627,藤原菜希,0.222,全国,30.0,0.5,27.0,0.37,,,,
4630,岩永雅人,0.204,全国,24.0,0.417,43.0,0.279,,,0.125,0.125
4631,新井英孝,0.173,全国,36.0,0.389,31.0,0.194,,,,
4632,長尾京志郎,0.238,全国,28.0,0.25,21.0,0.19,,,,
4633,森智也,0.259,全国,34.0,0.441,37.0,0.27,0.55,,,
4635,峰重力也,0.165,全国,26.0,0.346,32.0,0.281,,,,
4636,赤池修平,0.141,全国,28.0,0.107,23.0,0.261,,,,
4637,中田友也,0.211,全国,29.0,0.379,29.0,0.276,,,,
4638,小林遼太,0.176,全国,34.0,0.441,29.0,0.207,,,,
4639,雑賀勇貴,0.115,全国,37.0,0.162,21.0,0.143,,,,
4640,山ノ内雅人,0.237,全国,49.0,0.469,41.0,0.366,0.654,残す型,,
4641,磯村匠,0.256,全国,26.0,0.308,25.0,0.32,,,,
4642,松尾夏海,0.222,全国,36.0,0.694,31.0,0.581,,,,
4643,近江翔吾,0.17,全国,34.0,0.441,34.0,0.382,,,,
4644,山田亮太,0.291,全国,35.0,0.629,29.0,0.517,,,,
4645,上村純一,0.193,全国,36.0,0.472,44.0,0.386,,,0.106,0.255
4648,木村亮太,0.188,全国,31.0,0.387,23.0,0.261,,,,
4649,和田操拓,0.191,全国,37.0,0.351,41.0,0.171,0.5,,0.023,0.186
4650,中山雄太,0.191,全国,17.0,0.471,,,,,,
4651,佐藤大騎,0.113,全国,29.0,0.241,33.0,0.182,,,,
4652,酒見峻介,0.192,全国,32.0,0.438,35.0,0.171,,,,
4653,小野達哉,0.226,全国,28.0,0.536,32.0,0.438,,,,
4654,篠田優也,0.235,全国,31.0,0.516,40.0,0.375,,,,
4656,大崎翔,0.155,全国,35.0,0.371,25.0,0.32,,,,
4659,木下翔太,0.272,全国,40.0,0.45,38.0,0.5,,,,
4660,宇田川信一,0.173,全国,28.0,0.393,20.0,0.1,,,,
4661,中島昂章,0.224,全国,38.0,0.526,28.0,0.179,,,,
4663,籾山佳岳,0.175,全国,,,,,,,,
4664,東口晃,0.122,全国,26.0,0.192,18.0,0.167,,,,
4665,加藤啓太,0.19,全国,37.0,0.243,26.0,0.231,,,,
4666,日笠勝弘,0.156,全国,24.0,0.25,17.0,0.118,,,,
4669,井上茂,0.172,全国,36.0,0.278,22.0,0.182,,,,
4672,守屋大地,0.124,全国,38.0,0.211,24.0,0.333,,,,
4674,池田剛規,0.205,全国,39.0,0.308,43.0,0.372,0.45,,,
4675,井手良太,0.22,全国,30.0,0.467,25.0,0.44,,,,
4676,後藤隼之,0.311,全国,38.0,0.342,36.0,0.417,0.238,飛ぶ型,,
4677,片橋幸貴,0.215,全国,31.0,0.581,29.0,0.379,,,,
4678,水野望美,0.2,全国,36.0,0.278,23.0,0.174,,,,
4679,植田太一,0.198,全国,42.0,0.381,35.0,0.2,,,,
4680,後藤美翼,0.23,全国,38.0,0.395,29.0,0.483,,,,
4681,太田潮,0.114,全国,23.0,0.217,22.0,0.045,,,,
4682,大上卓人,0.167,全国,43.0,0.419,37.0,0.351,,,,
4683,向井田直弥,0.065,全国,23.0,0.13,31.0,0.161,,,0.08,0.04
4684,楠原翔太,0.229,全国,27.0,0.333,39.0,0.256,,,,
4685,島村隆幸,0.269,全国,33.0,0.606,40.0,0.6,,,,
4686,丸野一樹,0.208,全国,37.0,0.595,36.0,0.306,,,,
4688,永井彪也,0.232,全国,42.0,0.452,40.0,0.375,,,0.073,0.195
4689,豊田結,0.146,全国,35.0,0.286,31.0,0.161,0.375,,,
4690,高石梨菜,0.2,全国,,,,,,,,
4691,水原慎,0.214,全国,25.0,0.36,19.0,0.105,,,,
4692,酒井俊弘,0.109,全国,34.0,0.324,33.0,0.424,,,0.133,0.156
4693,松下誉士,0.126,全国,40.0,0.25,24.0,0.292,,,,
4694,高田綾,0.183,全国,33.0,0.273,25.0,0.24,,,,
4695,尾崎雄二,0.147,全国,38.0,0.289,28.0,0.25,,,,
4697,國弘翔平,0.12,全国,35.0,0.257,28.0,0.179,,,,
4700,金子和之,0.23,全国,31.0,0.581,30.0,0.367,,,,
4702,三浦敬太,0.204,全国,31.0,0.581,40.0,0.45,,,,
4703,森永隆,0.147,全国,37.0,0.459,35.0,0.486,0.391,,,
4704,河野大,0.22,全国,41.0,0.561,39.0,0.333,,,0.159,0.136
4705,吉川勇作,0.06,全国,37.0,0.081,26.0,0.077,,,,
4706,三浦洋次朗,0.161,全国,44.0,0.5,43.0,0.279,0.435,,,
4708,半田尚也,0.167,全国,30.0,0.233,22.0,0.364,,,,
4709,岡村将也,0.284,全国,31.0,0.581,38.0,0.263,0.458,,,
4710,福田宗平,0.24,全国,44.0,0.5,41.0,0.366,,,,
4711,前出達吉,0.19,全国,38.0,0.474,39.0,0.359,0.571,,,
4713,白神優,0.263,全国,44.0,0.523,54.0,0.5,,,0.152,0.283
4714,喜多須杏奈,0.258,全国,30.0,0.333,30.0,0.233,,,,
4715,村上遼,0.211,全国,29.0,0.517,33.0,0.455,,,,
4718,北川太一,0.202,全国,30.0,0.633,41.0,0.463,0.35,,,
4719,上條暢嵩,0.19,全国,39.0,0.385,43.0,0.372,,,,
4720,西澤日花里,0.184,全国,30.0,0.2,27.0,0.185,,,,
4723,寺島吉彦,0.131,全国,34.0,0.412,30.0,0.233,,,0.096,0.038
4724,吉田祐貴,0.086,全国,22.0,0.182,16.0,0.125,,,,
4725,佐竹太一,0.183,全国,39.0,0.359,28.0,0.25,,,,
4726,島田なぎさ,0.074,全国,,,,,,,,
4727,安部慎一,0.196,全国,36.0,0.167,21.0,0.286,,,,
4728,山口亮,0.149,全国,30.0,0.167,27.0,0.185,,,,
4729,佐藤謙史朗,0.139,全国,26.0,0.269,22.0,0.136,,,,
4730,土屋実沙希,0.174,全国,32.0,0.344,30.0,0.3,,,,
4731,間野兼礼,0.135,全国,32.0,0.312,27.0,0.185,,,,
4732,堀本和也,0.236,全国,46.0,0.543,43.0,0.395,,,,
4733,赤井睦,0.126,全国,28.0,0.286,25.0,0.04,,,,
4734,安河内将,0.264,全国,32.0,0.562,41.0,0.439,,,,
4735,角山雄哉,0.156,全国,32.0,0.438,28.0,0.143,,,,
4736,高倉和士,0.192,全国,41.0,0.61,43.0,0.465,,,0.19,0.19
4737,竹井貴史,0.246,全国,36.0,0.667,39.0,0.564,,,,
4738,清埜翔子,0.191,全国,41.0,0.293,46.0,0.152,,,0.022,0.133
4739,中村晃朋,0.233,全国,39.0,0.436,42.0,0.643,0.65,残す型,,
4740,齋藤達希,0.13,全国,39.0,0.282,29.0,0.103,,,,
4743,木村仁紀,0.271,全国,45.0,0.489,43.0,0.465,0.5,,0.146,0.317
4744,伊藤玲奈,0.208,全国,27.0,0.296,23.0,0.13,,,,
4746,大豆生田蒼,0.267,全国,22.0,0.5,24.0,0.167,,,,
4747,山戸信二,0.127,全国,26.0,0.115,25.0,0.08,,,,
4748,渡邉雄朗,0.208,全国,40.0,0.45,42.0,0.524,,,0.25,0.25
4750,井上尚悟,0.156,全国,35.0,0.229,18.0,0.278,,,,
4752,西尾亮輔,0.163,全国,36.0,0.306,22.0,0.091,,,,
4753,森照夫,0.19,全国,18.0,0.333,24.0,0.208,,,,
4754,松尾充,0.185,全国,31.0,0.516,35.0,0.4,,,,
4757,山田祐也,0.25,全国,37.0,0.649,42.0,0.405,,,,
4758,富樫麗加,0.273,全国,15.0,0.6,,,,,,
4759,今泉友吾,0.265,全国,36.0,0.611,42.0,0.429,,,0.143,0.262
4760,山崎郡,0.191,全国,46.0,0.587,48.0,0.458,,,,
4761,山田晃大,0.171,全国,37.0,0.297,42.0,0.214,,,0.048,0.167
4762,藤原啓史朗,0.276,全国,33.0,0.545,47.0,0.489,,,0.087,0.261
4764,小池礼乃,0.161,全国,28.0,0.321,29.0,0.138,,,,
4765,野田部宏子,0.101,全国,32.0,0.375,29.0,0.103,,,,
4766,石井孝之,0.138,全国,28.0,0.321,25.0,0.16,,,,
4769,馬場剛,0.238,全国,42.0,0.524,41.0,0.439,0.571,,,
4771,下寺秀和,0.233,全国,38.0,0.474,38.0,0.447,,,,
4772,石丸海渡,0.225,全国,29.0,0.517,38.0,0.395,,,,
4773,中川りな,0.2,当地,43.0,0.372,36.0,0.417,0.409,,,
4775,千葉真弥,0.177,全国,26.0,0.5,25.0,0.12,,,,
4776,竹田和哉,0.261,全国,47.0,0.596,45.0,0.467,,,,
4778,堤啓輔,0.197,全国,28.0,0.5,26.0,0.269,,,,
4779,伊倉光,0.209,全国,29.0,0.345,25.0,0.24,,,,
4781,西舘果里,0.091,全国,,,,,,,,
4782,浜崎準也,0.114,全国,27.0,0.185,24.0,0.208,,,,
4784,向井田真紀,0.045,全国,23.0,0.13,23.0,0.13,,,,
4785,木幡純也,0.189,全国,31.0,0.355,27.0,0.185,,,,
4786,佐藤博亮,0.189,全国,42.0,0.524,42.0,0.405,0.55,,0.146,0.146
4787,椎名豊,0.228,全国,33.0,0.636,40.0,0.525,,,,
4788,小池哲也,0.298,全国,48.0,0.604,33.0,0.333,0.391,,,
4789,古賀智之,0.111,全国,33.0,0.394,29.0,0.172,,,,
4790,柳内敬太,0.258,全国,36.0,0.444,42.0,0.333,,,0.071,0.214
4791,黒澤めぐみ,0.216,全国,31.0,0.484,36.0,0.278,,,,
4792,杉村賢也,0.167,全国,22.0,0.227,25.0,0.12,,,,
4793,金子萌,0.195,全国,40.0,0.625,38.0,0.289,,,,
4794,和田拓也,0.33,全国,27.0,0.63,29.0,0.517,,,,
4796,春園功太,0.188,全国,44.0,0.432,45.0,0.289,,,0.05,0.175
4797,中山将,0.266,全国,31.0,0.581,41.0,0.512,,,0.156,0.244
4798,浜先真範,0.237,全国,37.0,0.459,38.0,0.342,,,,
4803,飯田庄吾,0.12,全国,31.0,0.258,22.0,0.045,,,,
4804,高田ひかる,0.167,全国,30.0,0.433,40.0,0.3,,,,
4808,松尾拓,0.267,全国,43.0,0.605,40.0,0.3,,,,
4809,外崎悟,0.242,全国,25.0,0.4,33.0,0.424,,,,
4811,向井田佑紀,0.177,全国,40.0,0.5,32.0,0.219,,,,
4812,西野雄貴,0.242,全国,34.0,0.618,35.0,0.514,,,,
4813,宮内直哉,0.163,全国,27.0,0.222,27.0,0.259,,,,
4815,伏島祐介,0.171,全国,26.0,0.308,31.0,0.161,,,,
4816,村松修二,0.193,全国,40.0,0.35,34.0,0.382,,,,
4817,渡邉翼,0.266,全国,26.0,0.615,34.0,0.294,,,,
4818,伏見俊介,0.019,全国,,,24.0,0.125,,,,
4819,蜂須瑞生,0.215,全国,33.0,0.364,40.0,0.25,,,,
4821,妻鳥晋也,0.188,全国,43.0,0.442,29.0,0.31,,,,
4822,百武翔,0.24,全国,39.0,0.564,42.0,0.333,,,0.05,0.25
4823,中村桃佳,0.226,全国,38.0,0.421,36.0,0.417,,,,
4824,松井洪弥,0.185,全国,40.0,0.5,43.0,0.326,,,0.05,0.225
4825,倉持莉々,0.231,全国,37.0,0.514,34.0,0.5,,,,
4826,井上一輝,0.164,全国,38.0,0.553,47.0,0.532,,,0.2,0.175
4828,松山将吾,0.248,全国,29.0,0.517,42.0,0.429,0.476,,0.075,0.275
4831,羽野直也,0.29,全国,35.0,0.457,31.0,0.419,,,,
4832,権藤俊光,0.25,全国,40.0,0.55,35.0,0.486,,,,
4834,浜本裕己,0.202,全国,39.0,0.385,40.0,0.225,,,,
4835,橋本明,0.235,全国,42.0,0.262,30.0,0.233,,,,
4836,大谷健太,0.183,全国,32.0,0.312,31.0,0.29,,,,
4837,酒井陽祐,0.261,全国,33.0,0.394,26.0,0.231,,,,
4839,四宮与寛,0.19,全国,33.0,0.515,32.0,0.375,0.35,,,
4840,鈴木秀茉,0.136,全国,36.0,0.417,30.0,0.333,,,,
4842,山下昂大,0.211,全国,35.0,0.514,33.0,0.242,,,,
4843,深尾巴恵,0.13,全国,24.0,0.375,24.0,0.208,,,,
4844,村上奈穂,0.107,全国,40.0,0.175,29.0,0.172,,,,
4845,前田紗希,0.176,全国,24.0,0.583,32.0,0.438,,,,
4846,佐藤駿介,0.127,全国,30.0,0.4,30.0,0.033,,,,
4847,佐藤隆太郎,0.188,全国,34.0,0.471,37.0,0.351,,,,
4848,仲谷颯仁,0.222,全国,41.0,0.537,40.0,0.45,,,,
4850,野中一平,0.205,全国,39.0,0.59,34.0,0.382,,,,
4851,関浩哉,0.243,全国,39.0,0.564,37.0,0.486,,,,
4852,川原祐明,0.287,全国,46.0,0.652,43.0,0.512,,,0.1,0.375
4853,前原哉,0.127,全国,23.0,0.261,23.0,0.087,,,,
4854,大橋由珠,0.164,全国,20.0,0.3,19.0,0.263,,,,
4856,豊田健士郎,0.222,全国,47.0,0.617,51.0,0.49,,,0.136,0.227
4857,加藤翔馬,0.188,全国,34.0,0.588,37.0,0.378,,,,
4861,田中宏樹,0.241,全国,39.0,0.436,29.0,0.276,,,,
4863,三浦裕貴,0.203,全国,27.0,0.296,29.0,0.207,,,,
4864,小川日紀太,0.169,全国,32.0,0.406,26.0,0.077,,,,
4865,立具敬司,0.241,全国,16.0,0.25,21.0,0.286,,,,
4866,橋本英一,0.181,全国,29.0,0.241,23.0,0.043,,,,
4871,菊池宏志,0.185,全国,33.0,0.303,32.0,0.219,,,,
4872,山下流心,0.138,全国,37.0,0.27,34.0,0.147,,,,
4873,蒲原健太,0.173,全国,43.0,0.419,39.0,0.231,0.4,,,
4874,池田奈津美,0.167,全国,27.0,0.37,24.0,0.375,,,,
4875,大塚康雅,0.2,全国,28.0,0.464,30.0,0.167,,,,
4876,梅木敬太,0.175,全国,33.0,0.273,32.0,0.156,,,,
4877,鈴谷一平,0.148,全国,37.0,0.351,35.0,0.314,,,,
4878,西岡育未,0.071,全国,22.0,0.182,20.0,0.1,,,,
4879,山崎鉄平,0.14,全国,33.0,0.424,35.0,0.229,,,0.125,0.125
4880,澤崎雄哉,0.229,全国,31.0,0.323,27.0,0.296,,,,
4882,瀧川千依,0.127,全国,24.0,0.125,21.0,0.143,,,,
4883,岡部大輝,0.17,全国,34.0,0.559,30.0,0.333,,,,
4884,勝浦真帆,0.218,全国,18.0,0.333,17.0,0.235,,,,
4885,大山千広,0.274,全国,22.0,0.545,19.0,0.368,,,,
4886,入海馨,0.288,全国,32.0,0.562,36.0,0.472,,,,
4887,富澤祐作,0.17,全国,32.0,0.344,28.0,0.286,,,,
